,alpha,beta_mercado,beta_tamanho,beta_valor,beta_liquidez,beta_momentum,tvalue_alpha,tvalue_mercado,tvalue_tamanho,tvalue_valor,tvalue_liquidez,tvalue_momentum,pvalue_alpha,pvalue_mercado,pvalue_tamanho,pvalue_valor,pvalue_liquidez,pvalue_momentum,fvalue,f_pvalue,R_squared_adj
310,0.001602433311289556,0.2713614604221365,-0.012254769064944762,-0.017532634354499404,0.03987625625272443,-0.005467037666389939,0.9185487820654881,15.430001519528142,-0.7715492143133024,-0.5305596306233257,1.8951678608615277,-0.2213426204477993,0.35913656875563205,4.018234631687865e-39,0.4410439262882866,0.5961521506224096,0.059118829766065875,0.8249899299062865,48.31987484567925,8.903370955697722e-36,0.4579939233991256
311,0.0013948493923363514,0.27218889524071205,-0.0116535945801158,-0.015015101051854662,0.03649270668752586,-0.002938550699566325,0.791846645118496,14.782292561014259,-0.7249365359825759,-0.4503252023818981,1.7267531431627368,-0.11785725453496325,0.42913758554719317,9.9730209762872e-37,0.4691118497294168,0.6528333754759335,0.08534320083230928,0.9062674286644666,44.35132459255887,2.0882946129659557e-33,0.43810757229437713
312,0.0012035170758612252,0.2732500229471796,-0.011148691043177355,-0.01268518336652076,0.0332442952591485,-0.0006067890633606222,0.6825693483040556,14.80248689234513,-0.6914818511120441,-0.3795967895564661,1.5749661073260603,-0.024299504706867564,0.49545566339384073,7.851449849350874e-37,0.4898482475601317,0.7045387803729792,0.11641815831824232,0.9806313952730854,44.401277138788984,1.8178635751078667e-33,0.43750724174717837
313,0.00117889509721901,0.2718448974856488,-0.011367884097805049,-0.011587256639833142,0.033069920099940864,-0.00036346868147920557,0.6468521626358418,14.179428762781086,-0.6944105867767879,-0.33718539079459664,1.556269371162838,-0.014067147188473395,0.518275115921693,1.6198172569938494e-34,0.48801962812772626,0.7362381474989161,0.12081107950901253,0.9887867610391508,40.81987493959509,3.156491246076589e-31,0.41906890495182103
314,0.0012376011943247304,0.27361491502072083,-0.011367787241355908,-0.01316470960866907,0.033161318327367906,-0.0010909260334236526,0.6899695013163989,15.368364094027767,-0.7033437469020034,-0.39000021835527515,1.574729128900559,-0.04282716067356736,0.49079310787086705,6.19056103758503e-39,0.4824344375681866,0.6968371831459277,0.11646452341482574,0.9658702791071218,47.82160093505035,1.5884916188808278e-35,0.45448333660208673
315,0.0012506083632263963,0.27308439747803465,-0.011736881565302861,-0.013062569681293473,0.03316577680731343,-0.001211266470655864,0.6985620918291754,15.437419351255963,-0.7294145885233404,-0.387628334285813,1.57752537737724,-0.0476351638690009,0.48541180135068296,3.217157794303781e-39,0.46636441767874337,0.6985887848459134,0.11581598708130067,0.9620413330480997,48.299148930953706,7.820232352513529e-36,0.4561189693316291
316,0.0011203656752122061,0.27319888424071304,-0.01247198544915665,-0.014653047313108118,0.032643652850809446,0.000903465075566138,0.6362806731415721,14.878279433885591,-0.7766863711371773,-0.43908828781015513,1.5472467569507444,0.03623713803692228,0.5251208004365338,3.626098542713413e-37,0.43800894890448105,0.6609411172330406,0.12294959483571855,0.9711194681582062,44.945573713470225,7.521258363108116e-34,0.4388169350270471
317,0.0010372313862121946,0.2746596876011226,-0.012216977689622991,-0.011818656606363147,0.03433599415201084,0.0023026318315566095,0.5946962156428671,15.649676970349422,-0.7674853425713046,-0.3575488320839621,1.6407143750760305,0.09319469756407261,0.5525268015754692,4.282891809425728e-40,0.4434397032744314,0.7209503337972869,0.10197953409440805,0.9258155347705064,49.605643056637284,1.1077505868879564e-36,0.46025611558058144
318,0.0010474166430707367,0.279720470942842,-0.01329209082162998,-0.012846695012397866,0.04255124681042312,0.002905511731831628,0.5967589606942729,15.925041005259548,-0.829346487667259,-0.3874237813498837,2.042791620844556,0.11688115103634118,0.5511471004245873,3.588397388148927e-41,0.40760982875158047,0.6987347412753608,0.04200273642005837,0.90703743184691,51.69959463019686,6.188572560345254e-38,0.46900818456940163
319,0.0009686831831027386,0.280850671762963,-0.01301763813755701,-0.010257206669684285,0.044021193902776305,0.004205778241122874,0.5525281980572652,16.025466368964228,-0.8124124342977078,-0.31034930050778653,2.119065884964873,0.16944411307469362,0.5810226461958894,1.4137320552070943e-41,0.41723787781251254,0.7565237767820626,0.03495579669878767,0.8655683828185033,52.410622701390324,2.2791156607089712e-38,0.47161112768081304
320,0.0010882212162831137,0.2816387764418411,-0.013914150731093986,-0.011584660867654079,0.04268973100120331,0.0026471011026410075,0.6226725463207196,16.095333850956745,-0.8702968090740855,-0.35096910625851285,2.060781979696712,0.10693820920705953,0.5339993742828514,7.191403919492646e-42,0.38487322345093244,0.7258717331827589,0.04023429261216344,0.9149135020187162,52.74261449930742,1.367513536681265e-38,0.47235146555347696
321,0.0009760157713165562,0.28161192008086156,-0.014571542943071307,-0.011888224255096735,0.04269893396452911,0.0042971854468954905,0.5557049144840859,16.097974479342945,-0.9056930810420565,-0.36013310687995115,2.0633986404247358,0.1724812114731525,0.5788500932988734,7.032729713907762e-42,0.36586604681544854,0.7190152723682015,0.03998335507121172,0.8631820821775733,52.78186132748367,1.3004335516893226e-38,0.472540443283167
322,0.0009760157713165562,0.28161192008086156,-0.014571542943071307,-0.011888224255096735,0.04269893396452911,0.0042971854468954905,0.5557049144840859,16.097974479342945,-0.9056930810420565,-0.36013310687995115,2.0633986404247358,0.1724812114731525,0.5788500932988734,7.032729713907762e-42,0.36586604681544854,0.7190152723682015,0.03998335507121172,0.8631820821775733,52.78186132748367,1.3004335516893226e-38,0.472540443283167
323,0.001064261159194282,0.28160332693283585,-0.013570495199879028,-0.011392971583504382,0.0429344211620516,0.002945300225322973,0.6109348382495734,16.12048177235596,-0.8535232115485248,-0.34583051911952317,2.078458249410552,0.11932720710440203,0.541729648279609,5.3324081744814914e-42,0.3940860078643562,0.7297252287151414,0.03856178442838932,0.9051001971633167,52.92074294099549,9.995158046912818e-39,0.4723470889281207
324,0.001064261159194282,0.28160332693283585,-0.013570495199879028,-0.011392971583504382,0.0429344211620516,0.002945300225322973,0.6109348382495734,16.12048177235596,-0.8535232115485248,-0.34583051911952317,2.078458249410552,0.11932720710440203,0.541729648279609,5.3324081744814914e-42,0.3940860078643562,0.7297252287151414,0.03856178442838932,0.9051001971633167,52.92074294099549,9.995158046912818e-39,0.4723470889281207
