,alpha,beta_mercado,beta_tamanho,beta_valor,beta_liquidez,beta_momentum,beta_beta,tvalue_alpha,tvalue_mercado,tvalue_tamanho,tvalue_valor,tvalue_liquidez,tvalue_momentum,tvalue_beta,pvalue_alpha,pvalue_mercado,pvalue_tamanho,pvalue_valor,pvalue_liquidez,pvalue_momentum,pvalue_beta,fvalue,f_pvalue,R_squared_adj
2010-01-18,0.022577158797417108,0.7004404714969797,0.11217965144208022,0.17341478625069284,-0.1843057331534021,-0.25255526083813395,0.0,188670892951124.53,148266913769958.94,52239307945010.89,122021791521906.7,-60414757640254.08,-181960675439946.53,,4.735126990594277e-57,1.241578718178009e-56,8.056781596201746e-55,2.70646030856548e-56,4.5038000349164605e-55,5.473197114387268e-57,,1.6868537738350186e+28,1.0543052777362424e-56,1.0
2010-01-19,-0.06839018073098488,0.986827275403458,0.007136216639554299,1.83752998299714,0.697310445076756,0.9862019600563815,0.0,-43162815119921.66,250121820258415.2,3240866697759.2217,62809948751387.06,41475199492689.055,46153850208843.26,,1.728670426288541e-54,1.533009788899368e-57,5.438843693060542e-50,3.855116388179187e-55,2.027670187633568e-54,1.3222680538297208e-54,,4.31376186069811e+28,1.50468537065579e-57,1.0
2010-01-20,-0.06272833923376689,0.8511406672863188,-0.039587987048595785,1.6984930842329047,0.6442417180519575,0.9069095229102038,0.0,-1.2607488706708345,7.866568870371628,-0.5997682063668367,1.8507144424529802,1.2199342326241631,1.3517579991031965,,0.26302898670265207,0.0005333078653300679,0.5748031487481116,0.12343529911014012,0.27688666141729795,0.23438397370291358,,63.74809608635572,0.00015838229886841435,0.9691110608513869
2010-01-21,0.12661938160216668,0.4114907256286163,0.21137701126964686,-1.8416498811085171,-1.3172841045789243,-1.6587867813524009,0.0,1.8459023307314555,3.1136788367339423,2.3196444921842976,-1.4871776216453652,-1.7468563448455194,-1.8069992892954287,,0.11443820916089623,0.02075132232853935,0.05947791996733739,0.1875269616772019,0.131260017231496,0.1207759391850339,,13.302408698489321,0.0033775638560177637,0.8483010618622846
2010-01-22,0.0259334337117341,0.4836985520719339,-0.02531616867779904,-0.1632978699727417,-0.18572329312496236,-0.3046895147560702,0.0,3.1192485022426273,3.7526671504081945,-0.30683998060156437,-0.9723949763906776,-1.759195393627937,-2.9296772046419175,,0.010887894586740741,0.003767267037006242,0.7652592766119417,0.3537872449502698,0.10904569389589064,0.015049075688914481,,8.643084106086606,0.0021298088388421806,0.7181268164286752
2010-01-25,0.02360241447833879,0.5504931887873864,-0.07544781833313825,-0.18636663324463168,-0.21973372415475215,-0.28206407557573476,0.0,3.3882748299138505,4.869273412485456,-1.0776227133812253,-1.5321186999384921,-2.458966280459662,-3.182419931593235,,0.0069058371122108705,0.000652317310999961,0.30651064605007294,0.15649593322497785,0.033736101103744955,0.0097791836223158,,11.524234110618416,0.0006812677530974305,0.7781759783613491
2010-01-26,0.02360241447833879,0.5504931887873864,-0.07544781833313825,-0.18636663324463168,-0.21973372415475215,-0.28206407557573476,0.0,3.3882748299138505,4.869273412485456,-1.0776227133812253,-1.5321186999384921,-2.458966280459662,-3.182419931593235,,0.0069058371122108705,0.000652317310999961,0.30651064605007294,0.15649593322497785,0.033736101103744955,0.0097791836223158,,11.524234110618416,0.0006812677530974305,0.7781759783613491
2010-01-27,0.02360241447833879,0.5504931887873864,-0.07544781833313825,-0.18636663324463168,-0.21973372415475215,-0.28206407557573476,0.0,3.3882748299138505,4.869273412485456,-1.0776227133812253,-1.5321186999384921,-2.458966280459662,-3.182419931593235,,0.0069058371122108705,0.000652317310999961,0.30651064605007294,0.15649593322497785,0.033736101103744955,0.0097791836223158,,11.524234110618416,0.0006812677530974305,0.7781759783613491
2010-01-28,0.02353401883018928,0.5265932415897403,-0.07651253416753935,-0.22235577180256347,-0.21425119668517645,-0.2871345362244573,0.0,3.498640282486597,5.297430550564205,-1.1319986038345913,-2.3215395450656118,-2.5005413678830446,-3.3754809791370026,,0.004982199745434069,0.00025340798060069974,0.2817086318521671,0.0404679139821956,0.02947799536991622,0.0061918781743187925,,12.78648554642934,0.00028198527885555156,0.7864742877784026
2010-01-29,0.019946359094924634,0.5011041320875981,-0.07769443609451553,-0.19499864147133883,-0.2232637014212219,-0.24354275273499962,0.0,3.9214398322330832,3.588959841535663,-1.0909883830295735,-2.224435804180436,-2.809547061605928,-3.684936871035852,,0.0017536235538668542,0.003300836267337366,0.2950864563643914,0.04445428776522932,0.01475752057741205,0.0027478554114833613,,9.617343253535891,0.0005117584806199697,0.7053369193864547
2010-02-01,0.019946359094924634,0.5011041320875981,-0.07769443609451553,-0.19499864147133883,-0.2232637014212219,-0.24354275273499962,0.0,3.9214398322330832,3.588959841535663,-1.0909883830295735,-2.224435804180436,-2.809547061605928,-3.684936871035852,,0.0017536235538668542,0.003300836267337366,0.2950864563643914,0.04445428776522932,0.01475752057741205,0.0027478554114833613,,9.617343253535891,0.0005117584806199697,0.7053369193864547
2010-02-02,0.019228852822957714,0.4528141000993021,-0.09893677744523786,-0.20450580041611316,-0.19513798883492672,-0.23788384051212802,0.0,3.950844897032203,3.889986769789539,-1.590654071555478,-2.4144761826927383,-2.9722610857472795,-3.705798354534969,,0.0014493519745129248,0.0016336406032598826,0.13400866419096513,0.03002426375086193,0.01009116312556114,0.002350186680248194,,10.70094619122944,0.00021766178856945723,0.7185382456772861
2010-02-03,0.01932199758760964,0.4989337222752827,-0.06490078581282022,-0.24420735494995516,-0.1704619735113715,-0.2440244206204689,0.0,3.9322155120910867,4.528388221549174,-1.1787311801675628,-3.1338247937213017,-2.7243673569705282,-3.7781443971213906,,0.0013308789544506823,0.0004000288597401606,0.25686583513141403,0.006828523301047984,0.015673296806343225,0.0018229063427317067,,10.241543711616728,0.0002030748286581456,0.6979204172025031
2010-02-04,0.01932199758760964,0.4989337222752827,-0.06490078581282022,-0.24420735494995516,-0.1704619735113715,-0.2440244206204689,0.0,3.9322155120910867,4.528388221549174,-1.1787311801675628,-3.1338247937213017,-2.7243673569705282,-3.7781443971213906,,0.0013308789544506823,0.0004000288597401606,0.25686583513141403,0.006828523301047984,0.015673296806343225,0.0018229063427317067,,10.241543711616728,0.0002030748286581456,0.6979204172025031
2010-02-05,0.013649409231438705,0.5366246836642061,-0.03880480046275253,-0.10931178429698434,-0.22237911613134648,-0.16507910600063766,0.0,1.8299389318802508,4.497993743149168,-0.46331616712396223,-0.8687576862553489,-2.23356898952026,-1.6888826040946687,,0.08299460737184844,0.00024630331442118333,0.6484010033886873,0.3958214010818375,0.03773128322815322,0.10758644708894842,,12.732088214522399,1.60410399843246e-05,0.7096555536291235
2010-02-08,0.008308140943827287,0.46918537624025786,-0.03086045629488677,-0.0766229448666387,-0.20521852988936734,-0.10409133660000677,0.0,1.1018492352858766,3.871850632127021,-0.34489757095354423,-0.5850028425179292,-1.9430859339465063,-1.0452610291393996,,0.28299599412795,0.0008822218214088487,0.7336017724387505,0.5647792900386918,0.06553190055285736,0.30778560231124863,,10.924912763024548,2.8065215187870334e-05,0.6561963641395476
2010-02-09,0.008308140943827287,0.46918537624025786,-0.03086045629488677,-0.0766229448666387,-0.20521852988936734,-0.10409133660000677,0.0,1.1018492352858766,3.871850632127021,-0.34489757095354423,-0.5850028425179292,-1.9430859339465063,-1.0452610291393996,,0.28299599412795,0.0008822218214088487,0.7336017724387505,0.5647792900386918,0.06553190055285736,0.30778560231124863,,10.924912763024548,2.8065215187870334e-05,0.6561963641395476
2010-02-10,0.007191805729608471,0.4826024811868301,-0.04006792448505206,-0.047774924224873186,-0.1467645968126472,-0.09050114041963321,0.0,0.9574767035425562,5.345576130071867,-0.5587399569903542,-0.36949397117896016,-1.5028995079333933,-0.9113640616726434,,0.3482838019227965,1.9875113799274436e-05,0.5817389161593076,0.7151397198312471,0.14647221204221017,0.3715571161787019,,12.849818893563286,4.951080021183314e-06,0.6790797638555623
2010-02-11,0.00729948005024348,0.47986259030613576,-0.03908847771077339,-0.04781084693701358,-0.1489471535670683,-0.09220038395571192,0.0,0.9981091578547159,5.573596263779972,-0.5595303905929487,-0.3775795659199294,-1.5797811671430255,-0.9559759616506441,,0.32818404885934205,9.806661902387527e-06,0.5809846532702035,0.7090615174893535,0.12724778955707372,0.348615449605607,,14.2203253122662,1.6259193374128474e-06,0.6950630494074892
2010-02-12,0.015888597598810207,0.38784478380205223,-0.030409198317529026,-0.19817830346924048,-0.16793103390031722,-0.20204861075240302,0.0,3.204383721174801,5.166916099316973,-0.6382107209338632,-2.541150830091436,-2.9670214326999895,-3.1120459698513723,,0.0035638037686913752,2.1643524497156328e-05,0.5289182750001784,0.01735726085237583,0.006375082483435568,0.00447623327524819,,10.725843764094867,1.1283871586647853e-05,0.6106956659980538
2010-02-17,0.015888597598810207,0.38784478380205223,-0.030409198317529026,-0.19817830346924048,-0.16793103390031722,-0.20204861075240302,0.0,3.204383721174801,5.166916099316973,-0.6382107209338632,-2.541150830091436,-2.9670214326999895,-3.1120459698513723,,0.0035638037686913752,2.1643524497156328e-05,0.5289182750001784,0.01735726085237583,0.006375082483435568,0.00447623327524819,,10.725843764094867,1.1283871586647853e-05,0.6106956659980538
2010-02-18,0.01560648577778295,0.3127308979937229,-0.04880515831427731,-0.1998185294038708,-0.1746315198075397,-0.1971169832047569,0.0,3.223799670734862,3.5411973653555164,-1.0161078720325227,-2.6259662063774942,-3.152527117244081,-3.107915411743861,,0.003505219274377421,0.001591976424618257,0.31931150265055314,0.01453647359945242,0.0041733834413526655,0.004652234520558803,,7.272994495985174,0.000251598823572007,0.5111217558222845
2010-02-19,0.012641817617044047,0.34989362613220953,-0.05041154596931824,-0.21033878010434875,-0.16940654388742643,-0.16577530621297365,0.0,2.4808506119750464,3.094512877658268,-0.7982017593923347,-2.1829278422953324,-2.478099512030817,-2.405091822919706,,0.019900084762170405,0.004673122816580538,0.4319840835141767,0.038262469832270565,0.020023927604831092,0.023581770908181934,,6.068725278908873,0.0007526365954218488,0.4498046720861818
2010-02-22,0.012315415774960111,0.37486476823534154,-0.03753899922773071,-0.22489534682855258,-0.15888651088805938,-0.16404559555425474,0.0,2.458644185276156,3.5954224088942373,-0.6375910059015935,-2.436471853775466,-2.4292100283358353,-2.4099888435691117,,0.02064539789522083,0.0012770085744563428,0.5291103127882966,0.021705640829220062,0.022063623134454917,0.023037482876107566,,6.555448691024463,0.0004116487941012431,0.4646792299142406
2010-02-23,0.007665632019510092,0.4890401904238868,0.032431127437669204,-0.15452911901609206,-0.10132798333530534,-0.1035333793465697,0.0,1.5507482188986879,4.939289919292701,0.5952697393194425,-1.6465424025729087,-1.5550229863862264,-1.5293369121019251,,0.13219265500243524,3.274150554396937e-05,0.5564441574128054,0.11083202280159543,0.13117235343775963,0.13740101168482544,,6.352231113995824,0.00046485985324741194,0.44780184242994336
2010-02-24,0.007356927343900107,0.47816353137566053,0.02370608229226657,-0.13785598769105095,-0.11240658518247114,-0.09780348936221325,0.0,1.5273899605999426,5.081053702913715,0.47852042184306864,-1.6489868638208434,-1.9185278257153981,-1.4972260479418997,,0.13749857493350207,2.024899911547879e-05,0.635867909354493,0.1099430262844305,0.06493637331690097,0.14514047079684492,,6.503706649788166,0.0003613100107747762,0.4473210233668018
2010-02-25,0.0057291577738467665,0.44396654724067386,0.007853730013903139,-0.10278432641455687,-0.11223340407916571,-0.07307667633239018,0.0,1.271073923862628,5.097250051413353,0.1682029464202989,-1.3663918075642076,-1.9177133823358496,-1.2172709523288048,,0.2134700284628597,1.7701898677884278e-05,0.8675524885217691,0.18197094270022424,0.06471154432566951,0.23299018255373832,,6.540926706986505,0.00031808088152854237,0.4418275328807779
2010-02-26,0.0033640292246532597,0.4453770411228869,0.008314541799700762,-0.08046777850311826,-0.07291010688263089,-0.03846006107398229,0.0,0.8844225023744556,5.2659034197751895,0.1833679690273457,-1.1473183055218363,-1.6583374876946664,-0.7860988561393459,,0.3828668836416341,8.418588433715807e-06,0.8556313311665311,0.2595003663305738,0.10672638257065258,0.43741813182455347,,6.698495328727779,0.00020851580441097326,0.4285067737263275
