,alpha,beta_mercado,beta_tamanho,beta_valor,beta_liquidez,beta_momentum,tvalue_alpha,tvalue_mercado,tvalue_tamanho,tvalue_valor,tvalue_liquidez,tvalue_momentum,pvalue_alpha,pvalue_mercado,pvalue_tamanho,pvalue_valor,pvalue_liquidez,pvalue_momentum,fvalue,f_pvalue,R_squared_adj
2017-10-13,0.000788788123858204,0.5503212536688824,0.0896935060404671,-0.06538486565305077,-0.042369492417490044,0.02362925424223431,8.541800879906178,56.72405006265254,4.5962469684883684,-4.43232221295805,-2.1487764466724015,1.8873425802837596,2.152462566382143e-17,0.0,4.4954661871886815e-06,9.686901856175816e-06,0.03173905131500576,0.05921933151156308,890.1672630108609,0.0,0.6170627784790688
2017-10-16,0.0007844261792817461,0.5499898292006458,0.08912182651475294,-0.06583464568654925,-0.041518690495973315,0.023438333001188166,8.498020823018457,56.694018945448036,4.567767172784359,-4.4640512494445765,-2.1061460372319423,1.8726864789438784,3.11089261491533e-17,0.0,5.146205102645791e-06,8.36576738809793e-06,0.035281942079070525,0.06121756133621825,887.4286132228134,0.0,0.6163335961147965
2017-10-17,0.000782954391979632,0.5501959760756845,0.08903084580227473,-0.06594820902561666,-0.04118829587580119,0.023561240231175493,8.484675697565851,56.74263767795938,4.563556330074712,-4.472344521312762,-2.090075921307071,1.8828185118865033,3.478697063943041e-17,0.0,5.249683554338695e-06,8.049845974118029e-06,0.036702452448758846,0.059830248236183096,888.1663459322544,0.0,0.6164446163154067
2017-10-18,0.000788121372590349,0.5511408358597367,0.090044140088662,-0.0666767107912696,-0.041324386770319695,0.02383203892775634,8.53789613435424,56.85532787732377,4.6138708025310144,-4.52428466862913,-2.0963516404820846,1.9033880992215575,2.22334115708573e-17,0.0,4.132907233733717e-06,6.316412179133056e-06,0.03614193614378884,0.05709396892724635,891.2728971507282,0.0,0.6170996203706416
2017-10-19,0.000785327866907866,0.5512291147104125,0.09017362663145607,-0.06680680549394254,-0.041345835102924035,0.02373101830758715,8.506628220031747,56.84866838157181,4.619190284435831,-4.5318509289385815,-2.0968254130005723,1.89478795326381,2.8920165116886086e-17,0.0,4.029092752478521e-06,6.09581951589892e-06,0.03609989109780991,0.058224998991228516,890.9792964683932,0.0,0.6169361356059726
2017-10-20,0.0007848442748234682,0.5512162479077816,0.09025101799724272,-0.06680981334013462,-0.04141895230325153,0.02369109446840399,8.504137876749251,56.85732475769348,4.62433745466321,-4.532806091831013,-2.1010471407505915,1.8920237897815806,2.9526441343378916e-17,0.0,3.931022103574169e-06,6.068422203909531e-06,0.035727330008833,0.05859242813377197,891.2674537063428,0.0,0.6169271238290348
2017-10-23,0.0007831702749953573,0.5513873696053477,0.09064046459816534,-0.0667754459704418,-0.04161924136301792,0.0237610430497576,8.48800358116763,56.88779808985222,4.645586745078875,-4.530642817343725,-2.1114125815370675,1.8977106537063844,3.380137526004759e-17,0.0,3.5500317912636345e-06,6.13034114975466e-06,0.03482653479222452,0.057838466220910156,892.3582708704403,0.0,0.6171310047148237
2017-10-24,0.0007841283014284552,0.5514693664663329,0.09054464443030151,-0.06669991932447955,-0.041543821832641076,0.023829996700217012,8.500745867964874,56.90902609320991,4.641393970752524,-4.5262330951207455,-2.107883324860126,1.9035296609740513,3.036917948795449e-17,0.0,3.6222132383859177e-06,6.258536297775813e-06,0.03513099329491561,0.05707535444742083,893.0873440521419,0.0,0.6172387433705764
2017-10-25,0.0007845059929908209,0.5514685423121313,0.09051716665051485,-0.06665521240992928,-0.041527025061404474,0.023804981434614153,8.508055659093786,56.91882805703728,4.640903353356931,-4.524492224548745,-2.107415606814884,1.9019541904958297,2.855590829028276e-17,0.0,3.6306983414768665e-06,6.309791703738064e-06,0.035171483800210096,0.05728108386264315,893.412021249191,0.0,0.6172393147472527
2017-10-26,0.0007827442989100654,0.5516501848382452,0.09074088470917997,-0.06687895435044565,-0.041557623424134035,0.02383337752914488,8.4907983510125,56.949549054857194,4.652788238584931,-4.540332018271584,-2.109006353589413,1.9042600878379061,3.3001712319354606e-17,0.0,3.428994466023845e-06,5.856980576004412e-06,0.03503379186248236,0.0569800895375648,894.1344235310711,0.0,0.6173451111719466
2017-10-27,0.0007830527890017232,0.5516681101114993,0.09074794971650113,-0.06692298802652123,-0.04156559535463735,0.023835019962559368,8.49408945953102,56.93385467100961,4.649571684884534,-4.544336011463445,-2.10922826718632,1.9043606389565995,3.2103121873394704e-17,0.0,3.4824813817682223e-06,5.747566109720049e-06,0.03501462462292304,0.05696699600416023,892.8609939750163,0.0,0.6170079979276366
2017-10-30,0.0007812765102804578,0.5519040618571971,0.09079380811397794,-0.06670067038982372,-0.041413302314965525,0.023746150651934667,8.47617502806312,56.97318944535991,4.651871532184747,-4.52966057130422,-2.1015308066708616,1.897279581604063,3.729779299208809e-17,0.0,3.4441001930168635e-06,6.158328240648691e-06,0.03568469750545483,0.057895179776122706,894.0219265841858,0.0,0.617230019932397
2017-10-31,0.0007783195245023678,0.5514509697864026,0.09014021353666667,-0.06704144451003466,-0.04075106796805082,0.023584096698413964,8.449089900173485,56.93602701186703,4.619879801401346,-4.554953126187312,-2.0686816276788162,1.8859535053021812,4.677705195534204e-17,0.0,4.015439935540248e-06,5.466751389245297e-06,0.03866875285824454,0.05940598579112237,891.4548879554839,0.0,0.6165496792716622
2017-11-01,0.0007785801558383601,0.5514592075545286,0.09022529656599608,-0.0670535078965293,-0.040745193412600786,0.023632833291349697,8.454498211457695,56.947526602974776,4.626477755551342,-4.55662100492049,-2.068748986087147,1.8906478000661264,4.470392466479459e-17,0.0,3.890567126970409e-06,5.423779514022889e-06,0.03866238970529724,0.05877584176452184,891.7813402891875,0.0,0.6165509724197356
2017-11-03,0.0007807689523210885,0.5512320101618726,0.09004196481014154,-0.0666973651956343,-0.04112093969259507,0.02370014695157739,8.479169508125958,56.92985104365952,4.616821607570911,-4.5329343556380906,-2.0879066197011986,1.8958898158620572,3.6361861555450164e-17,0.0,4.0744529225128385e-06,6.064127303340083e-06,0.036897531508354627,0.05807875062704514,891.4968152128001,0.0,0.6163901005635097
2017-11-06,0.0007802542434512478,0.5512264066772238,0.09018585296051812,-0.06670349546101181,-0.041159395301750466,0.0237901660648322,8.480188634602113,56.96780666481145,4.631551951657669,-4.535501003028651,-2.0908715974285323,1.9049558904666026,3.604067254951692e-17,0.0,3.7969373235406954e-06,5.991201096882415e-06,0.03663055796374286,0.05688934763067642,893.3979505264941,0.0,0.616723714226266
2017-11-07,0.0007794603704064663,0.5514348917976887,0.09024657141185566,-0.0666327648305517,-0.0409645225696603,0.023876471929759904,8.474904593391104,57.08420826439806,4.635524821169962,-4.531724495206879,-2.081953011729667,1.912455540213005,3.76651133465029e-17,0.0,3.7252228908143033e-06,6.098437672580858e-06,0.03743838415970659,0.05592085985313566,895.8897533613313,0.0,0.6172974260778143
2017-11-08,0.0007793725546621292,0.5514147864289343,0.0902059596851713,-0.06662229365987324,-0.040935430624050494,0.023859676455715902,8.47649895847401,57.125222546821114,4.636949061895667,-4.532132202888831,-2.0814522514737215,1.9119129723281867,3.71594103573842e-17,0.0,3.6997929472624003e-06,6.086671966897385e-06,0.03748415704590044,0.05599042185807457,897.7361427731463,0.0,0.6176991233821432
2017-11-09,0.0007772183483632855,0.5517419703677703,0.09059176226570137,-0.06629292285226895,-0.040800711386905046,0.02433440441874043,8.455311723040275,57.19109712934704,4.657660763911002,-4.510818472262503,-2.0746420577213303,1.9513299665893429,4.435701802426426e-17,0.0,3.349025085680694e-06,6.726487219933674e-06,0.0381118242206195,0.05111843910618449,899.2783660654882,0.0,0.6180197703919696
2017-11-10,0.0007759526421130085,0.551915200034246,0.09066234540480418,-0.06629282759982366,-0.04057327895476054,0.024381741158159862,8.444085174283703,57.23448789917383,4.661806838904136,-4.511248373332275,-2.0635746936071984,1.9553453283187385,4.8708087462482336e-17,0.0,3.2827058885900894e-06,6.712868024167339e-06,0.03915094896182472,0.05064266678806322,899.9783454815823,0.0,0.6181186266108131
2017-11-13,0.000775041815319738,0.5518878399784919,0.09062106621637919,-0.06639782293918763,-0.04061884957601306,0.024380712206493668,8.436790450265212,57.239985130276374,4.660332715311878,-4.519406020536985,-2.066183187406678,1.9555188446745344,5.1755418657444116e-17,0.0,3.306065573541776e-06,6.461084870189231e-06,0.03890384977373437,0.050622156491284216,900.1743195990074,0.0,0.6180850922958654
2017-11-14,0.0007743671218413405,0.5519749367291701,0.09047716135698142,-0.06620748902374787,-0.04051561656095899,0.024371467821086474,8.432151792745172,57.27237061722965,4.654437822112745,-4.509510715881543,-2.0614228280542846,1.9550770423167163,5.378709454697967e-17,0.0,3.4012523380375956e-06,6.767481568459572e-06,0.039355700026255915,0.0506742645648774,901.5839636480923,0.0,0.6183698709454489
2017-11-16,0.0007755187981721851,0.5522740854439946,0.09069236272920922,-0.06645076705949501,-0.040485727115658746,0.024431883401778026,8.446521247040785,57.35658742796351,4.666376069601328,-4.527529061637964,-2.0600668165177884,1.9601169069203703,4.770427091461453e-17,0.0,3.2109764182224406e-06,6.219274102280913e-06,0.03948520080231424,0.05008205774522214,903.7664337480064,0.0,0.6188560504703484
2017-11-17,0.0007786006700025953,0.5535581652923791,0.0917894608808295,-0.0659807343519508,-0.04067195810603408,0.02532624345274227,8.478145045992113,57.57025604940324,4.719174638301354,-4.493680067039071,-2.068901534090131,2.032080056424713,3.6607886464078284e-17,0.0,2.4853207086979766e-06,7.286624457242283e-06,0.03864765740463258,0.042240550594131974,910.0539531010332,0.0,0.6203224271751375
2017-11-21,0.0007791875585090202,0.5536537622372587,0.09199277695953563,-0.06590798018463669,-0.040706899425093986,0.025432666691406845,8.489868087916115,57.635446265055684,4.736240670992576,-4.491086673547206,-2.071588303189645,2.041706487701185,3.3170895745829607e-17,0.0,2.2864818589364234e-06,7.375064990353027e-06,0.03839591618707406,0.04127489863486971,912.8325865721785,0.0,0.620871819752016
