,alpha,beta_mercado,beta_tamanho,beta_valor,beta_liquidez,beta_momentum,beta_beta,tvalue_alpha,tvalue_mercado,tvalue_tamanho,tvalue_valor,tvalue_liquidez,tvalue_momentum,tvalue_beta,pvalue_alpha,pvalue_mercado,pvalue_tamanho,pvalue_valor,pvalue_liquidez,pvalue_momentum,pvalue_beta,fvalue,f_pvalue,R_squared_adj
2013-12-06,0.051753414831055555,-0.1656754495532918,-0.384834591168456,-0.619544407866595,-1.1545880119039524,-0.5213814003032682,0.3746891033088932,1458964643400601.2,-951700046489691.6,-1038033694974244.0,-1490776384917596.2,-1462120672134142.8,-1012367876104749.6,472611772310299.7,1.3242567067951267e-60,7.313931495347501e-60,5.167797005578484e-60,1.2147900668919065e-60,1.3128598918677335e-60,5.71212663187633e-60,1.2026329794635226e-58,1.073303283077648e+30,2.8935689111633183e-60,1.0
2013-12-09,0.028862004576318538,-0.023286253449937663,-0.07558712688022397,-0.7548699269923872,-0.9734793963313427,-0.25752120844243165,-0.3329723820255672,780338131584086.0,-51515354650266.19,-198978353381136.38,-2790683050122305.0,-3340381590188377.0,-524322505300588.9,-2860005713794374.5,1.618154303732778e-59,8.519311034378723e-55,3.8276121103042304e-57,9.892571366048915e-62,4.819110941738107e-62,7.9388437374320335e-59,8.967753193332136e-62,4.362136659020074e+30,1.7517826101682737e-61,1.0
2013-12-11,-0.08157845492661459,-1.5446448895503644,2.45653785383817,-0.6107643757731923,4.777954144874424,0.6932269030061589,-18.68788099792819,-55948863036034.86,-91439654556208.3,129742314400930.42,-71987557724260.58,55175127245107.05,57974607995200.39,-65817317207347.36,6.123309181170443e-55,8.582482836648e-56,2.1175061832926914e-56,2.2341971385315737e-55,6.474077243592843e-55,5.311289418843065e-55,3.197352704547428e-55,5.5271347664650205e+28,8.729083026725459e-58,1.0
2013-12-12,0.014655893520225824,-0.4814040262915661,1.204017554100766,-0.9874107821116609,-1.0373239550428044,-0.06212582817112254,0.3924260415084341,1.738142425742871,-2.6889642772230795,11.721435471818571,-5.150927033824495,-7.266530665228441,-0.5033248625441757,1.1295472568349911,0.14268615486710262,0.04335236945103747,7.945384632510832e-05,0.003612079945706382,0.0007715235920755161,0.636120377845337,0.3099248264429558,63.41392259086825,0.0001481083522999425,0.9714644103166633
2013-12-13,0.06514044908855784,-3.1434921727290295,2.1432987585685,-1.8044917551538935,-0.8110556400086519,-0.5630102864239698,0.8447301538139018,12.13420155932557,-9.06331741765699,13.991972083476046,-8.536858720309421,-5.421581256552922,-6.729798042802767,2.505651043441639,5.900812872387451e-06,4.075467506622396e-05,2.254961243371259e-06,6.0069606630039344e-05,0.0009854451372413723,0.000269955218530641,0.04065470801955842,64.50034672826354,8.996256740895415e-06,0.9670052503585622
2013-12-16,0.06090031271946694,-0.1447658162773211,0.7747667248147813,-0.017608683635790795,-0.8370813690674863,-0.8431780486347776,-1.1246023857667038,2.5378412733069737,-0.13009734354876148,1.6297966572834082,-0.025439689503690348,-1.249355412971848,-2.3371120918890687,-0.8444868648449493,0.034827626796383515,0.8997011660964309,0.14179218857714448,0.9803273811121747,0.24684932542842142,0.047629931250147535,0.42293095564311756,2.274180533088166,0.13987262785968627,0.3532018393465245
2013-12-17,0.05045138700780757,0.8281819702565946,0.322073953484349,0.0016813609844786859,-1.0571339958228965,-0.7504704094937493,-0.6041963789736938,2.1143037509705906,0.9198747259931817,0.8958896858280209,0.0023176080381493696,-1.5499167632375301,-2.019842524870932,-0.4514020166375702,0.06362355940432211,0.38163205417895785,0.3936424359618227,0.9982013761412996,0.1555725471926246,0.07414084644145642,0.6623804117847745,1.790711111729196,0.2073371819220757,0.24028578774686027
2013-12-18,0.04170756933012633,0.0827757225048683,0.418245726892864,-0.4573661630801182,-0.7701309364038482,-0.5742813493075065,-0.5521371689276242,1.5418622954635468,0.08711995288487433,1.0185855847451655,-0.5749473422566755,-1.0012413697081302,-1.3786587967158461,-0.35818272197295065,0.15413399584132725,0.9322959921990636,0.3324097862778951,0.5780322903542144,0.3403215584721352,0.19805690931050476,0.727652114423897,0.9754881244291481,0.488449541326063,-0.009277229196963832
2013-12-19,0.04170756933012633,0.0827757225048683,0.418245726892864,-0.4573661630801182,-0.7701309364038482,-0.5742813493075065,-0.5521371689276242,1.5418622954635468,0.08711995288487433,1.0185855847451655,-0.5749473422566755,-1.0012413697081302,-1.3786587967158461,-0.35818272197295065,0.15413399584132725,0.9322959921990636,0.3324097862778951,0.5780322903542144,0.3403215584721352,0.19805690931050476,0.727652114423897,0.9754881244291481,0.488449541326063,-0.009277229196963832
2013-12-20,0.04170756933012633,0.0827757225048683,0.418245726892864,-0.4573661630801182,-0.7701309364038482,-0.5742813493075065,-0.5521371689276242,1.5418622954635468,0.08711995288487433,1.0185855847451655,-0.5749473422566755,-1.0012413697081302,-1.3786587967158461,-0.35818272197295065,0.15413399584132725,0.9322959921990636,0.3324097862778951,0.5780322903542144,0.3403215584721352,0.19805690931050476,0.727652114423897,0.9754881244291481,0.488449541326063,-0.009277229196963832
