,codigo,nome,beta_mercado,beta_tamanho,beta_valor,beta_liquidez,beta_momentum,alfa,tvalor,pvalor
1,24630,VERDE AM AÇÕES MASTER FUNDO DE INVESTIMENTO EM AÇÕES,0.573711976815883,-0.0015195850158711383,0.0050520127842825086,-0.03205533448157186,-0.007228493610699062,0.00232460091495938,0.0,1.0
2,25208,DYNAMO COUGAR FUNDO DE INVESTIMENTO EM AÇÕES,0.6568965077177915,0.00825747880411112,-0.01574901670183341,-0.02175882268378523,0.012123521924129379,-0.0014979704910854906,-2.7520140584978267e-16,0.9999999999999998
3,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.49611995435055106,0.02001228989811999,-0.0026103078253828307,-0.10901865260920757,-0.006763007638176173,0.0015636853194495298,8.110335046691116e-17,1.0
4,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,0.7571150039080065,-0.09590580312181457,0.03074056745817989,0.03914106998342842,0.017335474585638305,-0.0019202130709068373,0.0,1.0
