cota,fator_mercado,fator_tamanho,fator_valor,fator_liquidez,fator_momentum
1.01976362,,-0.0445301057522677,,-0.018650376922338188,0.0
1.03338962,-0.00037468,-0.02003970613722309,0.007444895241119868,0.004902101883851527,0.28262225800206797
1.10727087,0.007968150055033398,0.0076586134820379615,0.021398484753195248,0.0003368507124577773,0.0
1.10606145,-0.011177406258743456,0.03805197884048321,-0.03331048623139564,0.05752593006857956,0.2501911381745356
1.12794973,0.01259864149172159,0.017609940412130723,0.014299191188265888,-0.019962305062900053,0.23277377938399704
1.12700029,-0.0045195055570131145,-0.04714088558818227,0.015854221316805722,-0.09145100299071318,0.2493685851674453
1.16399072,,0.051076264381485326,-0.022920101485165743,-0.006532240731486699,0.2898128085109435
1.15255238,-0.00020369582388027818,0.032068968153261455,0.021331935241295803,-0.008604769233505045,0.26943471715140466
1.15273089,-0.018853613227258346,0.08248700419713766,-0.020372465601220476,0.0019469529875305452,0.29483860101148657
1.12495889,,0.09229158062436099,-0.01702638056111985,-0.03376873403881883,0.3165750748214521
1.10067196,-0.009728707803203706,-0.07700342010630973,0.028856619821291906,-0.11598485144489618,0.30109987828249885
1.12431094,0.04337354003687647,0.0007127411607948386,0.01776605691358675,0.06196485816527275,0.2493182916333304
1.15305145,,-0.04247881165402581,,-0.04036280158548987,0.0
1.1564995,-0.00043739,-0.06440480157353853,-0.019299957185660268,-0.021377591918901137,0.29854032630827243
1.17270324,,-0.056401898872993086,0.04287580455807191,0.026775120996006076,0.29310841340699684
1.21211638,,0.09688230888536037,-0.07547909011980508,0.04978070354825976,0.33833636250520216
1.24133576,-0.002287672032667886,-0.019132579755178278,0.018634348260261405,-0.06364339847187737,0.332361451543134
1.35358544,0.01584944021238129,0.01978430010648464,0.009895759793211716,-0.017666718108141577,0.3091575869359248
1.34389677,,-0.012077547379355347,,,0.0
1.37892657,0.0007559371049157431,0.08233724347948038,-0.04260056039313695,0.05388253253981649,0.31807356861528696
1.45590783,0.01887465392568699,0.024128798320526425,0.03477608815560004,,0.0
1.36474927,-0.011722663352843886,0.00925388752290688,0.020636986777696605,0.016187319546418458,0.2942095707199456
1.35929847,0.02047985631922411,0.05353960422437759,0.026962128765194854,0.044330601501634995,0.379164794039096
1.3475358999999998,,-0.03466421392735412,-0.010861641601406076,0.02723961407759954,0.3696655731410604
1.34636889,-0.016940194572624412,-0.030168722294150366,0.019124988252093522,-0.010335786471662195,0.35369544536286845
1.3177370000000002,-0.00052531,0.03948843969754112,0.02460379384103477,-0.010539394884486322,0.3616101871487973
1.31337518,,0.086338997448263,-0.05002473342800108,0.03224864578155072,0.35078567469638705
1.46219019,0.02834974109032773,-0.07576440979075365,0.0701557485384494,0.01256745166078152,0.386954296040179
1.76076508,-0.023823325571035503,-0.007217845729429212,0.025366663778682012,-0.09509789813068158,0.46361380295778704
1.94536108,,-0.23482740021124374,-0.06745651765181473,-0.1809393578061968,0.619371635953769
2.16708532,-0.01057350867657869,-0.030056188134597386,7.09622327725451e-05,-0.07416580823287168,0.39478816076850565
2.36095363,0.009768403972001185,-0.05041718358335295,-0.004870731372980747,0.07756814662718665,0.3735584910311282
2.85825084,,-0.06931044600132431,0.04469665991027711,-0.09022853298986563,0.41717326679736455
3.01830231,-0.012031925450277424,-0.03877283844545956,-0.06628738649759122,-0.07549000172758877,0.40438779680751824
3.53103147,-0.00025110732995159315,0.0009724352890988913,-0.019526629191229137,0.027077582850979654,0.402929071898845
3.88713726,0.00907785170118811,-0.03460781184023924,0.01601336362246992,-0.002271967237044729,0.2750452035507065
3.61547877,0.014552185150933905,,,-0.09149833875735325,0.0
3.9354370068,,0.06270117226948729,-0.037368432686932705,0.04370998639277551,0.30692395962465996
4.2912705888,0.0052569562349537345,-0.011420706370912368,0.03630106501201045,0.010440919415643984,0.23344225142628472
5.349000832,,0.18625621309947765,-0.2147249665268292,-0.12169760481502158,0.5091860566879844
6.144909771900001,-0.004775909578953826,-0.03659608755183456,,-0.007037331567882214,0.0
5.5631536734,,-0.003360992129226366,0.0032038734429160895,0.06311351675138491,0.3128409660824165
4.953035695500001,-0.01997805785216219,,,,0.0
