,0
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.06794329520498972
2010-01-07,0.0
2010-01-08,0.06299895655572743
2010-01-11,0.07986807575805066
2010-01-12,0.10475121488414095
2010-01-13,0.09072315577365836
2010-01-14,0.0656092187861921
2010-01-15,0.0820594295318508
2010-01-18,0.07305637796635044
2010-01-19,0.09510155010916266
2010-01-20,0.07537312353438114
2010-01-21,0.06811785627460384
2010-01-22,0.07631515400989258
2010-01-25,0.06487540676983719
2010-01-26,0.0
2010-01-27,0.07083890447180569
2010-01-28,0.060224398171193225
2010-01-29,0.051739875600376364
2010-02-01,0.0535960336364545
2010-02-02,0.06768897682389943
2010-02-03,0.05984231673004006
2010-02-04,0.0648608321905292
2010-02-05,0.06323645557494102
2010-02-08,0.07035332165885338
2010-02-09,0.06923841497485547
2010-02-10,0.08155352249031184
2010-02-11,0.07679519677347219
2010-02-12,0.07064466564788802
2010-02-17,0.08858915486489291
2010-02-18,0.06494369842610144
2010-02-19,0.057599221320210926
2010-02-22,0.0502900353116799
2010-02-23,0.05142938111504809
2010-02-24,0.07970421654494941
2010-02-25,0.1182270277227582
2010-02-26,0.08644767764568757
2010-03-01,0.07981779544573918
2010-03-02,0.0693264006542329
2010-03-03,0.0598370649718062
2010-03-04,0.0730424688098471
2010-03-05,0.07348900721937475
2010-03-08,0.05556799997614649
2010-03-09,0.1108398017321981
2010-03-10,0.05917141568658626
2010-03-11,0.0
2010-03-12,0.05543772247562197
2010-03-15,0.05213584590985461
2010-03-16,0.04956900529030647
2010-03-17,0.12132110808946799
2010-03-18,0.06283323068375128
2010-03-19,0.049620751837276086
2010-03-22,0.05206840289655236
2010-03-23,0.0
2010-03-24,0.0515121036709687
2010-03-25,0.05718321760302499
2010-03-26,0.05907180029226373
2010-03-29,0.05678582305891304
2010-03-30,0.06823339807632434
2010-03-31,0.05123783904334801
2010-04-01,0.052227193197220786
2010-04-05,0.0
2010-04-06,0.04281770905434307
2010-04-07,0.05062817257017084
2010-04-08,0.05363943249923513
2010-04-09,0.13904253601951683
2010-04-12,0.08504708702264627
2010-04-13,0.0
2010-04-14,0.0607925001844898
2010-04-15,0.04366091466343594
2010-04-16,0.0496759457432141
2010-04-19,0.0
2010-04-20,0.04639468645811877
2010-04-22,0.048595295098483655
2010-04-23,0.0
2010-04-26,0.09898076865117598
2010-04-27,0.048079153080584004
2010-04-28,0.05195891480012786
2010-04-29,0.059284689731990636
2010-04-30,0.05777932557024115
2010-05-03,0.05964574646677949
2010-05-04,0.1786923659396725
2010-05-05,0.10003146897896541
2010-05-06,0.06243643615858066
2010-05-07,0.06754203233221963
2010-05-10,0.06486997845236245
2010-05-11,0.08407660846762073
2010-05-12,0.057016613179969686
2010-05-13,0.05583093950584887
2010-05-14,0.05818066746150062
2010-05-17,0.05108395457928612
2010-05-18,0.07322735805094327
2010-05-19,0.06264190267778674
2010-05-20,0.07794354321238639
2010-05-21,0.08126498095643861
2010-05-24,0.08061600980238863
2010-05-25,0.0790557205395522
2010-05-26,0.05904463843647395
2010-05-27,0.074781065456854
2010-05-28,0.07035049527960935
2010-05-31,0.08814163838672742
2010-06-01,0.06743240493231697
2010-06-02,0.06350559223090474
2010-06-04,0.06410063572366101
2010-06-07,0.05441289139632386
2010-06-08,0.06016793119489488
2010-06-09,0.05963028808890505
2010-06-10,0.06962677956392778
2010-06-11,0.06521560789825272
2010-06-14,0.05868628301743195
2010-06-15,0.05283159450689014
2010-06-16,0.06464208991846908
2010-06-17,0.056404474277842835
2010-06-18,0.1356867824580409
2010-06-21,0.08510516542318947
2010-06-22,0.0891591152174054
2010-06-23,0.07006342207110078
2010-06-24,0.05043986412515926
2010-06-25,0.05149815250698754
2010-06-28,0.1174488603306161
2010-06-29,0.0958595413417779
2010-06-30,1.223298244479101
2010-07-01,0.06002751216492891
2010-07-02,0.057981317957686934
2010-07-05,0.05572121592458605
2010-07-06,0.07492469831637757
2010-07-07,0.25491739847841116
2010-07-08,0.13198773231685101
2010-07-09,0.06611563035151821
2010-07-12,0.0
2010-07-13,0.06716008772339446
2010-07-14,0.06494601394342078
2010-07-15,0.05972546297014888
2010-07-16,0.05234954235122016
2010-07-19,0.05047765431254041
2010-07-20,0.057977569504204546
2010-07-21,0.05743917218448036
2010-07-22,0.06006094027808598
2010-07-23,0.04837601323824147
2010-07-26,0.096763254283279
2010-07-27,0.04092016481923949
2010-07-28,0.049025135663918265
2010-07-29,0.055167011349481224
2010-07-30,0.04904423926486866
2010-08-02,0.06651790575161744
2010-08-03,0.0623752825270734
2010-08-04,0.06829572322469427
2010-08-05,0.05003811621740557
2010-08-06,0.04469612363370647
2010-08-09,0.0494643862450678
2010-08-10,0.03992428294091813
2010-08-11,0.049438129524038546
2010-08-12,0.0659397615750514
2010-08-13,0.05772918489000552
2010-08-16,0.05979328844409666
2010-08-17,0.06218691607216606
2010-08-18,0.0621722786607701
2010-08-19,0.05403732842629956
2010-08-20,0.05537348457638955
2010-08-23,0.050737642132952246
2010-08-24,0.060760011422130805
2010-08-25,0.08024507962277913
2010-08-26,0.06152536823545575
2010-08-27,0.06185243744326906
2010-08-30,0.05577157649705975
2010-08-31,0.15281395009771842
2010-09-01,0.14417330433872566
2010-09-02,0.16347071283407408
2010-09-03,0.09060527432787127
2010-09-06,0.06291856067892893
2010-09-08,0.04437641931526068
2010-09-09,0.047566893767562055
2010-09-10,0.16184763418093548
2010-09-13,0.07090861526385545
2010-09-14,0.051557284044533705
2010-09-15,0.0
2010-09-16,0.05298754693216093
