,fator_mercado,fator_tamanho,fator_valor,fator_liquidez,fator_momentum
2015-09-14,0.0157576874,-0.0137941325,-0.0079552121,-0.0138143878,0.0175094754
2015-09-15,0.0027456537,-0.0001206502,0.0010538703,0.0006248043,0.0018390469
2015-09-16,0.0218447484,-0.0017010104,0.0039384812,-0.0013315212,-0.0157297589
2015-09-17,-0.0008062921,0.0116204200,0.0076387278,0.0098778009,-0.0119136302
2015-09-18,-0.0237467736,0.0118483352,0.0149444463,0.0149071217,-0.0091069052
2015-09-21,-0.0143756066,-0.0091049187,0.0024228171,-0.0039369781,0.0181152970
2015-09-22,-0.0064146318,-0.0065994803,0.0029936461,-0.0057134312,0.0252099186
2015-09-23,-0.0190567616,0.0013009012,-0.0199094974,0.0039731245,0.0169801414
2015-09-24,-0.0022849273,0.0108910957,0.0160028227,0.0102623831,-0.0205483288
2015-09-25,-0.0072637592,0.0053955051,-0.0049519604,0.0148976613,-0.0024352118
2015-09-28,-0.0170883052,0.0047712745,-0.0059070624,0.0105956905,0.0011805082
2015-09-29,0.0037884684,-0.0057093501,-0.0171481967,-0.0046975780,0.0096962340
2015-09-30,0.0182239302,-0.0045288699,-0.0115000475,-0.0053243954,0.0023697475
2015-10-01,0.0053274618,-0.0097704669,-0.0070114387,-0.0063707605,0.0164320040
2015-10-02,0.0328183807,-0.0159045625,-0.0149591956,-0.0238593221,-0.0067353416
2015-10-05,0.0118270116,0.0042306241,0.0053530624,0.0098264907,-0.0251697041
2015-10-06,0.0009394551,0.0094356183,-0.0029434138,0.0190432016,-0.0278222933
2015-10-07,0.0188587476,0.0001702141,0.0033382382,0.0052222218,-0.0303715169
2015-10-08,0.0011101938,-0.0000564959,-0.0033768644,-0.0031287079,-0.0104091335
2015-10-09,0.0042113438,0.0175277926,-0.0036069704,0.0117362598,-0.0184991565
2015-10-13,-0.0361311659,-0.0039390679,-0.0040290616,0.0003859475,0.0359579958
2015-10-14,-0.0139899990,0.0038668206,-0.0020269165,0.0011377735,-0.0053914119
2015-10-15,0.0100565683,-0.0027763997,0.0005041575,-0.0030187629,-0.0055773621
2015-10-16,0.0017860029,-0.0177896824,-0.0017500380,-0.0196989030,0.0127020571
2015-10-19,0.0044051530,-0.0109639671,-0.0052811410,-0.0130578987,0.0182667803
2015-10-20,-0.0069003343,0.0044200709,-0.0085976357,0.0013902690,0.0003121642
2015-10-21,-0.0014763805,0.0002057287,0.0053931982,-0.0050751721,0.0084616737
2015-10-22,0.0122126043,-0.0087741641,-0.0029864539,-0.0076436191,0.0114445994
2015-10-23,-0.0036839063,0.0101682171,-0.0033387837,0.0048285611,-0.0016586288
2015-10-26,-0.0071105883,-0.0033467896,0.0038582906,0.0013846492,0.0002694847
2015-10-27,-0.0030603847,-0.0073908349,-0.0136418175,-0.0110412473,0.0159240440
2015-10-28,-0.0079975668,0.0014609569,-0.0048526344,-0.0028140685,0.0098533295
2015-10-29,-0.0232146773,0.0102493288,0.0095905298,0.0069879182,-0.0018845815
2015-10-30,0.0053173732,-0.0045397370,0.0033016517,-0.0007408168,-0.0043732598
2015-11-03,0.0391648263,-0.0184923895,-0.0107466299,-0.0213973802,-0.0078248344
2015-11-04,-0.0045072748,0.0150328884,0.0001582894,0.0121187707,-0.0054110475
2015-11-05,0.0067312848,-0.0027854182,0.0002295393,0.0002337405,-0.0062343152
2015-11-06,-0.0211812705,0.0208368767,0.0051807119,0.0205082856,0.0040288530
2015-11-09,-0.0150661618,0.0164634772,0.0082806125,0.0216305181,-0.0153323160
2015-11-10,-0.0011781796,-0.0167437624,0.0068976078,-0.0138234152,0.0172983743
2015-11-11,0.0160795152,0.0054655187,-0.0012024082,0.0014627390,-0.0081036212
2015-11-12,-0.0039383434,-0.0067306589,-0.0077433893,-0.0046219546,0.0115433037
2015-11-13,-0.0076039867,-0.0065889731,-0.0030008694,-0.0070607401,0.0133792982
2015-11-16,0.0049654683,-0.0042699790,-0.0067583839,0.0005057098,0.0024165125
2015-11-17,0.0071761617,-0.0070836470,-0.0148373060,-0.0092626596,0.0038593856
2015-11-18,0.0041906680,-0.0217379946,-0.0007607032,-0.0181446187,0.0037484870
2015-11-19,0.0119062085,-0.0050031208,-0.0036714990,-0.0028797933,-0.0038927323
2015-11-23,-0.0016795306,-0.0154243130,-0.0087807970,-0.0160120428,0.0170395114
2015-11-24,0.0005799693,-0.0022295839,0.0063045560,-0.0026470486,-0.0078914184
2015-11-25,-0.0255680997,0.0085956706,-0.0038525946,0.0120766722,0.0102742985
2015-11-26,0.0071978038,-0.0002042584,0.0030503878,-0.0040024729,0.0143560413
2015-11-27,-0.0232937559,-0.0001555309,0.0009059105,0.0057871938,0.0130331758
2015-11-30,-0.0157407355,-0.0135451965,-0.0017947350,-0.0032205265,0.0229941551
2015-12-01,-0.0009533004,-0.0125675462,-0.0181650091,-0.0138567016,0.0094784033
2015-12-02,-0.0052810535,0.0047141709,0.0058303722,0.0030060662,-0.0036328170
2015-12-03,0.0300122611,-0.0082514901,-0.0034141392,-0.0088742319,-0.0065739322
2015-12-04,-0.0208668541,-0.0084372200,-0.0193703510,-0.0050918218,0.0141762085
2015-12-07,-0.0027038404,-0.0094024697,-0.0188972522,-0.0156028401,0.0234364569
2015-12-08,-0.0181611665,0.0046910252,-0.0061010569,-0.0013530497,0.0073639937
2015-12-09,0.0314000957,-0.0182201043,0.0003600195,-0.0226431787,-0.0028557330
2015-12-10,-0.0102648605,-0.0019875453,-0.0033638589,-0.0032873238,0.0071949465
2015-12-11,-0.0064159851,0.0119598918,0.0048342329,0.0102374172,0.0030981619
2015-12-14,-0.0126854274,-0.0025998941,0.0023670727,-0.0050161751,0.0040643699
2015-12-15,0.0005068943,0.0059282253,0.0147317108,0.0019073922,-0.0099310176
2015-12-16,0.0031685475,0.0018336705,0.0075701363,-0.0021945317,-0.0070979763
2015-12-17,0.0054170424,0.0140287057,-0.0041432716,0.0142221265,-0.0044853967
2015-12-18,-0.0273797251,0.0129442578,0.0105655622,0.0145634785,-0.0027347039
2015-12-21,-0.0150507530,-0.0032580141,-0.0141109498,0.0011998909,0.0020345957
2015-12-22,0.0054996470,-0.0090367440,0.0122837303,-0.0073092380,0.0106638782
2015-12-23,0.0115127377,0.0045569055,0.0075727301,0.0085872412,-0.0032424945
2015-12-28,-0.0055574919,0.0067294734,-0.0092669874,0.0107637523,-0.0108991787
2015-12-29,-0.0027801101,0.0033561690,-0.0054772422,0.0034107917,0.0044871564
2015-12-30,-0.0074332934,0.0148274824,0.0069633489,0.0128204972,-0.0088520180
2016-01-04,-0.0285331830,-0.0121189747,-0.0055677593,-0.0023312662,-0.0047751460
2016-01-05,0.0067183194,-0.0156469829,-0.0121958759,-0.0043381881,0.0197034255
2016-01-06,-0.0140893925,-0.0179480463,-0.0303992201,-0.0127380555,0.0272030681
2016-01-07,-0.0255461335,0.0027181543,-0.0127057023,0.0022755284,0.0153438598
2016-01-08,-0.0006550182,0.0089161471,0.0152449850,0.0182568002,-0.0007113731
2016-01-11,-0.0170949828,-0.0001440011,0.0020700078,-0.0158800595,0.0143997604
2016-01-12,-0.0078547886,-0.0119490549,-0.0207371730,-0.0062753758,0.0190860908
2016-01-13,-0.0136752585,-0.0074455012,-0.0152008198,-0.0012463303,0.0163123459
2016-01-14,0.0109521942,-0.0183019340,0.0000270125,-0.0095318034,-0.0066931238
2016-01-15,-0.0230394155,0.0093978709,-0.0050746053,0.0153892599,-0.0049903458
2016-01-18,-0.0163106360,0.0063597490,-0.0010061609,0.0103421742,0.0035147937
2016-01-19,0.0042065559,-0.0168562010,-0.0075189993,-0.0135243172,0.0087177195
2016-01-20,-0.0121798795,-0.0069205882,-0.0011862796,-0.0104049845,0.0176144019
2016-01-21,-0.0021567522,-0.0137325162,-0.0005166153,-0.0079369303,0.0205654018
2016-01-22,0.0122385435,-0.0126023218,-0.0046800608,-0.0078001413,0.0126855671
2016-01-26,-0.0128245223,0.0049664183,-0.0071966667,-0.0077770185,0.0014974140
2016-01-27,0.0264973212,-0.0027634501,0.0058124680,-0.0032191258,-0.0077517182
2016-01-28,0.0059442646,-0.0016620923,-0.0054414207,-0.0056268331,0.0089318985
2016-01-29,0.0433708839,0.0009293482,-0.0019819513,-0.0170537345,-0.0110748820
2016-02-01,0.0029987209,0.0362056270,0.0146367261,0.0224719718,-0.0451527834
2016-02-02,-0.0442924351,0.0191452671,0.0020289440,0.0308580995,0.0111463387
2016-02-03,0.0202038176,0.0123920050,0.0213973522,0.0149925277,-0.0333373696
2016-02-04,0.0247832332,0.0180285834,0.0324510112,0.0094367489,-0.0465986580
2016-02-05,-0.0065291994,0.0193230249,0.0117988912,0.0017766827,-0.0109924171
2016-02-10,-0.0081612058,-0.0104388054,-0.0006933231,-0.0122653898,0.0077056834
2016-02-11,-0.0249462835,-0.0154319946,-0.0128270015,-0.0022555590,0.0166710541
2016-02-12,0.0090026921,0.0032179775,0.0039452682,-0.0014528548,-0.0136001520
2016-02-15,0.0048773191,0.0116608609,0.0235063434,0.0071322452,-0.0091023929
2016-02-16,0.0183313098,0.0229971167,0.0405051522,0.0164849758,-0.0392835215
2016-02-17,0.0139551489,-0.0116357813,0.0030901181,-0.0165995229,0.0095397606
2016-02-18,-0.0019603672,-0.0116816815,-0.0201977976,0.0019481868,0.0193741489
2016-02-19,0.0008329159,0.0035572217,0.0082011484,-0.0023519918,0.0018558600
2016-02-22,0.0344352461,-0.0066501889,0.0073395558,-0.0156935677,-0.0078707226
2016-02-23,-0.0158327948,-0.0012914017,-0.0034488924,0.0056894338,0.0038468679
2016-02-24,-0.0120837782,0.0079281107,0.0074750427,0.0082125049,-0.0049602175
2016-02-25,-0.0040805805,-0.0043551032,-0.0051900204,0.0116170244,0.0184024554
2016-02-26,-0.0053983526,0.0122983605,0.0087856846,0.0190831572,-0.0097222067
2016-02-29,0.0232493877,-0.0065657664,-0.0144849848,-0.0090288352,0.0024054572
2016-03-01,0.0296157226,-0.0001326557,-0.0058613662,-0.0055204220,-0.0235680938
2016-03-02,0.0126003129,0.0095034568,-0.0017069699,0.0067986744,-0.0263539478
2016-03-03,0.0464076549,0.0304512922,0.0432730839,0.0116923675,-0.0850887075
2016-03-04,0.0375608355,-0.0004059859,0.0150641631,-0.0231661443,-0.0345695093
2016-03-07,0.0038698004,0.0016679552,0.0055402210,-0.0031757830,-0.0103937238
2016-03-08,0.0013977517,0.0025611008,-0.0002347995,0.0019134907,-0.0129095968
2016-03-09,-0.0097781001,0.0132491793,0.0115068918,0.0108349659,-0.0049633365
2016-03-10,0.0171860512,0.0010160729,0.0054084826,-0.0027384609,-0.0187895894
2016-03-11,-0.0011797303,0.0098548587,0.0189719759,0.0062726373,-0.0140835345
2016-03-14,-0.0159592908,-0.0175400134,-0.0127569940,-0.0112908669,0.0203907602
2016-03-15,-0.0347318575,-0.0306432787,-0.0387439132,-0.0252451412,0.0513195954
2016-03-16,0.0124152787,-0.0042396365,0.0060548158,-0.0075880429,-0.0132639781
2016-03-17,0.0612703525,0.0053377450,0.0231090114,-0.0015145801,-0.0444376431
2016-03-18,-0.0017909948,0.0069646514,0.0027776002,-0.0005297698,-0.0101546627
2016-03-21,0.0076631848,-0.0020705406,0.0067329062,0.0037495918,-0.0090183215
2016-03-22,-0.0052688750,0.0140664317,0.0119884228,0.0065454841,-0.0085553080
2016-03-23,-0.0215735920,-0.0017788224,-0.0051407348,0.0036840141,0.0281798895
2016-03-24,-0.0021123087,-0.0034379524,0.0030245131,-0.0050350390,-0.0091557791
2016-03-28,0.0238470118,0.0003259759,0.0071694767,-0.0045180265,-0.0140899708
2016-03-29,0.0068413257,0.0002191309,-0.0043771979,-0.0012647472,-0.0070691947
2016-03-30,-0.0007989325,0.0053160661,0.0072017433,0.0019266596,-0.0090815136
2016-03-31,-0.0231116321,-0.0063705500,-0.0059481803,-0.0081784148,0.0032526348
2016-04-01,0.0088642174,0.0043276045,0.0062901452,0.0037775515,-0.0158019587
2016-04-04,-0.0336888693,-0.0040729586,-0.0194232799,-0.0053732134,0.0253834222
2016-04-05,0.0046293680,0.0005595113,-0.0068333461,0.0050290446,0.0002527051
2016-04-06,-0.0192947499,-0.0010231119,-0.0176522061,0.0014660954,0.0124411909
2016-04-07,0.0076429225,-0.0282946490,-0.0197502449,-0.0138498079,0.0165515840
2016-04-08,0.0338527188,0.0258056484,0.0299789980,0.0080958959,-0.0397331305
2016-04-11,-0.0029035825,0.0089614280,0.0149343833,0.0035439392,-0.0181582924
2016-04-12,0.0320346281,0.0051158052,0.0221371669,-0.0027771071,-0.0261465814
2016-04-13,0.0202681627,0.0190558303,0.0302497279,0.0173224676,-0.0338115618
2016-04-14,-0.0108339451,-0.0092429668,-0.0233801957,-0.0104642976,0.0295980610
2016-04-15,0.0163686052,-0.0043468950,0.0017447304,-0.0022492884,-0.0098922895
2016-04-18,-0.0072186482,0.0021221540,0.0023044373,0.0053229933,0.0017109395
2016-04-19,0.0126631912,0.0088852625,0.0153878098,0.0009292085,-0.0136583187
2016-04-20,-0.0036256907,-0.0034688583,0.0020274133,-0.0023651589,-0.0018636852
2016-04-22,-0.0090639396,-0.0077266633,0.0005785590,0.0048802467,0.0146030467
2016-04-25,-0.0195433740,0.0047380533,0.0003853524,0.0053630797,0.0193184894
2016-04-26,0.0209854115,0.0013055950,0.0042752493,-0.0033739293,-0.0122375386
2016-04-27,0.0229308493,-0.0018477906,0.0059036911,-0.0045760907,-0.0045741498
2016-04-28,-0.0050312253,0.0013658307,0.0006605284,-0.0011250926,-0.0014093239
2016-04-29,-0.0054744431,0.0009884918,-0.0013057808,-0.0026479485,-0.0091993818
2016-05-02,-0.0053511010,0.0008141540,-0.0082076611,0.0041612294,0.0006476162
2016-05-03,-0.0199093651,-0.0091606928,-0.0227100216,0.0012246445,0.0164685808
2016-05-04,0.0047891154,0.0118176518,0.0125889722,0.0068400847,-0.0136886118
2016-05-05,-0.0160266869,-0.0020702220,-0.0001606615,0.0026755352,0.0162347779
2016-05-06,-0.0007721446,0.0113687683,0.0081695709,0.0072258827,-0.0141060296
2016-05-09,-0.0129774194,0.0010382123,-0.0214999039,0.0015342347,0.0136583988
2016-05-10,0.0358391032,0.0016353354,0.0029898994,-0.0081730559,-0.0155145563
2016-05-11,-0.0054046875,0.0191499926,0.0181497596,0.0209856182,-0.0006513372
2016-05-12,0.0080818217,0.0013570124,-0.0130963735,0.0002480373,0.0065558166
2016-05-13,-0.0251954403,-0.0017698407,-0.0102156568,0.0001996960,0.0132650919
2016-05-16,-0.0023702602,-0.0147962421,-0.0095303096,-0.0099548334,0.0146822818
2016-05-17,-0.0179889314,-0.0032457393,-0.0089841373,0.0005047135,0.0104645630
2016-05-18,-0.0059048985,-0.0107454099,-0.0173207149,-0.0078204544,0.0087073166
2016-05-19,-0.0080272807,-0.0026796050,-0.0099152010,0.0011185361,0.0102765057
2016-05-20,-0.0067820703,0.0031178480,0.0024208394,0.0028525013,0.0056555727
2016-05-23,-0.0086343819,-0.0069653201,0.0011102790,-0.0035533505,0.0085511748
2016-05-24,0.0015008010,0.0057794084,-0.0102337468,0.0037785016,-0.0025929511
2016-05-25,0.0034733247,0.0079626162,0.0082464786,0.0062388727,-0.0105894618
2016-05-27,-0.0062320051,-0.0001862752,-0.0026738611,0.0085932445,0.0079243081
2016-05-30,-0.0022147195,-0.0008460981,0.0017384223,-0.0012767524,-0.0019580622
2016-05-31,-0.0085313022,-0.0031957943,-0.0052881567,-0.0069878413,0.0131275281
2016-06-01,0.0092110569,0.0028224774,0.0090947580,0.0023506051,-0.0076481742
2016-06-02,0.0122559518,-0.0002280725,-0.0024723802,-0.0033853091,-0.0170014501
2016-06-03,0.0123765077,-0.0031061280,0.0031915391,-0.0067141876,-0.0060729240
2016-06-06,-0.0045034811,0.0040826816,0.0013246700,-0.0026679058,-0.0075043947
2016-06-07,-0.0003084270,-0.0009986637,-0.0042249146,0.0028321573,-0.0026891509
2016-06-08,0.0197949242,0.0164775029,0.0206381455,0.0132893743,-0.0166161172
2016-06-09,-0.0086133108,0.0041784663,-0.0091948817,0.0104301479,0.0037078063
2016-06-10,-0.0310705211,0.0053240824,-0.0073576309,0.0082024485,0.0063675381
2016-06-13,0.0043963017,-0.0089587336,-0.0013727483,-0.0055566756,0.0022175065
2016-06-14,-0.0200622510,0.0007866286,-0.0100157727,-0.0008219033,0.0087900180
2016-06-15,0.0042505693,-0.0005258699,0.0096824840,-0.0039576697,-0.0136131654
2016-06-16,0.0080755018,-0.0058026761,-0.0069042705,-0.0093113007,0.0046163495
2016-06-17,0.0014347995,0.0021251857,0.0008045192,0.0012670929,-0.0036826392
2016-06-20,0.0140244747,-0.0089632310,-0.0037621018,-0.0076158829,0.0037664454
2016-06-21,0.0090706954,-0.0071217949,-0.0126809385,-0.0047284397,0.0003215456
2016-06-22,-0.0115805166,0.0182006788,0.0159924719,0.0118113607,-0.0082194079
2016-06-23,0.0256587472,0.0057631694,0.0111704227,0.0006394926,-0.0165740680
2016-06-24,-0.0255908966,0.0126399538,-0.0082786027,0.0156223578,0.0039258767
2016-06-27,-0.0148690185,-0.0033908533,-0.0129523473,-0.0057408707,0.0116631612
2016-06-28,0.0159886833,0.0080826590,0.0166708380,0.0083306041,-0.0041792346
2016-06-29,0.0180508606,0.0095893303,-0.0032455232,0.0046940614,-0.0103249326
2016-06-30,0.0075585712,0.0038502784,-0.0028384426,0.0012170104,-0.0049847653
2016-07-01,0.0106964558,-0.0044815554,0.0109204734,-0.0045636389,-0.0030350462
2016-07-04,0.0046732952,0.0038252603,0.0054331813,-0.0046490803,-0.0006377660
2016-07-05,-0.0103867957,0.0083770212,0.0052436311,0.0100288633,0.0019825874
2016-07-06,-0.0000413920,0.0044151112,0.0101072527,0.0119646238,-0.0076845316
2016-07-07,0.0014282435,0.0041067349,-0.0041429382,0.0043683620,0.0024672942
2016-07-08,0.0202356335,0.0058691837,0.0120328581,0.0030792523,-0.0007950887
2016-07-11,0.0154426433,0.0098303873,0.0196606442,0.0115731116,-0.0116845975
2016-07-12,0.0031800091,0.0133730089,0.0056031393,0.0087742368,-0.0184578262
2016-07-13,0.0053916145,0.0063745007,0.0066563925,0.0130919656,-0.0154707804
2016-07-14,0.0144887092,0.0219914857,0.0228290707,0.0224277079,-0.0131025901
2016-07-15,0.0007277575,0.0055075386,0.0088272952,0.0074901963,-0.0142258024
2016-07-18,0.0149166407,0.0179418102,0.0210267231,0.0061131222,-0.0133847613
2016-07-19,0.0047046160,0.0046716379,-0.0009537800,0.0070950319,0.0019937493
2016-07-20,-0.0002318560,0.0116684698,0.0030798051,0.0135228466,-0.0086566154
2016-07-21,0.0004218484,0.0181263108,0.0118766464,0.0137024485,-0.0142859546
2016-07-22,0.0064338441,-0.0031306134,0.0035978965,-0.0035145911,0.0069215731
2016-07-25,-0.0018694196,-0.0055027422,0.0010535424,-0.0050545484,0.0119437547
2016-07-26,-0.0036138122,-0.0040342864,-0.0030630871,-0.0109711802,0.0025724284
2016-07-27,0.0006066204,-0.0018187894,0.0084747355,-0.0041132551,0.0030226123
2016-07-28,-0.0032405653,-0.0097659985,-0.0025826963,-0.0030606252,0.0097657088
2016-07-29,0.0092916964,0.0186214969,0.0042343382,0.0202291496,-0.0129059320
2016-08-01,-0.0063717300,0.0018205341,-0.0101873837,0.0038391061,0.0023013651
2016-08-02,-0.0099037476,0.0028814040,-0.0056847865,0.0032137744,0.0040957173
2016-08-03,0.0136953620,0.0136932302,0.0205003899,0.0045522153,-0.0136888148
2016-08-04,0.0085136266,0.0141909653,0.0192707796,0.0112026734,0.0039634053
2016-08-05,0.0019539981,0.0064327791,0.0056427498,0.0072890678,0.0046665403
2016-08-08,-0.0025050314,-0.0200168379,-0.0112684667,-0.0145205706,-0.0008446714
2016-08-09,0.0001976992,0.0092125433,0.0063090543,0.0099925622,-0.0019412683
2016-08-10,-0.0113624753,-0.0023923730,-0.0054353429,-0.0018144129,-0.0042721182
2016-08-11,0.0227680616,-0.0040039569,0.0062305657,-0.0086226193,-0.0129789021
2016-08-12,-0.0001924599,-0.0110069318,-0.0102823153,-0.0052109188,0.0009108856
2016-08-15,0.0130923931,-0.0145112015,0.0031645172,-0.0158029329,-0.0106643168
2016-08-16,-0.0043014316,0.0063428199,0.0053129620,0.0086876424,-0.0093214009
2016-08-17,0.0063961581,-0.0011314678,-0.0031892820,-0.0073158653,-0.0054662842
2016-08-18,-0.0023305160,0.0100374743,0.0099888071,0.0067183552,-0.0069637559
2016-08-19,-0.0025201908,0.0096267806,0.0054189512,0.0007396113,-0.0049194074
2016-08-22,-0.0218858644,0.0033138506,-0.0032698829,0.0059004556,0.0008755382
2016-08-23,0.0035051955,-0.0079061883,-0.0030865590,-0.0036267140,-0.0022994177
2016-08-24,-0.0053011184,-0.0113328807,-0.0083707906,-0.0063352645,0.0015372527
2016-08-25,-0.0014704652,-0.0052871779,-0.0017654016,-0.0031288057,0.0045142500
2016-08-26,0.0006239013,0.0033661106,0.0065862546,0.0090858648,-0.0016768831
2016-08-29,0.0140974233,-0.0075565390,-0.0004505273,-0.0069372328,0.0017059837
2016-08-30,0.0006220490,-0.0048953327,-0.0045868075,-0.0048109437,0.0119798966
2016-08-31,-0.0097881109,0.0089025907,0.0073481593,0.0097190496,-0.0023087210
2016-09-01,0.0079135904,-0.0066718133,-0.0063374182,-0.0082061514,0.0005104528
2016-09-02,0.0214411914,0.0076795071,0.0153453350,0.0022314675,-0.0069055744
2016-09-05,-0.0012627343,0.0144726094,0.0077255745,0.0172913112,-0.0061542271
2016-09-06,0.0095019192,-0.0104027893,-0.0168435741,-0.0101913139,0.0117912861
2016-09-08,0.0007472846,-0.0004257143,0.0002791781,-0.0039382814,-0.0017081038
2016-09-09,-0.0337062106,0.0017188564,-0.0112801623,0.0093077235,-0.0076542683
2016-09-12,0.0074177878,-0.0056359428,-0.0093612168,-0.0099941343,0.0059451237
2016-09-13,-0.0280590132,-0.0116417557,-0.0179630779,-0.0044086464,-0.0050913319
2016-09-14,0.0038867272,0.0026956424,0.0087470515,0.0037342529,-0.0006991860
2016-09-15,0.0136206495,0.0038132640,0.0024469849,-0.0017074281,-0.0033409018
2016-09-16,-0.0154443514,-0.0014013741,-0.0161632523,-0.0013356199,0.0053208545
2016-09-19,0.0031966588,-0.0071027684,-0.0096000805,-0.0100541273,0.0125841899
2016-09-20,0.0068718237,-0.0068567982,-0.0023148297,-0.0042141220,0.0111726653
2016-09-21,0.0084824497,0.0049430546,0.0133325104,-0.0005156668,0.0137830516
2016-09-22,0.0110957511,0.0048141880,-0.0026894342,0.0036834842,-0.0015946617
2016-09-23,-0.0047163134,-0.0062429756,0.0023001190,-0.0053911284,-0.0155951334
2016-09-26,-0.0112582315,-0.0014798380,-0.0015918436,-0.0003129747,0.0057604006
2016-09-27,0.0036627920,-0.0009026309,-0.0043082647,-0.0029661360,0.0048934463
2016-09-28,0.0158940312,-0.0089306869,0.0077866018,-0.0092245787,0.0069456305
2016-09-29,-0.0159686618,0.0046977922,0.0028333720,0.0030842870,-0.0028679827
2016-09-30,-0.0004670071,-0.0017904222,-0.0039354865,-0.0000630924,-0.0031223989
2016-10-03,0.0157380551,0.0014078496,-0.0015424229,-0.0007128846,0.0070764143
2016-10-04,-0.0019814200,0.0014356917,-0.0058682770,0.0049593961,0.0050013866
2016-10-05,0.0127598625,-0.0064796056,0.0035040723,-0.0084739327,0.0010586260
2016-10-06,0.0051328633,0.0009090158,0.0048950100,-0.0015622654,-0.0015604876
2016-10-07,0.0060063978,0.0059770993,0.0066880225,0.0008971598,0.0003855438
2016-10-10,0.0063349963,0.0021088040,0.0090142088,0.0000287360,0.0009677559
2016-10-11,-0.0095174806,0.0001889160,0.0035757748,0.0000007125,-0.0006850138
2016-10-13,0.0009486323,-0.0041555120,-0.0079545826,-0.0073469961,0.0067519560
2016-10-14,0.0099673830,0.0003447863,0.0036880448,-0.0006788298,0.0031268117
2016-10-17,0.0139693208,-0.0066453302,0.0008048047,-0.0072923005,0.0068238936
2016-10-18,0.0160151292,0.0017408729,0.0058333427,-0.0012130309,0.0052750641
2016-10-19,-0.0044068112,0.0129576493,0.0097924946,0.0136267710,-0.0073829200
2016-10-20,0.0043092431,0.0001187490,0.0053044469,-0.0014984465,-0.0043060649
2016-10-21,0.0037455845,0.0021743514,0.0113836043,-0.0017638369,-0.0078269877
2016-10-24,-0.0009329498,0.0059619001,0.0056683198,0.0028657003,-0.0003686347
2016-10-25,-0.0038953803,-0.0071354019,-0.0023803024,-0.0037411368,-0.0076997434
2016-10-26,-0.0014611293,-0.0026316494,0.0032457327,-0.0018560286,0.0021622502
2016-10-27,0.0051447935,0.0071969600,0.0149979508,0.0021751460,0.0125175985
2016-10-28,-0.0007265823,-0.0031835034,0.0060965894,-0.0010974149,-0.0054686107
2016-10-31,0.0065909368,-0.0038928525,-0.0042947973,-0.0108275609,0.0001891628
2016-11-01,-0.0250702631,-0.0014213193,0.0024668798,0.0022767484,-0.0174269155
2016-11-03,-0.0245931242,0.0021516681,-0.0070162639,0.0046141539,-0.0001703557
2016-11-04,-0.0033011702,-0.0009119110,0.0031350630,0.0030060508,0.0062875906
2016-11-07,0.0354468189,0.0055498686,0.0181533452,-0.0056796819,0.0028281063
2016-11-08,0.0003836550,-0.0039048493,-0.0027593554,-0.0068880338,0.0044916617
2016-11-09,-0.0160518680,-0.0033001481,-0.0022131363,-0.0111722117,0.0037500151
2016-11-10,-0.0330632702,-0.0164935030,0.0015156828,-0.0158351623,-0.0173088815
2016-11-11,-0.0359752364,-0.0186715033,-0.0329632908,-0.0136793572,-0.0159967523
2016-11-14,0.0052690650,-0.0165842008,-0.0049603065,-0.0207111612,0.0122321025
2016-11-16,0.0201160796,-0.0103449468,-0.0098477472,-0.0052071502,0.0158121195
2016-11-17,-0.0166991614,0.0094778202,-0.0045703733,0.0057655727,-0.0161166340
2016-11-18,0.0020296217,0.0091670053,0.0019061102,0.0078826994,0.0035459187
2016-11-21,0.0176092200,-0.0027900860,0.0120907538,-0.0078495760,0.0114011066
2016-11-22,0.0096066790,-0.0102191521,-0.0004540747,-0.0133211585,0.0035352097
2016-11-23,0.0007253858,0.0096398611,0.0160035882,0.0068843993,-0.0169447549
2016-11-24,-0.0091710072,0.0094508771,0.0081605623,0.0111638159,-0.0007330775
2016-11-25,-0.0007339335,-0.0105386302,-0.0011512781,-0.0109620728,-0.0026020126
2016-11-28,0.0183827095,-0.0065106153,0.0016225595,-0.0144532584,0.0024391785
2016-11-29,-0.0262625106,0.0059555704,-0.0016896939,0.0157249272,-0.0110873291
2016-11-30,0.0143866185,0.0071998206,0.0057101361,0.0071029197,0.0106351571
2016-12-01,-0.0402180031,-0.0006482117,-0.0027444512,0.0042876005,-0.0132732559
2016-12-02,0.0111925518,-0.0111387549,0.0143465530,-0.0115656238,-0.0021000686
2016-12-05,-0.0073369117,0.0063657798,0.0058372994,0.0024972823,0.0028919848
2016-12-06,0.0193734821,-0.0149796950,-0.0076867864,-0.0124294218,-0.0058171619
2016-12-07,0.0032800217,-0.0045648934,-0.0009294157,-0.0085171210,-0.0004694285
2016-12-08,-0.0120841153,0.0094188554,-0.0042343778,0.0066960640,0.0044737775
2016-12-09,-0.0011640200,0.0057689841,0.0004564469,0.0077279001,-0.0048953136
2016-12-12,-0.0233727116,-0.0039932225,-0.0038632508,-0.0025099032,-0.0019891951
2016-12-13,0.0016031400,0.0003013965,-0.0006605866,0.0054427525,-0.0079344837
2016-12-14,-0.0178350173,0.0027707592,0.0021550227,0.0051033571,-0.0165553298
2016-12-15,0.0045636198,0.0055008843,0.0149376793,-0.0006139218,0.0079300934
2016-12-16,0.0010471724,-0.0008147988,0.0011611804,0.0049993191,-0.0157223772
