,fator_mercado,fator_tamanho,fator_valor,fator_liquidez,fator_momentum
2012-08-03,0.0185956378,-0.0001679659,0.0180365872,-0.0166709572,-0.0223933496
2012-08-06,0.0134481713,0.0013034642,0.0053860052,-0.0028947918,-0.0167256128
2012-08-07,-0.0024464403,-0.0063285246,-0.0062196385,0.0083880359,0.0182711799
2012-08-08,0.0144468443,0.0037158551,0.0067056147,-0.0053318776,-0.0100965602
2012-08-09,-0.0053475383,-0.0021837493,0.0006606202,-0.0039793216,-0.0097553413
2012-08-10,0.0065965033,0.0014001308,0.0126837837,-0.0034132842,-0.0006686607
2012-08-13,-0.0043940255,-0.0000105721,-0.0018563156,0.0008392492,0.0024871321
2012-08-14,-0.0094012814,-0.0011839042,-0.0103875250,0.0066099018,0.0169099569
2012-08-15,0.0011257579,-0.0023663973,0.0032149951,-0.0086153746,0.0054617077
2012-08-16,0.0124082323,0.0045510456,0.0148828840,-0.0062043769,-0.0151178781
2012-08-17,-0.0058027799,0.0080734715,0.0009296127,0.0071460451,0.0009716898
2012-08-20,-0.0003633835,0.0059893271,0.0026729524,0.0018346028,-0.0161833111
2012-08-21,-0.0088126827,0.0082544954,-0.0030811015,0.0023289751,-0.0037396108
2012-08-22,0.0066930181,0.0006669536,0.0049525974,-0.0077759721,-0.0116145108
2012-08-23,-0.0088601690,-0.0086788125,-0.0084802061,-0.0029144846,0.0088801757
2012-08-24,-0.0015563258,0.0123670921,0.0025109486,0.0046896888,0.0021705222
2012-08-27,-0.0029483854,0.0034377850,-0.0095922109,0.0052817026,0.0087399073
2012-08-28,0.0016054359,0.0023214817,0.0049626464,-0.0012924403,0.0014674726
2012-08-29,-0.0145596731,0.0186167210,-0.0104909949,0.0123187201,0.0082513634
2012-08-30,-0.0032890651,0.0128723960,-0.0000534265,0.0028542443,-0.0044465717
2012-08-31,-0.0041633584,0.0104105351,-0.0126874000,0.0045337011,0.0001204293
2012-09-03,0.0041557001,-0.0012771687,0.0040309634,0.0016921703,-0.0025776518
2012-09-04,-0.0129073206,0.0054947645,-0.0010324507,0.0162098669,0.0116574969
2012-09-05,0.0094455918,-0.0228640642,0.0024194233,-0.0129987905,-0.0015946329
2012-09-06,0.0212917347,-0.0073741348,0.0045851683,-0.0109233167,-0.0106671741
2012-09-10,-0.0012783254,0.0062277429,-0.0046763206,0.0073425956,-0.0051744552
2012-09-11,0.0091486704,0.0044715996,0.0074861562,-0.0066905767,-0.0179657526
2012-09-12,0.0003276955,0.0340309590,0.0035639568,0.0135659175,-0.0406298526
2012-09-13,0.0234693252,-0.0049422812,0.0228845440,-0.0096134562,-0.0194929093
2012-09-14,0.0061292974,-0.0113569256,-0.0025252500,-0.0028833845,-0.0059887967
2012-09-17,0.0003411812,-0.0073141297,-0.0081850067,0.0021748894,0.0121180601
2012-09-18,-0.0044640545,0.0027166649,0.0017626756,-0.0062283315,0.0015572482
2012-09-19,-0.0046050195,0.0053868052,0.0002335270,0.0055929455,-0.0043684877
2012-09-20,0.0011339883,0.0026156097,-0.0015933774,0.0004398705,0.0008784416
2012-09-21,-0.0020656073,-0.0009901309,-0.0052712709,0.0019239647,0.0135126524
2012-09-24,0.0052425195,-0.0041786092,0.0067123589,-0.0034099999,-0.0040858290
2012-09-25,-0.0210100617,0.0151651120,0.0020933095,0.0106224772,0.0060742972
2012-09-26,0.0005819849,-0.0033809887,-0.0018977592,-0.0057481858,0.0117890211
2012-09-27,-0.0013669080,0.0020127681,0.0024487905,0.0077461731,0.0032582046
2012-09-28,-0.0116698248,0.0061376714,-0.0044806437,0.0130196493,0.0165177248
2012-10-01,0.0078448243,0.0057361121,-0.0008092877,0.0020854753,-0.0049904459
2012-10-02,0.0016864787,-0.0026668520,-0.0045397459,0.0077721719,0.0184126701
2012-10-03,-0.0099866465,0.0111225815,-0.0081462478,0.0092930598,0.0022918452
2012-10-04,0.0031053163,-0.0015828037,-0.0097148959,0.0026662929,0.0124345534
2012-10-05,0.0037982655,0.0060800416,0.0036127619,-0.0007336065,0.0048892433
2012-10-08,0.0087196436,-0.0041225743,-0.0006351364,-0.0059429063,-0.0084970975
2012-10-09,-0.0100996364,0.0014719022,0.0011199582,0.0000273180,-0.0038726071
2012-10-10,-0.0062507899,0.0052567804,-0.0009055766,0.0114430506,-0.0061207665
2012-10-11,0.0099470438,0.0004622899,0.0101322047,0.0084850173,-0.0113112004
2012-10-15,0.0053621908,0.0004757298,0.0011646575,-0.0026518658,-0.0088760722
2012-10-16,0.0046590269,-0.0071284059,0.0054993317,-0.0044642673,0.0108071296
2012-10-17,0.0027178931,0.0019344577,-0.0044160397,-0.0001064057,-0.0013889377
2012-10-18,-0.0023629153,-0.0034581549,0.0024501041,-0.0049553472,-0.0030571762
2012-10-19,-0.0102300718,-0.0049169096,-0.0007476397,0.0048809843,0.0074749640
2012-10-22,-0.0049258303,0.0016670817,-0.0008775785,-0.0004833107,0.0016778262
2012-10-23,-0.0150835477,-0.0139720384,-0.0091030626,-0.0153519353,0.0101184715
2012-10-24,-0.0021602577,0.0054609617,-0.0066124140,0.0086043337,0.0024186689
2012-10-25,0.0102252150,-0.0041249627,-0.0001333156,0.0016302278,-0.0051320796
2012-10-26,-0.0027313835,-0.0052963081,-0.0017889543,0.0031915340,0.0183717050
2012-10-29,-0.0006759676,-0.0093745235,-0.0015982469,0.0002715718,0.0081423530
2012-10-30,0.0050911028,-0.0045935484,0.0010171826,-0.0076267766,0.0016762088
2012-10-31,-0.0087982966,0.0120260380,-0.0086325947,0.0146880969,0.0017422055
2012-11-01,0.0176562462,-0.0086122351,0.0026831254,-0.0104693258,-0.0033475328
2012-11-05,0.0003421005,0.0080792904,-0.0052596466,-0.0000842450,0.0092103537
2012-11-06,0.0113035245,0.0036786124,0.0077592363,-0.0061598122,-0.0225566085
2012-11-07,-0.0130850719,0.0085791834,-0.0040681218,0.0104008671,0.0063288165
2012-11-08,-0.0152895637,0.0004723612,-0.0111277336,0.0017874148,0.0116729364
2012-11-09,-0.0033920214,0.0018153773,0.0018342631,0.0054632304,-0.0077446084
2012-11-12,-0.0054449541,-0.0018194620,-0.0001262296,-0.0021845950,-0.0008372851
2012-11-13,0.0086783003,-0.0160829313,0.0064738183,-0.0154974330,-0.0039240657
2012-11-14,-0.0143792992,0.0052996199,-0.0112570608,0.0150680505,0.0168723073
2012-11-16,-0.0047115409,-0.0003981492,-0.0140015725,0.0036975902,0.0215441305
2012-11-19,0.0106958812,-0.0050219721,-0.0038837651,-0.0169423334,-0.0037497124
2012-11-21,-0.0003005144,-0.0057209339,0.0056521380,-0.0076043238,0.0087965261
2012-11-22,0.0014591094,0.0000655110,0.0062591443,0.0014853898,0.0015851482
2012-11-23,0.0165665410,-0.0098655308,0.0172057301,-0.0043387040,-0.0175623223
2012-11-26,-0.0094970642,-0.0066422285,0.0017969143,-0.0017680181,0.0130367419
2012-11-27,-0.0077363509,0.0125959674,-0.0018586172,0.0144375451,-0.0013791521
2012-11-28,0.0041564340,-0.0047120810,0.0060779378,-0.0068051424,0.0049038287
2012-11-29,0.0135853905,0.0059866039,-0.0078051742,-0.0184292737,-0.0195247512
2012-11-30,0.0008503744,0.0052293944,-0.0033244719,0.0101427473,0.0024288823
2012-12-03,0.0095946947,-0.0026627374,0.0093378797,-0.0103683760,-0.0088478643
2012-12-04,-0.0091703655,0.0112580881,-0.0068829111,0.0108493241,-0.0022669616
2012-12-05,0.0013233738,0.0091046207,0.0028639953,0.0031869169,0.0084230332
2012-12-06,-0.0014441060,-0.0034382893,-0.0024840303,-0.0072834371,0.0106599117
2012-12-07,0.0066424985,-0.0011159433,0.0066671623,-0.0017337380,-0.0100232270
2012-12-10,0.0077542695,-0.0036282949,-0.0027885912,-0.0064753452,-0.0055711321
2012-12-11,0.0089824442,-0.0051099276,0.0002856316,0.0029570144,-0.0044860877
2012-12-12,-0.0015903355,0.0051076142,-0.0020486317,0.0101501253,0.0033926661
2012-12-13,-0.0021589468,0.0014058212,-0.0020321095,0.0010602928,-0.0011925423
2012-12-14,0.0046719676,0.0046746577,0.0061579389,0.0059945676,0.0013714177
2012-12-17,0.0011780820,0.0090882676,-0.0013869861,0.0081663113,0.0042015985
2012-12-18,0.0086380569,0.0014995085,0.0138043221,-0.0069762226,-0.0071750865
2012-12-19,0.0100157475,-0.0051857266,0.0028120033,-0.0023538838,-0.0058138333
2012-12-20,-0.0014153421,0.0073114899,-0.0004940373,0.0013817372,-0.0021861687
2012-12-21,-0.0017765998,-0.0017129650,0.0054718563,0.0032933042,-0.0121749435
2012-12-26,-0.0062880763,0.0048799305,-0.0045063673,0.0013188412,-0.0019385770
2012-12-27,-0.0056056627,0.0018563656,-0.0040280446,0.0052229734,0.0135626877
2012-12-28,0.0057982286,0.0052265376,0.0027188445,0.0020229528,-0.0048047947
2013-01-02,0.0181662254,-0.0084592337,0.0121140983,-0.0181675963,-0.0209992006
2013-01-03,0.0129853049,-0.0038115275,0.0056309882,-0.0029491833,-0.0135647068
2013-01-04,-0.0072401166,-0.0071608047,-0.0133288950,0.0063058604,0.0050565749
2013-01-07,-0.0092550023,0.0048167910,0.0004705950,0.0070300465,0.0001379023
2013-01-08,-0.0079857791,0.0053642993,-0.0002106801,0.0040080780,0.0156899039
2013-01-09,0.0090099294,-0.0008908696,0.0010843077,0.0018252498,0.0021718740
2013-01-10,-0.0005951762,-0.0081963222,0.0072626118,-0.0060625216,0.0024643245
2013-01-11,-0.0034505173,0.0047111935,0.0023842850,0.0049064979,-0.0030657898
2013-01-14,0.0061796354,-0.0042714491,0.0064251553,-0.0043932586,-0.0043098391
2013-01-15,-0.0041612498,-0.0000188793,0.0071643237,-0.0005407454,-0.0076635694
2013-01-16,0.0062049087,-0.0115162674,-0.0043366640,-0.0040586907,0.0109373648
2013-01-17,0.0072119683,0.0028709602,0.0096882638,-0.0013914523,-0.0067985738
2013-01-18,-0.0026808812,0.0005320099,0.0048632901,0.0078874007,-0.0061583789
2013-01-21,-0.0007859451,0.0117355948,0.0073244325,0.0071336986,0.0035237884
2013-01-22,0.0019193483,-0.0000595850,0.0004179590,0.0030066217,0.0075365184
2013-01-23,0.0004189271,0.0009839227,0.0076459129,0.0043692817,-0.0008127703
2013-01-24,-0.0062555633,0.0052988492,0.0030725123,0.0085526360,0.0039939615
2013-01-28,-0.0168320332,0.0068710204,-0.0103547238,0.0040938640,0.0130344685
2013-01-29,0.0050623426,-0.0105701163,-0.0022554249,-0.0083414968,0.0036188704
2013-01-30,-0.0132327015,0.0004848819,-0.0033362205,0.0090919761,0.0164442584
2013-01-31,0.0084540052,-0.0052088159,-0.0080260802,-0.0046043517,0.0110735036
2013-02-01,0.0038283695,0.0146022532,0.0031491341,0.0061183558,-0.0089252656
2013-02-04,-0.0080304462,-0.0013090950,-0.0080963746,-0.0021161102,0.0098422952
2013-02-05,0.0005280972,-0.0055936724,0.0027062073,-0.0066182050,0.0014482276
2013-02-06,-0.0076879249,-0.0062948577,-0.0082831047,-0.0028832373,0.0137683675
2013-02-07,-0.0085631041,-0.0014413428,-0.0074665030,-0.0008651935,0.0012750113
2013-02-08,0.0032372749,0.0069960011,-0.0000529950,0.0055015301,-0.0005481791
2013-02-13,-0.0015043793,-0.0043460173,-0.0000708955,-0.0072307438,0.0053204885
2013-02-14,-0.0055865552,0.0060758702,-0.0069463532,0.0007045747,0.0007412821
2013-02-15,0.0026643609,-0.0025851452,-0.0034234030,0.0047958205,-0.0003600591
2013-02-18,-0.0002066334,0.0010148387,-0.0000335705,0.0033148215,0.0002642041
2013-02-19,-0.0014067007,-0.0011009902,0.0018393775,0.0034514922,0.0017374316
2013-02-20,-0.0147725902,0.0011395067,-0.0127910990,0.0053741923,0.0112072863
2013-02-21,-0.0055418727,-0.0048286389,-0.0001835201,-0.0012372017,-0.0044408324
2013-02-22,0.0074726148,0.0055543878,0.0066101253,-0.0007722899,-0.0099627096
2013-02-25,-0.0029965874,-0.0011725510,0.0058856793,0.0000309724,0.0012124624
2013-02-26,0.0026350059,-0.0034510689,0.0009422610,-0.0036992359,-0.0034128309
2013-02-27,0.0005002214,0.0008692190,0.0056328857,-0.0043674503,-0.0015993435
2013-02-28,0.0083810631,0.0002441001,0.0032132161,0.0079741729,0.0041636480
2013-03-01,-0.0021868346,-0.0051113777,-0.0135093769,0.0007944189,0.0121315308
2013-03-04,-0.0064018364,0.0006100000,0.0048282025,0.0004387326,-0.0073258737
2013-03-05,-0.0023461864,-0.0006134389,-0.0099494141,0.0026103677,0.0144934468
2013-03-06,0.0266342312,-0.0068333261,0.0128904041,-0.0103019653,-0.0134527804
2013-03-07,0.0046154945,0.0028787530,0.0176365767,-0.0012859078,-0.0361972600
2013-03-08,-0.0008095516,0.0003965941,-0.0022836360,0.0037704757,0.0076436689
2013-03-11,0.0028820236,0.0048420629,0.0023595542,-0.0000320271,0.0040624877
2013-03-12,-0.0074494332,0.0077352365,-0.0002167739,0.0086276215,-0.0008739118
2013-03-13,-0.0088015813,-0.0001230268,-0.0105327433,0.0057474161,0.0115837818
2013-03-14,0.0025477074,-0.0053400057,-0.0065306881,0.0038350062,0.0109097408
2013-03-15,-0.0073117712,-0.0024840687,-0.0016968204,0.0031143026,-0.0055092201
2013-03-18,0.0010624853,0.0002997005,0.0030682185,-0.0017519138,0.0006523861
2013-03-19,-0.0077626342,-0.0006594202,-0.0128504839,0.0030322326,0.0117321527
2013-03-20,-0.0020046090,-0.0048872540,-0.0041039805,0.0000678096,0.0151495337
2013-03-21,-0.0077738077,0.0041612461,-0.0010630344,-0.0002683713,0.0045801890
2013-03-22,-0.0042750142,-0.0085306615,-0.0012891502,-0.0042338916,0.0121497149
2013-03-25,-0.0067814016,0.0011891429,-0.0081662685,0.0037069072,0.0107910670
2013-03-26,0.0106354626,-0.0079850964,0.0097187785,-0.0071551404,-0.0147498883
2013-03-27,0.0047059283,-0.0066305213,-0.0045543779,-0.0047875047,0.0063283304
2013-03-28,0.0082092071,-0.0034674406,-0.0042854385,0.0027272771,0.0045806793
2013-04-01,-0.0070107174,0.0005650644,0.0049772440,0.0011681819,-0.0097033922
2013-04-02,-0.0103724394,0.0030507334,-0.0181898437,0.0088587897,0.0138130384
2013-04-03,0.0057018367,-0.0033081926,0.0093346080,-0.0079654865,-0.0077079367
2013-04-04,-0.0137764467,0.0059865471,0.0054433383,0.0028598746,-0.0008405242
2013-04-05,0.0026347861,0.0034113112,0.0098772999,-0.0038160896,-0.0062709404
2013-04-08,-0.0013578780,0.0045363312,-0.0008519902,0.0009670653,0.0049880054
2013-04-09,0.0152053488,-0.0098252734,-0.0022921399,-0.0047237994,-0.0053137233
2013-04-10,0.0055742175,0.0075733224,0.0036018295,0.0060438025,-0.0059729475
2013-04-11,-0.0095996950,0.0083284620,-0.0051376163,0.0119614871,0.0036714207
2013-04-12,-0.0078076003,0.0019962755,-0.0034492919,0.0010695131,-0.0022312924
2013-04-15,-0.0308464542,-0.0012133569,-0.0163345989,0.0041178018,0.0070550442
2013-04-16,0.0205430463,-0.0092118364,0.0022939499,-0.0087163551,0.0007070508
2013-04-17,-0.0141353235,-0.0077006537,-0.0200379826,-0.0022179307,0.0168165639
2013-04-18,0.0023764723,0.0003613075,0.0048413780,0.0021139137,0.0024445485
2013-04-19,0.0119738700,0.0039137946,0.0016084835,0.0017621648,-0.0015983833
2013-04-22,0.0019153256,-0.0018909778,0.0050775418,0.0007989137,-0.0054429946
2013-04-23,0.0142266061,-0.0115988879,-0.0036957487,-0.0053921556,0.0032013347
2013-04-24,-0.0021987983,0.0067570237,-0.0039598052,0.0004202914,0.0032516387
2013-04-25,-0.0029442634,-0.0067062094,0.0002031741,-0.0012602046,-0.0031714237
2013-04-26,-0.0146621456,0.0088148974,-0.0059349714,-0.0015779119,-0.0029628798
2013-04-29,0.0081172045,0.0021202867,0.0037606566,0.0002396074,-0.0109562054
2013-04-30,0.0258190800,-0.0117769754,-0.0028293170,-0.0086092800,0.0011955760
2013-05-02,-0.0080589950,0.0038916967,-0.0080419341,0.0097953929,0.0122863883
2013-05-03,0.0046661827,0.0010056577,-0.0047386466,0.0008193463,0.0027152589
2013-05-06,-0.0001738510,-0.0055814842,-0.0050965757,0.0004600652,0.0034769992
2013-05-07,0.0124165695,-0.0073142266,0.0048633646,-0.0067593632,-0.0048121377
2013-05-08,-0.0023918285,0.0012091595,-0.0011884605,0.0022425125,0.0029107118
2013-05-09,0.0015598529,-0.0042349324,-0.0042681620,-0.0007815410,0.0104159471
2013-05-10,-0.0041132416,0.0003479915,-0.0047157821,0.0005971679,0.0014178888
2013-05-13,-0.0111217704,-0.0081181787,-0.0052704061,-0.0034274436,0.0066046906
2013-05-14,0.0055715898,0.0005659435,-0.0083768554,-0.0016702269,-0.0101314597
2013-05-15,0.0034661158,0.0006973306,-0.0067541199,-0.0017156890,-0.0029700189
2013-05-16,-0.0038235188,-0.0091878418,0.0051623010,-0.0048879734,-0.0043415660
2013-05-17,0.0079644416,0.0059634768,0.0048676380,0.0036093034,-0.0090192221
2013-05-20,0.0085104713,-0.0093703205,-0.0024380388,-0.0092333658,-0.0019638818
2013-05-21,0.0053318073,0.0037234500,0.0085642608,0.0006712610,-0.0087251365
2013-05-22,-0.0001258232,-0.0006004469,0.0032025927,0.0007179622,-0.0015547127
2013-05-23,-0.0049634171,0.0016129635,0.0090028923,-0.0005791704,-0.0031353636
2013-05-24,-0.0007623216,0.0156962611,0.0049497271,0.0110939248,-0.0016483762
2013-05-27,-0.0021593280,0.0019431410,0.0048199138,-0.0000501132,-0.0002881692
2013-05-28,0.0015823068,-0.0062707397,-0.0087889396,-0.0021831978,0.0094381860
2013-05-29,-0.0178685542,0.0033123475,-0.0088530434,0.0074605420,0.0215505771
2013-05-31,-0.0088088661,-0.0175845139,-0.0146141751,-0.0070105698,0.0060363486
2013-06-03,-0.0005004271,0.0022937588,0.0133446325,-0.0010688502,-0.0198393781
2013-06-04,-0.0032581575,-0.0052780821,0.0005390779,-0.0072100270,-0.0027679291
2013-06-05,-0.0194073785,0.0032880567,-0.0078393724,0.0080505675,0.0009357436
2013-06-06,0.0017012280,0.0081142355,0.0045665302,0.0080386503,-0.0041709654
2013-06-07,-0.0147894630,-0.0162278451,-0.0125390617,-0.0065650921,0.0173239745
2013-06-10,-0.0041894936,-0.0038942196,-0.0079015810,0.0003313632,-0.0015837764
2013-06-11,-0.0250677746,-0.0017910432,-0.0149315819,-0.0014942624,0.0077945385
2013-06-12,-0.0096218679,-0.0043008197,-0.0018709926,-0.0000716243,-0.0001146141
2013-06-13,0.0119696651,0.0038387077,0.0203182641,-0.0119250119,-0.0226510204
2013-06-14,-0.0135095045,0.0104826763,-0.0029281881,0.0069655785,0.0067420239
2013-06-17,0.0035700516,-0.0267857946,-0.0194666404,-0.0093937470,0.0127867069
2013-06-18,0.0002041084,-0.0175556708,0.0047669685,-0.0092286523,-0.0207118951
2013-06-19,-0.0219268464,-0.0038307495,-0.0182197653,0.0001769569,0.0103008710
2013-06-20,-0.0050841072,-0.0108715678,0.0046505751,-0.0089461179,-0.0235606395
2013-06-21,-0.0149392895,-0.0020901486,-0.0159099195,0.0079718381,0.0324451700
2013-06-24,-0.0227305070,-0.0008325577,-0.0059155431,-0.0009611435,0.0075295698
2013-06-25,0.0127101419,0.0145542212,0.0159132779,-0.0002811551,-0.0135141239
2013-06-26,0.0073336535,0.0132432133,0.0035912013,0.0108397231,0.0018690387
2013-06-27,0.0146957813,-0.0091195824,-0.0028966013,-0.0081180520,0.0078347735
2013-06-28,0.0092575355,-0.0217940975,-0.0032110487,-0.0056244070,0.0060156989
2013-07-01,0.0019144730,-0.0185859054,0.0015437240,-0.0104422830,0.0179044213
2013-07-02,-0.0360339805,-0.0118729211,-0.0131659042,-0.0027490444,0.0156041496
2013-07-03,-0.0032746061,0.0020632127,0.0004208582,0.0115322303,0.0051784050
2013-07-04,0.0083617158,-0.0015928149,-0.0023279572,-0.0044250255,-0.0120366439
2013-07-05,-0.0115745394,0.0031400318,0.0027914038,-0.0012661442,-0.0090044439
2013-07-08,-0.0024900280,0.0065994323,0.0060276212,0.0042495602,-0.0023344664
2013-07-10,0.0072957003,-0.0065721772,0.0048099803,-0.0070546661,0.0038959333
2013-07-11,0.0214671493,0.0093662925,0.0114232097,0.0015518479,-0.0018178914
2013-07-12,-0.0128605906,-0.0088853966,-0.0153796654,-0.0037820358,0.0319390260
2013-07-15,0.0152953556,0.0012358334,0.0191357918,-0.0001492631,-0.0212677326
2013-07-16,0.0031429916,0.0041472726,-0.0037193312,0.0057035433,0.0012053320
2013-07-17,0.0058363155,0.0005029486,0.0070380201,-0.0036924614,-0.0032526553
2013-07-18,-0.0000784520,-0.0029742382,0.0113114296,-0.0024569936,-0.0071588056
2013-07-19,-0.0070912838,0.0109480713,0.0109489979,0.0058788038,0.0000968322
2013-07-22,0.0199929494,-0.0060977824,0.0080850665,-0.0070637632,-0.0057010520
2013-07-23,0.0053137532,0.0030466397,0.0029377718,0.0032349518,-0.0026743112
2013-07-24,-0.0073639527,0.0005855826,-0.0065341974,0.0023526526,0.0082154348
2013-07-25,0.0080135753,0.0057541113,0.0083148936,0.0010330649,-0.0093458407
2013-07-26,0.0020458119,-0.0105556920,0.0027269302,-0.0135038896,0.0005656066
2013-07-29,-0.0045124893,0.0000593078,-0.0055205636,0.0027205634,0.0048045861
2013-07-30,-0.0053786361,0.0018881056,-0.0154918674,0.0034007728,0.0103690363
2013-07-31,0.0017934674,-0.0072100754,-0.0020762803,-0.0021124661,0.0072464431
2013-08-01,0.0178611577,-0.0030534789,0.0124601666,-0.0023861518,0.0026418502
2013-08-02,-0.0081586372,0.0043083495,-0.0107419807,0.0078037810,0.0130653000
2013-08-05,-0.0049283686,-0.0040072771,-0.0030615865,-0.0018232516,-0.0007070515
2013-08-06,-0.0177844781,0.0073157623,-0.0149947181,0.0091686873,-0.0013185982
2013-08-07,-0.0003520729,-0.0005070723,-0.0004235145,0.0059338007,0.0002791022
2013-08-08,0.0196405090,0.0009735078,0.0196595266,-0.0079962835,-0.0081609152
2013-08-09,0.0096455337,0.0029924689,0.0074605979,-0.0001762817,0.0000211857
2013-08-12,0.0022221613,0.0014273897,0.0086528501,-0.0022293404,-0.0109583428
2013-08-13,0.0068048933,-0.0064532249,-0.0006091274,-0.0065373001,-0.0047036498
2013-08-14,-0.0002342200,0.0158875231,0.0098697515,0.0108925272,-0.0129107963
2013-08-15,-0.0000798195,-0.0009527183,0.0119636729,-0.0089006498,-0.0004932219
2013-08-16,0.0051859892,-0.0082383752,0.0134532796,-0.0059905583,-0.0018407591
2013-08-19,-0.0034345344,0.0012232707,0.0122380303,0.0066367406,-0.0105699301
2013-08-20,-0.0205019247,0.0066826409,0.0061404044,0.0056465538,-0.0125260614
2013-08-21,-0.0041823541,-0.0094408467,0.0047901045,-0.0137682138,-0.0094273239
2013-08-22,0.0132154310,-0.0133260926,0.0040858844,-0.0145747149,-0.0030358972
2013-08-23,0.0099695623,0.0138096269,-0.0020081149,-0.0015690364,0.0081663532
2013-08-26,-0.0122901248,-0.0015870631,-0.0101924837,0.0012667207,0.0039801039
2013-08-27,-0.0191705152,0.0001766887,-0.0054035112,0.0020450074,0.0117494175
2013-08-28,-0.0043807472,0.0012249611,0.0082443170,-0.0019750718,0.0045902268
2013-08-29,0.0066908393,-0.0024244206,-0.0121238055,-0.0101422658,0.0104431855
2013-08-30,0.0077206683,0.0115424553,-0.0025419337,0.0142339310,0.0214641057
2013-09-02,0.0140944086,-0.0036931653,0.0137259029,-0.0068537127,-0.0261885226
2013-09-03,-0.0123781366,0.0199973565,0.0088841803,0.0209711492,-0.0175999068
2013-09-04,0.0038146027,0.0037849522,0.0083762864,0.0138411149,-0.0017194506
2013-09-05,0.0123593407,-0.0130477799,0.0017058770,-0.0088640666,-0.0025813910
2013-09-06,0.0090684555,-0.0037973104,-0.0025667623,-0.0070577003,-0.0168637242
2013-09-09,0.0196649302,-0.0085049877,-0.0057308199,-0.0141702201,0.0074117370
2013-09-10,0.0065503772,-0.0091703162,-0.0058820364,-0.0059854765,0.0185576119
2013-09-11,-0.0022012854,0.0043095574,-0.0017803090,0.0045958888,0.0089085195
2013-09-12,-0.0085677980,0.0101407878,-0.0019043485,0.0042405738,-0.0003170359
2013-09-13,0.0068023982,0.0022745300,0.0032754317,-0.0004631123,-0.0130501464
2013-09-16,0.0038924397,-0.0009140660,-0.0093596168,-0.0008350706,0.0032490592
2013-09-17,0.0035240883,-0.0060393452,0.0064868545,-0.0035699781,-0.0068805497
2013-09-18,0.0172495898,-0.0023040175,0.0022073425,-0.0096870251,-0.0034836326
2013-09-19,-0.0001091973,-0.0000842190,-0.0081552360,0.0005237884,-0.0002673175
2013-09-20,-0.0143854041,-0.0013933983,-0.0010091700,0.0009333296,0.0052186223
2013-09-23,0.0066061835,-0.0115007181,-0.0009138572,-0.0077226968,0.0065336302
2013-09-24,-0.0023323819,0.0022933676,-0.0044445246,0.0000452851,-0.0005231570
2013-09-25,-0.0009010963,0.0036382587,-0.0016254378,0.0000482122,0.0030179513
2013-09-26,-0.0003718884,0.0018812937,-0.0018645503,0.0009385983,0.0039375154
2013-09-27,0.0034360327,0.0039091874,0.0061791730,0.0035750717,0.0004230615
2013-09-30,-0.0175133236,0.0020106155,-0.0057145935,0.0061034067,0.0144443456
2013-10-01,0.0105135450,-0.0075014895,0.0048513352,-0.0149684064,0.0036999434
2013-10-02,-0.0015042135,0.0016950136,0.0023931826,0.0029445016,-0.0000239190
2013-10-03,-0.0071274708,-0.0025256211,-0.0047902018,-0.0024237875,0.0074351663
2013-10-04,0.0046975920,-0.0063638957,0.0004682714,-0.0104686460,0.0066907848
2013-10-07,-0.0028242450,-0.0113449246,-0.0128509440,-0.0074019702,0.0197036117
2013-10-08,-0.0062138392,-0.0055937450,-0.0032280842,-0.0073467689,0.0023404704
2013-10-09,0.0033276526,-0.0019456502,-0.0026823217,-0.0044093402,0.0055378815
2013-10-10,0.0078243222,0.0048428122,0.0026889760,0.0058242474,-0.0011125393
2013-10-11,0.0037497813,0.0064498698,0.0069834352,0.0066130077,-0.0035972605
2013-10-14,0.0110138655,-0.0093153995,0.0112636294,-0.0068247728,-0.0106811505
2013-10-15,-0.0000474485,-0.0048552807,-0.0009765960,-0.0057398807,-0.0165238604
2013-10-16,0.0017120780,-0.0086171618,0.0024924520,-0.0094449725,-0.0181980133
2013-10-17,0.0018471058,0.0008244100,-0.0120510580,0.0001682709,0.0104093822
2013-10-18,0.0021837354,-0.0103097679,-0.0039862869,-0.0123539353,0.0054913349
2013-10-21,0.0069821770,-0.0098317992,0.0013730302,-0.0080499453,-0.0039392123
2013-10-22,0.0053396630,-0.0023391526,0.0031375224,-0.0037251827,-0.0048217694
2013-10-23,-0.0135727320,0.0014913548,0.0034462046,0.0014949599,0.0062635709
2013-10-24,-0.0029546209,-0.0077174744,-0.0043853023,-0.0003574044,0.0133485477
2013-10-25,-0.0013051018,0.0082694227,-0.0117505817,0.0045288107,0.0132288691
2013-10-28,0.0120449718,-0.0101720095,0.0015217371,-0.0066734580,-0.0030905581
2013-10-29,-0.0017427490,0.0076943752,0.0070537683,-0.0024446817,0.0084732836
2013-10-30,0.0015602910,-0.0039859223,-0.0064848554,-0.0058703823,0.0158759169
2013-10-31,0.0054777497,0.0066533405,-0.0003612740,0.0087204576,0.0073532555
2013-11-01,-0.0040304447,0.0012386710,0.0049755927,-0.0004551171,0.0054677892
2013-11-04,0.0062467516,0.0000879900,-0.0022278470,-0.0037487466,-0.0055327197
2013-11-05,-0.0089069661,-0.0026317956,-0.0030914587,-0.0018381272,0.0117747746
2013-11-06,-0.0031053228,-0.0147960074,-0.0117898034,-0.0111361556,0.0138683077
