,0
2010-01-04,0.0
2010-01-05,
2010-01-06,-0.004871800964459827
2010-01-07,-0.01985117311593044
2010-01-08,0.006072672483531176
2010-01-11,0.02068710392538079
2010-01-12,0.020759965860147965
2010-01-13,-0.011800887682395716
2010-01-14,0.015015735321645988
2010-01-15,0.0064370361936121195
2010-01-18,-0.00025508217072996294
2010-01-19,-0.00015569926045297042
2010-01-20,0.005369944955852069
2010-01-21,0.041667972263595664
2010-01-22,-0.0036630015052485296
2010-01-25,0.0035435012509851664
2010-01-26,0.0
2010-01-27,-0.03287003598646111
2010-01-28,-0.0033266983732451183
2010-01-29,0.003377361354748103
2010-02-01,-0.014448129783114827
2010-02-02,0.006680445497767964
2010-02-03,-0.022374328575596174
2010-02-04,-0.017388224202602214
2010-02-05,0.019823677875647643
2010-02-08,0.0014203936693359745
2010-02-09,0.019138739074982314
2010-02-10,0.014176623102433627
2010-02-11,-0.0021739437163272174
2010-02-12,0.012599021800112402
2010-02-17,0.06911306623835337
2010-02-18,-0.006136387475358468
2010-02-19,0.009010057583239554
2010-02-22,-0.007395480433127919
2010-02-23,-0.007437844342318332
2010-02-24,0.003675735687819981
2010-02-25,-0.010638526950185533
2010-02-26,-0.019466841176658232
2010-03-01,0.033130311094821334
2010-03-02,0.014585481915532954
2010-03-03,-0.0027259260676161367
2010-03-04,0.04286795861918275
2010-03-05,-0.006690089206986091
2010-03-08,-0.023584216310400467
2010-03-09,0.056036406732695505
2010-03-10,-0.0005711877159426939
2010-03-11,
2010-03-12,0.0098214473037233
2010-03-15,-0.00598292796057954
2010-03-16,-0.0034168395328522693
2010-03-17,-0.025156729454196215
2010-03-18,-0.02385698811661728
2010-03-19,-0.015009303834532011
2010-03-22,0.007860221112370941
2010-03-23,0.008721924336526679
2010-03-24,-0.007427921922470271
2010-03-25,0.02221974381984687
2010-03-26,0.010587729780573735
2010-03-29,-0.013615551411134765
2010-03-30,-0.017768480462078944
2010-03-31,0.011423301021403145
2010-04-01,-0.00458503077668341
2010-04-05,0.00307098461907254
2010-04-06,0.0018981359915723102
2010-04-07,0.00022907573003956095
2010-04-08,-0.0011281223722795042
2010-04-09,0.018006511739063116
2010-04-12,-0.008595890307672063
2010-04-13,
2010-04-14,-0.0007173124287424197
2010-04-15,0.0024154092358128487
2010-04-16,-0.009070098140559474
2010-04-19,-0.001831884870160519
2010-04-20,0.004359069325726296
2010-04-22,-0.003841418795532394
2010-04-23,0.025292451638481935
2010-04-26,0.07372510982159367
2010-04-27,-0.019641681747347976
2010-04-28,0.0007189547861826961
2010-04-29,0.010971917421393654
2010-04-30,-0.02419736058214017
2010-05-03,-0.0013776614768003966
2010-05-04,0.010325385293598045
2010-05-05,-0.04861703368170638
2010-05-06,-0.006507770802927646
2010-05-07,0.016054474017623548
2010-05-10,0.003200057724722918
2010-05-11,0.006323138366776979
2010-05-12,0.008928667546297026
2010-05-13,-0.006432743445287418
2010-05-14,-0.014592197673619025
2010-05-17,0.002727433837969369
2010-05-18,-0.0027998649877347768
2010-05-19,0.013396851710506504
2010-05-20,0.012912766336097113
2010-05-21,0.015534798924373984
2010-05-24,-0.007009065305163965
2010-05-25,-0.004159561894750382
2010-05-26,0.022566773665464505
2010-05-27,0.00018110002464433606
2010-05-28,-0.011444312314196538
2010-05-31,0.05927024748626961
2010-06-01,0.0009613778500538305
2010-06-02,0.02604042597310522
2010-06-04,-0.024848643725102034
2010-06-07,-0.00740922057233615
2010-06-08,0.009797468301699619
2010-06-09,-0.005393354641416091
2010-06-10,-0.006392376903301045
2010-06-11,0.003768655588730371
2010-06-14,-0.0032560700423107753
2010-06-15,0.00026819356272132777
2010-06-16,-0.008215337850704859
2010-06-17,0.008089280098886122
2010-06-18,0.17605928946454033
2010-06-21,-0.0014128676705099747
2010-06-22,-0.06492835596818078
2010-06-23,-0.0068929415789135435
2010-06-24,-0.0029905165464813033
2010-06-25,0.007326958213544991
2010-06-28,0.17999999003287548
2010-06-29,-0.04343037711426205
2010-06-30,2.4580235536928767
2010-07-01,0.0138214964263811
2010-07-02,-0.0035620552430652855
2010-07-05,-0.006811209388374664
2010-07-06,-0.019315560307737414
2010-07-07,-0.40034016596709165
2010-07-08,-0.004090481869377489
2010-07-09,-0.03774300400937952
2010-07-12,0.0
2010-07-13,0.0075004928088469565
2010-07-14,-0.007511014368077402
2010-07-15,0.009694761353967319
2010-07-16,-0.008189770360468553
2010-07-19,0.005840379789499212
2010-07-20,-0.008664417163718286
2010-07-21,0.010612935553354042
2010-07-22,-0.00806366422387874
2010-07-23,-0.014412467458649245
2010-07-26,0.09547822177022278
2010-07-27,0.0006734986381555361
2010-07-28,-0.0015420377069573958
2010-07-29,0.012358179889001147
2010-07-30,0.0026908582542538124
2010-08-02,0.00901276434917346
2010-08-03,0.012648452715343622
2010-08-04,-0.007028369905431989
2010-08-05,0.00409020389255617
2010-08-06,0.013081415021189332
2010-08-09,0.004604477604950849
2010-08-10,-0.0029382582826322006
2010-08-11,-0.001533226641376258
2010-08-12,-0.018149515227000687
2010-08-13,0.007120658983071746
2010-08-16,-0.011386366963981978
2010-08-17,0.005666434164027867
2010-08-18,-0.001678269787006548
2010-08-19,-0.0018906427216374268
2010-08-20,0.00589962471865845
2010-08-23,-0.016443598821254492
2010-08-24,0.010102969918187404
2010-08-25,0.07537301774708327
2010-08-26,-0.001078761048582403
2010-08-27,-0.004000714547086269
2010-08-30,0.005542200706483301
2010-08-31,-0.0030946886827465207
2010-09-01,0.059260530453347476
2010-09-02,-0.02862899396722197
