,factor,long,short
2006-03-01,0.014078164711214727,0.014711214711214726,0.00063305
2006-03-02,-0.0019603255117668123,-0.0013272755117668122,0.00063305
2006-03-03,0.0022806135485353945,0.0029136635485353946,0.00063305
2006-03-06,-0.02321205101936794,-0.02257900101936794,0.00063305
2006-03-07,-0.024906919739792508,-0.02427386973979251,0.00063305
2006-03-08,-0.0042137356745851375,-0.003580685674585138,0.00063305
2006-03-09,-0.02680833625519591,-0.02620075625519591,0.00060758
2006-03-10,0.015337562101784438,0.015945142101784437,0.00060758
2006-03-13,-0.0032640544788701854,-0.0026564744788701855,0.00060758
2006-03-14,0.01972237406734983,0.02032995406734983,0.00060758
2006-03-15,0.018118612695985633,0.018726192695985633,0.00060758
2006-03-16,-0.0028824466457483856,-0.0022748666457483857,0.00060758
2006-03-17,-0.003437991195848703,-0.0028304111958487033,0.00060758
2006-03-20,0.003466114446634635,0.004073694446634635,0.00060758
2006-03-21,-0.02170484730185324,-0.02109726730185324,0.00060758
2006-03-22,0.011505367216428749,0.012112947216428749,0.00060758
2006-03-23,-0.010567686734300256,-0.009960106734300256,0.00060758
2006-03-24,0.0021409923434914623,0.002748572343491462,0.00060758
2006-03-27,0.001095589491976464,0.001703169491976464,0.00060758
2006-03-28,-0.02608511779123829,-0.02547753779123829,0.00060758
2006-03-29,0.021474094935935824,0.022081674935935824,0.00060758
2006-03-30,0.00699404167929157,0.00760162167929157,0.00060758
2006-03-31,0.004024868315112336,0.004632448315112336,0.00060758
2006-04-03,0.01955252047217537,0.02015704047217537,0.00060452
2006-04-04,0.0015908980334220476,0.0021954180334220474,0.00060452
2006-04-05,0.00586421872480791,0.00646873872480791,0.00060452
2006-04-06,0.005336124764806713,0.005940644764806713,0.00060452
2006-04-07,-0.009742867969963046,-0.009138347969963045,0.00060452
2006-04-10,-0.012190606420387388,-0.011586086420387387,0.00060452
2006-04-11,-0.015523298427550406,-0.014918778427550405,0.00060452
2006-04-12,0.013273741787287904,0.013878261787287904,0.00060452
2006-04-13,-0.009582582299945356,-0.008978062299945355,0.00060452
2006-04-17,0.00937394751746234,0.009978467517462342,0.00060452
2006-04-18,0.028255133684155883,0.028859653684155884,0.00060452
2006-04-19,0.008644793913878417,0.009248963913878416,0.00060417
2006-04-20,-0.004659846055385803,-0.004081326055385803,0.00057852
2006-04-24,-0.0011815640917661296,-0.0006033940917661296,0.00057817
2006-04-25,-0.0009052057978415462,-0.00032703579784154613,0.00057817
2006-04-26,0.01633259551411741,0.01691076551411741,0.00057817
2006-04-27,-0.01688636459292256,-0.01630784459292256,0.00057852
2006-04-28,0.014816979098387487,0.015395839098387487,0.00057886
2006-05-02,0.015624098154745594,0.016202958154745595,0.00057886
2006-05-03,-0.0029440731013969917,-0.0023648731013969915,0.0005792
2006-05-04,0.0007893239491691981,0.001368523949169198,0.0005792
2006-05-05,0.010181137500976073,0.010762397500976073,0.00058126
2006-05-08,0.0017849181394113123,0.0023661781394113124,0.00058126
2006-05-09,0.01059542312658071,0.011176683126580711,0.00058126
2006-05-10,-0.005986665637580655,-0.005407465637580655,0.0005792
2006-05-11,-0.02225446835409077,-0.02167560835409077,0.00057886
2006-05-12,-0.015857099695448854,-0.015276519695448854,0.00058058
2006-05-15,-0.024248280617805748,-0.023668050617805747,0.0005802299999999999
2006-05-16,0.00311103202210275,0.00369229202210275,0.00058126
2006-05-17,-0.029119878950679978,-0.028541708950679978,0.00057817
2006-05-18,-0.013218215963803525,-0.012640045963803526,0.00057817
2006-05-19,-0.0025347994929510315,-0.0019573094929510315,0.0005774900000000001
2006-05-22,-0.0333339631137201,-0.0327564731137201,0.0005774900000000001
2006-05-23,-0.011181441255719625,-0.010603611255719625,0.00057783
2006-05-24,-0.009383914813071145,-0.008806424813071145,0.0005774900000000001
2006-05-25,0.04907013602592769,0.04964796602592769,0.00057783
2006-05-26,0.02436328563948993,0.02494077563948993,0.0005774900000000001
2006-05-29,-0.009952992312366902,-0.009375162312366903,0.00057783
2006-05-30,-0.045983178818980217,-0.04540568881898022,0.0005774900000000001
2006-05-31,0.002635648164941176,0.003213138164941176,0.0005774900000000001
2006-06-01,0.03278182825349025,0.03334245825349025,0.00056063
2006-06-02,0.00457906513086789,0.0051393451308678895,0.00056028
2006-06-05,-0.032240562528596244,-0.031679932528596244,0.00056063
2006-06-06,-0.005514358905824684,-0.004953728905824684,0.00056063
2006-06-07,-0.03595643939876363,-0.035395809398763634,0.00056063
2006-06-08,0.004373580526315707,0.004934210526315708,0.00056063
2006-06-09,-0.010803871717929896,-0.010243241717929896,0.00056063
2006-06-12,-0.04389667919458307,-0.04333570919458307,0.00056097
2006-06-13,-0.02163120526300102,-0.02106988526300102,0.00056132
2006-06-14,0.0022702526010716035,0.0028312226010716035,0.00056097
2006-06-16,0.04369998139795394,0.04426095139795394,0.00056097
2006-06-19,-0.015154417483938538,-0.014593447483938538,0.00056097
2006-06-20,-0.00837877098533791,-0.007817800985337908,0.00056097
2006-06-21,0.026645262159847853,0.027206232159847854,0.00056097
2006-06-22,-0.007218566896980977,-0.006657596896980977,0.00056097
2006-06-23,0.009463556263368096,0.010024186263368096,0.00056063
2006-06-26,-0.0014264960956117461,-0.0008655260956117461,0.00056097
2006-06-27,-0.007924314979931298,-0.007363344979931297,0.00056097
2006-06-28,0.012791368841051913,0.013352338841051914,0.00056097
2006-06-29,0.04686259825032301,0.04742356825032301,0.00056097
2006-06-30,0.0033856411217694166,0.003946611121769417,0.00056097
2006-07-03,0.01925864875296874,0.01981927875296874,0.00056063
2006-07-04,-0.0002932825518644549,0.0002676874481355451,0.00056097
2006-07-05,-0.027028173682393526,-0.026467203682393525,0.00056097
2006-07-06,0.0036998469772939685,0.004260816977293969,0.00056097
2006-07-07,-0.012358522897380493,-0.011797552897380492,0.00056097
2006-07-10,0.0005193025610770114,0.0010802725610770114,0.00056097
2006-07-11,0.010866494652334018,0.011427464652334018,0.00056097
2006-07-12,-0.009424569058926531,-0.00886359905892653,0.00056097
2006-07-13,-0.02473982730057967,-0.02417885730057967,0.00056097
2006-07-14,-0.000674111370141956,-0.00011314137014195591,0.00056097
2006-07-17,-0.01425193487977364,-0.01369165487977364,0.00056028
2006-07-18,0.007010526498021007,0.0075718464980210065,0.00056132
2006-07-19,0.04655010156846002,0.04711073156846002,0.00056063
2006-07-20,-0.026042534262607043,-0.025499524262607043,0.00054301
2006-07-21,-0.009943725640081474,-0.009401065640081474,0.00054266
2006-07-24,0.01956400210926502,0.02010701210926502,0.00054301
2006-07-25,0.012072935229681902,0.012615945229681902,0.00054301
2006-07-26,-0.002914810114500666,-0.002371800114500666,0.00054301
2006-07-27,0.0074910939514675305,0.00803410395146753,0.00054301
2006-07-28,0.012822119874213805,0.013364779874213806,0.00054266
2006-07-31,-0.00867548371659398,-0.00813247371659398,0.00054301
2006-08-01,-0.006962083819348919,-0.006419073819348919,0.00054301
2006-08-02,0.01164516014576934,0.01218817014576934,0.00054301
2006-08-03,0.0038280295322892766,0.004371379532289277,0.0005433500000000001
2006-08-04,0.01005750801020001,0.01060051801020001,0.00054301
2006-08-07,-0.004506231306277798,-0.003963221306277798,0.00054301
2006-08-08,-0.0031426174062284436,-0.0025996074062284436,0.00054301
2006-08-09,-0.00971854191489362,-0.00917553191489362,0.00054301
2006-08-10,0.0021143514279963298,0.00265736142799633,0.00054301
2006-08-11,-0.011519416820153174,-0.010976066820153174,0.0005433500000000001
2006-08-14,-0.011019363988739688,-0.010475313988739687,0.00054405
2006-08-15,0.019670616701862938,0.020215006701862936,0.0005443900000000001
2006-08-16,0.009698335242385187,0.010242385242385188,0.00054405
2006-08-17,-0.003702391737884207,-0.003158341737884207,0.00054405
2006-08-18,-0.0007321534391224226,-0.00018637343912242255,0.00054578
2006-08-21,-0.010956618376651012,-0.010412228376651012,0.0005443900000000001
2006-08-22,-0.013541547376281531,-0.01299749737628153,0.00054405
2006-08-23,-0.032333873946234847,-0.031790173946234845,0.0005437
2006-08-24,0.007481406183825108,0.008025456183825108,0.00054405
2006-08-25,0.0039538835963907415,0.004497583596390742,0.0005437
2006-08-28,0.011052813006841262,0.011596863006841263,0.00054405
2006-08-29,-0.0024959400343642453,-0.0019518900343642454,0.00054405
2006-08-30,-0.0002954434332304599,0.00024790656676954015,0.0005433500000000001
2006-08-31,-0.002756956119020706,-0.002230606119020706,0.00052635
2006-09-01,0.029751103113270033,0.030277103113270032,0.000526
2006-09-04,0.009225131827801407,0.009751131827801407,0.000526
2006-09-05,-0.009148640610988737,-0.008622290610988737,0.00052635
2006-09-06,-0.018134649111539253,-0.017608649111539254,0.000526
2006-09-08,-0.0046665611549986125,-0.004140561154998612,0.000526
2006-09-11,-0.022026082061381874,-0.021500082061381875,0.000526
