,codigo,fundo,data,cota,variacao,captacao,resgate,patrimonio_liquido,cotistas
2017-02-21,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-21,1.0,,4000000.0,0.0,4000000.0,2
2017-02-22,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-22,0.9994253000000001,-0.0005747,0.0,0.0,3997701.31,2
2017-02-23,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-23,0.9935664000000001,-0.005862269046021,3500000.0,0.0,7474265.69,3
2017-02-24,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-24,0.9924286,-0.0011451675499489999,0.0,0.0,7465706.04,3
2017-02-25,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-24,0.9924286,-0.0011451675499489999,0.0,0.0,7465706.04,3
2017-02-26,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-24,0.9924286,-0.0011451675499489999,0.0,0.0,7465706.04,3
2017-02-27,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-24,0.9924286,-0.0011451675499489999,0.0,0.0,7465706.04,3
2017-02-28,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-02-24,0.9924286,-0.0011451675499489999,0.0,0.0,7465706.04,3
2017-03-01,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-03-01,0.9965482,0.004151029101741,0.0,0.0,7496696.67,3
2017-03-02,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-03-02,0.9833738000000001,-0.013220032909597,0.0,0.0,7397590.48,3
2017-03-03,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-03-03,0.9800588,-0.0033710477134940007,0.0,0.0,7372652.67,3
2017-03-04,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-03-03,0.9800588,-0.0033710477134940007,0.0,0.0,7372652.67,3
2017-03-05,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-03-03,0.9800588,-0.0033710477134940007,0.0,0.0,7372652.67,3
2017-03-06,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-03-06,0.9756973,-0.00445024318949,0.0,0.0,7339842.37,3
2017-03-07,36893,ALASKA BLACK INSTITUCIONAL FUNDO DE INVESTIMENTO DE ACOES,2017-03-07,0.9536697000000001,-0.022576264175375,1000000.0,0.0,8174136.23,4
