,codigo,fundo,data,cota,variacao,captacao,resgate,patrimonio_liquido,cotistas
2013-11-25,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-11-25,1.0,,1500000.0,0.0,1500000.0,1
2013-11-26,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-11-26,0.99578835,-0.00421165,865000.0,0.0,2358682.53,1
2013-11-27,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-11-27,1.00531331,0.009565245466067,0.0,0.0,2381243.91,1
2013-11-28,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-11-28,0.99823301,-0.0070428790005769995,0.0,0.0,2364473.08,1
2013-11-29,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-11-29,1.01976362,0.021568721715584,350000.0,0.0,2765471.76,1
2013-11-30,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-11-29,1.01976362,0.021568721715584,350000.0,0.0,2765471.76,1
2013-12-01,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-11-29,1.01976362,0.021568721715584,350000.0,0.0,2765471.76,1
2013-12-02,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-02,1.01113374,-0.008462627839185001,168879.05,927.03,2910020.61,1
2013-12-03,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-03,0.98744741,-0.023425516391134996,0.0,0.0,2841851.87,1
2013-12-04,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-04,0.97075237,-0.01690727002869,0.0,0.0,2793803.91,1
2013-12-05,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-05,0.97065697,-9.82742900746958e-05,0.0,0.0,2793529.35,1
2013-12-06,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-06,0.99121874,0.021183353785632998,0.0,0.0,2852705.69,1
2013-12-07,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-06,0.99121874,0.021183353785632998,0.0,0.0,2852705.69,1
2013-12-08,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-06,0.99121874,0.021183353785632998,0.0,0.0,2852705.69,1
2013-12-09,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-09,0.99376194,0.002565730345252,0.0,0.0,2860024.97,1
2013-12-10,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-10,0.99144822,-0.002328243724045,0.0,0.0,2853366.13,1
2013-12-11,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-11,0.97992763,-0.0116199613531,0.0,0.0,2820210.12,1
2013-12-12,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-12,0.97702864,-0.0029583715279059997,0.0,0.0,2811866.88,1
2013-12-13,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-13,0.99682057,0.020257266972235,0.0,0.0,2868827.64,1
2013-12-14,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-13,0.99682057,0.020257266972235,0.0,0.0,2868827.64,1
2013-12-15,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-13,0.99682057,0.020257266972235,0.0,0.0,2868827.64,1
2013-12-16,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-16,0.99241764,-0.004416973457920999,0.0,0.0,2856156.09,1
2013-12-17,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-17,1.00040015,0.008043498702824,39985.0,0.0,2919114.59,1
2013-12-18,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-18,0.99737833,-0.0030206113023870003,0.0,0.0,2910297.06,1
2013-12-19,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-19,1.00618093,0.008825738172995999,0.0,0.0,2935982.61,1
2013-12-20,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-20,0.99549499,-0.010620296689583,0.0,0.0,2904801.59,1
2013-12-21,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-20,0.99549499,-0.010620296689583,0.0,0.0,2904801.59,1
2013-12-22,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-20,0.99549499,-0.010620296689583,0.0,0.0,2904801.59,1
2013-12-23,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-23,1.00871041,0.013275225021473998,0.0,0.0,2943363.49,1
2013-12-24,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-24,1.00870773,-2.65685768019441e-06,0.0,0.0,2943355.67,1
2013-12-25,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-24,1.00870773,-2.65685768019441e-06,0.0,0.0,2943355.67,1
2013-12-26,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-26,1.02077109,0.011959222321018998,0.0,0.0,2978555.89,1
2013-12-27,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-27,1.02790442,0.006988177927335,0.0,0.0,2999370.59,1
2013-12-28,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-27,1.02790442,0.006988177927335,0.0,0.0,2999370.59,1
2013-12-29,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-27,1.02790442,0.006988177927335,0.0,0.0,2999370.59,1
2013-12-30,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-30,1.03330287,0.005251898809813,0.0,0.0,3015122.96,1
2013-12-31,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-31,1.03338962,8.395408792383209e-05,0.0,0.0,3015376.1,1
2014-01-01,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2013-12-31,1.03338962,8.395408792383209e-05,0.0,0.0,3015376.1,1
2014-01-02,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2014-01-02,1.02309224,-0.009964663666739999,0.0,0.0,2985328.89,1
2014-01-03,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2014-01-03,1.1087232,0.08369818150512,64970.0,0.0,3300165.5,1
2014-01-04,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2014-01-03,1.1087232,0.08369818150512,64970.0,0.0,3300165.5,1
2014-01-05,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2014-01-03,1.1087232,0.08369818150512,64970.0,0.0,3300165.5,1
2014-01-06,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2014-01-06,1.08848529,-0.018253347634468002,0.0,0.0,3239926.44,1
2014-01-07,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2014-01-07,1.08539362,-0.0028403415539040005,0.0,10000.0,3220723.93,1
2014-01-08,26225,COSMOS CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,2014-01-08,1.08530363,-8.29100137883509e-05,0.0,10000.0,3210456.9,1
