Id,Nome,Descricao,Ticker,Version,VersionType,ExchangeId,InternalSymbol,InternalCryptoType,CotacaoAtivo,CodigoISINPapel,ElasticSearchId
315,METISA METALÚRGICA S.A.,NULL,$MTSA3,92,I,5,MTSA3,NULL,1,BRMTSAACNOR2,IFRxOXIBooXOYNzvA5fh
316,MILLS ENGENHARIA S.A.,NULL,$MILS3,92,I,5,MILS3,NULL,1,BRMILSACNOR2,dlRvOXIBooXOYNzvUI1b
317,MINERVA S.A.,NULL,$BEEF3,92,I,5,BEEF3,NULL,1,BRBEEFACNOR6,0VNDOXIBooXOYNzvo49p
318,MINUPAR PARTICIPACOES S.A.,NULL,$MNPR3,92,I,5,MNPR3,NULL,1,BRMNPRACNOR5,AlRvOXIBooXOYNzvZo5i
319,MMX S.A.,NULL,$MMXM3,92,I,5,MMXM3,NULL,1,BRMMXMACNOR2,8FRvOXIBooXOYNzvYo1x
320,MMX S.A.,NULL,$MMXM11,92,I,5,MMXM11,NULL,1,BRMMXMTRV000,71RvOXIBooXOYNzvYo06
321,MONTEIRO ARANHA S.A.,NULL,$MOAR3,92,I,5,MOAR3,NULL,1,BRMOARACNOR5,DVRvOXIBooXOYNzvaI7B
322,MOVIDA PARTICIPAÇÕES S.A.,NULL,$MOVI3,92,I,5,MOVI3,NULL,1,BRMOVIACNOR0,LVRvOXIBooXOYNzvb47q
323,MRV ENGENHARIA S.A.,NULL,$MRVE3,92,I,5,MRVE3,NULL,1,BRMRVEACNOR2,_FRwOXIBooXOYNzvQ5Ib
324,MULTIPLAN S.A.,NULL,$MULT3,92,I,5,MULT3,NULL,1,BRMULTACNOR5,YFRxOXIBooXOYNzvCpcP
325,MULTIPLUS S.A.,NULL,$MPLU3,92,I,5,MPLU3,NULL,1,BRMPLUACNOR3,Z1RvOXIBooXOYNzvfI4v
326,NADIR FIGUEIREDO S.A.,NULL,$NAFG3,92,I,5,NAFG3,NULL,1,BRNAFGACNOR4,wVRxOXIBooXOYNzv_JzW
327,NADIR FIGUEIREDO S.A.,NULL,$NAFG4,92,I,5,NAFG4,NULL,1,BRNAFGACNPR1,wlRxOXIBooXOYNzv_ZxT
328,Natura & Co Holding SA Unsponsored ADR,NULL,$NTCO3,636,I,5,NTCO3,NULL,1,BRNTCOACNOR5,PFRyOXIBooXOYNzv9qIy
329,NORDON IND. METALÚRGICAS,NULL,$NORD3,92,I,5,NORD3,NULL,1,BRNORDACNOR7,7VRyOXIBooXOYNzv5KH6
330,ODONTOPREV S.A.,NULL,$ODPV3,92,I,5,ODPV3,NULL,1,BRODPVACNOR4,RVRzOXIBooXOYNzvq6Yd
331,OI S.A.,NULL,$OIBR3,92,I,5,OIBR3,NULL,1,BROIBRACNOR1,_lRzOXIBooXOYNzvx6a5
332,OI S.A.,NULL,$OIBR4,92,I,5,OIBR4,NULL,1,BROIBRACNPR8,_1RzOXIBooXOYNzvx6bz
333,ÓLEO E GÁS PARTICIPAÇÕES S.A. ,NULL,$OGXP3,92,I,5,OGXP3,NULL,1,NULL,81RzOXIBooXOYNzvxaaM
334,OSX BRASIL S.A. ,NULL,$OSXB3,92,I,5,OSXB3,NULL,1,BROSXBACNOR8,EFRzOXIBooXOYNzv-6gO
335,OURO FINO S.A.,NULL,$OFSA3,92,I,5,OFSA3,NULL,1,BROFSAACNOR7,wlRzOXIBooXOYNzvw6ZU
336,PANATLANTICA S.A.,NULL,$PATI3,92,I,5,PATI3,NULL,1,BRPATIACNOR6,clR0OXIBooXOYNzvEKgP
337,PANATLANTICA S.A.,NULL,$PATI4,92,I,5,PATI4,NULL,1,BRPATIACNPR3,c1R0OXIBooXOYNzvEKg8
338,PARANAPANEMA S.A.,NULL,$PMAM3,92,I,5,PMAM3,NULL,1,BRPMAMACNOR3,wlR5OXIBooXOYNzvNsXV
339,PBG S.A.,NULL,$PTBL3,92,I,5,PTBL3,NULL,1,BRPTBLACNOR8,t1R6OXIBooXOYNzvEsqY
340,PDG REALTY S.A.,NULL,$PDGR3,92,I,5,PDGR3,NULL,1,BRPDGRACNOR8,aFR1OXIBooXOYNzvSa_4
341,PETROBRAS S.A.,NULL,$PETR4,92,I,5,PETR4,NULL,1,BRPETRACNPR6,xVR1OXIBooXOYNzvVa_B
342,PETROBRAS S.A.,NULL,$PETR3,92,I,5,PETR3,NULL,1,BRPETRACNOR9,xFR1OXIBooXOYNzvVa-H
343,PETTENATI S.A. IND TEXTIL,NULL,$PTNT4,92,I,5,PTNT4,NULL,1,BRPTNTACNPR3,zFR6OXIBooXOYNzvF8ot
344,PETTENATI S.A. IND TEXTIL,NULL,$PTNT3,92,I,5,PTNT3,NULL,1,BRPTNTACNOR6,y1R6OXIBooXOYNzvFsrz
345,PLASCAR PARTICIPAÇÕES S.A.,NULL,$PLAS3,92,I,5,PLAS3,NULL,1,BRPLASACNOR2,o1R5OXIBooXOYNzvMMUG
346,PORTO SEGURO S.A.,NULL,$PSSA3,92,I,5,PSSA3,NULL,1,BRPSSAACNOR7,rFR5OXIBooXOYNzv4clv
347,PORTO SUDESTE V.M. S.A.,NULL,$PSVM11,92,I,5,PSVM11,NULL,1,BRPSVMTRV004,r1R6OXIBooXOYNzvEMrQ
348,POSITIVO INFORMATICA S.A.,NULL,$POSI3,92,I,5,POSI3,NULL,1,BRPOSIACNOR9,FFR5OXIBooXOYNzvmsgs
349,PROFARMA S.A.,NULL,$PFRM3,92,I,5,PFRM3,NULL,1,BRPFRMACNOR1,_1R5OXIBooXOYNzvFcQ-
350,QGEP PARTICIPAÇÕES S.A.,NULL,$QGEP3,92,I,5,QGEP3,NULL,1,BRQGEPACNOR8,NFR6OXIBooXOYNzvKsvx
351,QUALICORP S.A.,NULL,$QUAL3,92,I,5,QUAL3,NULL,1,BRQUALACNOR6,mlR6OXIBooXOYNzvOMuI
352,RAIA DROGASIL S.A.,NULL,$RADL3,92,I,5,RADL3,NULL,1,BRRADLACNOR0,nVR7OXIBooXOYNzvF9Ce
353,RANDON S.A.,NULL,$RAPT3,92,I,5,RAPT3,NULL,1,BRRAPTACNOR7,plR8OXIBooXOYNzv4do8
354,RANDON S.A.,NULL,$RAPT4,92,I,5,RAPT4,NULL,1,BRRAPTACNPR4,p1R8OXIBooXOYNzv4dpu
355,RECRUSUL S.A.,NULL,$RCSL3,92,I,5,RCSL3,NULL,1,BRRCSLACNOR4,dlR9OXIBooXOYNzvMdxr
356,RECRUSUL S.A.,NULL,$RCSL4,92,I,5,RCSL4,NULL,1,BRRCSLACNPR1,d1R9OXIBooXOYNzvMdyg
357,REFINARIA MANGUINHOS S.A.,NULL,$RPMG3,92,I,5,RPMG3,NULL,1,BRRPMGACNOR9,QFR-OXIBooXOYNzvj-TM
358,RENAR MAÇAS S.A.,NULL,$FRTA3,92,I,5,FRTA3,NULL,1,BRFRTAACNOR8,ylRdOXIBooXOYNzvtyZu
359,RENOVA ENERGIA S.A.,NULL,$RNEW3,92,I,5,RNEW3,NULL,1,BRRNEWACNOR8,_FR-OXIBooXOYNzvgeMt
360,RENOVA ENERGIA S.A.,NULL,$RNEW4,92,I,5,RNEW4,NULL,1,BRRNEWACNPR5,_VR-OXIBooXOYNzvgeNm
361,RENOVA ENERGIA S.A.,NULL,$RNEW11,92,I,5,RNEW11,NULL,1,BRRNEWCDAM15,-1R-OXIBooXOYNzvgOP0
362,RESTOQUE S.A.,NULL,$LLIS3,92,I,5,LLIS3,NULL,1,BRLLISACNOR4,g1RsOXIBooXOYNzvrn7K
363,RODOBENS S.A.,NULL,$RDNI3,92,I,5,RDNI3,NULL,1,BRRDNIACNOR9,hVR9OXIBooXOYNzvNNyI
364,ROSSI RESIDENCIAL S.A.,NULL,$RSID3,92,I,5,RSID3,NULL,1,BRRSIDACNOR8,U1R-OXIBooXOYNzvk-Tt
365,RUMO S.A.,NULL,$RAIL3,92,I,5,RAIL3,NULL,1,BRRAILACNOR9,PFR8OXIBooXOYNzvF9bt
366,SABESP S.A.,NULL,$SBSP3,92,I,5,SBSP3,NULL,1,BRSBSPACNOR5,-FR_OXIBooXOYNzv5-vP
367,SANEPAR S.A.,NULL,$SAPR3,92,I,5,SAPR3,NULL,1,BRSAPRACNOR9,K1R_OXIBooXOYNzvl-rS
368,SANEPAR S.A.,NULL,$SAPR4,92,I,5,SAPR4,NULL,1,BRSAPRACNPR6,LFR_OXIBooXOYNzvmOof
369,SANEPAR S.A.,NULL,$SAPR11,92,I,5,SAPR11,NULL,1,BRSAPRCDAM13,KlR_OXIBooXOYNzvl-qF
370,SANSUY S.A.,NULL,$SNSY6,92,I,5,SNSY6,NULL,1,BRSNSYACNPB3,8VSCOXIBooXOYNzvtfsi
371,SANSUY S.A.,NULL,$SNSY3,92,I,5,SNSY3,NULL,1,BRSNSYACNOR2,71SCOXIBooXOYNzvtPt6
372,SANSUY S.A.,NULL,$SNSY5,92,I,5,SNSY5,NULL,1,BRSNSYACNPA5,8FSCOXIBooXOYNzvtPuz
373,SANTOS BRASIL S.A.,NULL,$STBP3,92,I,5,STBP3,NULL,1,BRSTBPACNOR3,SlSCOXIBooXOYNzv7v18
374,SÃO CARLOS EMP. E PART. S.A.,NULL,$SCAR3,92,I,5,SCAR3,NULL,1,BRSCARACNOR7,AVSAOXIBooXOYNzvxvHL
375,SÃO MARTINHO S.A.,NULL,$SMTO3,92,I,5,SMTO3,NULL,1,BRSMTOACNOR3,hFSCOXIBooXOYNzvb_qC
376,SARAIVA S.A.,NULL,$SLED3,92,I,5,SLED3,NULL,1,BRSLEDACNOR0,61SBOXIBooXOYNzvTvM_
377,SARAIVA S.A.,NULL,$SLED4,92,I,5,SLED4,NULL,1,BRSLEDACNPR7,7FSBOXIBooXOYNzvTvN5
378,SCHULZ S.A.,NULL,$SHUL3,92,I,5,SHUL3,NULL,1,BRSHULACNOR7,bVSBOXIBooXOYNzvM_Pc
379,SCHULZ S.A.,NULL,$SHUL4,92,I,5,SHUL4,NULL,1,BRSHULACNPR4,cFSBOXIBooXOYNzvM_Pc
380,SENIOR SOLUTION S.A.,NULL,$SNSL3,92,I,5,SNSL3,NULL,1,NULL,7FSCOXIBooXOYNzvs_vO
381,SER EDUCACIONAL S.A.,NULL,$SEER3,92,I,5,SEER3,NULL,1,BRSEERACNOR5,clSAOXIBooXOYNzv3_EJ
382,SLC AGRICOLA S.A.,NULL,$SLCE3,92,I,5,SLCE3,NULL,1,BRSLCEACNOR2,vVSBOXIBooXOYNzvRPMz
383,SONAE SIERRA BRASIL S.A.,NULL,$SSBR3,92,I,5,SSBR3,NULL,1,BRSSBRACNOR1,GlSCOXIBooXOYNzv4_3y
384,SONDOTÉCNICA S.A.,NULL,$SOND5,92,I,5,SOND5,NULL,1,BRSONDACNPA8,OFSCOXIBooXOYNzvu_z5
385,SONDOTÉCNICA S.A.,NULL,$SOND6,92,I,5,SOND6,NULL,1,BRSONDACNPB6,OVSCOXIBooXOYNzvvPxE
386,SONDOTÉCNICA S.A.,NULL,$SOND3,92,I,5,SOND3,NULL,1,BRSONDACNOR5,N1SCOXIBooXOYNzvu_zP
387,SPRINGER S.A.,NULL,$SPRI5,92,I,5,SPRI5,NULL,1,BRSPRIACNPA5,kFSCOXIBooXOYNzvzvy4
388,SPRINGER S.A.,NULL,$SPRI6,92,I,5,SPRI6,NULL,1,BRSPRIACNPB3,kVSCOXIBooXOYNzvz_wC
389,SPRINGER S.A.,NULL,$SPRI3,92,I,5,SPRI3,NULL,1,BRSPRIACNOR2,j1SCOXIBooXOYNzvzvx-
390,SPRINGS S.A.,NULL,$SGPS3,92,I,5,SGPS3,NULL,1,BRSGPSACNOR4,JFSBOXIBooXOYNzvK_OJ
391,SUL AMERICA S.A.,NULL,$SULA3,92,I,5,SULA3,NULL,1,BRSULAACNOR2,mFSDOXIBooXOYNzvLf6W
392,SUL AMERICA S.A.,NULL,$SULA4,92,I,5,SULA4,NULL,1,BRSULAACNPR9,wVSDOXIBooXOYNzvLf7S
393,SUL AMERICA S.A.,NULL,$SULA11,92,I,5,SULA11,NULL,1,BRSULACDAM12,l1SDOXIBooXOYNzvLf5c
394,SUZANO PAPEL E CELULOSE S.A.,NULL,$SUZB3,92,I,5,SUZB3,NULL,1,BRSUZBACNOR0,GFWDOXIBooXOYNzvbAAj
395,T4F ENTRETENIMENTO S.A.,NULL,$SHOW3,92,I,5,SHOW3,NULL,1,BRSHOWACNOR7,aVSBOXIBooXOYNzvM_Pc
396,TAESA S.A.,NULL,$TAEE4,92,I,5,TAEE4,NULL,1,BRTAEEACNPR6,51WEOXIBooXOYNzvygfk
397,TAESA S.A.,NULL,$TAEE11,92,I,5,TAEE11,NULL,1,BRTAEECDAM10,5VWEOXIBooXOYNzvygd3
398,TAESA S.A.,NULL,$TAEE3,92,I,5,TAEE3,NULL,1,BRTAEEACNOR9,5lWEOXIBooXOYNzvygeq
399,TARPON INVEST. S.A.,NULL,$TRPN3,92,I,5,TRPN3,NULL,1,BRTRPNACNOR0,-1WHOXIBooXOYNzvFBTu
400,TEC TOY S.A.,NULL,$TOYB13,92,I,5,TOYB13,NULL,1,BRTOYBN01M16,vlWGOXIBooXOYNzv2xO0
401,TEC TOY S.A.,NULL,$TOYB3,92,I,5,TOYB3,NULL,1,BRTOYBACNOR4,v1WGOXIBooXOYNzv2xPt
402,TEC TOY S.A.,NULL,$TOYB4,92,I,5,TOYB4,NULL,1,BRTOYBACNPR1,wFWGOXIBooXOYNzv3BMn
403,TECHNOS S.A.,NULL,$TECN3,92,I,5,TECN3,NULL,1,BRTECNACNOR6,h1WFOXIBooXOYNzvnAyp
404,TECNIS.A. S.A.,NULL,$TCSA3,92,I,5,TCSA3,NULL,1,BRTCSAACNOR3,ZlWFOXIBooXOYNzvlQyQ
405,TECNOSOLO S.A. ,NULL,$TCNO3,92,I,5,TCNO3,NULL,1,BRTCNOACNOR5,V1WFOXIBooXOYNzvkgxC
406,TECNOSOLO S.A. ,NULL,$TCNO4,92,I,5,TCNO4,NULL,1,BRTCNOACNPR2,WFWFOXIBooXOYNzvkgx7
407,TEGMA GESTÃO LOG. S.A.,NULL,$TGMA3,92,I,5,TGMA3,NULL,1,BRTGMAACNOR7,IFWFOXIBooXOYNzvtQ0w
408,TEKA TECELAGEM S.A.,NULL,$TEKA4,92,I,5,TEKA4,NULL,1,BRTEKAACNPR3,j1WFOXIBooXOYNzvngxG
409,TEKA TECELAGEM S.A.,NULL,$TEKA3,92,I,5,TEKA3,NULL,1,BRTEKAACNOR6,jlWFOXIBooXOYNzvngwO
410,TEKNO S.A.,NULL,$TKNO4,92,I,5,TKNO4,NULL,1,BRTKNOACNPR5,wlWGOXIBooXOYNzvhxGk
411,TEKNO S.A.,NULL,$TKNO3,92,I,5,TKNO3,NULL,1,BRTKNOACNOR8,wVWGOXIBooXOYNzvhxFm
412,TELEBRAS S.A.,NULL,$TELB3,92,I,5,TELB3,NULL,1,BRTELBACNOR2,vFWFOXIBooXOYNzvnwxa
413,TELEBRAS S.A.,NULL,$TELB4,92,I,5,TELB4,NULL,1,BRTELBACNPR9,vVWFOXIBooXOYNzvnwyT
414,TELEFÔNICA BRASIL S.A.,NULL,$VIVT3,92,I,5,VIVT3,NULL,1,BRVIVTACNOR0,UlWMOXIBooXOYNzvvDVX
415,TELEFÔNICA BRASIL S.A.,NULL,$VIVT4,92,I,5,VIVT4,NULL,1,BRVIVTACNPR7,U1WMOXIBooXOYNzvvDWG
416,TÊXTIL RENAUXVIEW S.A.,NULL,$TXRX3,92,I,5,TXRX3,NULL,1,BRTXRXACNOR3,m1WHOXIBooXOYNzvXRZm
417,TÊXTIL RENAUXVIEW S.A.,NULL,$TXRX4,92,I,5,TXRX4,NULL,1,BRTXRXACNPR0,nFWHOXIBooXOYNzvXRaH
418,TIM PARTICIPAÇÕES S.A.,NULL,$TIMS3,1469,M,5,TIMS3,NULL,1,BRTIMPACNOR1,E1WFOXIBooXOYNzv4A6i
419,TOTVS S.A,NULL,$TOTS3,92,I,5,TOTS3,NULL,1,BRTOTSACNOR8,Q1WGOXIBooXOYNzvmhLC
420,TPI - TRIUNFO PART. S.A.,NULL,$TPIS3,92,I,5,TPIS3,NULL,1,BRTPISACNOR8,z1WGOXIBooXOYNzv3xNc
421,TRACTEBEL ENERGIA S.A.,NULL,$EGIE3,92,I,5,EGIE3,NULL,1,BREGIEACNOR9,BVNWOXIBooXOYNzvi_6W
422,TRISUL S.A.,NULL,$TRIS3,92,I,5,TRIS3,NULL,1,BRTRISACNOR4,7FWGOXIBooXOYNzv5ROJ
423,TUPY S.A.,NULL,$TUPY3,92,I,5,TUPY3,NULL,1,BRTUPYACNOR1,dVWHOXIBooXOYNzvJhW2
424,ULTRAPAR PARTICIPAÇÕES S.A.,NULL,$UGPA3,92,I,5,UGPA3,NULL,1,BRUGPAACNOR8,-FWHOXIBooXOYNzvcRaI
425,UNICASA S.A.,NULL,$UCAS3,92,I,5,UCAS3,NULL,1,BRUCASACNOR1,0lWHOXIBooXOYNzvaRZD
426,UNIPAR CARBOCLORO S.A.,NULL,$UNIP6,92,I,5,UNIP6,NULL,1,BRUNIPACNPB8,11WIOXIBooXOYNzvdhyD
427,UNIPAR CARBOCLORO S.A.,NULL,$UNIP3,92,I,5,UNIP3,NULL,1,BRUNIPACNOR7,1VWIOXIBooXOYNzvdhwN
428,UNIPAR CARBOCLORO S.A.,NULL,$UNIP5,92,I,5,UNIP5,NULL,1,BRUNIPACNPA0,1lWIOXIBooXOYNzvdhxH
429,USIMINAS S.A.,NULL,$USIM5,92,I,5,USIM5,NULL,1,BRUSIMACNPA6,VlWIOXIBooXOYNzviR00
430,USIMINAS S.A.,NULL,$USIM6,92,I,5,USIM6,NULL,1,BRUSIMACNPB4,V1WIOXIBooXOYNzviR11
431,USIMINAS S.A.,NULL,$USIM3,92,I,5,USIM3,NULL,1,BRUSIMACNOR3,VVWIOXIBooXOYNzviR0z
432,VALE S.A.,NULL,$VALE3,92,I,5,VALE3,NULL,1,BRVALEACNOR0,1VWJOXIBooXOYNzvsCPJ
433,VALID S.A.,NULL,$VLID3,92,I,5,VLID3,NULL,1,BRVLIDACNOR5,kFWNOXIBooXOYNzvbTnn
434,VIA VAREJO S.A.,NULL,$VVAR3,92,I,5,VVAR3,NULL,1,BRVVARACNOR1,JFWNOXIBooXOYNzvjDpN
435,VIA VAREJO S.A.,NULL,$VVAR4,92,I,5,VVAR4,NULL,1,NULL,JVWNOXIBooXOYNzvjDqC
436,VIA VAREJO S.A.,NULL,$VVAR11,92,I,5,VVAR11,NULL,1,NULL,I1WNOXIBooXOYNzvjDoV
437,VIVER S.A.,NULL,$VIVR3,92,I,5,VIVR3,NULL,1,BRVIVRACNOR4,UVWMOXIBooXOYNzvvDUb
438,VULCABRAS S.A.,NULL,$VULC3,92,I,5,VULC3,NULL,1,BRVULCACNOR2,H1WNOXIBooXOYNzvizo_
439,WEG S.A.,NULL,$WEGE3,92,I,5,WEGE3,NULL,1,BRWEGEACNOR0,EVWOOXIBooXOYNzvhkAK
440,WETZEL S.A.,NULL,$MWET4,92,I,5,MWET4,NULL,1,BRMWETACNPR3,b1RxOXIBooXOYNzvyJtO
441,WETZEL S.A.,NULL,$MWET3,92,I,5,MWET3,NULL,1,BRMWETACNOR6,blRxOXIBooXOYNzvyJsZ
442,WHIRLPOOL S.A,NULL,$WHRL3,92,I,5,WHRL3,NULL,1,BRWHRLACNOR5,hlWPOXIBooXOYNzvbkXV
443,WHIRLPOOL S.A,NULL,$WHRL4,92,I,5,WHRL4,NULL,1,BRWHRLACNPR2,h1WPOXIBooXOYNzvb0UK
521,American Airlines Group Inc.,NULL,$AALL34,92,I,5,AALL34,NULL,1,BRAALLBDR003,TVM5OXIBooXOYNzv2FUp
522,Centro De Imagem Diagnósticos S.A.,NULL,$AALR3,92,I,5,AALR3,NULL,1,BRAALRACNOR6,TlM5OXIBooXOYNzv2FVd
530,Apple Inc.,NULL,$AAPL34,92,I,5,AAPL34,NULL,1,BRAAPLBDR004,VlM5OXIBooXOYNzv2lUD
540,Abbvie Inc.,NULL,$ABBV34,92,I,5,ABBV34,NULL,1,BRABBVBDR001,YFM5OXIBooXOYNzv21Xd
558,Abbott Laboratories,NULL,$ABTT34,92,I,5,ABTT34,NULL,1,BRABTTBDR007,I1M6OXIBooXOYNzv1lsx
586,Accenture Plc,NULL,$ACNB34,92,I,5,ACNB34,NULL,1,BRACNBBDR006,cVM6OXIBooXOYNzv3lsG
608,Hub Cosméticos S.A.,NULL,$ADHM3,92,I,5,ADHM3,NULL,1,BRADHMACNOR9,mlM6OXIBooXOYNzv51t_
722,São Paulo Turismo S. A.,NULL,$AHEB3,92,I,5,AHEB3,NULL,1,BRAHEBACNOR0,aVM7OXIBooXOYNzvBVxP
723,São Paulo Turismo S. A.,NULL,$AHEB5,92,I,5,AHEB5,NULL,1,BRAHEBACNPA3,alM7OXIBooXOYNzvBVyF
724,São Paulo Turismo S. A.,NULL,$AHEB6,92,I,5,AHEB6,NULL,1,BRAHEBACNPB1,a1M7OXIBooXOYNzvBVy4
747,American International Group Inc.,NULL,$AIGB34,92,I,5,AIGB34,NULL,1,BRAIGBBDR007,glM7OXIBooXOYNzvClzf
796,Alef S/A,NULL,$ALEF3B,92,I,5,ALEF3B,NULL,1,BRALEFACNOR3,xVM7OXIBooXOYNzvGFwh
862,Amgen Inc.,NULL,$AMGN34,92,I,5,AMGN34,NULL,1,BRAMGNBDR004,flM7OXIBooXOYNzvNl0W
906,Amazon.Com. Inc,NULL,$AMZO34,92,I,5,AMZO34,NULL,1,BRAMZOBDR002,slM7OXIBooXOYNzvQF2s
913,Agconcessoes,NULL,$ANDG3B,92,I,5,ANDG3B,NULL,1,BRANDGACNOR9,v1M7OXIBooXOYNzvRF35
914,Agconcessoes,NULL,$ANDG4B,92,I,5,ANDG4B,NULL,1,BRANDGACNPR6,vVM7OXIBooXOYNzvRF35
975,Aliperti,NULL,$APTI3,92,I,5,APTI3,NULL,1,BRAPTIACNOR6,M1M7OXIBooXOYNzvUl7X
976,Aliperti,NULL,$APTI4,92,I,5,APTI4,NULL,1,BRAPTIACNPR3,NFM7OXIBooXOYNzvU14J
1031,Arcelor Mittal,NULL,$ARMT34,92,I,5,ARMT34,NULL,1,BRARMTBDR008,f1M7OXIBooXOYNzvYl5z
1035,Arconic Inc.,NULL,$ARNC34,92,I,5,ARNC34,NULL,1,BRARNCBDR002,iFM7OXIBooXOYNzvZF5G
1119,At&T Inc.,NULL,$ATTB34,92,I,5,ATTB34,NULL,1,BRATTBBDR007,blM7OXIBooXOYNzv4WHi
1155,Avon Products. Inc.,NULL,$AVON34,92,I,5,AVON34,NULL,1,BRAVONBDR009,0VM7OXIBooXOYNzv7GHI
1180,American Express Company,NULL,$AXPB34,92,I,5,AXPB34,NULL,1,BRAXPBBDR007,9VM7OXIBooXOYNzv9WGk
1201,Bm&F Bovespa S/A,NULL,$B3SA3,92,I,5,B3SA3,NULL,1,BRB3SAACNOR6,5FM8OXIBooXOYNzvdWQH
1270,Best Buy Co.. Inc.,NULL,$BBYY34,92,I,5,BBYY34,NULL,1,BRBBYYBDR005,elNDOXIBooXOYNzvkY-u
1326,Berkshire Hathaway Inc.,NULL,$BERK34,92,I,5,BERK34,NULL,1,BRBERKBDR002,1lNDOXIBooXOYNzv0JDo
1329,Betapart Participações Sa,NULL,$BETP3B,92,I,5,BETP3B,NULL,1,BRBETPACNOR3,2lNDOXIBooXOYNzv0ZCq
1340,Brazilian Finance & Real Estate S.A.,NULL,$BFRE11,92,I,5,BFRE11,NULL,1,NULL,51NDOXIBooXOYNzv1JAp
1341,Brazilian Finance & Real Estate S.A.,NULL,$BFRE12,92,I,5,BFRE12,NULL,1,NULL,6FNDOXIBooXOYNzv1JBd
1388,BANCO INTER S.A.,NULL,$BIDI10,323,I,5,BIDI10,NULL,1,BRBIDIR03PR1,UVNDOXIBooXOYNzv4ZGH
1389,"Intermedium - Credito, Financiamento E Investimento S.A.",NULL,$BIDI4,92,I,5,BIDI4,NULL,1,BRBIDIACNPR0,VVNDOXIBooXOYNzv4pFv
1394,Biogen Inc.,NULL,$BIIB34,92,I,5,BIIB34,NULL,1,BRBIIBBDR001,alNDOXIBooXOYNzv5pG9
1402,Biomm Sa,NULL,$BIOM3,92,I,5,BIOM3,NULL,1,BRBIOMACNOR2,dlNDOXIBooXOYNzv6ZE9
1440,Blackrock. Inc.,NULL,$BLAK34,92,I,5,BLAK34,NULL,1,BRBLAKBDR003,0VNDOXIBooXOYNzv-5Hf
1471,Banco Mercantil De Investimentos Sa,NULL,$BMIN3,92,I,5,BMIN3,NULL,1,BRBMINACNOR4,JVNEOXIBooXOYNzvBZIJ
1472,Banco Mercantil De Investimentos Sa,NULL,$BMIN4,92,I,5,BMIN4,NULL,1,BRBMINACNPR1,JlNEOXIBooXOYNzvBZI_
1485,Bristol-Myers Squibb Company,NULL,$BMYB34,92,I,5,BMYB34,NULL,1,BRBMYBBDR000,NlNEOXIBooXOYNzvCJKU
1486,Banco Do Nordeste,NULL,$BNBR3,92,I,5,BNBR3,NULL,1,BRBNBRACNOR8,PFNEOXIBooXOYNzvCZLX
1496,Bonaire,NULL,$BNPA3B,92,I,5,BNPA3B,NULL,1,NULL,UFNEOXIBooXOYNzvDpIM
1502,Bank Of America Corporation,NULL,$BOAC34,92,I,5,BOAC34,NULL,1,BRBOACBDR004,WVNEOXIBooXOYNzvD5Lj
1505,The Boeing Company,NULL,$BOEI34,92,I,5,BOEI34,NULL,1,BRBOEIBDR003,X1NEOXIBooXOYNzvE5Jk
1517,The Bank Of New York Mellon Corporation,NULL,$BONY34,92,I,5,BONY34,NULL,1,BRBONYBDR001,ZlNEOXIBooXOYNzvE5Ju
1529,Boston Properties. Inc,NULL,$BOXP34,92,I,5,BOXP34,NULL,1,BRBOXPBDR008,V1NFOXIBooXOYNzvu5xX
1531,Banpará S.A.,NULL,$BPAR3,92,I,5,BPAR3,NULL,1,BRBPARACNOR5,UlNGOXIBooXOYNzvPZ8s
1532,Bco Patagonia S.A.,NULL,$BPAT33,92,I,5,BPAT33,NULL,1,BRBPATBDR005,VFNGOXIBooXOYNzvPZ8t
1558,Petrobras Distribuidora S.A.,NULL,$BRDT3,92,I,5,BRDT3,NULL,1,BRBRDTACNOR1,8lNHOXIBooXOYNzvAqNN
1579,Brq Soluções Em Informática S.A.,NULL,$BRQB3,92,I,5,BRQB3,NULL,1,BRBRQBACNOR1,7lNKOXIBooXOYNzv27qz
1705,Cabinda Participações S.A.,NULL,$CABI3B,92,I,5,CABI3B,NULL,1,BRCABIACNOR2,_1NLOXIBooXOYNzv3MCF
1711,Caconde Participações S.A.,NULL,$CACO3B,92,I,5,CACO3B,NULL,1,BRCACOACNOR8,BFNLOXIBooXOYNzv3cGJ
1735,Cantaros Participações S.A.,NULL,$CANT3B,92,I,5,CANT3B,NULL,1,BRCANTACNOR4,KFNLOXIBooXOYNzv5cGG
1736,Cantaros Participações S.A.,NULL,$CANT4B,92,I,5,CANT4B,NULL,1,BRCANTACNPR1,KlNLOXIBooXOYNzv5cH0
1756,Companhia Industrial Cataguases,NULL,$CATA3,92,I,5,CATA3,NULL,1,BRCATAACNOR1,SFNLOXIBooXOYNzv7MF7
1757,Companhia Industrial Cataguases,NULL,$CATA4,92,I,5,CATA4,NULL,1,BRCATAACNPR8,SVNLOXIBooXOYNzv78Eg
1763,Caterpillar Inc.,NULL,$CATP34,92,I,5,CATP34,NULL,1,BRCATPBDR003,S1NLOXIBooXOYNzv78Eh
1864,Coelba,NULL,$CEEB3,92,I,5,CEEB3,NULL,1,BRCEEBACNOR3,_FNMOXIBooXOYNzvt8W4
1865,Coelba,NULL,$CEEB5,92,I,5,CEEB5,NULL,1,BRCEEBACNPA6,_VNMOXIBooXOYNzvt8Xy
