,0,1,2,3,4,5,6,7,8,9,10
0,PATI3,94,17012,2.03,2010-12-31,2011-04-01,8534,322,8856,142082,16.0436
1,PATI3,94,17031,2.03,2011-03-31,2011-05-13,8534,322,8856,145655,16.4470
2,PATI3,94,17048,2.03,2011-06-30,2011-08-11,8850,334,9184,150820,16.4220
3,PATI3,94,17063,2.03,2011-09-30,2011-11-11,9135,345,9480,153010,16.1403
4,PATI3,94,17078,2.03,2011-12-31,2012-03-20,9135,345,9480,158596,16.7295
5,PATI3,94,17099,2.03,2012-03-31,2012-05-15,9135,345,9480,162223,17.1121
6,PATI3,94,17116,2.03,2012-06-30,2012-08-14,9241,349,9590,165781,17.2869
7,PATI3,94,17134,2.03,2012-09-30,2012-11-14,9423,355,9778,170283,17.4149
8,PATI3,94,17151,2.03,2012-12-31,2013-03-08,9423,355,9778,174065,17.8017
9,PATI3,94,17170,2.03,2013-03-31,2013-05-10,9423,355,9778,177467,18.1496
10,PATI3,94,17189,2.03,2013-06-30,2013-08-13,9462,335,9797,178250,18.1943
11,PATI3,94,17207,2.03,2013-09-30,2013-11-13,10785,679,11464,241884,21.0994
12,PATI3,94,17225,2.03,2013-12-31,2014-03-18,11841,746,12587,281428,22.3586
13,PATI3,94,17243,2.03,2014-03-31,2014-05-13,11841,746,12587,288581,22.9269
14,PATI3,94,17258,2.03,2014-06-30,2014-08-12,13307,622,13929,291809,20.9497
15,PATI3,94,17274,2.03,2014-09-30,2014-11-13,13307,622,13929,303505,21.7894
16,PATI3,94,17312,2.03,2014-12-31,2015-03-05,15614,699,16313,305832,18.7477
17,PATI3,94,17336,2.03,2015-03-31,2015-05-15,15614,699,16313,309667,18.9828
18,PATI3,94,17349,2.03,2015-06-30,2015-08-13,15614,699,16313,311824,19.1151
19,PATI3,94,17367,2.03,2015-09-30,2015-11-12,15614,699,16313,315624,19.3480
20,PATI3,94,17385,2.03,2015-12-31,2016-03-18,15803,707,16510,316901,19.1945
21,PATI3,94,17406,2.03,2016-03-31,2016-05-13,15803,707,16510,320430,19.4082
22,PATI3,94,17422,2.03,2016-06-30,2016-08-15,15803,707,16510,324334,19.6447
23,PATI3,94,17439,2.03,2016-09-30,2016-11-11,16572,742,17314,329637,19.0388
24,PATI3,94,17457,2.03,2016-12-31,2017-03-17,16703,748,17451,332568,19.0572
25,PATI3,94,17477,2.03,2017-03-31,2017-05-12,16703,748,17451,336330,19.2728
26,PATI3,94,17496,2.03,2017-06-30,2017-08-11,16703,748,17451,340460,19.5095
27,PATI3,94,17511,2.03,2017-09-30,2017-11-09,16703,748,17451,344551,19.7439
28,PATI3,94,17527,2.03,2017-12-31,2018-02-26,16880,756,17636,349634,19.8250
29,PATI3,94,17549,2.03,2018-03-31,2018-05-11,16880,756,17636,358092,20.3046
30,PATI3,94,17562,2.03,2018-06-30,2018-08-15,16880,756,17636,398166,22.5769
31,PATI3,94,17580,2.03,2018-09-30,2018-11-14,16880,756,17636,403456,22.8768
32,PATI3,94,17596,2.03,2018-12-31,2019-02-28,17075,764,17839,413798,23.1963
33,PATI3,94,17618,2.03,2019-03-31,2019-05-10,17075,764,17839,420237,23.5572
34,PATI3,94,17632,2.03,2019-06-30,2019-08-13,17075,764,17839,425358,23.8443
35,PATI3,94,17647,2.03,2019-09-30,2019-11-11,17075,764,17839,425541,23.8545
36,PATI3,94,17664,2.03,2019-12-31,2020-02-28,17487,783,18270,426366,23.3369
37,PATI3,94,17682,2.03,2020-03-31,2020-06-25,17487,783,18270,517127,28.3047
38,PATI3,94,17701,2.03,2020-06-30,2020-08-26,17487,783,18270,525461,28.7609
39,PATI3,94,30538,2.03,2020-09-30,2020-11-13,17487,783,18270,551782,30.2015
40,PATI4,94,17012,2.03,2010-12-31,2011-04-01,8534,322,8856,142082,16.0436
41,PATI4,94,17031,2.03,2011-03-31,2011-05-13,8534,322,8856,145655,16.4470
42,PATI4,94,17048,2.03,2011-06-30,2011-08-11,8850,334,9184,150820,16.4220
43,PATI4,94,17063,2.03,2011-09-30,2011-11-11,9135,345,9480,153010,16.1403
44,PATI4,94,17078,2.03,2011-12-31,2012-03-20,9135,345,9480,158596,16.7295
45,PATI4,94,17099,2.03,2012-03-31,2012-05-15,9135,345,9480,162223,17.1121
46,PATI4,94,17116,2.03,2012-06-30,2012-08-14,9241,349,9590,165781,17.2869
47,PATI4,94,17134,2.03,2012-09-30,2012-11-14,9423,355,9778,170283,17.4149
48,PATI4,94,17151,2.03,2012-12-31,2013-03-08,9423,355,9778,174065,17.8017
49,PATI4,94,17170,2.03,2013-03-31,2013-05-10,9423,355,9778,177467,18.1496
50,PATI4,94,17189,2.03,2013-06-30,2013-08-13,9462,335,9797,178250,18.1943
51,PATI4,94,17207,2.03,2013-09-30,2013-11-13,10785,679,11464,241884,21.0994
52,PATI4,94,17225,2.03,2013-12-31,2014-03-18,11841,746,12587,281428,22.3586
53,PATI4,94,17243,2.03,2014-03-31,2014-05-13,11841,746,12587,288581,22.9269
54,PATI4,94,17258,2.03,2014-06-30,2014-08-12,13307,622,13929,291809,20.9497
55,PATI4,94,17274,2.03,2014-09-30,2014-11-13,13307,622,13929,303505,21.7894
56,PATI4,94,17312,2.03,2014-12-31,2015-03-05,15614,699,16313,305832,18.7477
57,PATI4,94,17336,2.03,2015-03-31,2015-05-15,15614,699,16313,309667,18.9828
58,PATI4,94,17349,2.03,2015-06-30,2015-08-13,15614,699,16313,311824,19.1151
59,PATI4,94,17367,2.03,2015-09-30,2015-11-12,15614,699,16313,315624,19.3480
60,PATI4,94,17385,2.03,2015-12-31,2016-03-18,15803,707,16510,316901,19.1945
61,PATI4,94,17406,2.03,2016-03-31,2016-05-13,15803,707,16510,320430,19.4082
62,PATI4,94,17422,2.03,2016-06-30,2016-08-15,15803,707,16510,324334,19.6447
63,PATI4,94,17439,2.03,2016-09-30,2016-11-11,16572,742,17314,329637,19.0388
64,PATI4,94,17457,2.03,2016-12-31,2017-03-17,16703,748,17451,332568,19.0572
65,PATI4,94,17477,2.03,2017-03-31,2017-05-12,16703,748,17451,336330,19.2728
66,PATI4,94,17496,2.03,2017-06-30,2017-08-11,16703,748,17451,340460,19.5095
67,PATI4,94,17511,2.03,2017-09-30,2017-11-09,16703,748,17451,344551,19.7439
68,PATI4,94,17527,2.03,2017-12-31,2018-02-26,16880,756,17636,349634,19.8250
69,PATI4,94,17549,2.03,2018-03-31,2018-05-11,16880,756,17636,358092,20.3046
70,PATI4,94,17562,2.03,2018-06-30,2018-08-15,16880,756,17636,398166,22.5769
71,PATI4,94,17580,2.03,2018-09-30,2018-11-14,16880,756,17636,403456,22.8768
72,PATI4,94,17596,2.03,2018-12-31,2019-02-28,17075,764,17839,413798,23.1963
73,PATI4,94,17618,2.03,2019-03-31,2019-05-10,17075,764,17839,420237,23.5572
74,PATI4,94,17632,2.03,2019-06-30,2019-08-13,17075,764,17839,425358,23.8443
75,PATI4,94,17647,2.03,2019-09-30,2019-11-11,17075,764,17839,425541,23.8545
76,PATI4,94,17664,2.03,2019-12-31,2020-02-28,17487,783,18270,426366,23.3369
77,PATI4,94,17682,2.03,2020-03-31,2020-06-25,17487,783,18270,517127,28.3047
78,PATI4,94,17701,2.03,2020-06-30,2020-08-26,17487,783,18270,525461,28.7609
79,PATI4,94,30538,2.03,2020-09-30,2020-11-13,17487,783,18270,551782,30.2015
80,BAHI3,701,1160,2.03,2010-12-31,2011-03-04,5451213,0,5451213,67269,0.0123
81,BAHI3,701,1182,2.03,2011-03-31,2011-05-12,5451213,0,5451213,66261,0.0122
82,BAHI3,701,1236,2.03,2011-06-30,2011-08-04,5996334,0,5996334,63698,0.0106
83,BAHI3,701,1253,2.03,2011-09-30,2011-10-31,5996334,0,5996334,56572,0.0094
84,BAHI3,701,1271,2.03,2011-12-31,2012-03-16,5996334,0,5996334,56835,0.0095
85,BAHI3,701,1291,2.03,2012-03-31,2012-05-16,5996334,0,5996334,60026,0.0100
86,BAHI3,701,1309,2.03,2012-06-30,2012-08-09,5996334,0,5996334,50491,0.0084
87,BAHI3,701,1327,2.03,2012-09-30,2012-11-14,5996334,0,5996334,51974,0.0087
88,BAHI3,701,1345,2.03,2012-12-31,2013-04-01,5996334,0,5996334,50968,0.0085
89,BAHI3,701,1383,2.03,2013-03-31,2013-05-22,5996334,0,5996334,44496,0.0074
90,BAHI3,701,1400,2.03,2013-06-30,2013-08-05,5996334,0,5996334,43432,0.0072
91,BAHI3,701,1420,2.03,2013-09-30,2013-11-14,5996334,0,5996334,43996,0.0073
92,BAHI3,701,1436,2.03,2013-12-31,2014-03-31,5996334,0,5996334,40715,0.0068
93,BAHI3,701,1479,2.03,2014-03-31,2014-05-08,5996334,0,5996334,31334,0.0052
94,BAHI3,701,1499,2.03,2014-06-30,2014-07-15,5996334,0,5996334,30052,0.0050
95,BAHI3,701,1517,2.03,2014-09-30,2014-10-22,6038183,0,6038183,0,0.0000
96,BAHI3,701,1528,2.03,2014-12-31,2015-03-28,6038183,0,6038183,0,0.0000
97,BAHI3,701,1602,2.03,2015-12-31,2016-03-22,6038183,0,6038183,0,0.0000
98,BAHI3,701,1657,2.03,2016-12-31,2017-03-27,603818,0,603818,0,0.0000
99,BAHI3,701,1692,2.03,2017-03-31,2017-05-16,603818,0,603818,35855,0.0594
100,BAHI3,701,1735,2.03,2017-06-30,2017-08-21,603818,0,603818,34949,0.0579
101,BAHI3,701,1756,2.03,2017-09-30,2017-11-10,1171970,0,1171970,63912,0.0545
102,BAHI3,701,1781,2.03,2017-12-31,2018-03-27,1171970,0,1171970,58852,0.0502
103,BAHI3,701,1803,2.03,2018-03-31,2018-05-14,1171970,0,1171970,57055,0.0487
104,BAHI3,701,1821,2.03,2018-06-30,2018-08-13,1171970,0,1171970,58770,0.0501
105,BAHI3,701,1841,2.03,2018-09-30,2018-11-12,1171970,0,1171970,61940,0.0529
106,BAHI3,701,1861,2.03,2018-12-31,2019-03-28,1171970,0,1171970,56063,0.0478
107,BAHI3,701,1887,2.03,2019-03-31,2019-05-15,1171970,0,1171970,57287,0.0489
108,BAHI3,701,1905,2.03,2019-06-30,2019-08-13,1171970,0,1171970,53855,0.0460
109,BAHI3,701,1925,2.03,2019-09-30,2019-11-12,1171970,0,1171970,56675,0.0484
110,BAHI3,701,1976,2.03,2019-12-31,2020-03-31,2219359,0,2219359,125066,0.0564
111,BAHI3,701,2001,2.03,2020-03-31,2020-05-22,2219359,0,2219359,105962,0.0477
112,BAHI3,701,2021,2.03,2020-06-30,2020-08-28,2219359,0,2219359,102892,0.0464
113,BAHI3,701,30486,2.03,2020-09-30,2020-11-13,2219359,0,2219359,90562,0.0408
114,BBDC3,906,1333,2.08,2010-12-31,2011-07-19,1881225,1881225,3762450,51158565,13.5971
115,BBDC3,906,1390,2.08,2011-12-31,2012-03-30,1912397,1912397,3824794,59382094,15.5256
116,BBDC3,906,1459,2.08,2012-12-31,2013-03-28,1912397,1912397,3824794,71346390,18.6537
117,BBDC3,906,1480,2.08,2013-03-31,2013-04-22,2103637,2103637,4207274,0,0.0000
118,BBDC3,906,1492,2.08,2013-06-30,2013-07-22,2103637,2103637,4207274,0,0.0000
119,BBDC3,906,1502,2.08,2013-09-30,2013-10-21,2103637,2103637,4207274,0,0.0000
120,BBDC3,906,1535,2.08,2013-12-31,2014-03-31,2103637,2103637,4207274,72102926,17.1377
121,BBDC3,906,1555,2.08,2014-03-31,2014-04-24,2103637,2103637,4207274,0,0.0000
122,BBDC3,906,1567,2.08,2014-06-30,2014-07-31,2103637,2103637,4207274,0,0.0000
123,BBDC3,906,1578,2.08,2014-09-30,2014-10-30,2103637,2103637,4207274,0,0.0000
124,BBDC3,906,1607,2.08,2014-12-31,2015-03-31,2103637,2103637,4207274,82291805,19.5594
125,BBDC3,906,1629,2.08,2015-03-31,2015-04-29,2524365,2524364,5048729,0,0.0000
126,BBDC3,906,1668,2.08,2015-06-30,2015-08-05,2524365,2524364,5048729,0,0.0000
127,BBDC3,906,1676,2.08,2015-09-30,2015-10-29,2524365,2524364,5048729,0,0.0000
128,BBDC3,906,1711,2.08,2015-12-31,2016-03-07,2524365,2524364,5048729,90914762,18.0075
129,BBDC3,906,1738,2.08,2016-03-31,2016-04-28,2524365,2524364,5048729,0,0.0000
130,BBDC3,906,1748,2.08,2016-06-30,2016-07-28,2776801,2776801,5553602,0,0.0000
131,BBDC3,906,1761,2.08,2016-09-30,2016-11-10,2776801,2776801,5553602,0,0.0000
132,BBDC3,906,1791,2.08,2016-12-31,2017-02-24,2776801,2776800,5553601,105479207,18.9929
133,BBDC3,906,1812,2.08,2017-03-31,2017-04-27,3054481,3054481,6108962,0,0.0000
134,BBDC3,906,1822,2.08,2017-06-30,2017-07-27,3054481,3054481,6108962,0,0.0000
135,BBDC3,906,1833,2.08,2017-09-30,2017-11-01,3054481,3054481,6108962,0,0.0000
136,BBDC3,906,1862,2.08,2017-12-31,2018-03-08,3054481,3054481,6108962,117693704,19.2657
137,BBDC3,906,1902,2.08,2018-03-31,2018-04-26,3359929,3359929,6719858,0,0.0000
138,BBDC3,906,1922,2.08,2018-06-30,2018-07-26,3359929,3359929,6719858,0,0.0000
139,BBDC3,906,1931,2.08,2018-09-30,2018-11-01,3359929,3359929,6719858,0,0.0000
140,BBDC3,906,1985,2.08,2018-12-31,2019-03-08,3359929,3359929,6719858,124676120,18.5534
141,BBDC3,906,2011,2.08,2019-03-31,2019-04-25,4031915,4031915,8063830,0,0.0000
142,BBDC3,906,2020,2.08,2019-06-30,2019-07-25,4031915,4031915,8063830,0,0.0000
143,BBDC3,906,2036,2.08,2019-09-30,2019-10-31,4031915,4031915,8063830,0,0.0000
144,BBDC3,906,2070,2.08,2019-12-31,2020-03-06,4031915,4031915,8063830,135543574,16.8088
145,BBDC3,906,2093,2.08,2020-03-31,2020-04-30,4435107,4435106,8870213,0,0.0000
146,BBDC3,906,2109,2.08,2020-06-30,2020-07-30,4435107,4435106,8870213,0,0.0000
147,BBDC4,906,1333,2.08,2010-12-31,2011-07-19,1881225,1881225,3762450,51158565,13.5971
148,BBDC4,906,1390,2.08,2011-12-31,2012-03-30,1912397,1912397,3824794,59382094,15.5256
149,BBDC4,906,1459,2.08,2012-12-31,2013-03-28,1912397,1912397,3824794,71346390,18.6537
150,BBDC4,906,1480,2.08,2013-03-31,2013-04-22,2103637,2103637,4207274,0,0.0000
151,BBDC4,906,1492,2.08,2013-06-30,2013-07-22,2103637,2103637,4207274,0,0.0000
152,BBDC4,906,1502,2.08,2013-09-30,2013-10-21,2103637,2103637,4207274,0,0.0000
153,BBDC4,906,1535,2.08,2013-12-31,2014-03-31,2103637,2103637,4207274,72102926,17.1377
154,BBDC4,906,1555,2.08,2014-03-31,2014-04-24,2103637,2103637,4207274,0,0.0000
155,BBDC4,906,1567,2.08,2014-06-30,2014-07-31,2103637,2103637,4207274,0,0.0000
156,BBDC4,906,1578,2.08,2014-09-30,2014-10-30,2103637,2103637,4207274,0,0.0000
157,BBDC4,906,1607,2.08,2014-12-31,2015-03-31,2103637,2103637,4207274,82291805,19.5594
158,BBDC4,906,1629,2.08,2015-03-31,2015-04-29,2524365,2524364,5048729,0,0.0000
159,BBDC4,906,1668,2.08,2015-06-30,2015-08-05,2524365,2524364,5048729,0,0.0000
160,BBDC4,906,1676,2.08,2015-09-30,2015-10-29,2524365,2524364,5048729,0,0.0000
161,BBDC4,906,1711,2.08,2015-12-31,2016-03-07,2524365,2524364,5048729,90914762,18.0075
162,BBDC4,906,1738,2.08,2016-03-31,2016-04-28,2524365,2524364,5048729,0,0.0000
163,BBDC4,906,1748,2.08,2016-06-30,2016-07-28,2776801,2776801,5553602,0,0.0000
164,BBDC4,906,1761,2.08,2016-09-30,2016-11-10,2776801,2776801,5553602,0,0.0000
165,BBDC4,906,1791,2.08,2016-12-31,2017-02-24,2776801,2776800,5553601,105479207,18.9929
166,BBDC4,906,1812,2.08,2017-03-31,2017-04-27,3054481,3054481,6108962,0,0.0000
167,BBDC4,906,1822,2.08,2017-06-30,2017-07-27,3054481,3054481,6108962,0,0.0000
168,BBDC4,906,1833,2.08,2017-09-30,2017-11-01,3054481,3054481,6108962,0,0.0000
169,BBDC4,906,1862,2.08,2017-12-31,2018-03-08,3054481,3054481,6108962,117693704,19.2657
170,BBDC4,906,1902,2.08,2018-03-31,2018-04-26,3359929,3359929,6719858,0,0.0000
171,BBDC4,906,1922,2.08,2018-06-30,2018-07-26,3359929,3359929,6719858,0,0.0000
172,BBDC4,906,1931,2.08,2018-09-30,2018-11-01,3359929,3359929,6719858,0,0.0000
173,BBDC4,906,1985,2.08,2018-12-31,2019-03-08,3359929,3359929,6719858,124676120,18.5534
174,BBDC4,906,2011,2.08,2019-03-31,2019-04-25,4031915,4031915,8063830,0,0.0000
175,BBDC4,906,2020,2.08,2019-06-30,2019-07-25,4031915,4031915,8063830,0,0.0000
176,BBDC4,906,2036,2.08,2019-09-30,2019-10-31,4031915,4031915,8063830,0,0.0000
177,BBDC4,906,2070,2.08,2019-12-31,2020-03-06,4031915,4031915,8063830,135543574,16.8088
178,BBDC4,906,2093,2.08,2020-03-31,2020-04-30,4435107,4435106,8870213,0,0.0000
179,BBDC4,906,2109,2.08,2020-06-30,2020-07-30,4435107,4435106,8870213,0,0.0000
180,BBAS3,1023,1454,2.08,2010-12-31,2011-04-30,2860729247,0,2860729247,54418936,0.0190
181,BBAS3,1023,1575,2.08,2011-12-31,2012-04-09,2865416988,0,2865416988,63269224,0.0221
182,BBAS3,1023,1598,2.08,2012-03-31,2012-05-03,2865416973,0,2865416973,0,0.0000
183,BBAS3,1023,1621,2.08,2012-06-30,2012-08-14,2865416973,0,2865416973,0,0.0000
184,BBAS3,1023,1635,2.08,2012-09-30,2012-11-08,2858171973,0,2858171973,0,0.0000
185,BBAS3,1023,1709,2.08,2012-12-31,2013-03-25,2865417020,0,2865417020,69898229,0.0244
186,BBAS3,1023,1736,2.08,2013-03-31,2013-05-15,2865417020,0,2865417020,0,0.0000
187,BBAS3,1023,1746,2.08,2013-06-30,2013-08-13,2865417020,0,2865417020,0,0.0000
188,BBAS3,1023,1758,2.08,2013-09-30,2013-11-12,2865417020,0,2865417020,0,0.0000
189,BBAS3,1023,1851,2.08,2013-12-31,2014-09-25,2865417020,0,2865417020,76381996,0.0267
190,BBAS3,1023,1909,2.08,2014-12-31,2015-03-27,2865417020,0,2865417020,85440036,0.0298
191,BBAS3,1023,1938,2.08,2015-03-31,2015-05-14,2865417020,0,2865417020,0,0.0000
192,BBAS3,1023,1952,2.08,2015-06-30,2015-08-13,2865417020,0,2865417020,0,0.0000
193,BBAS3,1023,1963,2.08,2015-09-30,2015-11-12,2865417020,0,2865417020,0,0.0000
194,BBAS3,1023,2048,2.08,2015-12-31,2016-06-02,2865417020,0,2865417020,86229994,0.0301
195,BBAS3,1023,2033,2.08,2016-03-31,2016-05-12,2865417020,0,2865417020,0,0.0000
196,BBAS3,1023,2078,2.08,2016-06-30,2016-08-11,2865417020,0,2865417020,0,0.0000
197,BBAS3,1023,2096,2.08,2016-09-30,2016-11-10,2865417020,0,2865417020,0,0.0000
198,BBAS3,1023,2168,2.08,2016-12-31,2017-03-24,2865417020,0,2865417020,90076693,0.0314
199,BBAS3,1023,2199,2.08,2017-03-31,2017-05-11,2865417020,0,2865417020,0,0.0000
200,BBAS3,1023,2214,2.08,2017-06-30,2017-08-10,2865417020,0,2865417020,0,0.0000
201,BBAS3,1023,2226,2.08,2017-09-30,2017-11-09,2865417020,0,2865417020,0,0.0000
202,BBAS3,1023,2267,2.08,2017-12-31,2018-03-23,2865417020,0,2865417020,101238428,0.0353
203,BBAS3,1023,2300,2.08,2018-03-31,2018-05-10,2865417020,0,2865417020,0,0.0000
204,BBAS3,1023,2311,2.08,2018-06-30,2018-08-09,2865417020,0,2865417020,0,0.0000
205,BBAS3,1023,2324,2.08,2018-09-30,2018-11-08,2865417020,0,2865417020,0,0.0000
206,BBAS3,1023,2371,2.08,2018-12-31,2019-03-22,2865417020,0,2865417020,104539971,0.0365
207,BBAS3,1023,2470,2.08,2019-12-31,2020-05-06,2865417020,0,2865417020,109971379,0.0384
208,BGIP3,1120,1503,2.08,2010-12-31,2011-05-13,5270721,5270721,10541442,216093,0.0205
209,BGIP3,1120,1612,2.08,2011-12-31,2012-03-08,5270721,5270721,10541442,0,0.0000
210,BGIP3,1120,1660,2.08,2012-12-31,2013-02-28,5270721,5270721,10541442,0,0.0000
211,BGIP3,1120,1734,2.08,2013-12-31,2014-03-06,5271,5271,10542,0,0.0000
212,BGIP3,1120,1751,2.08,2014-03-31,2014-05-15,5271,5271,10542,0,0.0000
213,BGIP3,1120,1762,2.08,2014-06-30,2014-08-15,5271,5271,10542,0,0.0000
214,BGIP3,1120,1783,2.08,2014-09-30,2014-11-12,7642545,7642545,15285090,0,0.0000
215,BGIP3,1120,1794,2.08,2014-12-31,2015-03-20,7642545,7642545,15285090,0,0.0000
216,BGIP3,1120,1818,2.08,2015-03-31,2015-05-20,7642545,7642545,15285090,0,0.0000
217,BGIP3,1120,1842,2.08,2015-06-30,2015-08-18,7642545,7642545,15285090,0,0.0000
218,BGIP3,1120,1854,2.08,2015-09-30,2015-11-12,7642545,7642545,15285090,0,0.0000
219,BGIP3,1120,1865,2.08,2015-12-31,2016-03-29,7642545,7642545,15285090,0,0.0000
220,BGIP3,1120,2013,2.08,2016-06-30,2017-08-18,7642545,7642545,15285090,0,0.0000
221,BGIP3,1120,1927,2.08,2016-09-30,2016-11-14,7642545,7642545,15285090,0,0.0000
222,BGIP3,1120,1939,2.08,2016-12-31,2017-02-21,7642545,7642545,15285090,0,0.0000
223,BGIP3,1120,1998,2.08,2017-03-31,2017-08-17,7642545,7642545,15285090,0,0.0000
224,BGIP3,1120,2030,2.08,2017-06-30,2017-08-21,7642545,7642545,15285090,0,0.0000
225,BGIP3,1120,2040,2.08,2017-09-30,2017-11-13,7642545,7642545,15285090,0,0.0000
226,BGIP3,1120,2073,2.08,2017-12-31,2018-03-27,7642545,7642545,15285090,0,0.0000
227,BGIP3,1120,2102,2.08,2018-03-31,2018-06-28,7642545,7642545,15285090,0,0.0000
228,BGIP3,1120,2115,2.08,2018-06-30,2018-08-13,7642545,7642545,15285090,0,0.0000
229,BGIP3,1120,2128,2.08,2018-09-30,2018-11-13,7642545,7642545,15285090,0,0.0000
230,BGIP3,1120,2141,2.08,2018-12-31,2019-02-26,7642545,7642545,15285090,0,0.0000
231,BGIP3,1120,2164,2.08,2019-03-31,2019-07-16,7642545,7642545,15285090,0,0.0000
232,BGIP3,1120,2189,2.08,2019-06-30,2019-08-23,7642545,7642545,15285090,0,0.0000
233,BGIP3,1120,2201,2.08,2019-09-30,2019-11-14,7642545,7642545,15285090,0,0.0000
234,BGIP3,1120,2245,2.08,2019-12-31,2020-02-26,7642545,7642545,15285090,0,0.0000
235,BGIP3,1120,2259,2.08,2020-03-31,2020-05-29,7642545,7642545,15285090,0,0.0000
236,BGIP3,1120,2270,2.08,2020-06-30,2020-08-24,7642545,7642545,15285090,0,0.0000
237,BGIP4,1120,1503,2.08,2010-12-31,2011-05-13,5270721,5270721,10541442,216093,0.0205
238,BGIP4,1120,1612,2.08,2011-12-31,2012-03-08,5270721,5270721,10541442,0,0.0000
239,BGIP4,1120,1660,2.08,2012-12-31,2013-02-28,5270721,5270721,10541442,0,0.0000
240,BGIP4,1120,1734,2.08,2013-12-31,2014-03-06,5271,5271,10542,0,0.0000
241,BGIP4,1120,1751,2.08,2014-03-31,2014-05-15,5271,5271,10542,0,0.0000
242,BGIP4,1120,1762,2.08,2014-06-30,2014-08-15,5271,5271,10542,0,0.0000
243,BGIP4,1120,1783,2.08,2014-09-30,2014-11-12,7642545,7642545,15285090,0,0.0000
244,BGIP4,1120,1794,2.08,2014-12-31,2015-03-20,7642545,7642545,15285090,0,0.0000
245,BGIP4,1120,1818,2.08,2015-03-31,2015-05-20,7642545,7642545,15285090,0,0.0000
246,BGIP4,1120,1842,2.08,2015-06-30,2015-08-18,7642545,7642545,15285090,0,0.0000
247,BGIP4,1120,1854,2.08,2015-09-30,2015-11-12,7642545,7642545,15285090,0,0.0000
248,BGIP4,1120,1865,2.08,2015-12-31,2016-03-29,7642545,7642545,15285090,0,0.0000
249,BGIP4,1120,2013,2.08,2016-06-30,2017-08-18,7642545,7642545,15285090,0,0.0000
250,BGIP4,1120,1927,2.08,2016-09-30,2016-11-14,7642545,7642545,15285090,0,0.0000
251,BGIP4,1120,1939,2.08,2016-12-31,2017-02-21,7642545,7642545,15285090,0,0.0000
252,BGIP4,1120,1998,2.08,2017-03-31,2017-08-17,7642545,7642545,15285090,0,0.0000
253,BGIP4,1120,2030,2.08,2017-06-30,2017-08-21,7642545,7642545,15285090,0,0.0000
254,BGIP4,1120,2040,2.08,2017-09-30,2017-11-13,7642545,7642545,15285090,0,0.0000
255,BGIP4,1120,2073,2.08,2017-12-31,2018-03-27,7642545,7642545,15285090,0,0.0000
256,BGIP4,1120,2102,2.08,2018-03-31,2018-06-28,7642545,7642545,15285090,0,0.0000
257,BGIP4,1120,2115,2.08,2018-06-30,2018-08-13,7642545,7642545,15285090,0,0.0000
258,BGIP4,1120,2128,2.08,2018-09-30,2018-11-13,7642545,7642545,15285090,0,0.0000
259,BGIP4,1120,2141,2.08,2018-12-31,2019-02-26,7642545,7642545,15285090,0,0.0000
260,BGIP4,1120,2164,2.08,2019-03-31,2019-07-16,7642545,7642545,15285090,0,0.0000
261,BGIP4,1120,2189,2.08,2019-06-30,2019-08-23,7642545,7642545,15285090,0,0.0000
262,BGIP4,1120,2201,2.08,2019-09-30,2019-11-14,7642545,7642545,15285090,0,0.0000
263,BGIP4,1120,2245,2.08,2019-12-31,2020-02-26,7642545,7642545,15285090,0,0.0000
264,BGIP4,1120,2259,2.08,2020-03-31,2020-05-29,7642545,7642545,15285090,0,0.0000
265,BGIP4,1120,2270,2.08,2020-06-30,2020-08-24,7642545,7642545,15285090,0,0.0000
266,BEES3,1155,2181,2.08,2010-12-31,2011-05-20,109305,42183,151488,803639,5.3050
267,BEES3,1155,2302,2.08,2011-12-31,2012-04-09,109305,42183,151488,839214,5.5398
268,BEES3,1155,2380,2.08,2012-12-31,2013-03-28,1093320,421832,1515152,876415,0.5784
269,BEES3,1155,2484,2.08,2013-12-31,2014-03-28,1157732,421832,1579564,971991,0.6154
270,BEES3,1155,2563,2.08,2014-12-31,2015-03-27,1157732,421832,1579564,1075185,0.6807
271,BEES3,1155,2678,2.08,2015-12-31,2016-05-31,231546,84366,315912,1178606,3.7308
272,BEES3,1155,2670,2.08,2016-03-31,2016-05-11,231546,84366,315912,0,0.0000
273,BEES3,1155,2741,2.08,2016-12-31,2017-03-28,231546,84366,315912,1265355,4.0054
274,BEES3,1155,2813,2.08,2017-12-31,2018-03-28,231356,84556,315912,1387856,4.3932
275,BEES3,1155,2939,2.08,2018-12-31,2019-05-08,231355,84557,315912,1473103,4.6630
276,BEES3,1155,2959,2.08,2019-03-31,2019-05-14,231355,84557,315912,0,0.0000
277,BEES3,1155,2977,2.08,2019-06-30,2019-08-20,231355,84557,315912,0,0.0000
278,BEES3,1155,2987,2.08,2019-09-30,2019-11-12,231355,84557,315912,0,0.0000
279,BEES3,1155,3013,2.08,2019-12-31,2020-03-25,231355,84557,315912,1589630,5.0319
280,BEES3,1155,3033,2.08,2020-03-31,2020-05-26,231329,84583,315912,0,0.0000
281,BEES3,1155,3040,2.08,2020-06-30,2020-08-11,231329,84583,315912,0,0.0000
282,BEES3,1155,30711,2.08,2020-09-30,2020-11-25,231329,84583,315912,0,0.0000
283,BEES4,1155,2181,2.08,2010-12-31,2011-05-20,109305,42183,151488,803639,5.3050
