codigo_cvm,ticker_id,codigo_negociacao,data_referencia,ordinarias,preferenciais,totais
5207,93,$DOHL4,2012-03-31,36312,14118,50430
5207,93,$DOHL4,2012-06-30,36312,14118,50430
5207,93,$DOHL4,2012-09-30,36312,14118,50430
5207,93,$DOHL4,2012-12-31,36311880,14118310,50430190
5207,93,$DOHL4,2013-03-31,36311880,14118310,50430190
5207,93,$DOHL4,2013-06-30,36311880,14118310,50430190
5207,93,$DOHL4,2013-09-30,36311880,14118310,50430190
5207,93,$DOHL4,2013-12-31,36311880,14118310,50430190
5207,93,$DOHL4,2014-03-31,36311880,14118310,50430190
5207,93,$DOHL4,2014-06-30,43574256,16941972,60516228
5207,93,$DOHL4,2014-09-30,43574256,16941972,60516228
5207,93,$DOHL4,2014-12-31,43574256,16941972,60516228
5207,93,$DOHL4,2015-03-31,43574256,16941972,60516228
5207,93,$DOHL4,2015-06-30,43574256,16941972,60516228
5207,93,$DOHL4,2015-09-30,43574256,16941972,60516228
5207,93,$DOHL4,2015-12-31,43574256,16941972,60516228
5207,93,$DOHL4,2016-03-31,43574256,16941972,60516228
5207,93,$DOHL4,2016-06-30,43574256,16941972,60516228
5207,93,$DOHL4,2016-09-30,43574256,16941972,60516228
5207,93,$DOHL4,2016-12-31,43574256,16941972,60516228
5207,93,$DOHL4,2017-03-31,43574256,16941972,60516228
5207,93,$DOHL4,2017-06-30,43574256,16941972,60516228
5207,93,$DOHL4,2017-09-30,43574256,16941972,60516228
5207,93,$DOHL4,2017-12-31,43574256,16941972,60516228
5207,93,$DOHL4,2018-03-31,43574256,16941972,60516228
5207,93,$DOHL4,2018-06-30,43574256,16941972,60516228
5207,93,$DOHL4,2018-09-30,43574256,16941972,60516228
5207,93,$DOHL4,2018-12-31,43574256,16941972,60516228
5207,93,$DOHL4,2019-03-31,43574256,16941972,60516228
5207,93,$DOHL4,2019-06-30,43574256,16941972,60516228
5207,93,$DOHL4,2019-09-30,43574256,16941972,60516228
5207,93,$DOHL4,2019-12-31,43574256,16941972,60516228
5207,93,$DOHL4,2020-03-31,43574256,16941972,60516228
5207,93,$DOHL4,2020-06-30,43574256,16941972,60516228
5207,93,$DOHL4,2020-09-30,54467820,21177465,75645285
5258,96,$RADL3,2010-12-31,188320020,0,188320020
5258,96,$RADL3,2011-03-31,188320020,0,188320020
5258,96,$RADL3,2011-06-30,188320020,0,188320020
5258,96,$RADL3,2011-09-30,188320020,0,188320020
5258,96,$RADL3,2011-12-31,330386000,0,330386000
5258,96,$RADL3,2012-03-31,330386000,0,330386000
5258,96,$RADL3,2012-06-30,330386000,0,330386000
5258,96,$RADL3,2012-09-30,330386000,0,330386000
5258,96,$RADL3,2012-12-31,330386000,0,330386000
5258,96,$RADL3,2013-03-31,330386000,0,330386000
5258,96,$RADL3,2013-06-30,330386000,0,330386000
5258,96,$RADL3,2013-09-30,330386000,0,330386000
5258,96,$RADL3,2013-12-31,330386000,0,330386000
5258,96,$RADL3,2014-03-31,330386000,0,330386000
5258,96,$RADL3,2014-06-30,330386000,0,330386000
5258,96,$RADL3,2014-09-30,330386000,0,330386000
5258,96,$RADL3,2014-12-31,330386000,0,330386000
5258,96,$RADL3,2015-03-31,330386000,0,330386000
5258,96,$RADL3,2015-06-30,330386000,0,330386000
5258,96,$RADL3,2015-09-30,330386000,0,330386000
5258,96,$RADL3,2015-12-31,330386000,0,330386000
5258,96,$RADL3,2016-03-31,330386000,0,330386000
5258,96,$RADL3,2016-06-30,330386000,0,330386000
5258,96,$RADL3,2016-09-30,330386000,0,330386000
5258,96,$RADL3,2016-12-31,330386000,0,330386000
5258,96,$RADL3,2017-03-31,330386000,0,330386000
5258,96,$RADL3,2017-06-30,330386000,0,330386000
5258,96,$RADL3,2017-09-30,330386000,0,330386000
5258,96,$RADL3,2017-12-31,330386000,0,330386000
5258,96,$RADL3,2018-03-31,330386000,0,330386000
5258,96,$RADL3,2018-06-30,330386000,0,330386000
5258,96,$RADL3,2018-09-30,330386000,0,330386000
5258,96,$RADL3,2018-12-31,330386000,0,330386000
5258,96,$RADL3,2019-03-31,330386000,0,330386000
5258,96,$RADL3,2019-06-30,330386000,0,330386000
5258,96,$RADL3,2019-09-30,330386000,0,330386000
5258,96,$RADL3,2019-12-31,330386000,0,330386000
5258,96,$RADL3,2020-03-31,330386000,0,330386000
5258,96,$RADL3,2020-06-30,330386000,0,330386000
5258,96,$RADL3,2020-09-30,1651930000,0,1651930000
5312,97,$MNDL3,2010-12-31,24638,22763,47401
5312,97,$MNDL3,2011-03-31,24638,22763,47401
5312,97,$MNDL3,2011-06-30,147829,136577,284406
5312,97,$MNDL3,2011-09-30,147829,136577,284406
5312,97,$MNDL3,2011-12-31,147829050,136577028,284406078
5312,97,$MNDL3,2012-03-31,257090672,0,257090672
5312,97,$MNDL3,2012-06-30,297631213,0,297631213
5312,97,$MNDL3,2012-09-30,297631213,0,297631213
5312,97,$MNDL3,2012-12-31,297631213,0,297631213
5312,97,$MNDL3,2013-03-31,2480260,0,2480260
5312,97,$MNDL3,2013-06-30,2480260,0,2480260
5312,97,$MNDL3,2013-09-30,2480260,0,2480260
5312,97,$MNDL3,2013-12-31,2480260,0,2480260
5312,97,$MNDL3,2014-03-31,2480260,0,2480260
5312,97,$MNDL3,2014-06-30,2480260,0,2480260
5312,97,$MNDL3,2014-09-30,2480260,0,2480260
5312,97,$MNDL3,2014-12-31,2480260,0,2480260
5312,97,$MNDL3,2015-03-31,2480260,0,2480260
5312,97,$MNDL3,2015-06-30,2480260,0,2480260
5312,97,$MNDL3,2015-09-30,2480260,0,2480260
5312,97,$MNDL3,2015-12-31,2480260,0,2480260
5312,97,$MNDL3,2016-03-31,2480260,0,2480260
5312,97,$MNDL3,2016-06-30,2480260,0,2480260
5312,97,$MNDL3,2016-09-30,2480260,0,2480260
5312,97,$MNDL3,2016-12-31,2480260,0,2480260
5312,97,$MNDL3,2017-03-31,2480260,0,2480260
5312,97,$MNDL3,2017-06-30,2480260,0,2480260
5312,97,$MNDL3,2017-09-30,2480260,0,2480260
5312,97,$MNDL3,2017-12-31,2480260,0,2480260
5312,97,$MNDL3,2018-03-31,2480260,0,2480260
5312,97,$MNDL3,2018-06-30,2480260,0,2480260
5312,97,$MNDL3,2018-09-30,2480260,0,2480260
5312,97,$MNDL3,2018-12-31,2480260,0,2480260
5312,97,$MNDL3,2019-03-31,2480260,0,2480260
5312,97,$MNDL3,2019-06-30,2480260,0,2480260
5312,97,$MNDL3,2019-09-30,2480260,0,2480260
5312,97,$MNDL3,2019-12-31,2480260,0,2480260
5312,97,$MNDL3,2020-03-31,2480260,0,2480260
5312,97,$MNDL3,2020-06-30,2480260,0,2480260
5312,97,$MNDL3,2020-09-30,2480260,0,2480260
5380,94,$EALT4,2010-12-31,975,1275,2250
5380,94,$EALT4,2011-03-31,975,1275,2250
5380,94,$EALT4,2011-06-30,975,1275,2250
5380,94,$EALT4,2011-09-30,975,1275,2250
5380,94,$EALT4,2011-12-31,975,1275,2250
5380,94,$EALT4,2012-03-31,975,1275,2250
5380,94,$EALT4,2012-06-30,975,1275,2250
5380,94,$EALT4,2012-09-30,975,1275,2250
5380,94,$EALT4,2012-12-31,975,1275,2250
5380,94,$EALT4,2013-03-31,975,1275,2250
5380,94,$EALT4,2013-06-30,975,1275,2250
5380,94,$EALT4,2013-09-30,975,1275,2250
5380,94,$EALT4,2013-12-31,975,1275,2250
5380,94,$EALT4,2014-03-31,975,1275,2250
5380,94,$EALT4,2014-06-30,975,1275,2250
5380,94,$EALT4,2014-09-30,975,1275,2250
5380,94,$EALT4,2014-12-31,975,1275,2250
5380,94,$EALT4,2015-03-31,975,1275,2250
5380,94,$EALT4,2015-06-30,975,1275,2250
5380,94,$EALT4,2015-09-30,975,1275,2250
5380,94,$EALT4,2015-12-31,975,1275,2250
5380,94,$EALT4,2016-03-31,975,1275,2250
5380,94,$EALT4,2016-06-30,975,1275,2250
5380,94,$EALT4,2016-09-30,975,1275,2250
5380,94,$EALT4,2016-12-31,975,1275,2250
5380,94,$EALT4,2017-03-31,975,1275,2250
5380,94,$EALT4,2017-06-30,975,1275,2250
5380,94,$EALT4,2017-09-30,975,1275,2250
5380,94,$EALT4,2017-12-31,975,1275,2250
5380,94,$EALT4,2018-03-31,975,1275,2250
5380,94,$EALT4,2018-06-30,9750,12750,22500
5380,94,$EALT4,2018-09-30,9750,12750,22500
5380,94,$EALT4,2018-12-31,9750,12750,22500
5380,94,$EALT4,2019-03-31,9750,12750,22500
5380,94,$EALT4,2019-06-30,9750,12750,22500
5380,94,$EALT4,2019-09-30,9750,12750,22500
5380,94,$EALT4,2019-12-31,9750,12750,22500
5380,94,$EALT4,2020-03-31,9755,12745,22500
5380,94,$EALT4,2020-06-30,9755,12745,22500
5380,94,$EALT4,2020-09-30,9750,12750,22500
5380,95,$EALT3,2010-12-31,975,1275,2250
5380,95,$EALT3,2011-03-31,975,1275,2250
5380,95,$EALT3,2011-06-30,975,1275,2250
5380,95,$EALT3,2011-09-30,975,1275,2250
5380,95,$EALT3,2011-12-31,975,1275,2250
5380,95,$EALT3,2012-03-31,975,1275,2250
5380,95,$EALT3,2012-06-30,975,1275,2250
5380,95,$EALT3,2012-09-30,975,1275,2250
5380,95,$EALT3,2012-12-31,975,1275,2250
5380,95,$EALT3,2013-03-31,975,1275,2250
5380,95,$EALT3,2013-06-30,975,1275,2250
5380,95,$EALT3,2013-09-30,975,1275,2250
5380,95,$EALT3,2013-12-31,975,1275,2250
5380,95,$EALT3,2014-03-31,975,1275,2250
5380,95,$EALT3,2014-06-30,975,1275,2250
5380,95,$EALT3,2014-09-30,975,1275,2250
5380,95,$EALT3,2014-12-31,975,1275,2250
5380,95,$EALT3,2015-03-31,975,1275,2250
5380,95,$EALT3,2015-06-30,975,1275,2250
5380,95,$EALT3,2015-09-30,975,1275,2250
5380,95,$EALT3,2015-12-31,975,1275,2250
5380,95,$EALT3,2016-03-31,975,1275,2250
5380,95,$EALT3,2016-06-30,975,1275,2250
5380,95,$EALT3,2016-09-30,975,1275,2250
5380,95,$EALT3,2016-12-31,975,1275,2250
5380,95,$EALT3,2017-03-31,975,1275,2250
5380,95,$EALT3,2017-06-30,975,1275,2250
5380,95,$EALT3,2017-09-30,975,1275,2250
5380,95,$EALT3,2017-12-31,975,1275,2250
5380,95,$EALT3,2018-03-31,975,1275,2250
5380,95,$EALT3,2018-06-30,9750,12750,22500
5380,95,$EALT3,2018-09-30,9750,12750,22500
5380,95,$EALT3,2018-12-31,9750,12750,22500
5380,95,$EALT3,2019-03-31,9750,12750,22500
5380,95,$EALT3,2019-06-30,9750,12750,22500
5380,95,$EALT3,2019-09-30,9750,12750,22500
5380,95,$EALT3,2019-12-31,9750,12750,22500
5380,95,$EALT3,2020-03-31,9755,12745,22500
5380,95,$EALT3,2020-06-30,9755,12745,22500
5380,95,$EALT3,2020-09-30,9750,12750,22500
5410,100,$WEGE3,2010-12-31,620905029,0,620905029
5410,100,$WEGE3,2011-03-31,620905029,0,620905029
5410,100,$WEGE3,2011-06-30,620405029,0,620405029
5410,100,$WEGE3,2011-09-30,620405029,0,620405029
5410,100,$WEGE3,2011-12-31,620405029,0,620405029
5410,100,$WEGE3,2012-03-31,620405029,0,620405029
5410,100,$WEGE3,2012-06-30,620405029,0,620405029
5410,100,$WEGE3,2012-09-30,620405029,0,620405029
5410,100,$WEGE3,2012-12-31,620405029,0,620405029
5410,100,$WEGE3,2013-03-31,620405029,0,620405029
5410,100,$WEGE3,2013-06-30,620419011,0,620419011
5410,100,$WEGE3,2013-09-30,620905029,0,620905029
5410,100,$WEGE3,2013-12-31,620905029,0,620905029
5410,100,$WEGE3,2014-03-31,620905029,0,620905029
5410,100,$WEGE3,2014-06-30,807176538,0,807176538
5410,100,$WEGE3,2014-09-30,807176538,0,807176538
5410,100,$WEGE3,2014-12-31,807176538,0,807176538
5410,100,$WEGE3,2015-03-31,807176538,0,807176538
5410,100,$WEGE3,2015-06-30,1614353076,0,1614353076
5410,100,$WEGE3,2015-09-30,1614353076,0,1614353076
5410,100,$WEGE3,2015-12-31,1614353076,0,1614353076
5410,100,$WEGE3,2016-03-31,1614353076,0,1614353076
5410,100,$WEGE3,2016-06-30,1614353076,0,1614353076
5410,100,$WEGE3,2016-09-30,1614353076,0,1614353076
5410,100,$WEGE3,2016-12-31,1614353076,0,1614353076
5410,100,$WEGE3,2017-03-31,1614353076,0,1614353076
5410,100,$WEGE3,2017-06-30,1614353076,0,1614353076
5410,100,$WEGE3,2017-09-30,1614353076,0,1614353076
5410,100,$WEGE3,2017-12-31,1614353076,0,1614353076
5410,100,$WEGE3,2018-03-31,1614353076,0,1614353076
5410,100,$WEGE3,2018-06-30,2098658999,0,2098658999
5410,100,$WEGE3,2018-09-30,2098658999,0,2098658999
5410,100,$WEGE3,2018-12-31,2098658999,0,2098658999
5410,100,$WEGE3,2019-03-31,2098658999,0,2098658999
5410,100,$WEGE3,2019-06-30,2098658999,0,2098658999
5410,100,$WEGE3,2019-09-30,2098658999,0,2098658999
5410,100,$WEGE3,2019-12-31,2098658999,0,2098658999
5410,100,$WEGE3,2020-03-31,2098658999,0,2098658999
5410,100,$WEGE3,2020-06-30,2098658999,0,2098658999
5410,100,$WEGE3,2020-09-30,2098658999,0,2098658999
5762,106,$ETER3,2010-12-31,89500000,0,89500000
5762,106,$ETER3,2011-03-31,89500,0,89500
5762,106,$ETER3,2011-06-30,89500,0,89500
5762,106,$ETER3,2011-09-30,89500,0,89500
5762,106,$ETER3,2011-12-31,89500,0,89500
5762,106,$ETER3,2012-03-31,89500,0,89500
5762,106,$ETER3,2012-06-30,89500,0,89500
5762,106,$ETER3,2012-09-30,89500,0,89500
5762,106,$ETER3,2012-12-31,89500,0,89500
5762,106,$ETER3,2013-03-31,89500,0,89500
5762,106,$ETER3,2013-06-30,89500,0,89500
5762,106,$ETER3,2013-09-30,89500,0,89500
5762,106,$ETER3,2013-12-31,89500,0,89500
5762,106,$ETER3,2014-03-31,89500,0,89500
5762,106,$ETER3,2014-06-30,89500,0,89500
5762,106,$ETER3,2014-09-30,179000,0,179000
5762,106,$ETER3,2014-12-31,179000,0,179000
5762,106,$ETER3,2015-03-31,179000,0,179000
5762,106,$ETER3,2015-06-30,179000,0,179000
5762,106,$ETER3,2015-09-30,179000,0,179000
5762,106,$ETER3,2015-12-31,179000,0,179000
5762,106,$ETER3,2016-03-31,179000,0,179000
5762,106,$ETER3,2016-06-30,179000,0,179000
5762,106,$ETER3,2016-09-30,179000,0,179000
5762,106,$ETER3,2016-12-31,179000,0,179000
5762,106,$ETER3,2017-03-31,179000,0,179000
5762,106,$ETER3,2017-06-30,179000,0,179000
5762,106,$ETER3,2017-09-30,179000,0,179000
5762,106,$ETER3,2017-12-31,179000,0,179000
5762,106,$ETER3,2018-03-31,179000,0,179000
5762,106,$ETER3,2018-06-30,179000,0,179000
5762,106,$ETER3,2018-09-30,179000,0,179000
5762,106,$ETER3,2018-12-31,29833,0,29833
5762,106,$ETER3,2019-03-31,29833,0,29833
5762,106,$ETER3,2019-06-30,29833,0,29833
5762,106,$ETER3,2019-09-30,31774,0,31774
5762,106,$ETER3,2019-12-31,31774,0,31774
5762,106,$ETER3,2020-03-31,31774,0,31774
5762,106,$ETER3,2020-06-30,31774,0,31774
5762,106,$ETER3,2020-09-30,51676,0,51676
5770,107,$EUCA3,2010-12-31,31258,61361,92619
5770,107,$EUCA3,2011-03-31,31257700,61361556,92619256
5770,107,$EUCA3,2011-06-30,31257700,61361556,92619256
5770,107,$EUCA3,2011-09-30,31257700,61361556,92619256
5770,107,$EUCA3,2011-12-31,31258,61361,92619
5770,107,$EUCA3,2012-03-31,31258,61361,92619
5770,107,$EUCA3,2012-06-30,31258,61361,92619
5770,107,$EUCA3,2012-09-30,31258,61361,92619
5770,107,$EUCA3,2012-12-31,31258,61361,92619
5770,107,$EUCA3,2013-03-31,31258,61361,92619
