codigo_cvm,ticker_id,codigo_negociacao,data_referencia,ordinarias,preferenciais,totais
906,24,$BBDC3,2013-03-31,2103637,2103637,4207274
906,24,$BBDC3,2013-06-30,2103637,2103637,4207274
906,24,$BBDC3,2013-09-30,2103637,2103637,4207274
906,24,$BBDC3,2013-12-31,2103637,2103637,4207274
906,24,$BBDC3,2013-12-31,2103637,2103637,4207274
906,24,$BBDC3,2014-03-31,2103637,2103637,4207274
906,24,$BBDC3,2014-06-30,2103637,2103637,4207274
906,24,$BBDC3,2014-09-30,2103637,2103637,4207274
906,24,$BBDC3,2014-12-31,2103637,2103637,4207274
906,24,$BBDC3,2014-12-31,2103637,2103637,4207274
906,24,$BBDC3,2015-03-31,2524365,2524364,5048729
906,24,$BBDC3,2015-06-30,2524365,2524364,5048729
906,24,$BBDC3,2015-09-30,2524365,2524364,5048729
906,24,$BBDC3,2015-12-31,2524365,2524364,5048729
906,24,$BBDC3,2015-12-31,2524365,2524364,5048729
906,24,$BBDC3,2016-03-31,2524365,2524364,5048729
906,24,$BBDC3,2016-06-30,2776801,2776801,5553602
906,24,$BBDC3,2016-09-30,2776801,2776801,5553602
906,24,$BBDC3,2016-12-31,2776801,2776800,5553601
906,24,$BBDC3,2016-12-31,2776801,2776800,5553601
906,24,$BBDC3,2017-03-31,3054481,3054481,6108962
906,24,$BBDC3,2017-06-30,3054481,3054481,6108962
906,24,$BBDC3,2017-09-30,3054481,3054481,6108962
906,24,$BBDC3,2017-12-31,3054481,3054481,6108962
906,24,$BBDC3,2017-12-31,3054481,3054481,6108962
906,24,$BBDC3,2018-03-31,3359929,3359929,6719858
906,24,$BBDC3,2018-03-31,3359929,3359929,6719858
906,24,$BBDC3,2018-06-30,3359929,3359929,6719858
906,24,$BBDC3,2018-06-30,3359929,3359929,6719858
906,24,$BBDC3,2018-09-30,3359929,3359929,6719858
906,24,$BBDC3,2018-12-31,3359929,3359929,6719858
906,24,$BBDC3,2019-03-31,4031915,4031915,8063830
906,24,$BBDC3,2019-06-30,4031915,4031915,8063830
906,24,$BBDC3,2019-09-30,4031915,4031915,8063830
906,24,$BBDC3,2019-12-31,4031915,4031915,8063830
906,24,$BBDC3,2019-12-31,4031915,4031915,8063830
906,24,$BBDC3,2020-03-31,4435107,4435106,8870213
906,24,$BBDC3,2020-06-30,4435107,4435106,8870213
906,24,$BBDC3,2020-09-30,4435107,4435106,8870213
906,25,$BBDC4,2010-12-31,1881225,1881225,3762450
906,25,$BBDC4,2011-03-31,1912397,1912397,3824794
906,25,$BBDC4,2011-06-30,1912397,1912397,3824794
906,25,$BBDC4,2011-09-30,1912397,1912397,3824794
906,25,$BBDC4,2011-12-31,1912397,1912397,3824794
906,25,$BBDC4,2011-12-31,1912397,1912397,3824794
906,25,$BBDC4,2012-03-31,1912397,1912397,3824794
906,25,$BBDC4,2012-06-30,1912397,1912397,3824794
906,25,$BBDC4,2012-09-30,1912397,1912397,3824794
906,25,$BBDC4,2012-12-31,1912397,1912397,3824794
906,25,$BBDC4,2012-12-31,1912397,1912397,3824794
906,25,$BBDC4,2013-03-31,2103637,2103637,4207274
906,25,$BBDC4,2013-06-30,2103637,2103637,4207274
906,25,$BBDC4,2013-09-30,2103637,2103637,4207274
906,25,$BBDC4,2013-12-31,2103637,2103637,4207274
906,25,$BBDC4,2013-12-31,2103637,2103637,4207274
906,25,$BBDC4,2014-03-31,2103637,2103637,4207274
906,25,$BBDC4,2014-06-30,2103637,2103637,4207274
906,25,$BBDC4,2014-09-30,2103637,2103637,4207274
906,25,$BBDC4,2014-12-31,2103637,2103637,4207274
906,25,$BBDC4,2014-12-31,2103637,2103637,4207274
906,25,$BBDC4,2015-03-31,2524365,2524364,5048729
906,25,$BBDC4,2015-06-30,2524365,2524364,5048729
906,25,$BBDC4,2015-09-30,2524365,2524364,5048729
906,25,$BBDC4,2015-12-31,2524365,2524364,5048729
906,25,$BBDC4,2015-12-31,2524365,2524364,5048729
906,25,$BBDC4,2016-03-31,2524365,2524364,5048729
906,25,$BBDC4,2016-06-30,2776801,2776801,5553602
906,25,$BBDC4,2016-09-30,2776801,2776801,5553602
