data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose
14/12/2020;1,9;1,00007469;1210420497952,12;810;1,9;1,89;1,9;0,014;439,852
11/12/2020;1,9;1,00007469;1213308307497,25;857;1,9;1,89;1,9;0,015;378,247
10/12/2020;1,9;1,00007469;1315351937157,14;768;1,9;1,89;1,9;0,013;476,119
09/12/2020;1,9;1,00007469;877891486771,56;1043;1,9;1,89;1,9;0,018;276,748
08/12/2020;1,9;1,00007469;870262948286,06;1033;1,9;1,89;1,9;0,016;358,599
07/12/2020;1,9;1,00007469;887380003844,01;1026;1,9;1,89;1,9;0,016;362,296
04/12/2020;1,9;1,00007469;861871125409,1;1048;1,9;1,89;1,9;0,018;247,389
03/12/2020;1,9;1,00007469;912279333342,31;1052;1,9;1,89;1,9;0,015;426,616
02/12/2020;1,9;1,00007469;889529265408,42;1056;1,9;1,89;1,9;0,017;327,639
01/12/2020;1,9;1,00007469;908475439692,28;1023;1,9;1,89;1,9;0,018;282,339
30/11/2020;1,9;1,00007469;872654831961,41;1033;1,9;1,89;1,9;0,016;394,774
27/11/2020;1,9;1,00007469;892583801377,7;1065;1,9;1,89;1,9;0,016;378,567
26/11/2020;1,9;1,00007469;935868010433,06;1079;1,9;1,89;1,9;0,017;298,304
25/11/2020;1,9;1,00007469;959134039724,77;1056;1,9;1,89;1,9;0,015;473,859
24/11/2020;1,9;1,00007469;980578978376,1;1047;1,9;1,89;1,9;0,016;350,791
23/11/2020;1,9;1,00007469;973401919008,28;1099;1,9;1,89;1,9;0,015;404,942
20/11/2020;1,9;1,00007469;944991250266,14;1044;1,9;1,89;1,9;0,016;355,397
19/11/2020;1,9;1,00007469;988761124730,07;1053;1,9;1,89;1,9;0,015;509,923
18/11/2020;1,9;1,00007469;991229835773,34;1016;1,9;1,89;1,9;0,015;462,368
17/11/2020;1,9;1,00007469;1015090296891,08;1062;1,9;1,89;1,9;0,015;523,863
16/11/2020;1,9;1,00007469;1008295042343,69;1050;1,9;1,89;1,9;0,016;425,177
13/11/2020;1,9;1,00007469;1003426699302,74;1118;1,9;1,89;1,9;0,015;464,779
12/11/2020;1,9;1,00007469;1041291718630,72;1066;1,9;1,89;1,9;0,015;418,025
11/11/2020;1,9;1,00007469;1041385993938,14;1045;1,9;1,89;1,9;0,014;543,501
10/11/2020;1,9;1,00007469;1041137454655,44;861;1,9;1,89;1,9;0,014;479,817
09/11/2020;1,9;1,00007469;1029101041182,58;1039;1,9;1,89;1,9;0,015;389,622
06/11/2020;1,9;1,00007469;1015844904641,93;928;1,9;1,89;1,9;0,014;514,02
05/11/2020;1,9;1,00007469;1049813367463,64;845;1,9;1,89;1,9;0,013;611,488
04/11/2020;1,9;1,00007469;1064751663292,48;843;1,9;1,89;1,9;0,013;547,201
03/11/2020;1,9;1,00007469;1063994954612,07;851;1,9;1,89;1,9;0,014;519,71
30/10/2020;1,9;1,00007469;1040701563727,46;1036;1,9;1,89;1,9;0,016;349,546
29/10/2020;1,9;1,00007469;1085692460887,25;949;1,9;1,89;1,9;0,015;425,943
28/10/2020;1,9;1,00007469;683430094546,32;1058;1,9;1,89;1,9;0,018;305,711
27/10/2020;1,9;1,00007469;693797580759,66;994;1,9;1,89;1,9;0,018;314,318
26/10/2020;1,9;1,00007469;696321478217,63;1021;1,9;1,89;1,9;0,017;341,13
23/10/2020;1,9;1,00007469;702161927262,27;1024;1,9;1,89;1,9;0,018;345,535
22/10/2020;1,9;1,00007469;749371140235,96;1041;1,9;1,89;1,9;0,018;296,874
21/10/2020;1,9;1,00007469;748185215693,31;1045;1,9;1,89;1,9;0,021;469,85
20/10/2020;1,9;1,00007469;825588148228,85;1057;1,9;1,89;1,9;0,018;618,615
19/10/2020;1,9;1,00007469;814409473483,95;1060;1,9;1,89;1,9;0,019;774,871
16/10/2020;1,9;1,00007469;815366295960,16;1061;1,9;1,89;1,9;0,018;546,379
15/10/2020;1,9;1,00007469;862403798793,14;1042;1,9;1,89;1,9;0,019;384,619
14/10/2020;1,9;1,00007469;873511806004,61;1094;1,9;1,89;1,9;0,02;294,38
13/10/2020;1,9;1,00007469;879429497126,78;1065;1,9;1,89;1,9;0,02;327,169
09/10/2020;1,9;1,00007469;879932036818,5;1089;1,9;1,89;1,9;0,017;607,816
08/10/2020;1,9;1,00007469;919247154587,42;1051;1,9;1,89;1,9;0,017;644,085
07/10/2020;1,9;1,00007469;912435614006,73;1108;1,9;1,89;1,9;0,017;693,627
06/10/2020;1,9;1,00007469;912316255478,79;1060;1,9;1,89;1,9;0,014;449,886
05/10/2020;1,9;1,00007469;913789935395,53;1001;1,9;1,89;1,9;0,014;482,662
02/10/2020;1,9;1,00007469;897621007153,98;1115;1,9;1,89;1,9;0,018;519,894
01/10/2020;1,9;1,00007469;905858162248,24;1078;1,9;1,89;1,9;0,018;307,095
30/09/2020;1,9;1,00007469;725738733384,22;948;1,9;1,89;1,9;0,022;234,052
29/09/2020;1,9;1,00007469;722354892521,57;994;1,9;1,89;1,9;0,019;301,054
28/09/2020;1,9;1,00007469;737718501915,55;1008;1,9;1,89;1,9;0,019;428,763
25/09/2020;1,9;1,00007469;736518910932,09;1016;1,9;1,89;1,9;0,017;515,188
24/09/2020;1,9;1,00007469;794513077550,97;1041;1,9;1,89;1,9;0,017;459,958
23/09/2020;1,9;1,00007469;790477847268,59;1008;1,9;1,89;1,9;0,017;582,26
22/09/2020;1,9;1,00007469;792269626966,33;1006;1,9;1,89;1,9;0,016;578,49
21/09/2020;1,9;1,00007469;777831938528,76;999;1,9;1,89;1,9;0,017;428,704
18/09/2020;1,9;1,00007469;779989355281,02;1029;1,9;1,89;1,9;0,016;488,813
17/09/2020;1,9;1,00007469;835410962869,46;1008;1,9;1,89;1,9;0,021;484,506
16/09/2020;1,9;1,00007469;828494855379,75;1013;1,9;1,89;1,9;0,017;479,601
15/09/2020;1,9;1,00007469;844804888601,88;999;1,9;1,89;1,9;0,017;608,246
14/09/2020;1,9;1,00007469;838342283129,19;984;1,9;1,89;1,9;0,017;488,342
11/09/2020;1,9;1,00007469;833138946866,38;949;1,9;1,89;1,9;0,017;573,345
10/09/2020;1,9;1,00007469;884335061123,92;972;1,9;1,89;1,9;0,016;524,811
09/09/2020;1,9;1,00007469;862441324271,68;1011;1,9;1,89;1,9;0,019;401,015
08/09/2020;1,9;1,00007469;857462421984,05;964;1,9;1,89;1,9;0,015;400,505
04/09/2020;1,9;1,00007469;846966290427,22;995;1,9;1,9;1,9;0,018;389,547
03/09/2020;1,9;1,00007469;892027857247,26;989;1,9;1,89;1,9;0,016;713,816
02/09/2020;1,9;1,00007469;894876117510,37;1001;1,9;1,89;1,9;0,016;718
01/09/2020;1,9;1,00007469;859678751282,68;983;1,9;1,89;1,9;0,019;509,819
31/08/2020;1,9;1,00007469;730260821825,9;992;1,9;1,89;1,9;0,019;345,206
28/08/2020;1,9;1,00007469;760358450937,31;978;1,9;1,89;1,9;0,017;612,3
27/08/2020;1,9;1,00007469;802945034388,57;929;1,9;1,89;1,9;0,017;630,783
26/08/2020;1,9;1,00007469;736324796422,44;957;1,9;1,89;1,9;0,017;552,351
25/08/2020;1,9;1,00007469;765462744607,64;941;1,9;1,89;1,9;0,016;649,111
24/08/2020;1,9;1,00007469;773156717951,79;944;1,9;1,89;1,9;0,016;632,518
21/08/2020;1,9;1,00007469;776763538418,68;978;1,9;1,89;1,9;0,016;741,296
20/08/2020;1,9;1,00007469;827053374619,06;975;1,9;1,89;1,9;0,017;631,184
19/08/2020;1,9;1,00007469;825743815206,69;930;1,9;1,89;1,9;0,017;586,696
18/08/2020;1,9;1,00007469;831848113394,22;1001;1,9;1,89;1,9;0,018;553,711
17/08/2020;1,9;1,00007469;807407069444,79;997;1,9;1,89;1,9;0,019;633,536
14/08/2020;1,9;1,00007469;684105271155,57;1008;1,9;1,89;1,9;0,019;671,009
13/08/2020;1,9;1,00007469;754949257912,83;930;1,9;1,89;1,9;0,016;723,613
12/08/2020;1,9;1,00007469;757387051957,58;929;1,9;1,89;1,9;0,017;1038,42
11/08/2020;1,9;1,00007469;781185176605,33;946;1,9;1,89;1,9;0,017;568,776
10/08/2020;1,9;1,00007469;747035734316,13;954;1,9;1,89;1,9;0,017;455,734
07/08/2020;1,9;1,00007469;705242237583,83;970;1,9;1,89;1,9;0,019;557,509
06/08/2020;1,9;1,00007469;730068875095,92;947;1,9;1,89;1,9;0,017;569,113
05/08/2020;2,15;1,00008442;844856051606,14;853;2,15;2,14;2,15;0,016;708,147
04/08/2020;2,15;1,00008442;837856749630,81;885;2,15;2,14;2,15;0,016;496,275
03/08/2020;2,15;1,00008442;805400541399,75;902;2,15;2,14;2,15;0,019;516,031
31/07/2020;2,15;1,00008442;746267579054,83;915;2,15;2,14;2,15;0,02;454,298
30/07/2020;2,15;1,00008442;820797775870,41;889;2,15;2,14;2,15;0,016;783,824
29/07/2020;2,15;1,00008442;852757994398,35;902;2,15;2,14;2,15;0,016;719,637
28/07/2020;2,15;1,00008442;849947839230,71;910;2,15;2,14;2,15;0,017;658,367
27/07/2020;2,15;1,00008442;858505761837,29;977;2,15;2,14;2,15;0,021;231,479
24/07/2020;2,15;1,00008442;845406603596,87;961;2,15;2,14;2,15;0,017;491,9
23/07/2020;2,15;1,00008442;869806472814;910;2,15;2,14;2,15;0,017;772,436
22/07/2020;2,15;1,00008442;877668398172,03;905;2,15;2,14;2,15;0,017;616,899
21/07/2020;2,15;1,00008442;894799587558,14;899;2,15;2,14;2,15;0,016;631,709
20/07/2020;2,15;1,00008442;932605342113,68;775;2,15;2,14;2,15;0,016;707,158
17/07/2020;2,15;1,00008442;889854370236,32;942;2,15;2,14;2,15;0,016;725,073
16/07/2020;2,15;1,00008442;930978970702,52;927;2,15;2,14;2,15;0,016;655,417
15/07/2020;2,15;1,00008442;945662330338,2;1191;2,15;2,14;2,15;0,021;238,593
14/07/2020;2,15;1,00008442;918078185402,56;819;2,15;2,14;2,15;0,016;674,753
13/07/2020;2,15;1,00008442;950274197717,6;779;2,15;2,14;2,15;0,016;663,98
10/07/2020;2,15;1,00008442;956230790754,54;782;2,15;2,14;2,15;0,014;910,451
09/07/2020;2,15;1,00008442;953825122159,43;788;2,15;2,14;2,15;0,014;939,046
08/07/2020;2,15;1,00008442;982862212051,11;787;2,15;2,14;2,15;0,014;850,656
07/07/2020;2,15;1,00008442;979147759719,3;937;2,15;2,14;2,15;0,017;520,043
06/07/2020;2,15;1,00008442;952423653646,65;814;2,15;2,14;2,15;0,016;724,008
03/07/2020;2,15;1,00008442;945859246851,32;808;2,15;2,14;2,15;0,015;822,989
02/07/2020;2,15;1,00008442;979790832137,08;926;2,15;2,14;2,15;0,017;947,015
01/07/2020;2,15;1,00008442;977609376870,9;1032;2,15;2,14;2,15;0,018;422,145
30/06/2020;2,15;1,00008442;640141994955,61;902;2,15;2,14;2,15;0,02;266,527
29/06/2020;2,15;1,00008442;648729668845,99;924;2,15;2,14;2,15;0,02;217,991
26/06/2020;2,15;1,00008442;612054231399,34;949;2,15;2,14;2,15;0,017;456,299
25/06/2020;2,15;1,00008442;621035033845,96;940;2,15;2,14;2,15;0,018;561,223
24/06/2020;2,15;1,00008442;611496299607,63;933;2,15;2,14;2,15;0,018;517,949
23/06/2020;2,15;1,00008442;620104991413,87;924;2,15;2,14;2,15;0,021;410,36
22/06/2020;2,15;1,00008442;625056823099,01;927;2,15;2,14;2,15;0,018;446,8
19/06/2020;2,15;1,00008442;638721241971,87;941;2,15;2,14;2,15;0,019;541,379
18/06/2020;2,15;1,00008442;643101129648,19;946;2,15;2,14;2,15;0,061;138,5
17/06/2020;2,9;1,00011345;744223179607,25;905;2,9;2,89;2,9;0,025;702,701
16/06/2020;2,9;1,00011345;735566031298,31;906;2,9;2,89;2,9;0,021;461,141
15/06/2020;2,9;1,00011345;716672148666,58;937;2,9;2,89;2,9;0,023;706,473
12/06/2020;2,9;1,00011345;694049989458,85;951;2,9;2,89;2,9;0,018;545,651
10/06/2020;2,9;1,00011345;720885159053,36;922;2,9;2,89;2,9;0,019;576,272
09/06/2020;2,9;1,00011345;722706908818,95;913;2,9;2,89;2,9;0,019;586,83
08/06/2020;2,9;1,00011345;722345642609,53;937;2,9;2,89;2,9;0,019;513,506
05/06/2020;2,9;1,00011345;723012212164,11;1000;2,9;2,89;2,9;0,021;263,643
04/06/2020;2,9;1,00011345;727588311541,31;914;2,9;2,89;2,9;0,019;533,325
03/06/2020;2,9;1,00011345;742981541454,44;941;2,9;2,89;2,9;0,017;510,527
02/06/2020;2,9;1,00011345;741330817287;933;2,9;2,89;2,9;0,019;490,997
01/06/2020;2,9;1,00011345;712970014227,86;886;2,9;2,89;2,9;0,021;404,305
29/05/2020;2,9;1,00011345;655985472543,99;938;2,9;2,89;2,9;0,021;403,015
28/05/2020;2,9;1,00011345;689213465289,93;932;2,9;2,89;2,9;0,019;425,674
27/05/2020;2,9;1,00011345;694309845201,02;941;2,9;2,89;2,9;0,022;411,863
26/05/2020;2,9;1,00011345;720557175251,71;943;2,9;2,89;2,9;0,018;689,994
25/05/2020;2,9;1,00011345;726960778864,66;950;2,9;2,89;2,9;0,019;486,39
22/05/2020;2,9;1,00011345;720050676827,93;937;2,9;2,89;2,9;0,019;476,926
21/05/2020;2,9;1,00011345;757917010297,7;904;2,9;2,89;2,9;0,018;599,275
20/05/2020;2,9;1,00011345;797609833052,45;935;2,9;2,89;2,9;0,02;493,099
19/05/2020;2,9;1,00011345;786622171085,08;956;2,9;2,89;2,9;0,018;562,331
18/05/2020;2,9;1,00011345;788953337732,54;926;2,9;2,89;2,9;0,017;599,4
15/05/2020;2,9;1,00011345;793484776829,85;938;2,9;2,89;2,9;0,02;503,904
14/05/2020;2,9;1,00011345;788590595939,14;943;2,9;2,89;2,9;0,018;544,47
13/05/2020;2,9;1,00011345;772561243994,2;1005;2,9;2,89;2,9;0,024;235,581
12/05/2020;2,9;1,00011345;754278097322,32;929;2,9;2,89;2,9;0,018;629,257
11/05/2020;2,9;1,00011345;743634881446,16;938;2,9;2,89;2,9;0,019;471,127
08/05/2020;2,9;1,00011345;745756882831,32;940;2,9;2,89;2,9;0,018;638,15
07/05/2020;2,9;1,00011345;755928372447,89;957;2,9;2,89;2,9;0,049;215,451
06/05/2020;3,65;1,00014227;836119412414,98;901;3,65;3,64;3,65;0,019;657,542
05/05/2020;3,65;1,00014227;828142819892,82;888;3,65;3,64;3,65;0,019;657,256
04/05/2020;3,65;1,00014227;769382488419,93;944;3,65;3,64;3,65;0,022;499,238
30/04/2020;3,65;1,00014227;746279337058,83;889;3,65;3,64;3,65;0,022;387,947
29/04/2020;3,65;1,00014227;778684488216,9;953;3,65;3,64;3,65;0,02;424,804
28/04/2020;3,65;1,00014227;797743135745,9;917;3,65;3,64;3,65;0,024;405,737
27/04/2020;3,65;1,00014227;804386943268,39;909;3,65;3,64;3,65;0,02;587,373
24/04/2020;3,65;1,00014227;785594533336,19;900;3,65;3,64;3,65;0,018;504,225
23/04/2020;3,65;1,00014227;801055239969,7;816;3,65;3,64;3,65;0,017;747,411
22/04/2020;3,65;1,00014227;788202019429,26;913;3,65;3,64;3,65;0,019;530,523
20/04/2020;3,65;1,00014227;801422346771,32;839;3,65;3,64;3,65;0,017;600,102
17/04/2020;3,65;1,00014227;800394220667,01;835;3,65;3,64;3,65;0,019;692,925
16/04/2020;3,65;1,00014227;815086965513,66;820;3,65;3,64;3,65;0,02;599,14
15/04/2020;3,65;1,00014227;802880352686,62;846;3,65;3,64;3,65;0,02;531,538
14/04/2020;3,65;1,00014227;794161791862,04;893;3,65;3,64;3,65;0,02;432,019
13/04/2020;3,65;1,00014227;765286412687,31;857;3,65;3,64;3,65;0,017;629,23
09/04/2020;3,65;1,00014227;778485242829,17;845;3,65;3,64;3,65;0,018;707,149
08/04/2020;3,65;1,00014227;793778140913,87;756;3,65;3,64;3,65;0,016;750,573
07/04/2020;3,65;1,00014227;787810001723,27;839;3,65;3,64;3,65;0,017;705,222
06/04/2020;3,65;1,00014227;777221747312,85;913;3,65;3,64;3,65;0,022;302,436
03/04/2020;3,65;1,00014227;793775660805,69;863;3,65;3,64;3,65;0,017;344,426
02/04/2020;3,65;1,00014227;803678846183,62;822;3,65;3,64;3,65;0,02;438,789
01/04/2020;3,65;1,00014227;805415752393,59;853;3,65;3,64;3,65;0,022;307,23
31/03/2020;3,65;1,00014227;609040609030,45;891;3,65;3,64;3,65;0,027;232,712
30/03/2020;3,65;1,00014227;632032829644,52;903;3,65;3,64;3,65;0,024;326,683
27/03/2020;3,65;1,00014227;564402380363,43;923;3,65;3,64;3,65;0,034;276,605
26/03/2020;3,65;1,00014227;566666815232,44;912;3,65;3,64;3,65;0,024;306,132
25/03/2020;3,65;1,00014227;584584063865,78;1000;3,65;3,64;3,65;0,022;233,85
24/03/2020;3,65;1,00014227;587695778829,66;927;3,65;3,64;3,65;0,021;356,31
23/03/2020;3,65;1,00014227;591514647672,5;895;3,65;3,64;3,65;0,022;377,927
20/03/2020;3,65;1,00014227;621266642639,52;945;3,65;3,64;3,65;0,025;235,748
19/03/2020;3,65;1,00014227;663853698847,99;916;3,65;3,64;3,65;0,025;460,128
18/03/2020;4,15;1,00016137;566773981358,57;895;4,15;4,14;4,15;0,04;201,16
17/03/2020;4,15;1,00016137;568171568496,52;878;4,14;4,14;4,15;0,044;187,544
16/03/2020;4,15;1,00016137;552202754563,6;940;4,15;4,14;4,15;0,044;186,321
13/03/2020;4,15;1,00016137;512963246587,18;891;4,15;4,14;4,15;0,031;353,652
12/03/2020;4,15;1,00016137;497269438748,29;922;4,15;4,14;4,15;0,033;393,294
11/03/2020;4,15;1,00016137;491952861220,08;961;4,14;4,14;4,15;0,059;120,788
10/03/2020;4,15;1,00016137;513852657661,07;881;4,14;4,14;4,15;0,052;145,341
09/03/2020;4,15;1,00016137;493062301509,21;911;4,15;4,14;4,15;0,032;297,888
06/03/2020;4,15;1,00016137;470351360749,36;934;4,15;4,14;4,15;0,028;565,328
05/03/2020;4,15;1,00016137;479643448136,1;927;4,15;4,14;4,15;0,05;150,709
04/03/2020;4,15;1,00016137;472399475641,27;886;4,15;4,14;4,15;0,02;298,391
03/03/2020;4,15;1,00016137;465893863314,12;877;4,15;4,14;4,15;0,025;283,429
02/03/2020;4,15;1,00016137;466167927364,49;960;4,15;4,14;4,15;0,029;192,239
28/02/2020;4,15;1,00016137;342534975848,76;989;4,14;4,14;4,15;0,03;366,495
27/02/2020;4,15;1,00016137;350786986239,03;973;4,15;4,14;4,15;0,023;389,041
26/02/2020;4,15;1,00016137;339419708242,63;900;4,15;4,14;4,15;0,024;331,081
21/02/2020;4,15;1,00016137;353373831338,99;946;4,15;4,14;4,15;0,029;376,683
20/02/2020;4,15;1,00016137;397585551983,53;923;4,15;4,14;4,15;0,023;235,118
19/02/2020;4,15;1,00016137;400548129939,36;914;4,15;4,14;4,15;0,023;498,748
18/02/2020;4,15;1,00016137;390220697951,93;946;4,15;4,14;4,15;0,021;404,851
17/02/2020;4,15;1,00016137;387740373620,1;965;4,15;4,14;4,15;0,021;369,639
14/02/2020;4,15;1,00016137;351979061246,77;972;4,15;4,14;4,15;0,026;213,31
13/02/2020;4,15;1,00016137;366307344323,33;936;4,15;4,14;4,15;0,022;293,93
12/02/2020;4,15;1,00016137;373324322444,83;931;4,15;4,14;4,15;0,022;406,411
11/02/2020;4,15;1,00016137;373740201287,72;944;4,15;4,14;4,15;0,03;300,871
10/02/2020;4,15;1,00016137;365006285027,08;979;4,15;4,14;4,15;0,024;228,666
07/02/2020;4,15;1,00016137;329245408796,92;932;4,15;4,14;4,15;0,023;216,407
06/02/2020;4,15;1,00016137;326086143899,92;929;4,15;4,14;4,15;0,023;196,384
05/02/2020;4,4;1,00017089;363826432059,77;897;4,4;4,39;4,4;0,025;252,825
04/02/2020;4,4;1,00017089;355705324658,25;950;4,39;4,39;4,4;0,039;159,839
03/02/2020;4,4;1,00017089;348485161929,03;945;4,39;4,39;4,4;0,034;155,417
31/01/2020;4,4;1,00017089;347692729589;1011;4,39;4,39;4,4;0,036;116,294
30/01/2020;4,4;1,00017089;413636846035,36;938;4,4;4,39;4,4;0,02;287,608
29/01/2020;4,4;1,00017089;395547264645;937;4,4;4,39;4,4;0,022;375,677
28/01/2020;4,4;1,00017089;376554922605,24;952;4,4;4,39;4,4;0,024;169,68
27/01/2020;4,4;1,00017089;382355279850,4;937;4,4;4,39;4,4;0,02;240,467
24/01/2020;4,4;1,00017089;386669675503,27;941;4,4;4,39;4,4;0,029;304,339
23/01/2020;4,4;1,00017089;405861031219,63;927;4,4;4,39;4,4;0,018;338,256
22/01/2020;4,4;1,00017089;409720295874,46;903;4,4;4,39;4,4;0,02;262,046
21/01/2020;4,4;1,00017089;416453823377,59;924;4,4;4,39;4,4;0,019;343,687
20/01/2020;4,4;1,00017089;444075351789,12;899;4,4;4,39;4,4;0,019;358,212
17/01/2020;4,4;1,00017089;447606944854,35;916;4,4;4,39;4,4;0,03;350,424
16/01/2020;4,4;1,00017089;463968531192,38;895;4,4;4,39;4,4;0,02;261,046
15/01/2020;4,4;1,00017089;465305848215,58;938;4,4;4,39;4,4;0,035;224,216
14/01/2020;4,4;1,00017089;463517887482,83;934;4,4;4,39;4,4;0,02;320,179
13/01/2020;4,4;1,00017089;454938917550,58;889;4,4;4,39;4,4;0,028;227,886
10/01/2020;4,4;1,00017089;453024576792;962;4,4;4,39;4,4;0,023;339,048
09/01/2020;4,4;1,00017089;464317169249,48;937;4,4;4,39;4,4;0,034;276,464
08/01/2020;4,4;1,00017089;453552991866,18;909;4,4;4,39;4,4;0,031;220,995
07/01/2020;4,4;1,00017089;454986860796,62;898;4,4;4,39;4,4;0,03;242,463
06/01/2020;4,4;1,00017089;445394323834,72;895;4,4;4,39;4,4;0,028;218,248
03/01/2020;4,4;1,00017089;441830394652,83;897;4,4;4,39;4,4;0,028;224,652
02/01/2020;4,4;1,00017089;441727101590,57;916;4,4;4,39;4,4;0,039;140,626
31/12/2019;4,4;1,00017089;167315977994,74;276;4,4;4,4;4,4;0,034;220,079
30/12/2019;4,4;1,00017089;193624179928,7;310;4,4;4,4;4,4;0,035;260,714
27/12/2019;4,4;1,00017089;276831630955,47;1102;4,39;4,39;4,4;0,066;71,327
26/12/2019;4,4;1,00017089;291544932502,68;1014;4,39;4,39;4,4;0,048;122,551
24/12/2019;4,4;1,00017089;239430796004,37;506;4,4;4,4;4,4;0,042;104,733
23/12/2019;4,4;1,00017089;260079666101,95;532;4,4;4,4;4,4;0,035;145,202
20/12/2019;4,4;1,00017089;361418011249,5;967;4,39;4,39;4,4;0,036;200,972
19/12/2019;4,4;1,00017089;406294497009,72;973;4,4;4,39;4,4;0,034;240,153
18/12/2019;4,4;1,00017089;401218563907,74;902;4,4;4,39;4,4;0,027;303,847
17/12/2019;4,4;1,00017089;395118283760,24;951;4,39;4,39;4,4;0,047;94,532
16/12/2019;4,4;1,00017089;403120515030,35;939;4,4;4,39;4,4;0,028;264,591
13/12/2019;4,4;1,00017089;409936110479,5;926;4,4;4,39;4,4;0,023;229,236
12/12/2019;4,4;1,00017089;434982288855,74;918;4,4;4,39;4,4;0,021;304,316
11/12/2019;4,9;1,00018985;385588216707,2;883;4,89;4,89;4,9;0,041;211,725
10/12/2019;4,9;1,00018985;431849052725,4;879;4,9;4,89;4,9;0,033;375,093
09/12/2019;4,9;1,00018985;425809938946,36;903;4,9;4,89;4,9;0,031;358,122
06/12/2019;4,9;1,00018985;414383643344,45;883;4,9;4,89;4,9;0,026;526,276
05/12/2019;4,9;1,00018985;425130520777,81;885;4,9;4,89;4,9;0,023;670,161
04/12/2019;4,9;1,00018985;427752472629,44;873;4,9;4,89;4,9;0,025;371,213
03/12/2019;4,9;1,00018985;431618466496,52;867;4,9;4,89;4,9;0,024;393,801
02/12/2019;4,9;1,00018985;415329163291,42;897;4,9;4,89;4,9;0,026;295,805
29/11/2019;4,9;1,00018985;392814176065,81;892;4,89;4,89;4,9;0,037;329,144
28/11/2019;4,9;1,00018985;426231842234,63;890;4,9;4,89;4,9;0,025;286,999
27/11/2019;4,9;1,00018985;415966894536,88;876;4,9;4,89;4,9;0,025;719,862
26/11/2019;4,9;1,00018985;408695570674,52;863;4,9;4,89;4,9;0,028;315,567
25/11/2019;4,9;1,00018985;429532516397,35;887;4,9;4,89;4,9;0,019;301,155
22/11/2019;4,9;1,00018985;423765421414,29;876;4,89;4,89;4,9;0,046;256,88
21/11/2019;4,9;1,00018985;428844186241,65;840;4,9;4,89;4,9;0,034;266,623
20/11/2019;4,9;1,00018985;400267816001,62;700;4,9;4,89;4,9;0,022;738,762
19/11/2019;4,9;1,00018985;412180881563,6;712;4,9;4,89;4,9;0,023;304,413
18/11/2019;4,9;1,00018985;454800866090,09;920;4,9;4,89;4,9;0,021;429,601
14/11/2019;4,9;1,00018985;454609681399,04;918;4,89;4,89;4,9;0,062;145,557
13/11/2019;4,9;1,00018985;459092049661,49;868;4,9;4,89;4,9;0,021;247,44
12/11/2019;4,9;1,00018985;459418649491,45;913;4,9;4,89;4,9;0,02;258,714
11/11/2019;4,9;1,00018985;451204626872,81;894;4,9;4,89;4,9;0,021;359,29
08/11/2019;4,9;1,00018985;443117485326,62;944;4,9;4,89;4,9;0,021;357,11
07/11/2019;4,9;1,00018985;443657794654,65;901;4,9;4,89;4,9;0,023;410,574
06/11/2019;4,9;1,00018985;415682069921,52;882;4,9;4,89;4,9;0,028;289,292
05/11/2019;4,9;1,00018985;423466431496,95;902;4,9;4,89;4,9;0,022;202,365
04/11/2019;4,9;1,00018985;416493272477,38;900;4,89;4,89;4,9;0,043;210,159
01/11/2019;4,9;1,00018985;398979023438,04;880;4,9;4,89;4,9;0,028;265,03
31/10/2019;4,9;1,00018985;409076964569,68;894;4,9;4,89;4,9;0,035;183,452
30/10/2019;5,4;1,00020872;343072929149,8;890;5,39;5,39;5,4;0,062;133,192
29/10/2019;5,4;1,00020872;338442668116,66;855;5,4;5,39;5,4;0,03;222,682
28/10/2019;5,4;1,00020872;340681491079,22;871;5,39;5,39;5,4;0,038;175,265
25/10/2019;5,4;1,00020872;355690129154,16;902;5,4;5,39;5,4;0,023;386,215
24/10/2019;5,4;1,00020872;375512965377,17;893;5,4;5,39;5,4;0,022;354,803
23/10/2019;5,4;1,00020872;380802828599,19;907;5,39;5,39;5,4;0,032;238,498
22/10/2019;5,4;1,00020872;392850685941,58;903;5,39;5,39;5,4;0,067;120,478
21/10/2019;5,4;1,00020872;400643438197,91;920;5,4;5,39;5,4;0,025;390,26
18/10/2019;5,4;1,00020872;429273905269,94;911;5,4;5,39;5,4;0,028;419,15
17/10/2019;5,4;1,00020872;458447924696,67;904;5,4;5,39;5,4;0,031;325,942
16/10/2019;5,4;1,00020872;448972079697,24;885;5,4;5,39;5,4;0,026;237,756
15/10/2019;5,4;1,00020872;437862034130,37;921;5,4;5,39;5,4;0,025;296,999
14/10/2019;5,4;1,00020872;446575445081,3;906;5,4;5,39;5,4;0,038;367,887
11/10/2019;5,4;1,00020872;442515478775,14;910;5,4;5,39;5,4;0,027;428,507
10/10/2019;5,4;1,00020872;460459835623,82;898;5,4;5,39;5,4;0,023;395,393
09/10/2019;5,4;1,00020872;451134358319,08;874;5,4;5,39;5,4;0,023;576,24
08/10/2019;5,4;1,00020872;443695918184,32;864;5,4;5,39;5,4;0,021;167,355
07/10/2019;5,4;1,00020872;444230655646,99;897;5,4;5,39;5,4;0,021;505,307
04/10/2019;5,4;1,00020872;434491148968,17;901;5,4;5,39;5,4;0,034;408,02
03/10/2019;5,4;1,00020872;468788759334,43;871;5,4;5,39;5,4;0,019;551,391
