data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose
13/06/2018;6,4;1,0002462;375343952998,41;808;6,4;6,39;6,4;0,034;279,818
12/06/2018;6,4;1,0002462;381699605771,08;814;6,4;6,39;6,4;0,026;288,686
11/06/2018;6,4;1,0002462;370956168682,88;835;6,39;6,39;6,4;0,044;266,5
08/06/2018;6,4;1,0002462;388499659391,2;821;6,4;6,39;6,4;0,036;934,133
07/06/2018;6,4;1,0002462;386520490901,34;812;6,4;6,39;6,4;0,035;1619,75
06/06/2018;6,4;1,0002462;370157854313,43;836;6,4;6,39;6,4;0,037;442,088
05/06/2018;6,4;1,0002462;364402529047,48;798;6,4;6,39;6,4;0,039;315,654
04/06/2018;6,4;1,0002462;374357889956,51;816;6,4;6,39;6,4;0,026;231,293
01/06/2018;6,4;1,0002462;362512785906,22;831;6,4;6,39;6,4;0,032;153,639
30/05/2018;6,4;1,0002462;339680870773,16;843;6,4;6,39;6,4;0,027;260,133
29/05/2018;6,4;1,0002462;358208674917,08;836;6,4;6,39;6,4;0,027;284,924
28/05/2018;6,4;1,0002462;342350110052,2;817;6,4;6,39;6,4;0,031;144,75
25/05/2018;6,4;1,0002462;357770410389,41;853;6,4;6,39;6,4;0,029;455,992
24/05/2018;6,4;1,0002462;358169927402,97;824;6,4;6,39;6,4;0,026;330,765
23/05/2018;6,4;1,0002462;355249814913,82;800;6,4;6,39;6,4;0,029;485,102
22/05/2018;6,4;1,0002462;353251699491,24;810;6,4;6,39;6,4;0,026;330,559
21/05/2018;6,4;1,0002462;355120404770,76;838;6,4;6,39;6,4;0,025;369,587
18/05/2018;6,4;1,0002462;379603680165,94;827;6,4;6,39;6,4;0,023;419,475
17/05/2018;6,4;1,0002462;384103577163,94;809;6,4;6,39;6,4;0,023;323,47
16/05/2018;6,4;1,0002462;375648681617;813;6,4;6,39;6,4;0,029;270,091
15/05/2018;6,4;1,0002462;362895156354,76;827;6,4;6,39;6,4;0,034;329,047
14/05/2018;6,4;1,0002462;341175017944,65;838;6,4;6,39;6,4;0,032;229,259
11/05/2018;6,4;1,0002462;340507064657,82;843;6,4;6,39;6,4;0,029;356,414
10/05/2018;6,4;1,0002462;345638984719,38;860;6,39;6,39;6,4;0,035;204,483
09/05/2018;6,4;1,0002462;342281382983,98;816;6,4;6,39;6,4;0,026;427,537
08/05/2018;6,4;1,0002462;324957401740,45;814;6,4;6,39;6,4;0,035;286,622
07/05/2018;6,4;1,0002462;329851685323,91;837;6,4;6,39;6,4;0,023;360,693
04/05/2018;6,4;1,0002462;298133717594,89;834;6,4;6,39;6,4;0,026;221,786
03/05/2018;6,4;1,0002462;314320244104,54;844;6,4;6,39;6,4;0,025;2018,951
02/05/2018;6,4;1,0002462;300697108240,37;836;6,4;6,39;6,4;0,032;1913,346
30/04/2018;6,4;1,0002462;280695996937,26;841;6,4;6,39;6,4;0,032;4293,457
27/04/2018;6,4;1,0002462;304901265380,7;825;6,4;6,39;6,4;0,028;1355,303
26/04/2018;6,4;1,0002462;304792744863,36;883;6,39;6,39;6,4;0,032;1114,747
25/04/2018;6,4;1,0002462;330281092957,66;835;6,4;6,39;6,4;0,026;2992,568
24/04/2018;6,4;1,0002462;322915892552,85;808;6,4;6,39;6,4;0,028;3454,081
23/04/2018;6,4;1,0002462;320282978609,38;792;6,4;6,39;6,4;0,027;4722,127
20/04/2018;6,4;1,0002462;352533058879,24;842;6,4;6,39;6,4;0,03;751,445
19/04/2018;6,4;1,0002462;363553271662,4;788;6,4;6,39;6,4;0,02;309,284
18/04/2018;6,4;1,0002462;363286323047,22;798;6,4;6,39;6,4;0,027;1693,059
17/04/2018;6,4;1,0002462;373667081812,69;794;6,4;6,39;6,4;0,026;2319,862
16/04/2018;6,4;1,0002462;371484207079,78;827;6,4;6,39;6,4;0,025;310,997
13/04/2018;6,4;1,0002462;377326521962,52;821;6,4;6,39;6,4;0,021;2249,924
12/04/2018;6,4;1,0002462;399814069802,89;818;6,4;6,39;6,4;0,023;1433,212
11/04/2018;6,4;1,0002462;402479072238,79;785;6,4;6,39;6,4;0,02;396,69
10/04/2018;6,4;1,0002462;405635281246,33;767;6,4;6,39;6,4;0,028;1564,747
09/04/2018;6,4;1,0002462;395616726456,04;780;6,4;6,39;6,4;0,024;2538,389
06/04/2018;6,4;1,0002462;382397726886,49;778;6,4;6,39;6,4;0,026;2488,71
05/04/2018;6,4;1,0002462;396848454280,74;767;6,4;6,39;6,4;0,022;2627,277
04/04/2018;6,4;1,0002462;402179949726,38;771;6,4;6,39;6,4;0,022;427,581
03/04/2018;6,4;1,0002462;407683729156,35;813;6,4;6,39;6,4;0,025;1598,657
02/04/2018;6,4;1,0002462;391450890793,9;794;6,4;6,39;6,4;0,027;2412,082
29/03/2018;6,4;1,0002462;289627273382,49;877;6,39;6,39;6,4;0,046;315,259
28/03/2018;6,4;1,0002462;358460310658,54;847;6,4;6,39;6,4;0,021;371,499
27/03/2018;6,4;1,0002462;352329858234,79;857;6,4;6,39;6,4;0,026;2317,952
26/03/2018;6,4;1,0002462;338712827520,25;853;6,4;6,39;6,4;0,024;3030,49
23/03/2018;6,4;1,0002462;360596451931,23;848;6,4;6,39;6,4;0,027;962,595
22/03/2018;6,4;1,0002462;361341679997,92;833;6,4;6,39;6,4;0,024;2948,106
21/03/2018;6,65;1,00025552;449519873602,12;854;6,64;6,64;6,65;0,041;396,975
20/03/2018;6,65;1,00025552;490411124665,06;821;6,65;6,64;6,65;0,018;2931,666
19/03/2018;6,65;1,00025552;486136271339,66;779;6,65;6,64;6,65;0,028;1530,129
16/03/2018;6,65;1,00025552;492262449675,48;798;6,65;6,64;6,65;0,021;640,991
15/03/2018;6,65;1,00025552;508090219168,62;797;6,65;6,64;6,65;0,022;5077,026
14/03/2018;6,65;1,00025552;507067869485,52;787;6,65;6,64;6,65;0,02;1258,405
13/03/2018;6,65;1,00025552;499793764097,03;785;6,65;6,64;6,65;0,025;1023,91
12/03/2018;6,65;1,00025552;500430936526,41;823;6,65;6,64;6,65;0,031;1432,24
09/03/2018;6,65;1,00025552;476774354465,83;804;6,65;6,64;6,65;0,023;1819,551
08/03/2018;6,65;1,00025552;485972096690,4;766;6,65;6,64;6,65;0,023;2709,901
07/03/2018;6,65;1,00025552;498280551128,22;796;6,65;6,64;6,65;0,019;491,354
06/03/2018;6,65;1,00025552;479885059475,74;785;6,65;6,64;6,65;0,029;2550,922
05/03/2018;6,65;1,00025552;475976573190,62;773;6,65;6,64;6,65;0,023;2393,157
02/03/2018;6,65;1,00025552;462938507866,7;758;6,65;6,64;6,65;0,037;489,815
01/03/2018;6,65;1,00025552;473179910725,11;788;6,65;6,64;6,65;0,027;1712,64
28/02/2018;6,65;1,00025552;411435645892,08;810;6,65;6,64;6,65;0,034;1325,923
27/02/2018;6,65;1,00025552;420333696774,96;833;6,65;6,64;6,65;0,023;1208,808
26/02/2018;6,65;1,00025552;414373185445,72;833;6,65;6,64;6,65;0,027;1537,664
23/02/2018;6,65;1,00025552;425217344825,61;779;6,65;6,64;6,65;0,027;1288,374
22/02/2018;6,65;1,00025552;438422928615,51;822;6,65;6,64;6,65;0,024;1155,24
21/02/2018;6,65;1,00025552;435647233870,75;788;6,65;6,64;6,65;0,022;516,329
20/02/2018;6,65;1,00025552;462052088945,4;823;6,65;6,64;6,65;0,019;427,597
19/02/2018;6,65;1,00025552;458669030682,18;778;6,65;6,64;6,65;0,022;1162,376
16/02/2018;6,65;1,00025552;455878456655,22;821;6,65;6,64;6,65;0,025;367,648
15/02/2018;6,65;1,00025552;461647474839,55;800;6,65;6,64;6,65;0,025;1075,303
14/02/2018;6,65;1,00025552;429829043964,06;789;6,65;6,64;6,65;0,023;2026,451
09/02/2018;6,65;1,00025552;415793650995,29;816;6,65;6,64;6,65;0,036;764,029
08/02/2018;6,65;1,00025552;404194419893,4;856;6,65;6,64;6,65;0,026;314,999
07/02/2018;6,9;1,00026481;419100829300,58;875;6,9;6,89;6,9;0,033;374,517
06/02/2018;6,9;1,00026481;421324916898,18;913;6,9;6,89;6,9;0,036;493,208
05/02/2018;6,9;1,00026481;426470080586,26;866;6,9;6,89;6,9;0,024;1436,049
02/02/2018;6,9;1,00026481;402447271509,43;867;6,9;6,89;6,9;0,025;2476,626
01/02/2018;6,9;1,00026481;407624020971,5;825;6,9;6,89;6,9;0,028;1452,124
31/01/2018;6,9;1,00026481;411798974204,87;888;6,9;6,89;6,9;0,031;785,242
30/01/2018;6,9;1,00026481;440739558303,14;916;6,9;6,89;6,9;0,026;432,65
29/01/2018;6,9;1,00026481;441464037814,88;894;6,95;6,89;6,9;0,604;146,112
26/01/2018;6,9;1,00026481;412548810208,94;906;6,9;6,89;6,9;0,024;409,542
25/01/2018;6,9;1,00026481;400826226718,45;764;6,9;6,89;6,9;0,02;820,978
24/01/2018;6,9;1,00026481;416772470602,43;741;6,9;6,89;6,9;0,015;971,097
23/01/2018;6,9;1,00026481;447305230227,53;889;6,9;6,89;6,9;0,022;356,738
22/01/2018;6,9;1,00026481;459773753418,34;928;6,9;6,89;6,9;0,023;1983,454
19/01/2018;6,9;1,00026481;478157018205,5;864;6,9;6,89;6,9;0,024;1133,727
18/01/2018;6,9;1,00026481;506627265646,27;813;6,9;6,89;6,9;0,019;483,236
17/01/2018;6,9;1,00026481;507463423392,16;847;6,9;6,89;6,9;0,021;1924,356
16/01/2018;6,9;1,00026481;497758892778,65;821;6,9;6,89;6,9;0,023;517,099
15/01/2018;6,9;1,00026481;506663286759,75;866;6,9;6,89;6,9;0,022;1422,551
12/01/2018;6,9;1,00026481;477727511066,53;851;6,9;6,89;6,9;0,023;1622,963
11/01/2018;6,9;1,00026481;506237916815,76;831;6,9;6,89;6,9;0,022;1664,002
10/01/2018;6,9;1,00026481;504578673206,89;858;6,9;6,89;6,9;0,024;1330,337
09/01/2018;6,9;1,00026481;496452663235,13;862;6,9;6,89;6,9;0,02;502,958
08/01/2018;6,9;1,00026481;485776064586,01;819;6,9;6,89;6,9;0,027;1229,849
05/01/2018;6,9;1,00026481;506719083587,14;917;6,9;6,89;6,9;0,033;997,065
04/01/2018;6,9;1,00026481;509703406280,04;908;6,9;6,89;6,9;0,034;554,522
03/01/2018;6,9;1,00026481;524772794279,64;880;6,9;6,89;6,9;0,027;460,679
02/01/2018;6,9;1,00026481;500928603470,26;929;6,9;6,89;6,9;0,035;772,151
29/12/2017;6,9;1,00026481;233411497816,11;259;6,9;6,9;6,9;0,021;6619,32
28/12/2017;6,9;1,00026481;264335964350,56;270;6,9;6,9;6,9;0,021;7734,56
27/12/2017;6,9;1,00026481;359776827091,53;939;6,89;6,89;6,9;0,04;398,3
26/12/2017;6,9;1,00026481;358099277007,46;932;6,9;6,89;6,9;0,028;235,069
22/12/2017;6,9;1,00026481;373114367486,38;941;6,9;6,89;6,9;0,033;797,625
21/12/2017;6,9;1,00026481;365341352315,99;921;6,89;6,89;6,9;0,042;367,97
20/12/2017;6,9;1,00026481;401573225957,53;969;6,9;6,89;6,9;0,034;1028,307
19/12/2017;6,9;1,00026481;422495036870,29;961;6,9;6,89;6,9;0,028;1565,285
18/12/2017;6,9;1,00026481;415329309969,99;945;6,9;6,89;6,9;0,025;998,408
15/12/2017;6,9;1,00026481;418713163496,2;949;6,9;6,89;6,9;0,023;461,421
14/12/2017;6,9;1,00026481;420922982901,8;920;6,9;6,89;6,9;0,026;2481,571
13/12/2017;6,9;1,00026481;430481208872,66;948;6,9;6,89;6,9;0,023;1149,557
12/12/2017;6,9;1,00026481;425843597826,2;931;6,9;6,89;6,9;0,024;1576,503
11/12/2017;6,9;1,00026481;422010566896,01;926;6,9;6,89;6,9;0,021;2606,05
08/12/2017;6,9;1,00026481;413244742435,02;905;6,9;6,89;6,9;0,027;1297,324
07/12/2017;6,9;1,00026481;410108717486,58;907;6,9;6,89;6,9;0,031;1148,733
06/12/2017;7,4;1,00028333;304739219091,55;926;7,39;7,39;7,4;0,043;571,437
05/12/2017;7,4;1,00028333;303519005360,16;937;7,39;7,39;7,4;0,053;388,815
04/12/2017;7,4;1,00028333;315800836904,2;947;7,39;7,39;7,4;0,048;706,688
01/12/2017;7,4;1,00028333;307560647490,97;962;7,4;7,39;7,4;0,03;2781,057
30/11/2017;7,4;1,00028333;298084663326,87;990;7,39;7,39;7,4;0,037;969,361
29/11/2017;7,4;1,00028333;301361880795,92;939;7,4;7,39;7,4;0,028;1406,694
28/11/2017;7,4;1,00028333;312901075028,06;971;7,4;7,39;7,4;0,029;1213,628
27/11/2017;7,4;1,00028333;318938285483,39;943;7,4;7,39;7,4;0,031;1334,476
24/11/2017;7,4;1,00028333;318240834400,52;964;7,4;7,39;7,4;0,026;1493,384
23/11/2017;7,4;1,00028333;337757471215,84;935;7,4;7,39;7,4;0,023;2296,843
22/11/2017;7,4;1,00028333;331344841798,62;964;7,4;7,39;7,4;0,025;396,564
21/11/2017;7,4;1,00028333;336810474696,7;937;7,4;7,39;7,4;0,025;1800,46
20/11/2017;7,4;1,00028333;304409997954,79;694;7,4;7,39;7,4;0,016;533,737
17/11/2017;7,4;1,00028333;329331070130,16;695;7,4;7,39;7,4;0,02;874,565
16/11/2017;7,4;1,00028333;384105491110,77;989;7,4;7,39;7,4;0,022;2475,577
14/11/2017;7,4;1,00028333;365108169030,23;981;7,4;7,39;7,4;0,025;1929,837
13/11/2017;7,4;1,00028333;365213596675,08;960;7,4;7,39;7,4;0,023;468,61
10/11/2017;7,4;1,00028333;347169980135,79;986;7,4;7,39;7,4;0,03;3712,265
09/11/2017;7,4;1,00028333;357112832069,25;955;7,4;7,39;7,4;0,023;347,952
08/11/2017;7,4;1,00028333;346089540867,47;943;7,4;7,39;7,4;0,027;375,635
07/11/2017;7,4;1,00028333;346374220086,17;941;7,4;7,39;7,4;0,025;400,991
06/11/2017;7,4;1,00028333;342348488475,69;925;7,4;7,39;7,4;0,025;461,182
03/11/2017;7,4;1,00028333;323092757339,69;975;7,4;7,39;7,4;0,033;1533,568
01/11/2017;7,4;1,00028333;325716640095,16;955;7,4;7,39;7,4;0,03;3599,793
31/10/2017;7,4;1,00028333;345508470749,03;959;7,4;7,39;7,4;0,03;308,424
30/10/2017;7,4;1,00028333;336078915115,74;974;7,4;7,39;7,4;0,028;1628,738
27/10/2017;7,4;1,00028333;352156150998,39;955;7,4;7,39;7,4;0,027;299,223
26/10/2017;7,4;1,00028333;359982454328,59;969;7,4;7,39;7,4;0,03;214,555
25/10/2017;8,15;1,00031096;459376047977,22;943;8,14;8,14;8,15;0,061;182,858
24/10/2017;8,15;1,00031096;462824625745,25;891;8,15;8,14;8,15;0,033;806,199
23/10/2017;8,15;1,00031096;456258520315,16;893;8,15;8,14;8,15;0,041;1112,999
20/10/2017;8,15;1,00031096;478249476175,3;878;8,15;8,14;8,15;0,033;874,997
19/10/2017;8,15;1,00031096;488114698365,15;875;8,15;8,14;8,15;0,026;2040,313
18/10/2017;8,15;1,00031096;487041220378,39;861;8,15;8,14;8,15;0,023;698,452
17/10/2017;8,15;1,00031096;482516844795,02;887;8,15;8,14;8,15;0,037;450,109
16/10/2017;8,15;1,00031096;485492140168,42;881;8,15;8,14;8,15;0,024;1576,471
13/10/2017;8,15;1,00031096;470225389579,68;885;8,15;8,14;8,15;0,033;1356,018
11/10/2017;8,15;1,00031096;470610286673,66;848;8,15;8,14;8,15;0,022;2000,771
10/10/2017;8,15;1,00031096;467338857399,29;874;8,15;8,14;8,15;0,025;1525,21
09/10/2017;8,15;1,00031096;467227248864,89;821;8,15;8,14;8,15;0,024;1682,26
06/10/2017;8,15;1,00031096;452541021733,74;921;8,15;8,14;8,15;0,022;2229,67
05/10/2017;8,15;1,00031096;469190792040,67;882;8,15;8,14;8,15;0,023;2337,122
04/10/2017;8,15;1,00031096;476566165172,51;864;8,15;8,14;8,15;0,019;513,459
03/10/2017;8,15;1,00031096;479121905106,81;853;8,15;8,14;8,15;0,023;2549,446
02/10/2017;8,15;1,00031096;462118283513,32;887;8,15;8,14;8,15;0,028;2245,553
29/09/2017;8,15;1,00031096;387046699850,73;993;8,15;8,14;8,15;0,031;2194,927
28/09/2017;8,15;1,00031096;410034783949,44;928;8,15;8,14;8,15;0,023;1972,012
27/09/2017;8,15;1,00031096;422450924641,06;969;8,15;8,14;8,15;0,023;1773,203
26/09/2017;8,15;1,00031096;406888737111,9;962;8,15;8,14;8,15;0,022;334,877
25/09/2017;8,15;1,00031096;414619535230,32;949;8,15;8,14;8,15;0,027;1742,697
22/09/2017;8,15;1,00031096;420031697390,59;949;8,15;8,14;8,15;0,024;904,984
21/09/2017;8,15;1,00031096;429444425950,02;947;8,15;8,14;8,15;0,022;1608,114
20/09/2017;8,15;1,00031096;463203612679,28;974;8,15;8,14;8,15;0,027;897,265
19/09/2017;8,15;1,00031096;472970477450,97;877;8,15;8,14;8,15;0,019;474,935
18/09/2017;8,15;1,00031096;474291878389,99;937;8,15;8,14;8,15;0,023;3708,66
15/09/2017;8,15;1,00031096;484055941679,53;926;8,15;8,14;8,15;0,021;2367,631
14/09/2017;8,15;1,00031096;487158455337,84;962;8,15;8,14;8,15;0,022;1915,428
13/09/2017;8,15;1,00031096;480656107893,21;898;8,15;8,14;8,15;0,023;1907,762
12/09/2017;8,15;1,00031096;468797108885,96;982;8,15;8,14;8,15;0,023;220,945
11/09/2017;8,15;1,00031096;466515059050,16;921;8,15;8,14;8,15;0,038;675,497
08/09/2017;8,15;1,00031096;435101258529,78;984;8,15;8,14;8,15;0,021;344,355
06/09/2017;9,15;1,00034749;373680557633,25;977;9,15;9,14;9,15;0,042;699,407
05/09/2017;9,15;1,00034749;373909112890,25;1007;9,15;9,14;9,15;0,03;2783,298
04/09/2017;9,15;1,00034749;360737308326,1;993;9,15;9,14;9,15;0,04;489,283
01/09/2017;9,15;1,00034749;329212882070,31;951;9,15;9,14;9,15;0,03;1353,973
31/08/2017;9,15;1,00034749;329462132462,5;1007;9,15;9,14;9,15;0,025;257,492
30/08/2017;9,15;1,00034749;337264480077,96;1000;9,15;9,14;9,15;0,025;1585,998
29/08/2017;9,15;1,00034749;331670325143,4;966;9,15;9,14;9,15;0,027;1173,594
28/08/2017;9,15;1,00034749;337137922837,27;1020;9,15;9,14;9,15;0,023;1366,761
25/08/2017;9,15;1,00034749;354829437479,73;1026;9,15;9,14;9,15;0,032;2613,249
24/08/2017;9,15;1,00034749;358093307932,1;949;9,15;9,14;9,15;0,023;2523,241
23/08/2017;9,15;1,00034749;367072111117,76;980;9,15;9,14;9,15;0,026;1332,594
22/08/2017;9,15;1,00034749;366809229484,94;967;9,15;9,14;9,15;0,025;892,601
21/08/2017;9,15;1,00034749;358292902424,56;1036;9,15;9,14;9,15;0,022;240,69
18/08/2017;9,15;1,00034749;394376283400,99;991;9,15;9,14;9,15;0,023;1284,778
17/08/2017;9,15;1,00034749;403381465540,5;953;9,15;9,14;9,15;0,022;2217,632
16/08/2017;9,15;1,00034749;404291903223,03;941;9,15;9,14;9,15;0,022;1942,887
15/08/2017;9,15;1,00034749;404166209726,7;1006;9,15;9,14;9,15;0,023;1429,777
14/08/2017;9,15;1,00034749;379002816427,7;1008;9,15;9,14;9,15;0,022;1311,559
11/08/2017;9,15;1,00034749;376354317578,71;962;9,15;9,14;9,15;0,024;1963,921
10/08/2017;9,15;1,00034749;379613077049,07;961;9,15;9,14;9,15;0,025;1231,716
09/08/2017;9,15;1,00034749;380328162487,8;947;9,15;9,14;9,15;0,022;2196,637
08/08/2017;9,15;1,00034749;368610707415,9;955;9,15;9,14;9,15;0,024;2201,672
07/08/2017;9,15;1,00034749;366260600638,26;969;9,15;9,14;9,15;0,025;2055,705
04/08/2017;9,15;1,00034749;360391379068,98;961;9,15;9,14;9,15;0,027;1975,324
03/08/2017;9,15;1,00034749;369436018752,54;957;9,15;9,14;9,15;0,025;2667,538
02/08/2017;9,15;1,00034749;360181993497,8;974;9,15;9,14;9,15;0,024;2270,14
01/08/2017;9,15;1,00034749;357592109075,2;1107;9,14;9,14;9,15;0,036;648,395
31/07/2017;9,15;1,00034749;353799576466,51;1007;9,15;9,14;9,15;0,031;275,089
28/07/2017;9,15;1,00034749;353243290336,7;1043;9,15;9,14;9,15;0,032;3708,893
27/07/2017;9,15;1,00034749;366195827028,12;954;9,15;9,14;9,15;0,023;422,414
26/07/2017;10,15;1,0003837;388674390601,94;976;10,14;10,14;10,15;0,06;306,266
25/07/2017;10,15;1,0003837;394729038761,89;981;10,15;10,14;10,15;0,023;3242,501
24/07/2017;10,15;1,0003837;392065997857,3;957;10,15;10,14;10,15;0,036;710,671
21/07/2017;10,15;1,0003837;394540297968,34;925;10,15;10,14;10,15;0,025;1490,82
20/07/2017;10,15;1,0003837;445126676584,35;883;10,15;10,14;10,15;0,033;893,454
19/07/2017;10,15;1,0003837;432828935401,2;935;10,15;10,14;10,15;0,021;2066,804
18/07/2017;10,15;1,0003837;434846323240,83;920;10,15;10,14;10,15;0,025;5346,656
17/07/2017;10,15;1,0003837;432491435323,01;894;10,15;10,14;10,15;0,02;2839,873
14/07/2017;10,15;1,0003837;435909228940,13;975;10,15;10,14;10,15;0,026;667,3
13/07/2017;10,15;1,0003837;460664482927,6;871;10,15;10,14;10,15;0,019;3400,174
12/07/2017;10,15;1,0003837;457498035217,16;860;10,15;10,14;10,15;0,021;2302,618
11/07/2017;10,15;1,0003837;465776036886,37;885;10,15;10,14;10,15;0,026;6342,758
10/07/2017;10,15;1,0003837;452951403981,78;897;10,15;10,14;10,15;0,02;1726,296
07/07/2017;10,15;1,0003837;458604899663,45;909;10,15;10,14;10,15;0,023;2784,076
06/07/2017;10,15;1,0003837;460814001569,69;882;10,15;10,14;10,15;0,021;2792,301
05/07/2017;10,15;1,0003837;457791768839,2;916;10,15;10,14;10,15;0,027;1302,201
04/07/2017;10,15;1,0003837;448871333415;929;10,15;10,14;10,15;0,023;1310,889
03/07/2017;10,15;1,0003837;442305315190,3;976;10,15;10,14;10,15;0,044;945,853
30/06/2017;10,15;1,0003837;327771404466,42;995;10,15;10,14;10,15;0,032;910,051
29/06/2017;10,15;1,0003837;357779666792;932;10,15;10,14;10,15;0,026;3654,733
28/06/2017;10,15;1,0003837;357554562220,4;969;10,15;10,14;10,15;0,029;1148,553
27/06/2017;10,15;1,0003837;336405296986,17;935;10,15;10,14;10,15;0,027;1028,882
26/06/2017;10,15;1,0003837;326434886418,39;938;10,14;10,14;10,15;0,031;996,259
23/06/2017;10,15;1,0003837;337172583393,22;978;10,15;10,14;10,15;0,025;881,188
22/06/2017;10,15;1,0003837;346409866679,14;952;10,15;10,14;10,15;0,025;346,492
21/06/2017;10,15;1,0003837;352688167510,8;944;10,15;10,14;10,15;0,029;904,831
20/06/2017;10,15;1,0003837;375585311803,1;937;10,15;10,14;10,15;0,023;273,313
19/06/2017;10,15;1,0003837;370877947727,44;961;10,15;10,14;10,15;0,024;1119,486
16/06/2017;10,15;1,0003837;355724189040,27;935;10,15;10,14;10,15;0,031;596,148
14/06/2017;10,15;1,0003837;374983947865,9;894;10,15;10,14;10,15;0,032;1724,526
13/06/2017;10,15;1,0003837;374536128708,78;911;10,15;10,14;10,15;0,024;792,349
12/06/2017;10,15;1,0003837;367504469010,97;944;10,15;10,14;10,15;0,02;1833,867
09/06/2017;10,15;1,0003837;356316808793,59;962;10,15;10,14;10,15;0,023;1574,282
08/06/2017;10,15;1,0003837;386386688658,86;926;10,15;10,14;10,15;0,026;1864,475
07/06/2017;10,15;1,0003837;359735558217,71;944;10,15;10,14;10,15;0,023;1694,77
06/06/2017;10,15;1,0003837;354063491950,95;926;10,15;10,14;10,15;0,021;2827,981
05/06/2017;10,15;1,0003837;360236380843;970;10,15;10,14;10,15;0,021;1508,686
02/06/2017;10,15;1,0003837;348796172009,36;876;10,15;10,14;10,15;0,027;1053,451
01/06/2017;10,15;1,0003837;370042501974,15;978;10,15;10,14;10,15;0,042;716,455
31/05/2017;11,15;1,00041957;391063818827,13;1008;11,15;11,14;11,15;0,042;647,099
30/05/2017;11,15;1,00041957;372505225706,84;986;11,14;11,14;11,15;0,063;275,811
29/05/2017;11,15;1,00041957;368111950283,18;991;11,14;11,14;11,15;0,085;264,943
26/05/2017;11,15;1,00041957;370899563514,29;995;11,15;11,14;11,15;0,027;1528,22
25/05/2017;11,15;1,00041957;388892304342,47;968;11,15;11,14;11,15;0,032;734,394
24/05/2017;11,15;1,00041957;387809341160,71;992;11,15;11,14;11,15;0,025;1217,067
23/05/2017;11,15;1,00041957;379649871928,84;979;11,14;11,14;11,15;0,042;564,045
22/05/2017;11,15;1,00041957;382573095079,06;977;11,15;11,14;11,15;0,03;937,025
19/05/2017;11,15;1,00041957;412747183198,3;1006;11,15;11,14;11,15;0,025;952,924
18/05/2017;11,15;1,00041957;402207994286,64;1017;11,15;11,14;11,15;0,026;617,235
17/05/2017;11,15;1,00041957;397996869721,55;990;11,15;11,14;11,15;0,024;969,033
16/05/2017;11,15;1,00041957;387038023055,82;968;11,15;11,14;11,15;0,03;1110,784
15/05/2017;11,15;1,00041957;387913204646,94;969;11,14;11,14;11,15;0,04;555,293
12/05/2017;11,15;1,00041957;326728976192,68;991;11,15;11,14;11,15;0,026;1601,599
11/05/2017;11,15;1,00041957;332515310639,62;1030;11,15;11,14;11,15;0,024;1030,917
10/05/2017;11,15;1,00041957;342747228895,15;998;11,15;11,14;11,15;0,027;1237,452
09/05/2017;11,15;1,00041957;341246729156,22;980;11,15;11,14;11,15;0,024;258,508
08/05/2017;11,15;1,00041957;335111678013,39;1021;11,14;11,14;11,15;0,031;2062,715
05/05/2017;11,15;1,00041957;334927394203,16;1010;11,15;11,14;11,15;0,022;1013,683
04/05/2017;11,15;1,00041957;347116149714,17;984;11,15;11,14;11,15;0,025;2534,261
03/05/2017;11,15;1,00041957;351224353382,03;987;11,15;11,14;11,15;0,026;3012,947
02/05/2017;11,15;1,00041957;342820997094,06;1024;11,15;11,14;11,15;0,023;2053,661
28/04/2017;11,15;1,00041957;327024910382,9;1059;11,14;11,14;11,15;0,046;211,608
27/04/2017;11,15;1,00041957;345353990830,13;968;11,15;11,14;11,15;0,021;1971,026
26/04/2017;11,15;1,00041957;336530534688,63;971;11,15;11,14;11,15;0,023;1019,761
25/04/2017;11,15;1,00041957;362975012834,18;994;11,15;11,14;11,15;0,021;1235,815
24/04/2017;11,15;1,00041957;350629532042,74;983;11,15;11,14;11,15;0,024;1103,827
20/04/2017;11,15;1,00041957;383166430669,54;970;11,15;11,14;11,15;0,022;545,192
19/04/2017;11,15;1,00041957;386804644829,31;995;11,15;11,14;11,15;0,02;1747,44
18/04/2017;11,15;1,00041957;390835700903,44;1093;11,15;11,14;11,15;0,025;2467,047
17/04/2017;11,15;1,00041957;385272405367,44;994;11,15;11,14;11,15;0,023;2570,761
13/04/2017;11,15;1,00041957;420937714726,17;1023;11,15;11,14;11,15;0,038;592,347
12/04/2017;12,15;1,00045513;426858808208,07;992;12,15;12,14;12,15;0,039;841,924
11/04/2017;12,15;1,00045513;401197024377,31;981;12,15;12,14;12,15;0,032;732,569
10/04/2017;12,15;1,00045513;404606228200,21;977;12,15;12,14;12,15;0,02;2234,318
07/04/2017;12,15;1,00045513;401353421338,67;968;12,15;12,14;12,15;0,019;500,69
06/04/2017;12,15;1,00045513;407412672406,96;979;12,15;12,14;12,15;0,021;498,891
05/04/2017;12,15;1,00045513;416958798951,31;967;12,15;12,14;12,15;0,02;4797,325
04/04/2017;12,15;1,00045513;409826590801,81;973;12,15;12,14;12,15;0,024;672,69
03/04/2017;12,15;1,00045513;399279434206,03;988;12,15;12,14;12,15;0,025;1013,062
31/03/2017;12,15;1,00045513;318585583409,53;1124;12,15;12,14;12,15;0,026;1344,877
