,codigo_cvm,ticker,sector_id,data_referencia,demonstrativo_id,nome_demonstrativo,ativos,receita,custos,ROE,ROA,depreciacao,wc,capex
28,94,PATI3,1,2014-06-30,17258,itr,610710,183590,-166312,0.232072,0.109751,648000.0,70715000.0,135922000.0
29,94,PATI4,1,2014-06-30,17258,itr,610710,183590,-166312,0.232072,0.109751,648000.0,70715000.0,135922000.0
30,94,PATI3,1,2014-09-30,17274,itr,608929,180350,-163328,0.0735209,0.035886,4347000.0,64093000.0,-17366000.0
31,94,PATI4,1,2014-09-30,17274,itr,608929,180350,-163328,0.0735209,0.035886,4347000.0,64093000.0,-17366000.0
32,94,PATI3,1,2014-12-31,17312,dfp,635008,736923,-661265,0.0510227,0.0249932,6153000.0,-23200000.0,126123000.0
33,94,PATI4,1,2014-12-31,17312,dfp,635008,736923,-661265,0.0510227,0.0249932,6153000.0,-23200000.0,126123000.0
34,94,PATI3,1,2015-03-31,17336,itr,672395,181302,-161331,0.0397304,0.0187043,1752000.0,14547000.0,4721000.0
35,94,PATI4,1,2015-03-31,17336,itr,672395,181302,-161331,0.0397304,0.0187043,1752000.0,14547000.0,4721000.0
36,94,PATI3,1,2015-06-30,17349,itr,662880,155016,-136844,0.0358975,0.0167082,1763000.0,4448000.0,2618000.0
37,94,PATI4,1,2015-06-30,17349,itr,662880,155016,-136844,0.0358975,0.0167082,1763000.0,4448000.0,2618000.0
38,94,PATI3,1,2015-09-30,17367,itr,675515,156314,-136304,0.0379091,0.017772,1821000.0,-245000.0,6459000.0
39,94,PATI4,1,2015-09-30,17367,itr,675515,156314,-136304,0.0379091,0.017772,1821000.0,-245000.0,6459000.0
40,94,PATI3,1,2015-12-31,17385,dfp,643375,634929,-557954,0.0349994,0.0167853,1856000.0,-17769000.0,3002000.0
41,94,PATI4,1,2015-12-31,17385,dfp,643375,634929,-557954,0.0349994,0.0167853,1856000.0,-17769000.0,3002000.0
42,94,PATI3,1,2016-03-31,17406,itr,688793,146833,-127978,0.0337784,0.0161601,7192000.0,-36519000.0,16800000.0
43,94,PATI4,1,2016-03-31,17406,itr,688793,146833,-127978,0.0337784,0.0161601,7192000.0,-36519000.0,16800000.0
44,94,PATI3,1,2016-06-30,17422,itr,693057,175149,-152498,0.0388049,0.0181062,1848000.0,34704000.0,7877000.0
45,94,PATI4,1,2016-06-30,17422,itr,693057,175149,-152498,0.0388049,0.0181062,1848000.0,34704000.0,7877000.0
46,94,PATI3,1,2016-09-30,17439,itr,733945,192453,-167733,0.0433628,0.0198724,1901000.0,-21689000.0,1595000.0
47,94,PATI4,1,2016-09-30,17439,itr,733945,192453,-167733,0.0433628,0.0198724,1901000.0,-21689000.0,1595000.0
48,94,PATI3,1,2016-12-31,17457,dfp,753713,683821,-597041,0.0446659,0.0198823,1927000.0,-3836000.0,5894000.0
49,94,PATI4,1,2016-12-31,17457,dfp,753713,683821,-597041,0.0446659,0.0198823,1927000.0,-3836000.0,5894000.0
50,94,PATI3,1,2017-03-31,17477,itr,796335,200627,-175424,0.0449127,0.0193813,1916000.0,3974000.0,17015000.0
51,94,PATI4,1,2017-03-31,17477,itr,796335,200627,-175424,0.0449127,0.0193813,1916000.0,3974000.0,17015000.0
52,94,PATI3,1,2017-06-30,17496,itr,789225,188329,-162156,0.0457276,0.0195187,7592000.0,-5205000.0,32381000.0
53,94,PATI4,1,2017-06-30,17496,itr,789225,188329,-162156,0.0457276,0.0195187,7592000.0,-5205000.0,32381000.0
54,94,PATI3,1,2017-09-30,17511,itr,796788,214498,-190230,0.0416402,0.0179847,1972000.0,-6331000.0,7024000.0
55,94,PATI4,1,2017-09-30,17511,itr,796788,214498,-190230,0.0416402,0.0179847,1972000.0,-6331000.0,7024000.0
56,94,PATI3,1,2017-12-31,17527,dfp,780950,813954,-709590,0.0498196,0.02192,2035000.0,309000.0,4044000.0
57,94,PATI4,1,2017-12-31,17527,dfp,780950,813954,-709590,0.0498196,0.02192,2035000.0,309000.0,4044000.0
58,94,PATI3,1,2018-03-31,17549,itr,817562,246820,-211836,0.062137,0.0275106,2155000.0,4488000.0,6606000.0
59,94,PATI4,1,2018-03-31,17549,itr,817562,246820,-211836,0.062137,0.0275106,2155000.0,4488000.0,6606000.0
60,94,PATI3,1,2018-06-30,17562,itr,878220,256904,-223379,0.152612,0.0680595,2009000.0,-13756000.0,2080000.0
61,94,PATI4,1,2018-06-30,17562,itr,878220,256904,-223379,0.152612,0.0680595,2009000.0,-13756000.0,2080000.0
62,94,PATI3,1,2018-09-30,17580,itr,908581,294498,-259066,0.157211,0.0705305,8171000.0,-12222000.0,19754000.0
63,94,PATI4,1,2018-09-30,17580,itr,908581,294498,-259066,0.157211,0.0705305,8171000.0,-12222000.0,19754000.0
64,94,PATI3,1,2018-12-31,17596,dfp,895309,1066091,-929052,0.157217,0.0712272,2204000.0,36992000.0,4969000.0
65,94,PATI4,1,2018-12-31,17596,dfp,895309,1066091,-929052,0.157217,0.0712272,2204000.0,36992000.0,4969000.0
66,94,PATI3,1,2019-03-31,17618,itr,979936,267139,-235162,0.149212,0.0663636,2318000.0,4919000.0,2356000.0
67,94,PATI4,1,2019-03-31,17618,itr,979936,267139,-235162,0.149212,0.0663636,2318000.0,4919000.0,2356000.0
68,94,PATI3,1,2019-06-30,17632,itr,937757,266412,-234879,0.064499,0.0284404,2405000.0,4220000.0,4299000.0
69,94,PATI4,1,2019-06-30,17632,itr,937757,266412,-234879,0.064499,0.0284404,2405000.0,4220000.0,4299000.0
70,94,PATI3,1,2019-09-30,17647,itr,932693,262733,-229914,0.0558656,0.0254142,2480000.0,48673000.0,3825000.0
71,94,PATI4,1,2019-09-30,17647,itr,932693,262733,-229914,0.0558656,0.0254142,2480000.0,48673000.0,3825000.0
72,94,PATI3,1,2019-12-31,17664,dfp,955559,1050533,-926385,0.0418473,0.0188799,9407000.0,2542000.0,15449000.0
73,94,PATI4,1,2019-12-31,17664,dfp,955559,1050533,-926385,0.0418473,0.0188799,9407000.0,2542000.0,15449000.0
