,PATI3,PATI4,BAHI3,BBDC3,BBDC4,BAZA3,BBAS3,BGIP3,BGIP4,BEES3,BEES4,BRSR3,BRSR6,BRSR5,BNBR3,BMIN3,BMIN4,BMEB3,BMEB4,BRIV3,BRIV4,BDLL3,BDLL4,BALM3,BALM4,BAUH3,BAUH4,BMKS3,CAMB4,CAMB3,RANI3,ELET3,ELET6,ELET5,CMIG3,CMIG4,CLSC3,CLSC4,CESP3,CESP5,CESP6,CBEE3,FESA3,FESA4,CEDO3,CEDO4,CSAB3,CSAB4,CTNM3,CTNM4,REDE3,EEEL3,EEEL4,HBTS5,MSPA3,MSPA4,CRIV3,CRIV4,GGBR3,GGBR4,CSNA3,CTSA3,CTSA4,CTKA3,CTKA4,VALE3,CGRA4,CGRA3,GUAR3,ODER4,BRGE3,BRGE6,BRGE8,BRGE5,CALI3,CALI4,MEND3,MEND6,BRKM3,BRKM5,BRKM6,CORR3,CORR4,DOHL3,DOHL4,RADL3,MNDL3,EALT4,EALT3,WEGE3,ETER3,EUCA3,EUCA4,FIGE3,FIGE4,TASA3,TASA4,FRAS3,TUPY3,VVAR3,HETA4,HOOT4,HOOT3,IGBR3,ROMI3,TXRX4,TXRX3,INEP3,INEP4,ITSA3,ITSA4,JFEN3,KEPL3,LAME3,LAME4,LHER3,LHER4,LREN3,LUXM3,LUXM4,MGEL3,MGEL4,ESTR4,POMO3,POMO4,MERC3,MERC4,LEVE3,MTIG4,MTIG3,GOAU3,GOAU4,JPSA3,MTSA3,MTSA4,MMAQ3,MMAQ4,MOAR3,NORD3,PNVL3,PNVL4,PMAM3,AHEB3,AHEB5,AHEB6,PETR3,PETR4,PTNT3,PTNT4,RPAD3,RPAD6,RPAD5,RPMG3,ALPA3,ALPA4,SLED3,SLED4,SOND6,SOND5,WLMM4,TCNO3,TCNO4,TEKA3,TEKA4,TKNO3,TKNO4,TELB3,TELB4,OIBR3,OIBR4,CRPG3,CRPG6,CRPG5,UNIP3,UNIP6,UNIP5,VULC3,MYPK3,AZEV4,AZEV3,MWET3,MWET4,BOBR3,BOBR4,JBDU3,JBDU4,RCSL3,RCSL4,KLBN4,KLBN3,SNSY5,SNSY3,JOPA3,JOPA4,HAGA3,HAGA4,RSUL4,PPAR3,PLAS3,MNPR3,PTBL3,SCAR3,MAPT3,MAPT4,SUZB3,RAPT3,RAPT4,BSLI3,BSLI4,CPLE3,CPLE6,CPLE5,USIM3,USIM6,USIM5,WHRL3,WHRL4,CEPE5,CEPE6,SBSP3,CEBR3,CEBR5,CEBR6,CYRE3,CEEB3,CEEB5,ENMT3,ENMT4,SHUL3,SHUL4,HGTX3,PCAR3,COCE3,COCE5,COCE6,ENGI3,ENGI4,VSPT3,ATOM3,BTTL3,NEOE3,CGAS3,CGAS5,LIPR3,GFSA3,BRFS3,RSID3,ECPR3,ECPR4,CEGR3,GPCP3,GPCP4,PSSA3,CASN3,CASN4,EMAE4,EMAE3,EGIE3,RAIL3,EKTR3,EKTR4,VIVT3,STBP3,MMXM3,COGN3,CSRN3,CSRN6,CSRN5,EQPA3,EQPA5,EQPA6,EQPA7,GEPA3,GEPA4,TRPL3,TRPL4,PDTC3,UGPA3,DTCY3,SAPR4,SAPR3,CPFE3,PEAB3,PEAB4,BRAP3,BRAP4,CCRO3,TIET3,TIET4,ATMP3,BIOM3,TPIS3,ITUB3,ITUB4,CSMG3,ECOR3,GOLL4,GRND3,DASA3,FRTA3,RENT3,ENBR3,CSAN3,LIGT3,BRML3,BRPR3,TOTS3,EQTL3,VLID3,AGRO3,CARD3,LUPA3,EMBR3,ODPV3,TAEE3,TAEE4,MDIA3,PFRM3,TESA3,POSI3,LPSB3,TCSA3,RDNI3,PDGR3,IGTA3,SMTO3,EVEN3,SANB3,SANB4,PINE4,JBSS3,JHSF3,FRIO3,FHER3,CRDE3,CEED3,CEED4,VIVR3,LOGN3,SLCE3,EZTC3,MRFG3,HBOR3,MRVE3,BEEF3,ABCB4,SGPS3,MULT3,BTOW3,GSHP3,YDUQ3,CCPR3,MDNE3,DTEX3,SULA3,SULA4,TRIS3,TEND3,BBRK3,BPAN4,ENEV3,NUTR3,OSXB3,DIRR3,GPAR3,HYPE3,LLIS3,ALUP3,ALUP4,B3SA3,RNEW3,RNEW4,CIEL3,FLRY3,MILS3,JSLG3,AMAR3,AFLT3,PRIO3,APER3,ARZZ3,ALSO3,ENAT3,SHOW3,MGLU3,QUAL3,TECN3,PGMN3,BPAC3,BPAC5,HBSA3,LCAM3,UCAS3,SQIA3,BSEV3,LINX3,BBSE3,SEER3,ANIM3,ABEV3,LOGG3,CVCB3,OMGE3,RLOG3,DMMO3,OFSA3,MEAL3,WIZS3,MOVI3,AALR3,PARD3,AZUL4,CRFB3,IRBR3,CAML3,PRNR3,SMLS3,BRDT3,BKBR3,GNDI3,HAPV3,BIDI4,BIDI3,BMGB4,CNTO3,VAMO3,NTCO3,VIVA3,RDOR3,CEAB3,MTRE3,LWSA3,TIMS3,ALPK3,AMBP3,SIMH3,SOMA3,LJQQ3,DMVF3,LAVV3,PLPL3,PETZ3,CURY3,MELK3,BOAS3,SEQL3,GMAT3,TFCO4,CASH3,ENJU3,AVLL3,AERI3,RRRP3,ASAI3,INTB3,MOSI3,POWE3,JALL3,CMIN3
2010-01-01,82328.80158560617,24249.60643386841,366916878.72407365,26525519.106112074,36683408.4083806,97750931.9823881,41160508722.19718,74481080.59573936,62464122.96107769,262416.65707724437,272342.7557896205,2910622.8683116096,2988650.3470007125,3124995.6572922296,1671795.351871854,20760931.12962995,3985228.645477295,253919.3231037685,117622.03631401062,637395.1420331682,270031.1634788513,239584277.34375,134175592.91294642,2838930.9310913086,2666560.0967407227,14531.553547859194,18212.51782989502,97315908.20802961,775940.0033569336,3678488.045654297,6949.450221402305,24426082951.13634,14482454660.812988,18058245747.151203,4414621.83061997,3970898.4883294785,1288675.7134023393,934010.8154326847,3387740.603066308,3148112.595876195,4910579.767473084,166135260611.08908,826203869.0185547,579077608.7297711,34906434.039446644,45545652.52996445,112679.45940290179,76698.41308593749,2488574.7051239014,2613003.7794885184,1197864.6522504943,35793988869.097916,33478247545.316048,23575.360048770905,220884.40829086304,124958.04719352722,365086.7910512969,177595.34247175854,25576352.74434789,35151687.22410965,24797812159.058544,70001.98400680223,27583.854089850473,424948.6356124878,565285.1810455322,174196658.8369274,162017030.17633983,161006257.35512972,435939100.53798133,102991.39925193788,439448940.90914315,170760092.71798038,164832778.3197069,168054916.65844345,3882.3910331726065,6292.441818237305,519470.50370788574,507079.5217514038,6395550.874211562,7222661.036331767,6221769.91873094,-194163.39110565186,3172440.4101104736,5163.021073222159,6214.0406141110825,316959762.6666379,1193392.337864467,5132.720053195953,8625.5105137825,2702459648.9638934,1420621429.3071203,419997.8700156212,389437.2516783306,53279.96923937115,38682.60298919678,3414961.0757904053,4905584.5392423365,196738.48901367188,242214.01808377673,1086492.6577657063,206552.06639426097,1382304.3851241157,606289.191239357,96246561.75100784,506878.35929212114,132037706.9380331,336483203.0619669,13578631.744275773,14188012.967369443,18525432.526613917,16389974.07036736,5266550663.539341,29709754.101439342,4294470617.513224,5181918856.355847,1972.3097324371338,13434.809982299805,587766.6952374321,5554.023677587509,5373.112231731415,1183000114.5370789,681544676.7236431,284077.2849800927,536161587.3541777,645537981.5618612,54822.8173828125,37155.68218231201,457722152.1792412,185832229882.32422,381632123722.93524,9866639.171795618,11637781.257234301,15499624.247491837,631225194.2475586,171755031.41584742,-1.3288725853241344e+16,0.165199713781476,422589.2515411377,37080327200.0,8759966.865279566,5790873.645652953,34043438965.55797,93075.10149765015,41282.087688446045,41940.0,430513269.8457931,362878649.86593646,72598304.34008026,41668970.87724638,418492005.3835015,383110365.5228019,179992289.4823866,12351019.820344107,1061647.3662961323,904980.1660988217,532082.5770121984,724273.5980704171,14231.832263946533,13417.034314836774,44260300.97139454,1311889971.0518973,1146523040.7714844,2190855.4661078677,1622054.8242064884,122643.84874343872,118033.01086425781,132238691412771.97,140759059270502.56,78989472.61855352,74274000.77622187,37294782.138188675,16675070.610489165,16819899.213030227,7409110.615280333,3405929.6285536634,5611597.055475235,1669174995.4223633,1089826.2307750157,34357.391595840454,3.7366127507988,345676.62387847895,180405.75289726257,54065.0,308170.4896879196,18025473199.14481,17044428757.108444,18220418.29003034,22485231.408312116,626987893.4662713,853750052.1857035,42623.92345909845,50225.496822799956,114317.8284409841,132007.14633514767,37592666.482925415,35949333.365758255,57413841.957092285,16487.34024047852,27311636.24564761,19760120041.809082,188953.13454743795,782517.4241892498,495284257.3212204,141553544.028862,5831133.420665741,1333158.3666733333,1562753.6580122085,50680.328274567924,25566.1941331625,445742821.3047832,610391456.5115373,6772663621.001242,24327950691.651478,14885243371.264114,23358477722.325413,2113761.92776252,1943641.3397331806,1713019.3202950615,1286644.1555099487,1778915.2821089427,309661.26864242554,119358.52475166321,185369.9897518158,6727723.867293039,3484808.9477216634,2934107.469792366,640543.7545512518,565043.2552089691,483315.25989198685,177893.44465914226,619537.4599494935,7568518.65467453,1388207183.1965191,1324636070.1062605,710328179.7886943,1506092.3068099702,1343307.8058718443,420395287392.0,481288.37081704824,2981086.8333333335,99560480.68350002,1289909.14325537,1370285.8163694656,422141.80263155984,31702251.388104755,18093286113.31036,87393002682.12471,18168.452835083008,14759.225563775924,295064358.52965546,698916.4229086468,8045697.656985691,3733423.8566989894,5384027.236251831,2431987.604446411,355941.445122628,466315.74211656477,5639826008.365511,7936386495.732646,1617973273.9020967,1933541435.9671066,7304323.26857526,248137.31146144864,824830897.270438,1116582.096710205,742588.9383270172,548991.320130825,582264.9554414749,158624294.16381836,591316.7094313076,30508.09036794304,857039.7820062637,1201707.1515865326,1493500.9933128357,987054.9837028639,945950.015773092,0,2836645329.071577,441901.074872085,145444759.18636465,366297091.44441783,5266997064.278184,170143070.55361363,177344574.21355247,8755880.669647217,8849783.520743234,2874237937.462471,482142564.0602848,7245304049.246533,593572567270.0521,51668.14147758484,697879.7819955009,37645793.87930189,50183636.693586074,631477.2719004494,3435748.3271114486,6677449.035284314,557529808.4926605,3056965972.030807,14046166.665213449,879366.6500309535,1017401.205348628,6215773.592738833,2946270576.9844847,2400347.2295747483,914125.3771329607,197862.9937424887,307497071.06609195,598133.5102262951,430074921.09353197,277345.6718690055,241860159681.31104,6329360.090660367,662281819.3105406,1330263.4094324112,1958757.838019371,1398029.6355270206,504347.5559418088,347400042.3688907,1593798.5485440206,620972.299489975,10332526.688796997,634931.8726732618,3708940017.4745398,1022806126.5906544,588790121.8959264,1441376738.1156209,2838528901.028376,2482780809.478784,466333.45937086287,22368773497.597134,1222064255.9923775,14571099.239837646,553631.1449218477,4031482397.1257887,54212175920.0,47743594206.612175,740709390.440918,3427541.631382534,544960717.1908447,575191487.7557455,7650526407.401857,691052.194404602,3262317.2866639635,643472975.9736824,720787036.2654605,2769456.7739912667,1528715352.3501477,4225251737.453973,9929483027.938843,454354036.8918518,545592.4195789156,1191252.0469612393,3946916180.928419,2893542793.653803,6942986763.078346,183310.78675691286,1985183.9141953785,8964104.393964496,2519081584.6836143,11771218.030966623,1528683743.4285715,2466749.9866336584,926906218.4973793,379655.37924957275,9832212.838941483,742002.9602959043,979707.1435712632,588258.9230252447,17674931059.30823,23708470450.34572,2838732625.570025,3572552419.9770474,962902282.7776171,1393034.03132257,0,1977575.0501375198,471873.88316404255,545414454.5890045,289428827.8601074,1289251.3037785122,13186614.741914295,1168894502.6999843,763520.295716876,-1273.144655195725,16065483.55292788,1935843600.3465376,485428573.971703,8867306327.819826,8533947372.436523,2726064.291454497,38929024.59342496,56109925.502586365,1996763.3277282147,155994649398.18985,124755614.99245803,4918551999.849532,1623789815.4624023,32927646.957471572,651646.8065161024,2363058.2103433157,598778.81648486,5278054679.711917,13180826607.1642,1440112624454.1455,5070739177.766535,918863421.6960224,1596035.1061805543,5310145668.425288,1672264372.8817532,68826.46477890015,29000584061.747307,25364590474.656322,2754935404.869027,974355473.1967138,1210400032.1477344,4714717182.542429,22059602.50218709,2358215622.569311,9521020663.550035,2915186869.3033853,303689660.53755677,244386451.25710225,4316025237.461236,1810997067.4466588,9723182778.097567,4161.100587390718,5119010658.648663,60803449768.03283,17022964.579925537,922310.7142857142,499567092.71239674,0,1568867.6360073544,2002910967.827683,2905857979.9395914,3812962754.6294427,2009707.6369547616,8506658.285714285,1734403929.0710278,1890826.9584423245,5529150.207802182,3070108992.630234,1632955462.328124,6250698774.2161455,1255748203.37694,15255885845.044333,9921585963.37136,924782896.9176596,1353700.8813028107,259017729.93536058,4220773591.285526,28904123.998263225,0,530381000.85978895,2547889.73084804,0,1924182222.1088524,0
2011-01-01,112771.51393563408,49821.57400294712,312681756.27700096,28404871.384847913,35360775.74454244,70280568.5651543,46674934726.76595,97631589.53656769,103105938.04244587,238093.6173084804,248849.15220206123,3625347.330098107,3937299.023495901,4268807.965182622,1555485.6350711642,15324871.58608573,3899379.204319546,337676.5283039638,158394.163445064,604276.3341558547,284931.02873248147,254139404.296875,149400565.0111607,2353051.986694336,2823416.4905548096,14531.553547859197,11332.23378276825,149077303.49804106,1365936.0040283203,7199326.592559814,7657.6303735687625,16161560197.290216,17034791472.824516,29384832685.814884,4712892.117866562,4171624.314184189,1428045.7214813232,934010.8154326847,3725147.1048550834,3101922.7230250044,5621961.534136273,154133315585.8087,770420700.8579799,652368018.7988281,41172313.31861314,40764793.39050947,102986.79931640625,88103.7744140625,2282346.7026619683,2409476.712022509,1212521.560484455,31731220769.482533,33478247545.316048,21440.14980931509,174986.35235595703,156197.56212615967,387008.18196269445,180418.28330344244,20549046.987456005,28403780.717399597,24546806704.101818,56956.60553981577,22037.145890003158,467879.35950469977,817059.6688079834,191539820.5317797,191147050.74044183,195047944.8328972,506255874.74278045,102991.39925193788,434370417.4992542,223113190.37725356,226090999.8621397,228102397.86394495,8055.194091796875,9738.245132446289,618746.1847190857,365144.77797753474,7887351.24638058,9868688.091501055,6018096.072425842,-194163.39110565186,6154534.869018555,7648.093515447208,8176.578402451107,489743608.03449154,1271959.402543295,4516.066981213434,12935.678243637085,3308835916.092469,1951677582.195827,734427.4993935992,547483.1279417448,53580.797126770005,38682.60298919678,2989660.543092455,3315611.2099536713,261019.60163283348,517228.95389007387,1440840.7736932663,210923.54082380023,1829366.1176231022,606289.191239357,88374387.8380505,563142.4921809151,204648312.06532386,405848631.2680094,10028725.299253918,9719741.68372018,19382069.846217133,18496074.415388223,7602253468.83138,19833561.399811883,4603903978.97766,5608962225.209873,1972.3097324371338,13434.809982299805,910954.231376648,5605.790073156357,9588.734538078308,1183000114.5370789,553539791.5643452,329806.79823793686,1048879573.4214661,1189014376.8336186,52542.84931182861,42342.65790939331,463891404.23583984,150214389954.3457,248061242653.0413,7919101.825944991,9192818.050880432,15295684.79875946,334171884.1263148,152825045.103805,2583394693152768.0,0.165199713781476,485037.0991363525,20810387714.285713,11845110.41372524,8184477.910366558,25355956026.45581,108587.61708068848,102418.8897416251,62257.907266616836,314954823.444204,268676746.8566479,64998756.33334826,40122789.07658863,440832188.4965744,381352216.2245392,219768378.66383672,10710456.319077628,1808081.405532837,1598054.3838980538,693591.8886860439,913091.0850187031,15298.47370311192,16857.501455579484,59434242.85572043,1272118844.168527,930714743.4779576,5347475.675559634,4898859.949483235,131680.06773994083,132214.70906303043,149694570249478.06,123727364528501.5,49086570.72461083,58869585.85489182,18791947.56603241,11673208.969786054,14118914.582195736,2439023.846665519,1731948.4199249973,5331017.162861824,1522993024.1902668,1803766.5796685899,34357.391595840454,3.7366127507988,321048.007850647,170213.7462615967,54065.0,495904.77098533086,9258219754.671457,9530691136.839191,18212661.026755195,15691667.756129675,707911443.808006,920671452.7395967,114551.79550091426,105641.1878480003,131762.9175310589,125403.75819206242,50858331.17167155,35694333.06852976,57425500.0,16495.864788237075,29571585.197884697,13524000000.000002,234188.23485723566,1127466.6651454198,249808089.23084503,170345575.1245674,5886349.736505055,1538965.5546598206,1962886.5578380087,66360.25092204413,70233.87531314576,454716744.43882704,680195092.5441484,10534079424.153809,21462157025.472374,20250886146.62905,18234453488.004684,2087550.872773602,2001526.5853255477,1785051.179460798,1686694.6340517313,2354743.9312413535,158093.4250706264,147919.9214831761,145182.82016141072,6220845.167206174,4065610.6241653077,3516952.2934613912,502110.7149442037,455411.99336719513,483315.25989198685,275533.7245325815,637981.0665742557,17592977.167022705,1295980523.3601952,1359873387.4509761,816671998.00772,1405040.513472421,1243992.4753786665,588553392325.7953,272800.102001088,4009232.1428571427,99560480.68350002,1644785.7209773744,1685112.5635032654,437663.3945655823,28847792.577927906,20893362994.960293,87976657383.09819,15800.988864898682,16737.070864722842,338144905.35988826,461163.4659307344,8045697.656985691,5079670.248472214,6050576.3595581055,3256161.80552528,196082.7928780374,466315.74211656477,7625698289.263674,7936386495.732646,2772494207.287399,2257157092.6820183,8197885.842312903,264140.4413047518,798123503.2321603,1116582.096710205,904874.3942503702,808427.2824712027,812601.9033806665,158624995.65185547,516599.73164828616,21987.34422606655,606061.9012712296,1439775.3476324081,1777685.8756303333,1121660.9652209056,1091073.9915992417,0,2548420995.6180897,628110.240644228,205840574.6497805,366297091.44441783,6327164583.095797,125860829.80067636,126224178.8724251,9717433.117377145,9886249.651696341,3291316585.912832,641609568.7723986,9070265338.906431,765096781193.9825,44555.963866143,1038449.3544442314,39442221.18785204,52174492.96147047,639699.5391894068,4583658.783876283,6946167.678851445,577412264.3566132,4676307783.529809,8171087.443033854,1138876.917005539,1125649.4801514489,7241585.661995479,3382722672.2246437,3740429.0763086593,1278638.7838439941,296352.3857276553,214494398.49419212,621852.4100666954,441575431.8274362,218178.08698654175,159021122794.50137,8088366.003081685,1028270068.5406343,1347808.0046095848,1958757.838019371,1325416.9957410723,443517.1366882324,273082502.1687535,819791.8003718059,1030478.6619529723,11310254.290565489,608653.8784424465,4730643180.2859,1396338619.5427723,775156871.227991,1605668232.2174973,2972402508.2624717,2313696859.0430617,635326.6470245407,15934473059.361979,1155121120.1883407,16920421.140088763,439262.6681113924,4958074176.292419,35780036698.06583,47743594206.612175,670893608.7845633,3999623.8660598025,638848829.1446936,916654873.4206581,4838106903.710993,1079560.9615500313,4140905.488565649,627089055.6928947,884800510.8960088,2908925.5693626404,1754119961.5651526,3252800736.499789,12854556345.666504,524546780.8564613,660151.7148472014,1191252.0469612393,4135911318.543111,8856230844.189034,6942986763.078346,212409.37348331726,1876074.1502285004,11515942.78189523,938887512.8521199,13357855.656392414,1485496380.0,23821607496.86105,1085826413.5902672,442931.2757911682,11157051.351526352,1888905.7683263505,979707.1435712632,588258.9230252447,18042499664.88553,23708470450.34572,2838732625.570025,3799618822.2695575,962902282.7776171,2613054.8787148795,0,4045026.900309971,129224.8724350759,727225435.2469482,314750130.0246931,1289251.3037785122,13186614.741914295,1168894502.6999843,763520.295716876,-1273.144655195725,16065483.55292788,1935843600.3465376,485428573.971703,8867306327.819826,8533947372.436523,2726064.291454497,38929024.59342496,56109925.502586365,1996763.3277282147,155994649398.18985,124755614.99245803,4918551999.849532,1623789815.4624023,32927646.957471572,1077058.6091928254,2363058.2103433157,598778.81648486,5278054679.711917,13180826607.1642,1440112624454.1455,5070739177.766535,918863421.6960224,1596035.1061805543,5310145668.425288,1672264372.8817532,68826.46477890015,29000584061.747307,25364590474.656322,2754935404.869027,974355473.1967138,1210400032.1477344,4714717182.542429,22059602.50218709,2358215622.569311,9521020663.550035,2915186869.3033853,303689660.53755677,244386451.25710225,4316025237.461236,1810997067.4466588,9723182778.097567,4161.100587390718,5119010658.648663,60803449768.03283,17022964.579925537,922310.7142857142,499567092.71239674,0,1568867.6360073544,2002910967.827683,2905857979.9395914,3812962754.6294427,2009707.6369547616,8506658.285714285,1734403929.0710278,1890826.9584423245,5529150.207802182,3070108992.630234,1632955462.328124,6250698774.2161455,1255748203.37694,15255885845.044333,9921585963.37136,924782896.9176596,1353700.8813028107,259017729.93536058,4220773591.285526,28904123.998263225,0,530381000.85978895,2547889.73084804,0,1924182222.1088524,0
2012-01-01,84806.5168762207,45056.71307700021,241578873.01655033,28674131.974087898,34211996.75339217,52023573.318607874,37816601423.83121,192547191.73370087,192628028.25213024,270442.6310675485,245986.37342180524,3749742.266050793,4436454.07182539,4548970.389304842,1488348.1991217476,20849862.177952357,3767977.478877476,368744.8893683298,164834.7192491804,466041.5975883121,239438.03783743724,280197802.734375,89602879.69680059,2941314.2824172974,3289654.0307998657,14532171.319764141,12249859.303742545,73159261.65517172,1036816.0006713867,367848.78341674805,6420.934335708618,13163638722.977858,17612406346.014866,34584921145.55263,6213086296.776709,5133546107.467512,2400910.204008375,934010.8154326847,4605528.978345008,4551675.538958504,6721031.28851936,210908321601.7949,633810.9887695312,396310.60791015625,106329154.06000046,101089327.67595564,113252.03962053571,91319.61007254463,1735901.727781977,1643006.2607731137,1121494.7266714915,26722522203.53548,26401250024.3266,34761.859520367216,144729.48947525024,129812.1865310669,324357.696020308,171268.84911872091,17211750824.05986,20885126166.822826,13286778162.835,70738.34357814562,27014.40098958356,360559.3732948303,567802.2005233765,145838638.81075042,177328570.0111795,185206121.08877972,490216.20461600163,102991.39925193788,330106322.6643097,224024906.61205956,137250043.628726,230137447.3904457,36494090.64815521,30014083.652168274,618746.1847190857,412252.002225785,6080445242.990388,7300272294.254695,6872641071.448196,277836.0,3537252.073410034,163063.0005025863,75383.42729176793,431477047.075758,16252421.503974915,3943.019500800541,7761.40683889389,2723705315.0084763,1650754.6780450002,509872062.21632767,483703863.15490156,70285.12770080566,70259.43557739258,1534443558.7082062,2157772623.012482,201660.89326228414,552843.2207495826,1151236.286267962,186224.7223172869,1073473.079873857,606289.191239357,138965911.7789962,256183707.16691703,171183.29688223204,195927.80077371144,5049025.876958936,4513329.901286534,21291086.06589608,16850194.45133552,5692727116.17606,13393742.320016041,4807441520.833233,5623742059.667004,1972.3097324371338,13434.809982299805,859549.1202860333,5772.072005623863,9234.59955249514,1301224173.6723328,254915998.59672755,215713.9712817328,1110284458.0067127,1258972364.9453745,60650.92460632324,40768.45205307007,402974352.31236047,105526163.33537947,773773121.1311384,5347341026.922727,6371722580.245734,12061708.767590659,488351843.33896697,181426907.43403772,-408680994439168.0,0.2039462346583596,472563.0327453614,28850764785.714283,15566962.718829295,10124444.809687637,16128088007.843346,49640.04986572265,144487.30290985107,108517.2781791687,274458535.59143424,241855097.24467123,65461058.30180264,31726337.382737637,391060138.4513784,281623928.1949489,246792073.6471839,23250791.1016209,1986217.2281265259,1935598.456452506,512320.1519764491,449020.5262282235,22769.19623565674,27906.13130078997,70266519.11115555,829292.6439557757,573261.48550851,4658921.193072001,4829836.292352585,152518.69750213623,143403.7935322353,34276243083.890205,15883132402.810757,40657332.988056004,55036311.66678292,20044740.52810669,14298287.47072674,17254085.029760998,1457278.5068725178,885060.8570705142,1903934.663079557,2560533.3264668784,1879672.6918768203,190529870.7144601,557651853.5614014,823200.0,348193.9973831177,54065.0,450953.59990437824,4798517882.467913,4507109506.096075,9697074.027226765,7065730.058082944,982914306.3914026,1067844441.6188239,138504.78699236826,200327.84863431114,123107.49438667297,112465.30700111389,46472333.46303304,54349000.18374125,47806000.0,16627.109379359652,16294386.690691993,16542750000.0,173609491.48031604,1196868.8271358127,96483943.5,58152907.48458697,7556056.578676497,1254645.7569197246,1464929.6073568435,66734.66603568623,60390.49139482634,366084844.7415183,635320501.2021265,9869130333.7183,17502688127.215168,10140422044.263384,10108723638.876007,1809658.3149935065,1954789.9568043323,1944499.391409011,1925897.2371306648,2890473499.0582037,151664.71087156024,115653.70167350769,144951.0884586062,4725265.086742764,5725535.401897975,5669329.005825951,631687.1531310081,458024.82511591905,483315.25989198685,282652.7913956188,683119.526090622,17931714.08139801,1664450821.367098,1817057304.6508656,1464284242.3918037,1624095.085265364,1579081.7357563288,588553392325.7953,156366.1541449172,4386990.904761905,99560480.68350002,1969607.2244630542,1950534.0326628003,461996.2492218018,12521197.739398139,29231615898.969437,57987127235.93954,37599.852943420425,44280.72910308838,317693421.32024,604035.9187722206,8045697.656985691,4072031.206958771,2762224.6602249146,3111090.4343414307,171217.556020328,466315.74211656477,8842360025.46365,7936386495.732646,2108870896.3053656,2491214994.1821766,26431548.70226488,298998.4469754185,602002247.4958147,1425536.5119261742,1219203.7249196372,1054707.0025987625,1164914.842171669,22760.0937244296,550112.5208625793,21141.67991116643,544896.3605546951,1892697.9752146401,2270173.3175604683,1089014.5836096264,1112985.2581734431,0,6834919655.629925,519620175.3330008,329699889.2314593,122650664.00607486,16380080751.210194,142169705.36305618,143066612.3414154,7700759.138496399,7363197.884038653,3556792641.869609,762982.0602280754,9994001.792726062,607639916052.7211,40386.756999946774,1040826.607976641,37746624.509897135,47344748.24762545,748993.7599372183,4836086.5942873275,3757040.6331100916,527425650.2342224,4406434833.652979,5143899.4216918945,1166707.4752938407,1277526.072495665,7604531.069963182,4317600523.363397,4248632.903737749,1670326.445979527,1455328996.151565,233898363.3553418,845216.5533474514,365668157.9492478,156721.16284724645,64329062150.495605,7656914.430584226,1107133005.2251205,1405163.0685338974,1958757.838019371,1536409030.873435,310078.68958791095,111538973.25481959,451582.5523785182,728264.056563241,14305298.690692358,429320.472184817,3066047842.99721,1208741687.7425551,579723958.9691162,1248428091.9441748,1881372499.0448723,1693965916.2108831,560897753.6007404,14044146613.159285,1894218571.1565123,7441136.556235177,523163.6618490219,4188682698.756562,42410885923.809525,54057286352.263306,409157468.84650534,2314599844.646759,474821427.12320596,1117938169.556645,2957294655.363262,1204443.3592210498,3108584.8272103583,478355548.28687423,735209726.0481534,1945156.4019227708,1887872911.3893065,1350806012.9109254,11764527312.31733,387981653.46765155,772123.0568885803,1191252.0469612393,3067473.745914868,9058845652.263893,6949569265.090313,80605.55890744073,2964327.519631386,7479676.221378871,1519620929.4582925,22401318.153643653,1613072844.3809524,13096182645.0,896944502.4488398,442931.2757911682,4551880.248806931,3386747.6016453337,979707143.5712632,588258923.0252447,14822842534.883255,23953558327.476112,2868078211.334357,2528877203.092357,962902282.7776171,2012352.0234376364,0,2923344.574183055,121374.01780454886,338683508.27233016,29768769826.00006,1652022.6225389752,1895276563.389866,1168894502.6999843,843451.3749445053,-1006.8427936372581,2734615764.296686,1006472390.4640237,1456285721.915109,8867306327.819826,8533947372.436523,2726064.291454497,38929024.59342496,56109925.502586365,1996763.3277282147,155994649398.18985,124755614.99245803,4918551999.849532,1623789815.4624023,32927646.957471572,1663392.9142657463,2363058.2103433157,598778.81648486,5278054679.711917,13180826607.1642,1440112624454.1455,5070739177.766535,862731002.663802,1596035.1061805543,5310145668.425288,1672264372.8817532,68826.46477890015,29000584061.747307,25364590474.656322,2754935404.869027,974355473.1967138,1210400032.1477344,4714717182.542429,22059602.50218709,2358215622.569311,9521020663.550035,2915186869.3033853,303689660.53755677,244386451.25710225,4316025237.461236,1810997067.4466588,9723182778.097567,4161.100587390718,5119010658.648663,60803449768.03283,17022964.579925537,922310.7142857142,499567092.71239674,0,1568867.6360073544,2002910967.827683,2905857979.9395914,3812962754.6294427,2009707.6369547616,8506658.285714285,1734403929.0710278,1890826.9584423245,5529150.207802182,3070108992.630234,1632955462.328124,6250698774.2161455,1255748203.37694,15255885845.044333,9921585963.37136,924782896.9176596,1353700.8813028107,259017729.93536058,4220773591.285526,28904123.998263225,0,530381000.85978895,2547889.73084804,0,1924182222.1088524,0
