,codigo_negociacao,data_referencia,release_date,ordinarias,preferenciais,totais
0,PATI3,2010-12-31,2011-04-01,8534,322,8856
1,PATI3,2011-03-31,2011-05-13,8534,322,8856
2,PATI3,2011-06-30,2011-08-11,8850,334,9184
3,PATI3,2011-09-30,2011-11-11,9135,345,9480
4,PATI3,2011-12-31,2012-03-20,9135,345,9480
5,PATI3,2012-03-31,2012-05-15,9135,345,9480
6,PATI3,2012-06-30,2012-08-14,9241,349,9590
7,PATI3,2012-09-30,2012-11-14,9423,355,9778
8,PATI3,2012-12-31,2013-03-08,9423,355,9778
9,PATI3,2013-03-31,2013-05-10,9423,355,9778
10,PATI3,2013-06-30,2013-08-13,9462,335,9797
11,PATI3,2013-09-30,2013-11-13,10785,679,11464
12,PATI3,2013-12-31,2014-03-18,11841,746,12587
13,PATI3,2014-03-31,2014-05-13,11841,746,12587
14,PATI3,2014-06-30,2014-08-12,13307,622,13929
15,PATI3,2014-09-30,2014-11-13,13307,622,13929
16,PATI3,2014-12-31,2015-03-05,15614,699,16313
17,PATI3,2015-03-31,2015-05-15,15614,699,16313
18,PATI3,2015-06-30,2015-08-13,15614,699,16313
19,PATI3,2015-09-30,2015-11-12,15614,699,16313
20,PATI3,2015-12-31,2016-03-18,15803,707,16510
21,PATI3,2016-03-31,2016-05-13,15803,707,16510
22,PATI3,2016-06-30,2016-08-15,15803,707,16510
23,PATI3,2016-09-30,2016-11-11,16572,742,17314
24,PATI3,2016-12-31,2017-03-17,16703,748,17451
25,PATI3,2017-03-31,2017-05-12,16703,748,17451
26,PATI3,2017-06-30,2017-08-11,16703,748,17451
27,PATI3,2017-09-30,2017-11-09,16703,748,17451
28,PATI3,2017-12-31,2018-02-26,16880,756,17636
29,PATI3,2018-03-31,2018-05-11,16880,756,17636
30,PATI3,2018-06-30,2018-08-15,16880,756,17636
31,PATI3,2018-09-30,2018-11-14,16880,756,17636
32,PATI3,2018-12-31,2019-02-28,17075,764,17839
33,PATI3,2019-03-31,2019-05-10,17075,764,17839
34,PATI3,2019-06-30,2019-08-13,17075,764,17839
35,PATI3,2019-09-30,2019-11-11,17075,764,17839
36,PATI3,2019-12-31,2020-02-28,17487,783,18270
37,PATI3,2020-03-31,2020-06-25,17487,783,18270
38,PATI3,2020-06-30,2020-08-26,17487,783,18270
39,PATI3,2020-09-30,2020-11-13,17487,783,18270
40,PATI3,2020-12-31,2021-02-26,17487,783,18270
41,PATI4,2010-12-31,2011-04-01,8534,322,8856
42,PATI4,2011-03-31,2011-05-13,8534,322,8856
43,PATI4,2011-06-30,2011-08-11,8850,334,9184
44,PATI4,2011-09-30,2011-11-11,9135,345,9480
45,PATI4,2011-12-31,2012-03-20,9135,345,9480
46,PATI4,2012-03-31,2012-05-15,9135,345,9480
47,PATI4,2012-06-30,2012-08-14,9241,349,9590
48,PATI4,2012-09-30,2012-11-14,9423,355,9778
49,PATI4,2012-12-31,2013-03-08,9423,355,9778
50,PATI4,2013-03-31,2013-05-10,9423,355,9778
51,PATI4,2013-06-30,2013-08-13,9462,335,9797
52,PATI4,2013-09-30,2013-11-13,10785,679,11464
53,PATI4,2013-12-31,2014-03-18,11841,746,12587
54,PATI4,2014-03-31,2014-05-13,11841,746,12587
55,PATI4,2014-06-30,2014-08-12,13307,622,13929
56,PATI4,2014-09-30,2014-11-13,13307,622,13929
57,PATI4,2014-12-31,2015-03-05,15614,699,16313
58,PATI4,2015-03-31,2015-05-15,15614,699,16313
59,PATI4,2015-06-30,2015-08-13,15614,699,16313
60,PATI4,2015-09-30,2015-11-12,15614,699,16313
61,PATI4,2015-12-31,2016-03-18,15803,707,16510
62,PATI4,2016-03-31,2016-05-13,15803,707,16510
63,PATI4,2016-06-30,2016-08-15,15803,707,16510
64,PATI4,2016-09-30,2016-11-11,16572,742,17314
65,PATI4,2016-12-31,2017-03-17,16703,748,17451
66,PATI4,2017-03-31,2017-05-12,16703,748,17451
67,PATI4,2017-06-30,2017-08-11,16703,748,17451
68,PATI4,2017-09-30,2017-11-09,16703,748,17451
69,PATI4,2017-12-31,2018-02-26,16880,756,17636
70,PATI4,2018-03-31,2018-05-11,16880,756,17636
71,PATI4,2018-06-30,2018-08-15,16880,756,17636
72,PATI4,2018-09-30,2018-11-14,16880,756,17636
73,PATI4,2018-12-31,2019-02-28,17075,764,17839
74,PATI4,2019-03-31,2019-05-10,17075,764,17839
75,PATI4,2019-06-30,2019-08-13,17075,764,17839
76,PATI4,2019-09-30,2019-11-11,17075,764,17839
77,PATI4,2019-12-31,2020-02-28,17487,783,18270
78,PATI4,2020-03-31,2020-06-25,17487,783,18270
79,PATI4,2020-06-30,2020-08-26,17487,783,18270
80,PATI4,2020-09-30,2020-11-13,17487,783,18270
81,PATI4,2020-12-31,2021-02-26,17487,783,18270
82,BAHI3,2010-12-31,2011-03-04,5451213,0,5451213
83,BAHI3,2011-03-31,2011-05-12,5451213,0,5451213
84,BAHI3,2011-06-30,2011-08-04,5996334,0,5996334
85,BAHI3,2011-09-30,2011-10-31,5996334,0,5996334
86,BAHI3,2011-12-31,2012-03-16,5996334,0,5996334
87,BAHI3,2012-03-31,2012-05-16,5996334,0,5996334
88,BAHI3,2012-06-30,2012-08-09,5996334,0,5996334
89,BAHI3,2012-09-30,2012-11-14,5996334,0,5996334
90,BAHI3,2012-12-31,2013-04-01,5996334,0,5996334
91,BAHI3,2013-03-31,2013-05-22,5996334,0,5996334
92,BAHI3,2013-06-30,2013-08-05,5996334,0,5996334
93,BAHI3,2013-09-30,2013-11-14,5996334,0,5996334
94,BAHI3,2013-12-31,2014-03-31,5996334,0,5996334
95,BAHI3,2014-03-31,2014-05-08,5996334,0,5996334
96,BAHI3,2014-06-30,2014-07-15,5996334,0,5996334
97,BAHI3,2014-09-30,2014-10-22,6038183,0,6038183
98,BAHI3,2014-12-31,2015-03-28,6038183,0,6038183
99,BAHI3,2015-03-31,2015-10-23,6038183,0,6038183
100,BAHI3,2015-06-30,2015-10-23,6038183,0,6038183
101,BAHI3,2015-09-30,2015-11-05,6038183,0,6038183
102,BAHI3,2015-12-31,2016-03-22,6038183,0,6038183
103,BAHI3,2016-03-31,2016-05-13,6038183,0,6038183
104,BAHI3,2016-06-30,2016-08-12,6038183,0,6038183
105,BAHI3,2016-09-30,2016-11-10,603818,0,603818
106,BAHI3,2016-12-31,2017-03-27,603818,0,603818
107,BAHI3,2017-03-31,2017-05-16,603818,0,603818
108,BAHI3,2017-06-30,2017-08-21,603818,0,603818
109,BAHI3,2017-09-30,2017-11-10,1171970,0,1171970
110,BAHI3,2017-12-31,2018-03-27,1171970,0,1171970
111,BAHI3,2018-03-31,2018-05-14,1171970,0,1171970
112,BAHI3,2018-06-30,2018-08-13,1171970,0,1171970
113,BAHI3,2018-09-30,2018-11-12,1171970,0,1171970
114,BAHI3,2018-12-31,2019-03-28,1171970,0,1171970
115,BAHI3,2019-03-31,2019-05-15,1171970,0,1171970
116,BAHI3,2019-06-30,2019-08-13,1171970,0,1171970
117,BAHI3,2019-09-30,2019-11-12,1171970,0,1171970
118,BAHI3,2019-12-31,2020-03-31,2219359,0,2219359
119,BAHI3,2020-03-31,2020-05-22,2219359,0,2219359
120,BAHI3,2020-06-30,2020-08-28,2219359,0,2219359
121,BAHI3,2020-09-30,2020-11-13,2219359,0,2219359
122,BBDC3,2010-12-31,2011-07-19,1881225,1881225,3762450
123,BBDC3,2011-03-31,2011-04-27,1912397,1912397,3824794
124,BBDC3,2011-06-30,2011-07-27,1912397,1912397,3824794
125,BBDC3,2011-09-30,2011-10-26,1912397,1912397,3824794
126,BBDC3,2011-12-31,2012-03-30,1912397,1912397,3824794
127,BBDC3,2012-03-31,2012-04-23,1912397,1912397,3824794
128,BBDC3,2012-06-30,2012-07-23,1912397,1912397,3824794
129,BBDC3,2012-09-30,2012-10-22,1912397,1912397,3824794
130,BBDC3,2012-12-31,2013-03-28,1912397,1912397,3824794
131,BBDC3,2013-03-31,2013-04-22,2103637,2103637,4207274
132,BBDC3,2013-06-30,2013-07-22,2103637,2103637,4207274
133,BBDC3,2013-09-30,2013-10-21,2103637,2103637,4207274
134,BBDC3,2013-12-31,2014-03-31,2103637,2103637,4207274
135,BBDC3,2014-03-31,2014-04-24,2103637,2103637,4207274
136,BBDC3,2014-06-30,2014-07-31,2103637,2103637,4207274
137,BBDC3,2014-09-30,2014-10-30,2103637,2103637,4207274
138,BBDC3,2014-12-31,2015-03-31,2103637,2103637,4207274
139,BBDC3,2015-03-31,2015-04-29,2524365,2524364,5048729
140,BBDC3,2015-06-30,2015-08-05,2524365,2524364,5048729
141,BBDC3,2015-09-30,2015-10-29,2524365,2524364,5048729
142,BBDC3,2015-12-31,2016-03-07,2524365,2524364,5048729
143,BBDC3,2016-03-31,2016-04-28,2524365,2524364,5048729
144,BBDC3,2016-06-30,2016-07-28,2776801,2776801,5553602
145,BBDC3,2016-09-30,2016-11-10,2776801,2776801,5553602
146,BBDC3,2016-12-31,2017-02-24,2776801,2776800,5553601
147,BBDC3,2017-03-31,2017-04-27,3054481,3054481,6108962
148,BBDC3,2017-06-30,2017-07-27,3054481,3054481,6108962
149,BBDC3,2017-09-30,2017-11-01,3054481,3054481,6108962
150,BBDC3,2017-12-31,2018-03-08,3054481,3054481,6108962
151,BBDC3,2018-03-31,2018-04-26,3359929,3359929,6719858
152,BBDC3,2018-06-30,2018-07-26,3359929,3359929,6719858
153,BBDC3,2018-09-30,2018-11-01,3359929,3359929,6719858
154,BBDC3,2018-12-31,2019-03-08,3359929,3359929,6719858
155,BBDC3,2019-03-31,2019-04-25,4031915,4031915,8063830
156,BBDC3,2019-06-30,2019-07-25,4031915,4031915,8063830
157,BBDC3,2019-09-30,2019-10-31,4031915,4031915,8063830
158,BBDC3,2019-12-31,2020-03-06,4031915,4031915,8063830
159,BBDC3,2020-03-31,2020-04-30,4435107,4435106,8870213
160,BBDC3,2020-06-30,2020-07-30,4435107,4435106,8870213
161,BBDC3,2020-09-30,2020-10-28,4435107,4435106,8870213
162,BBDC3,2020-12-31,2021-03-09,4435107,4435106,8870213
163,BBDC4,2010-12-31,2011-07-19,1881225,1881225,3762450
164,BBDC4,2011-03-31,2011-04-27,1912397,1912397,3824794
165,BBDC4,2011-06-30,2011-07-27,1912397,1912397,3824794
166,BBDC4,2011-09-30,2011-10-26,1912397,1912397,3824794
167,BBDC4,2011-12-31,2012-03-30,1912397,1912397,3824794
168,BBDC4,2012-03-31,2012-04-23,1912397,1912397,3824794
169,BBDC4,2012-06-30,2012-07-23,1912397,1912397,3824794
170,BBDC4,2012-09-30,2012-10-22,1912397,1912397,3824794
171,BBDC4,2012-12-31,2013-03-28,1912397,1912397,3824794
172,BBDC4,2013-03-31,2013-04-22,2103637,2103637,4207274
173,BBDC4,2013-06-30,2013-07-22,2103637,2103637,4207274
174,BBDC4,2013-09-30,2013-10-21,2103637,2103637,4207274
175,BBDC4,2013-12-31,2014-03-31,2103637,2103637,4207274
176,BBDC4,2014-03-31,2014-04-24,2103637,2103637,4207274
177,BBDC4,2014-06-30,2014-07-31,2103637,2103637,4207274
178,BBDC4,2014-09-30,2014-10-30,2103637,2103637,4207274
179,BBDC4,2014-12-31,2015-03-31,2103637,2103637,4207274
180,BBDC4,2015-03-31,2015-04-29,2524365,2524364,5048729
181,BBDC4,2015-06-30,2015-08-05,2524365,2524364,5048729
182,BBDC4,2015-09-30,2015-10-29,2524365,2524364,5048729
183,BBDC4,2015-12-31,2016-03-07,2524365,2524364,5048729
184,BBDC4,2016-03-31,2016-04-28,2524365,2524364,5048729
185,BBDC4,2016-06-30,2016-07-28,2776801,2776801,5553602
186,BBDC4,2016-09-30,2016-11-10,2776801,2776801,5553602
187,BBDC4,2016-12-31,2017-02-24,2776801,2776800,5553601
188,BBDC4,2017-03-31,2017-04-27,3054481,3054481,6108962
189,BBDC4,2017-06-30,2017-07-27,3054481,3054481,6108962
190,BBDC4,2017-09-30,2017-11-01,3054481,3054481,6108962
191,BBDC4,2017-12-31,2018-03-08,3054481,3054481,6108962
192,BBDC4,2018-03-31,2018-04-26,3359929,3359929,6719858
193,BBDC4,2018-06-30,2018-07-26,3359929,3359929,6719858
194,BBDC4,2018-09-30,2018-11-01,3359929,3359929,6719858
195,BBDC4,2018-12-31,2019-03-08,3359929,3359929,6719858
196,BBDC4,2019-03-31,2019-04-25,4031915,4031915,8063830
197,BBDC4,2019-06-30,2019-07-25,4031915,4031915,8063830
198,BBDC4,2019-09-30,2019-10-31,4031915,4031915,8063830
199,BBDC4,2019-12-31,2020-03-06,4031915,4031915,8063830
200,BBDC4,2020-03-31,2020-04-30,4435107,4435106,8870213
201,BBDC4,2020-06-30,2020-07-30,4435107,4435106,8870213
202,BBDC4,2020-09-30,2020-10-28,4435107,4435106,8870213
203,BBDC4,2020-12-31,2021-03-09,4435107,4435106,8870213
204,BAZA3,2010-12-31,2011-03-04,2964596,0,2964596
205,BAZA3,2011-03-31,2011-05-16,2964596,0,2964596
206,BAZA3,2011-06-30,2011-08-23,2964596,0,2964596
207,BAZA3,2011-09-30,2011-12-16,2964596,0,2964596
208,BAZA3,2011-12-31,2012-03-20,2964596,0,2964596
209,BAZA3,2012-03-31,2012-05-14,2964596,0,2964596
210,BAZA3,2012-06-30,2012-08-23,2964596,0,2964596
211,BAZA3,2012-09-30,2012-11-14,2964596,0,2964596
212,BAZA3,2012-12-31,2013-02-04,2964596,0,2964596
213,BAZA3,2013-03-31,2013-05-15,2964596,0,2964596
214,BAZA3,2013-06-30,2013-09-11,2964596,0,2964596
215,BAZA3,2013-09-30,2013-11-14,2964596,0,2964596
216,BAZA3,2013-12-31,2014-02-13,2964596762,0,2964596762
217,BAZA3,2014-03-31,2014-05-15,2964596762,0,2964596762
218,BAZA3,2014-06-30,2014-08-13,2964596762,0,2964596762
219,BAZA3,2014-09-30,2014-11-14,2964596762,0,2964596762
220,BAZA3,2014-12-31,2015-02-12,2964596762,0,2964596762
221,BAZA3,2015-03-31,2015-05-15,2964596762,0,2964596762
222,BAZA3,2015-06-30,2015-08-14,2964596762,0,2964596762
223,BAZA3,2015-09-30,2015-11-13,2964596762,0,2964596762
224,BAZA3,2015-12-31,2016-03-02,2964596762,0,2964596762
225,BAZA3,2016-03-31,2016-05-13,2964596762,0,2964596762
226,BAZA3,2016-06-30,2016-08-12,2964596762,0,2964596762
227,BAZA3,2016-09-30,2016-11-14,29645967,0,29645967
228,BAZA3,2016-12-31,2017-03-01,29645967,0,29645967
229,BAZA3,2017-03-31,2017-05-12,29645967,0,29645967
230,BAZA3,2017-06-30,2017-08-14,29645967,0,29645967
231,BAZA3,2017-09-30,2017-11-13,29645967,0,29645967
232,BAZA3,2017-12-31,2018-03-20,29645967,0,29645967
233,BAZA3,2018-03-31,2018-05-15,29645967,0,29645967
234,BAZA3,2018-06-30,2018-08-23,29645967,0,29645967
235,BAZA3,2018-09-30,2018-11-16,29645967,0,29645967
236,BAZA3,2018-12-31,2019-03-14,29645967,0,29645967
237,BAZA3,2019-03-31,2019-05-16,29645967,0,29645967
238,BAZA3,2019-06-30,2019-08-16,29645967,0,29645967
239,BAZA3,2019-09-30,2019-11-14,29645967,0,29645967
240,BAZA3,2019-12-31,2020-03-11,29645967,0,29645967
241,BAZA3,2020-03-31,2020-06-23,29645967,0,29645967
242,BAZA3,2020-06-30,2020-08-31,29645967,0,29645967
243,BAZA3,2020-09-30,2020-11-16,29645967,0,29645967
244,BAZA3,2020-12-31,2021-03-19,29645967,0,29645967
245,BBAS11,2010-12-31,2011-04-30,2860729247,0,2860729247
246,BBAS11,2011-03-31,2011-05-10,2860729247,0,2860729247
247,BBAS11,2011-06-30,2011-08-09,2860729247,0,2860729247
248,BBAS11,2011-09-30,2011-11-03,2860729247,0,2860729247
249,BBAS11,2011-12-31,2012-04-09,2865416988,0,2865416988
250,BBAS11,2012-03-31,2012-05-03,2865416973,0,2865416973
251,BBAS11,2012-06-30,2012-08-14,2865416973,0,2865416973
252,BBAS11,2012-09-30,2012-11-08,2858171973,0,2858171973
253,BBAS11,2012-12-31,2013-03-25,2865417020,0,2865417020
254,BBAS11,2013-03-31,2013-05-15,2865417020,0,2865417020
255,BBAS11,2013-06-30,2013-08-13,2865417020,0,2865417020
256,BBAS11,2013-09-30,2013-11-12,2865417020,0,2865417020
257,BBAS11,2013-12-31,2014-09-25,2865417020,0,2865417020
258,BBAS11,2014-03-31,2014-05-07,2865417020,0,2865417020
259,BBAS11,2014-06-30,2014-08-14,2865417020,0,2865417020
260,BBAS11,2014-09-30,2014-11-05,2865417020,0,2865417020
261,BBAS11,2014-12-31,2015-03-27,2865417020,0,2865417020
262,BBAS11,2015-03-31,2015-05-14,2865417020,0,2865417020
263,BBAS11,2015-06-30,2015-08-13,2865417020,0,2865417020
264,BBAS11,2015-09-30,2015-11-12,2865417020,0,2865417020
265,BBAS11,2015-12-31,2016-06-02,2865417020,0,2865417020
266,BBAS11,2016-03-31,2016-05-12,2865417020,0,2865417020
267,BBAS11,2016-06-30,2016-08-11,2865417020,0,2865417020
268,BBAS11,2016-09-30,2016-11-10,2865417020,0,2865417020
269,BBAS11,2016-12-31,2017-03-24,2865417020,0,2865417020
270,BBAS11,2017-03-31,2017-05-11,2865417020,0,2865417020
271,BBAS11,2017-06-30,2017-08-10,2865417020,0,2865417020
272,BBAS11,2017-09-30,2017-11-09,2865417020,0,2865417020
273,BBAS11,2017-12-31,2018-03-23,2865417020,0,2865417020
274,BBAS11,2018-03-31,2018-05-10,2865417020,0,2865417020
275,BBAS11,2018-06-30,2018-08-09,2865417020,0,2865417020
276,BBAS11,2018-09-30,2018-11-08,2865417020,0,2865417020
277,BBAS11,2018-12-31,2019-03-22,2865417020,0,2865417020
278,BBAS11,2019-03-31,2019-05-09,2865417020,0,2865417020
279,BBAS11,2019-06-30,2019-08-08,2865417020,0,2865417020
280,BBAS11,2019-09-30,2019-11-07,2865417020,0,2865417020
281,BBAS11,2019-12-31,2020-05-06,2865417020,0,2865417020
282,BBAS11,2020-03-31,2020-05-07,2865417020,0,2865417020
283,BBAS11,2020-06-30,2020-08-06,2865417020,0,2865417020
284,BBAS11,2020-09-30,2020-11-05,2865417020,0,2865417020
285,BBAS11,2020-12-31,2021-02-11,2865417020,0,2865417020
286,BBAS12,2010-12-31,2011-04-30,2860729247,0,2860729247
287,BBAS12,2011-03-31,2011-05-10,2860729247,0,2860729247
288,BBAS12,2011-06-30,2011-08-09,2860729247,0,2860729247
289,BBAS12,2011-09-30,2011-11-03,2860729247,0,2860729247
290,BBAS12,2011-12-31,2012-04-09,2865416988,0,2865416988
291,BBAS12,2012-03-31,2012-05-03,2865416973,0,2865416973
292,BBAS12,2012-06-30,2012-08-14,2865416973,0,2865416973
293,BBAS12,2012-09-30,2012-11-08,2858171973,0,2858171973
294,BBAS12,2012-12-31,2013-03-25,2865417020,0,2865417020
295,BBAS12,2013-03-31,2013-05-15,2865417020,0,2865417020
296,BBAS12,2013-06-30,2013-08-13,2865417020,0,2865417020
297,BBAS12,2013-09-30,2013-11-12,2865417020,0,2865417020
298,BBAS12,2013-12-31,2014-09-25,2865417020,0,2865417020
299,BBAS12,2014-03-31,2014-05-07,2865417020,0,2865417020
300,BBAS12,2014-06-30,2014-08-14,2865417020,0,2865417020
301,BBAS12,2014-09-30,2014-11-05,2865417020,0,2865417020
302,BBAS12,2014-12-31,2015-03-27,2865417020,0,2865417020
303,BBAS12,2015-03-31,2015-05-14,2865417020,0,2865417020
304,BBAS12,2015-06-30,2015-08-13,2865417020,0,2865417020
305,BBAS12,2015-09-30,2015-11-12,2865417020,0,2865417020
306,BBAS12,2015-12-31,2016-06-02,2865417020,0,2865417020
307,BBAS12,2016-03-31,2016-05-12,2865417020,0,2865417020
308,BBAS12,2016-06-30,2016-08-11,2865417020,0,2865417020
309,BBAS12,2016-09-30,2016-11-10,2865417020,0,2865417020
310,BBAS12,2016-12-31,2017-03-24,2865417020,0,2865417020
311,BBAS12,2017-03-31,2017-05-11,2865417020,0,2865417020
312,BBAS12,2017-06-30,2017-08-10,2865417020,0,2865417020
313,BBAS12,2017-09-30,2017-11-09,2865417020,0,2865417020
314,BBAS12,2017-12-31,2018-03-23,2865417020,0,2865417020
315,BBAS12,2018-03-31,2018-05-10,2865417020,0,2865417020
316,BBAS12,2018-06-30,2018-08-09,2865417020,0,2865417020
317,BBAS12,2018-09-30,2018-11-08,2865417020,0,2865417020
318,BBAS12,2018-12-31,2019-03-22,2865417020,0,2865417020
319,BBAS12,2019-03-31,2019-05-09,2865417020,0,2865417020
320,BBAS12,2019-06-30,2019-08-08,2865417020,0,2865417020
321,BBAS12,2019-09-30,2019-11-07,2865417020,0,2865417020
322,BBAS12,2019-12-31,2020-05-06,2865417020,0,2865417020
323,BBAS12,2020-03-31,2020-05-07,2865417020,0,2865417020
324,BBAS12,2020-06-30,2020-08-06,2865417020,0,2865417020
325,BBAS12,2020-09-30,2020-11-05,2865417020,0,2865417020
326,BBAS12,2020-12-31,2021-02-11,2865417020,0,2865417020
327,BBAS3,2010-12-31,2011-04-30,2860729247,0,2860729247
328,BBAS3,2011-03-31,2011-05-10,2860729247,0,2860729247
329,BBAS3,2011-06-30,2011-08-09,2860729247,0,2860729247
330,BBAS3,2011-09-30,2011-11-03,2860729247,0,2860729247
331,BBAS3,2011-12-31,2012-04-09,2865416988,0,2865416988
332,BBAS3,2012-03-31,2012-05-03,2865416973,0,2865416973
333,BBAS3,2012-06-30,2012-08-14,2865416973,0,2865416973
334,BBAS3,2012-09-30,2012-11-08,2858171973,0,2858171973
335,BBAS3,2012-12-31,2013-03-25,2865417020,0,2865417020
336,BBAS3,2013-03-31,2013-05-15,2865417020,0,2865417020
337,BBAS3,2013-06-30,2013-08-13,2865417020,0,2865417020
338,BBAS3,2013-09-30,2013-11-12,2865417020,0,2865417020
339,BBAS3,2013-12-31,2014-09-25,2865417020,0,2865417020
340,BBAS3,2014-03-31,2014-05-07,2865417020,0,2865417020
341,BBAS3,2014-06-30,2014-08-14,2865417020,0,2865417020
342,BBAS3,2014-09-30,2014-11-05,2865417020,0,2865417020
343,BBAS3,2014-12-31,2015-03-27,2865417020,0,2865417020
344,BBAS3,2015-03-31,2015-05-14,2865417020,0,2865417020
345,BBAS3,2015-06-30,2015-08-13,2865417020,0,2865417020
346,BBAS3,2015-09-30,2015-11-12,2865417020,0,2865417020
347,BBAS3,2015-12-31,2016-06-02,2865417020,0,2865417020
348,BBAS3,2016-03-31,2016-05-12,2865417020,0,2865417020
349,BBAS3,2016-06-30,2016-08-11,2865417020,0,2865417020
350,BBAS3,2016-09-30,2016-11-10,2865417020,0,2865417020
351,BBAS3,2016-12-31,2017-03-24,2865417020,0,2865417020
352,BBAS3,2017-03-31,2017-05-11,2865417020,0,2865417020
353,BBAS3,2017-06-30,2017-08-10,2865417020,0,2865417020
354,BBAS3,2017-09-30,2017-11-09,2865417020,0,2865417020
355,BBAS3,2017-12-31,2018-03-23,2865417020,0,2865417020
356,BBAS3,2018-03-31,2018-05-10,2865417020,0,2865417020
357,BBAS3,2018-06-30,2018-08-09,2865417020,0,2865417020
358,BBAS3,2018-09-30,2018-11-08,2865417020,0,2865417020
359,BBAS3,2018-12-31,2019-03-22,2865417020,0,2865417020
360,BBAS3,2019-03-31,2019-05-09,2865417020,0,2865417020
361,BBAS3,2019-06-30,2019-08-08,2865417020,0,2865417020
362,BBAS3,2019-09-30,2019-11-07,2865417020,0,2865417020
363,BBAS3,2019-12-31,2020-05-06,2865417020,0,2865417020
364,BBAS3,2020-03-31,2020-05-07,2865417020,0,2865417020
365,BBAS3,2020-06-30,2020-08-06,2865417020,0,2865417020
366,BBAS3,2020-09-30,2020-11-05,2865417020,0,2865417020
367,BBAS3,2020-12-31,2021-02-11,2865417020,0,2865417020
368,BGIP3,2010-12-31,2011-05-13,5270721,5270721,10541442
369,BGIP3,2011-03-31,2011-05-18,5270721,5270721,10541442
370,BGIP3,2011-06-30,2011-09-20,5270721,5270721,10541442
371,BGIP3,2011-09-30,2012-02-07,5271221,5271221,10542442
372,BGIP3,2011-12-31,2012-03-08,5270721,5270721,10541442
373,BGIP3,2012-03-31,2012-06-18,5271221,5271221,10542442
374,BGIP3,2012-06-30,2012-08-13,5271221,5271221,10542442
375,BGIP3,2012-09-30,2012-11-09,5271221,5271221,10542442
376,BGIP3,2012-12-31,2013-02-28,5270721,5270721,10541442
377,BGIP3,2013-03-31,2013-05-10,5270721,5270721,10541442
378,BGIP3,2013-06-30,2013-08-15,5271,5271,10542
379,BGIP3,2013-09-30,2013-11-14,5271,5271,10542
380,BGIP3,2013-12-31,2014-03-06,5271,5271,10542
381,BGIP3,2014-03-31,2014-05-15,5271,5271,10542
382,BGIP3,2014-06-30,2014-08-15,5271,5271,10542
383,BGIP3,2014-09-30,2014-11-12,7642545,7642545,15285090
384,BGIP3,2014-12-31,2015-03-20,7642545,7642545,15285090
385,BGIP3,2015-03-31,2015-05-20,7642545,7642545,15285090
386,BGIP3,2015-06-30,2015-08-18,7642545,7642545,15285090
387,BGIP3,2015-09-30,2015-11-12,7642545,7642545,15285090
388,BGIP3,2015-12-31,2016-03-29,7642545,7642545,15285090
389,BGIP3,2016-03-31,2016-05-13,7642545,7642545,15285090
390,BGIP3,2016-06-30,2017-08-18,7642545,7642545,15285090
391,BGIP3,2016-09-30,2016-11-14,7642545,7642545,15285090
392,BGIP3,2016-12-31,2017-02-21,7642545,7642545,15285090
393,BGIP3,2017-03-31,2017-08-17,7642545,7642545,15285090
394,BGIP3,2017-06-30,2017-08-21,7642545,7642545,15285090
395,BGIP3,2017-09-30,2017-11-13,7642545,7642545,15285090
396,BGIP3,2017-12-31,2018-03-27,7642545,7642545,15285090
397,BGIP3,2018-03-31,2018-06-28,7642545,7642545,15285090
398,BGIP3,2018-06-30,2018-08-13,7642545,7642545,15285090
399,BGIP3,2018-09-30,2018-11-13,7642545,7642545,15285090
400,BGIP3,2018-12-31,2019-02-26,7642545,7642545,15285090
401,BGIP3,2019-03-31,2019-07-16,7642545,7642545,15285090
402,BGIP3,2019-06-30,2019-08-23,7642545,7642545,15285090
403,BGIP3,2019-09-30,2019-11-14,7642545,7642545,15285090
404,BGIP3,2019-12-31,2020-02-26,7642545,7642545,15285090
405,BGIP3,2020-03-31,2020-05-29,7642545,7642545,15285090
406,BGIP3,2020-06-30,2020-08-24,7642545,7642545,15285090
407,BGIP3,2020-09-30,2020-12-30,7642545,7642545,15285090
408,BGIP3,2020-12-31,2021-02-26,7642545,7642545,15285090
409,BGIP4,2010-12-31,2011-05-13,5270721,5270721,10541442
410,BGIP4,2011-03-31,2011-05-18,5270721,5270721,10541442
411,BGIP4,2011-06-30,2011-09-20,5270721,5270721,10541442
412,BGIP4,2011-09-30,2012-02-07,5271221,5271221,10542442
413,BGIP4,2011-12-31,2012-03-08,5270721,5270721,10541442
414,BGIP4,2012-03-31,2012-06-18,5271221,5271221,10542442
415,BGIP4,2012-06-30,2012-08-13,5271221,5271221,10542442
416,BGIP4,2012-09-30,2012-11-09,5271221,5271221,10542442
417,BGIP4,2012-12-31,2013-02-28,5270721,5270721,10541442
418,BGIP4,2013-03-31,2013-05-10,5270721,5270721,10541442
419,BGIP4,2013-06-30,2013-08-15,5271,5271,10542
420,BGIP4,2013-09-30,2013-11-14,5271,5271,10542
421,BGIP4,2013-12-31,2014-03-06,5271,5271,10542
422,BGIP4,2014-03-31,2014-05-15,5271,5271,10542
423,BGIP4,2014-06-30,2014-08-15,5271,5271,10542
424,BGIP4,2014-09-30,2014-11-12,7642545,7642545,15285090
425,BGIP4,2014-12-31,2015-03-20,7642545,7642545,15285090
426,BGIP4,2015-03-31,2015-05-20,7642545,7642545,15285090
427,BGIP4,2015-06-30,2015-08-18,7642545,7642545,15285090
