,codigo_negociacao,data_referencia,release_date,ordinarias,preferenciais,totais
3963,CORR3,2015-12-31,2016-03-23,7815,15338,23153
3964,CORR3,2016-03-31,2016-05-11,7815,15338,23153
3965,CORR3,2016-06-30,2016-08-12,7815,15338,23153
3966,CORR3,2016-09-30,2016-11-14,7815,15338,23153
3967,CORR3,2016-12-31,2017-03-24,7815,15338,23153
3968,CORR3,2017-03-31,2017-05-11,7815,15338,23153
3969,CORR3,2017-06-30,2017-08-14,7815,15338,23153
3970,CORR3,2017-09-30,2017-11-10,7815,15338,23153
3971,CORR3,2017-12-31,2018-03-23,7815,15338,23153
3972,CORR3,2018-03-31,2018-05-15,7815,15338,23153
3973,CORR3,2018-06-30,2018-08-14,7815,15338,23153
3974,CORR3,2018-09-30,2018-11-14,7815,15338,23153
3975,CORR3,2018-12-31,2019-03-20,7815,15338,23153
3976,CORR3,2019-03-31,2019-05-16,8,15,23
3977,CORR3,2019-06-30,2019-08-16,7815,15338,23153
3978,CORR3,2019-09-30,2019-11-13,7815,15338,23153
3979,CORR3,2019-12-31,2020-03-30,7815,15338,23153
3980,CORR3,2020-03-31,2020-06-25,7815,15338,23153
3981,CORR3,2020-06-30,2020-08-24,7815,15338,23153
3982,CORR3,2020-09-30,2020-11-13,7815,15338,23153
3983,CORR3,2020-12-31,2021-03-16,7815,15338,23153
3984,CORR4,2010-12-31,2011-04-01,7815,15338,23153
3985,CORR4,2011-03-31,2011-05-13,7815,15338,23153
3986,CORR4,2011-06-30,2011-08-15,7815,15338,23153
3987,CORR4,2011-09-30,2011-11-09,7815,15338,23153
3988,CORR4,2011-12-31,2012-03-13,7815,15338,23153
3989,CORR4,2012-03-31,2012-05-10,7815,15338,23153
3990,CORR4,2012-06-30,2012-08-21,7815,15338,23153
3991,CORR4,2012-09-30,2012-11-12,7815,15338,23153
3992,CORR4,2012-12-31,2013-03-26,7815,15338,23153
3993,CORR4,2013-03-31,2013-05-08,7815,15338,23153
3994,CORR4,2013-06-30,2013-08-09,7815,15338,23153
3995,CORR4,2013-09-30,2013-11-11,7815,15338,23153
3996,CORR4,2013-12-31,2014-03-27,7815,15338,23153
3997,CORR4,2014-03-30,2014-05-13,7815,15338,23153
3998,CORR4,2014-03-31,2014-05-15,7815,15338,23153
3999,CORR4,2014-06-30,2014-08-15,7815,15338,23153
4000,CORR4,2014-09-30,2014-11-07,7815,15338,23153
4001,CORR4,2014-12-31,2015-03-24,7815,15338,23153
4002,CORR4,2015-03-31,2015-05-13,7815,15338,23153
4003,CORR4,2015-06-30,2015-08-11,7815,15338,23153
4004,CORR4,2015-09-30,2015-11-10,7815,15338,23153
4005,CORR4,2015-12-31,2016-03-23,7815,15338,23153
4006,CORR4,2016-03-31,2016-05-11,7815,15338,23153
4007,CORR4,2016-06-30,2016-08-12,7815,15338,23153
4008,CORR4,2016-09-30,2016-11-14,7815,15338,23153
4009,CORR4,2016-12-31,2017-03-24,7815,15338,23153
4010,CORR4,2017-03-31,2017-05-11,7815,15338,23153
4011,CORR4,2017-06-30,2017-08-14,7815,15338,23153
4012,CORR4,2017-09-30,2017-11-10,7815,15338,23153
4013,CORR4,2017-12-31,2018-03-23,7815,15338,23153
4014,CORR4,2018-03-31,2018-05-15,7815,15338,23153
4015,CORR4,2018-06-30,2018-08-14,7815,15338,23153
4016,CORR4,2018-09-30,2018-11-14,7815,15338,23153
4017,CORR4,2018-12-31,2019-03-20,7815,15338,23153
4018,CORR4,2019-03-31,2019-05-16,8,15,23
4019,CORR4,2019-06-30,2019-08-16,7815,15338,23153
4020,CORR4,2019-09-30,2019-11-13,7815,15338,23153
4021,CORR4,2019-12-31,2020-03-30,7815,15338,23153
4022,CORR4,2020-03-31,2020-06-25,7815,15338,23153
4023,CORR4,2020-06-30,2020-08-24,7815,15338,23153
4024,CORR4,2020-09-30,2020-11-13,7815,15338,23153
4025,CORR4,2020-12-31,2021-03-16,7815,15338,23153
4026,DOHL3,2010-12-31,2011-03-30,3631,1412,5043
4027,DOHL3,2011-03-31,2011-05-31,3631,1412,5043
4028,DOHL3,2011-06-30,2011-08-15,36312,14118,50430
4029,DOHL3,2011-09-30,2011-11-11,36312,14118,50430
4030,DOHL3,2011-12-31,2012-03-27,36311880,14118310,50430190
4031,DOHL3,2012-03-31,2012-05-15,36312,14118,50430
4032,DOHL3,2012-06-30,2012-08-14,36312,14118,50430
4033,DOHL3,2012-09-30,2012-11-13,36312,14118,50430
4034,DOHL3,2012-12-31,2013-03-25,36311880,14118310,50430190
4035,DOHL3,2013-03-31,2013-05-14,36311880,14118310,50430190
4036,DOHL3,2013-06-30,2013-08-13,36311880,14118310,50430190
4037,DOHL3,2013-09-30,2013-11-13,36311880,14118310,50430190
4038,DOHL3,2013-12-31,2014-03-24,36311880,14118310,50430190
4039,DOHL3,2014-03-31,2014-05-13,36311880,14118310,50430190
4040,DOHL3,2014-06-30,2014-08-13,43574256,16941972,60516228
4041,DOHL3,2014-09-30,2014-11-12,43574256,16941972,60516228
4042,DOHL3,2014-12-31,2015-03-23,43574256,16941972,60516228
4043,DOHL3,2015-03-31,2015-05-15,43574256,16941972,60516228
4044,DOHL3,2015-06-30,2015-08-13,43574256,16941972,60516228
4045,DOHL3,2015-09-30,2015-11-12,43574256,16941972,60516228
4046,DOHL3,2015-12-31,2016-03-23,43574256,16941972,60516228
4047,DOHL3,2016-03-31,2016-05-12,43574256,16941972,60516228
4048,DOHL3,2016-06-30,2016-08-12,43574256,16941972,60516228
4049,DOHL3,2016-09-30,2016-11-11,43574256,16941972,60516228
4050,DOHL3,2016-12-31,2017-03-24,43574256,16941972,60516228
4051,DOHL3,2017-03-31,2017-05-12,43574256,16941972,60516228
4052,DOHL3,2017-06-30,2017-08-14,43574256,16941972,60516228
4053,DOHL3,2017-09-30,2017-11-10,43574256,16941972,60516228
4054,DOHL3,2017-12-31,2018-03-28,43574256,16941972,60516228
4055,DOHL3,2018-03-31,2018-05-11,43574256,16941972,60516228
4056,DOHL3,2018-06-30,2018-08-14,43574256,16941972,60516228
4057,DOHL3,2018-09-30,2018-11-13,43574256,16941972,60516228
4058,DOHL3,2018-12-31,2019-03-25,43574256,16941972,60516228
4059,DOHL3,2019-03-31,2019-05-14,43574256,16941972,60516228
4060,DOHL3,2019-06-30,2019-08-13,43574256,16941972,60516228
4061,DOHL3,2019-09-30,2019-11-13,43574256,16941972,60516228
4062,DOHL3,2019-12-31,2020-03-26,43574256,16941972,60516228
4063,DOHL3,2020-03-31,2020-06-18,43574256,16941972,60516228
4064,DOHL3,2020-06-30,2020-08-26,43574256,16941972,60516228
4065,DOHL3,2020-09-30,2020-11-12,54467820,21177465,75645285
4066,DOHL4,2010-12-31,2011-03-30,3631,1412,5043
4067,DOHL4,2011-03-31,2011-05-31,3631,1412,5043
4068,DOHL4,2011-06-30,2011-08-15,36312,14118,50430
4069,DOHL4,2011-09-30,2011-11-11,36312,14118,50430
4070,DOHL4,2011-12-31,2012-03-27,36311880,14118310,50430190
4071,DOHL4,2012-03-31,2012-05-15,36312,14118,50430
4072,DOHL4,2012-06-30,2012-08-14,36312,14118,50430
4073,DOHL4,2012-09-30,2012-11-13,36312,14118,50430
4074,DOHL4,2012-12-31,2013-03-25,36311880,14118310,50430190
4075,DOHL4,2013-03-31,2013-05-14,36311880,14118310,50430190
4076,DOHL4,2013-06-30,2013-08-13,36311880,14118310,50430190
4077,DOHL4,2013-09-30,2013-11-13,36311880,14118310,50430190
4078,DOHL4,2013-12-31,2014-03-24,36311880,14118310,50430190
4079,DOHL4,2014-03-31,2014-05-13,36311880,14118310,50430190
4080,DOHL4,2014-06-30,2014-08-13,43574256,16941972,60516228
4081,DOHL4,2014-09-30,2014-11-12,43574256,16941972,60516228
4082,DOHL4,2014-12-31,2015-03-23,43574256,16941972,60516228
4083,DOHL4,2015-03-31,2015-05-15,43574256,16941972,60516228
4084,DOHL4,2015-06-30,2015-08-13,43574256,16941972,60516228
4085,DOHL4,2015-09-30,2015-11-12,43574256,16941972,60516228
4086,DOHL4,2015-12-31,2016-03-23,43574256,16941972,60516228
4087,DOHL4,2016-03-31,2016-05-12,43574256,16941972,60516228
4088,DOHL4,2016-06-30,2016-08-12,43574256,16941972,60516228
4089,DOHL4,2016-09-30,2016-11-11,43574256,16941972,60516228
4090,DOHL4,2016-12-31,2017-03-24,43574256,16941972,60516228
4091,DOHL4,2017-03-31,2017-05-12,43574256,16941972,60516228
4092,DOHL4,2017-06-30,2017-08-14,43574256,16941972,60516228
4093,DOHL4,2017-09-30,2017-11-10,43574256,16941972,60516228
4094,DOHL4,2017-12-31,2018-03-28,43574256,16941972,60516228
4095,DOHL4,2018-03-31,2018-05-11,43574256,16941972,60516228
4096,DOHL4,2018-06-30,2018-08-14,43574256,16941972,60516228
4097,DOHL4,2018-09-30,2018-11-13,43574256,16941972,60516228
4098,DOHL4,2018-12-31,2019-03-25,43574256,16941972,60516228
4099,DOHL4,2019-03-31,2019-05-14,43574256,16941972,60516228
4100,DOHL4,2019-06-30,2019-08-13,43574256,16941972,60516228
4101,DOHL4,2019-09-30,2019-11-13,43574256,16941972,60516228
4102,DOHL4,2019-12-31,2020-03-26,43574256,16941972,60516228
4103,DOHL4,2020-03-31,2020-06-18,43574256,16941972,60516228
4104,DOHL4,2020-06-30,2020-08-26,43574256,16941972,60516228
4105,DOHL4,2020-09-30,2020-11-12,54467820,21177465,75645285
4106,RADL3,2010-12-31,2011-03-01,188320020,0,188320020
4107,RADL3,2011-03-31,2011-05-11,188320020,0,188320020
4108,RADL3,2011-06-30,2011-08-10,188320020,0,188320020
4109,RADL3,2011-09-30,2011-11-09,188320020,0,188320020
4110,RADL3,2011-12-31,2012-03-26,330386000,0,330386000
4111,RADL3,2012-03-31,2012-05-10,330386000,0,330386000
4112,RADL3,2012-06-30,2012-08-09,330386000,0,330386000
4113,RADL3,2012-09-30,2012-11-13,330386000,0,330386000
4114,RADL3,2012-12-31,2013-03-27,330386000,0,330386000
4115,RADL3,2013-03-31,2013-05-09,330386000,0,330386000
4116,RADL3,2013-06-30,2013-08-08,330386000,0,330386000
4117,RADL3,2013-09-30,2013-11-07,330386000,0,330386000
4118,RADL3,2013-12-31,2014-03-17,330386000,0,330386000
4119,RADL3,2014-03-31,2014-05-08,330386000,0,330386000
4120,RADL3,2014-06-30,2014-08-07,330386000,0,330386000
4121,RADL3,2014-09-30,2014-11-06,330386000,0,330386000
4122,RADL3,2014-12-31,2015-02-26,330386000,0,330386000
4123,RADL3,2015-03-31,2015-04-29,330386000,0,330386000
4124,RADL3,2015-06-30,2015-07-30,330386000,0,330386000
4125,RADL3,2015-09-30,2015-10-29,330386000,0,330386000
4126,RADL3,2015-12-31,2016-02-18,330386000,0,330386000
4127,RADL3,2016-03-31,2016-04-28,330386000,0,330386000
4128,RADL3,2016-06-30,2016-08-04,330386000,0,330386000
4129,RADL3,2016-09-30,2016-10-27,330386000,0,330386000
4130,RADL3,2016-12-31,2017-02-16,330386000,0,330386000
4131,RADL3,2017-03-31,2017-04-27,330386000,0,330386000
4132,RADL3,2017-06-30,2017-07-27,330386000,0,330386000
4133,RADL3,2017-09-30,2017-10-26,330386000,0,330386000
4134,RADL3,2017-12-31,2018-02-22,330386000,0,330386000
4135,RADL3,2018-03-31,2018-05-02,330386000,0,330386000
4136,RADL3,2018-06-30,2018-07-30,330386000,0,330386000
4137,RADL3,2018-09-30,2018-10-30,330386000,0,330386000
4138,RADL3,2018-12-31,2019-02-26,330386000,0,330386000
4139,RADL3,2019-03-31,2019-04-29,330386000,0,330386000
4140,RADL3,2019-06-30,2019-08-06,330386000,0,330386000
4141,RADL3,2019-09-30,2019-10-29,330386000,0,330386000
4142,RADL3,2019-12-31,2020-02-19,330386000,0,330386000
4143,RADL3,2020-03-31,2020-04-28,330386000,0,330386000
4144,RADL3,2020-06-30,2020-08-11,330386000,0,330386000
4145,RADL3,2020-09-30,2020-10-27,1651930000,0,1651930000
4146,RADL3,2020-12-31,2021-03-09,1651930000,0,1651930000
4147,MNDL3,2010-12-31,2011-04-04,24638,22763,47401
4148,MNDL3,2011-03-31,2011-06-28,24638,22763,47401
4149,MNDL3,2011-06-30,2011-08-17,147829,136577,284406
4150,MNDL3,2011-09-30,2011-11-14,147829,136577,284406
4151,MNDL3,2011-12-31,2012-04-09,147829050,136577028,284406078
4152,MNDL3,2012-03-31,2012-05-16,257090672,0,257090672
4153,MNDL3,2012-06-30,2012-08-15,297631213,0,297631213
4154,MNDL3,2012-09-30,2012-11-14,297631213,0,297631213
4155,MNDL3,2012-12-31,2013-04-09,297631213,0,297631213
4156,MNDL3,2013-03-31,2013-05-15,2480260,0,2480260
4157,MNDL3,2013-06-30,2013-08-14,2480260,0,2480260
4158,MNDL3,2013-09-30,2013-11-14,2480260,0,2480260
4159,MNDL3,2013-12-31,2014-04-01,2480260,0,2480260
4160,MNDL3,2014-03-31,2014-05-16,2480260,0,2480260
4161,MNDL3,2014-06-30,2014-08-22,2480260,0,2480260
4162,MNDL3,2014-09-30,2014-11-17,2480260,0,2480260
4163,MNDL3,2014-12-31,2015-04-30,2480260,0,2480260
4164,MNDL3,2015-03-31,2015-05-28,2480260,0,2480260
4165,MNDL3,2015-06-30,2015-09-21,2480260,0,2480260
4166,MNDL3,2015-09-30,2015-11-16,2480260,0,2480260
4167,MNDL3,2015-12-31,2016-04-20,2480260,0,2480260
4168,MNDL3,2016-03-31,2016-06-27,2480260,0,2480260
4169,MNDL3,2016-06-30,2016-08-12,2480260,0,2480260
4170,MNDL3,2016-09-30,2016-11-14,2480260,0,2480260
4171,MNDL3,2016-12-31,2017-03-30,2480260,0,2480260
4172,MNDL3,2017-03-31,2017-05-15,2480260,0,2480260
4173,MNDL3,2017-06-30,2017-08-14,2480260,0,2480260
4174,MNDL3,2017-09-30,2017-11-14,2480260,0,2480260
4175,MNDL3,2017-12-31,2018-03-27,2480260,0,2480260
4176,MNDL3,2018-03-31,2018-05-15,2480260,0,2480260
4177,MNDL3,2018-06-30,2018-08-14,2480260,0,2480260
4178,MNDL3,2018-09-30,2018-11-14,2480260,0,2480260
4179,MNDL3,2018-12-31,2019-03-29,2480260,0,2480260
4180,MNDL3,2019-03-31,2019-05-15,2480260,0,2480260
4181,MNDL3,2019-06-30,2019-08-14,2480260,0,2480260
4182,MNDL3,2019-09-30,2019-11-14,2480260,0,2480260
4183,MNDL3,2019-12-31,2020-03-27,2480260,0,2480260
4184,MNDL3,2020-03-31,2020-06-29,2480260,0,2480260
4185,MNDL3,2020-06-30,2020-08-28,2480260,0,2480260
4186,MNDL3,2020-09-30,2020-11-13,2480260,0,2480260
4187,EALT3,2010-12-31,2011-04-11,975,1275,2250
4188,EALT3,2011-03-31,2011-05-23,975,1275,2250
4189,EALT3,2011-06-30,2011-08-11,975,1275,2250
4190,EALT3,2011-09-30,2011-11-03,975,1275,2250
4191,EALT3,2011-12-31,2012-03-27,975,1275,2250
4192,EALT3,2012-03-31,2012-04-26,975,1275,2250
4193,EALT3,2012-06-30,2012-07-31,975,1275,2250
4194,EALT3,2012-09-30,2012-10-30,975,1275,2250
4195,EALT3,2012-12-31,2013-03-25,975,1275,2250
4196,EALT3,2013-03-31,2013-05-13,975,1275,2250
4197,EALT3,2013-06-30,2013-08-08,975,1275,2250
4198,EALT3,2013-09-30,2013-10-25,975,1275,2250
4199,EALT3,2013-12-31,2014-03-25,975,1275,2250
4200,EALT3,2014-03-31,2014-05-14,975,1275,2250
4201,EALT3,2014-06-30,2014-07-25,975,1275,2250
4202,EALT3,2014-09-30,2014-10-29,975,1275,2250
4203,EALT3,2014-12-31,2015-03-26,975,1275,2250
4204,EALT3,2015-03-31,2015-05-20,975,1275,2250
4205,EALT3,2015-06-30,2015-08-04,975,1275,2250
4206,EALT3,2015-09-30,2015-10-26,975,1275,2250
4207,EALT3,2015-12-31,2016-03-29,975,1275,2250
4208,EALT3,2016-03-31,2016-05-02,975,1275,2250
4209,EALT3,2016-06-30,2016-08-11,975,1275,2250
4210,EALT3,2016-09-30,2016-10-31,975,1275,2250
4211,EALT3,2016-12-31,2017-03-27,975,1275,2250
4212,EALT3,2017-03-31,2017-04-28,975,1275,2250
4213,EALT3,2017-06-30,2017-08-03,975,1275,2250
4214,EALT3,2017-09-30,2017-11-01,975,1275,2250
4215,EALT3,2017-12-31,2018-03-27,975,1275,2250
4216,EALT3,2018-03-31,2018-04-20,975,1275,2250
4217,EALT3,2018-06-30,2018-07-27,9750,12750,22500
4218,EALT3,2018-09-30,2018-11-01,9750,12750,22500
4219,EALT3,2018-12-31,2019-03-29,9750,12750,22500
4220,EALT3,2019-03-31,2019-05-10,9750,12750,22500
4221,EALT3,2019-06-30,2019-08-09,9750,12750,22500
4222,EALT3,2019-09-30,2019-11-13,9750,12750,22500
4223,EALT3,2019-12-31,2020-03-30,9750,12750,22500
4224,EALT3,2020-03-31,2020-07-01,9755,12745,22500
4225,EALT3,2020-06-30,2020-08-21,9755,12745,22500
4226,EALT3,2020-09-30,2020-11-13,9750,12750,22500
4227,EALT4,2010-12-31,2011-04-11,975,1275,2250
4228,EALT4,2011-03-31,2011-05-23,975,1275,2250
4229,EALT4,2011-06-30,2011-08-11,975,1275,2250
4230,EALT4,2011-09-30,2011-11-03,975,1275,2250
4231,EALT4,2011-12-31,2012-03-27,975,1275,2250
4232,EALT4,2012-03-31,2012-04-26,975,1275,2250
4233,EALT4,2012-06-30,2012-07-31,975,1275,2250
4234,EALT4,2012-09-30,2012-10-30,975,1275,2250
4235,EALT4,2012-12-31,2013-03-25,975,1275,2250
4236,EALT4,2013-03-31,2013-05-13,975,1275,2250
4237,EALT4,2013-06-30,2013-08-08,975,1275,2250
4238,EALT4,2013-09-30,2013-10-25,975,1275,2250
4239,EALT4,2013-12-31,2014-03-25,975,1275,2250
4240,EALT4,2014-03-31,2014-05-14,975,1275,2250
4241,EALT4,2014-06-30,2014-07-25,975,1275,2250
4242,EALT4,2014-09-30,2014-10-29,975,1275,2250
4243,EALT4,2014-12-31,2015-03-26,975,1275,2250
4244,EALT4,2015-03-31,2015-05-20,975,1275,2250
4245,EALT4,2015-06-30,2015-08-04,975,1275,2250
4246,EALT4,2015-09-30,2015-10-26,975,1275,2250
4247,EALT4,2015-12-31,2016-03-29,975,1275,2250
4248,EALT4,2016-03-31,2016-05-02,975,1275,2250
4249,EALT4,2016-06-30,2016-08-11,975,1275,2250
4250,EALT4,2016-09-30,2016-10-31,975,1275,2250
4251,EALT4,2016-12-31,2017-03-27,975,1275,2250
4252,EALT4,2017-03-31,2017-04-28,975,1275,2250
4253,EALT4,2017-06-30,2017-08-03,975,1275,2250
4254,EALT4,2017-09-30,2017-11-01,975,1275,2250
4255,EALT4,2017-12-31,2018-03-27,975,1275,2250
4256,EALT4,2018-03-31,2018-04-20,975,1275,2250
4257,EALT4,2018-06-30,2018-07-27,9750,12750,22500
4258,EALT4,2018-09-30,2018-11-01,9750,12750,22500
4259,EALT4,2018-12-31,2019-03-29,9750,12750,22500
4260,EALT4,2019-03-31,2019-05-10,9750,12750,22500
4261,EALT4,2019-06-30,2019-08-09,9750,12750,22500
4262,EALT4,2019-09-30,2019-11-13,9750,12750,22500
4263,EALT4,2019-12-31,2020-03-30,9750,12750,22500
4264,EALT4,2020-03-31,2020-07-01,9755,12745,22500
4265,EALT4,2020-06-30,2020-08-21,9755,12745,22500
4266,EALT4,2020-09-30,2020-11-13,9750,12750,22500
4267,WEGE3,2010-12-31,2011-02-23,620905029,0,620905029
4268,WEGE3,2011-03-31,2011-04-27,620905029,0,620905029
4269,WEGE3,2011-06-30,2011-07-22,620405029,0,620405029
4270,WEGE3,2011-09-30,2011-10-26,620405029,0,620405029
4271,WEGE3,2011-12-31,2012-02-15,620405029,0,620405029
4272,WEGE3,2012-03-31,2012-04-25,620405029,0,620405029
4273,WEGE3,2012-06-30,2012-07-25,620405029,0,620405029
4274,WEGE3,2012-09-30,2012-10-24,620405029,0,620405029
4275,WEGE3,2012-12-31,2013-02-27,620405029,0,620405029
4276,WEGE3,2013-03-31,2013-04-24,620405029,0,620405029
4277,WEGE3,2013-06-30,2013-07-31,620419011,0,620419011
4278,WEGE3,2013-09-30,2013-10-30,620905029,0,620905029
4279,WEGE3,2013-12-31,2014-02-26,620905029,0,620905029
4280,WEGE3,2014-03-31,2014-04-24,620905029,0,620905029
4281,WEGE3,2014-06-30,2014-07-23,807176538,0,807176538
4282,WEGE3,2014-09-30,2014-10-29,807176538,0,807176538
4283,WEGE3,2014-12-31,2015-02-25,807176538,0,807176538
4284,WEGE3,2015-03-31,2015-04-29,807176538,0,807176538
4285,WEGE3,2015-06-30,2015-07-29,1614353076,0,1614353076
4286,WEGE3,2015-09-30,2015-10-28,1614353076,0,1614353076
4287,WEGE3,2015-12-31,2016-02-24,1614353076,0,1614353076
4288,WEGE3,2016-03-31,2016-04-20,1614353076,0,1614353076
4289,WEGE3,2016-06-30,2016-07-27,1614353076,0,1614353076
4290,WEGE3,2016-09-30,2016-10-26,1614353076,0,1614353076
4291,WEGE3,2016-12-31,2017-02-22,1614353076,0,1614353076
4292,WEGE3,2017-03-31,2017-04-26,1614353076,0,1614353076
4293,WEGE3,2017-06-30,2017-07-19,1614353076,0,1614353076
4294,WEGE3,2017-09-30,2017-10-25,1614353076,0,1614353076
4295,WEGE3,2017-12-31,2018-02-28,1614353076,0,1614353076
4296,WEGE3,2018-03-31,2018-11-05,1614353076,0,1614353076
4297,WEGE3,2018-06-30,2018-08-14,2098658999,0,2098658999
4298,WEGE3,2018-09-30,2018-10-24,2098658999,0,2098658999
4299,WEGE3,2018-12-31,2019-04-10,2098658999,0,2098658999
4300,WEGE3,2019-03-31,2019-04-24,2098658999,0,2098658999
4301,WEGE3,2019-06-30,2019-07-24,2098658999,0,2098658999
4302,WEGE3,2019-09-30,2019-10-23,2098658999,0,2098658999
4303,WEGE3,2019-12-31,2020-02-19,2098658999,0,2098658999
4304,WEGE3,2020-03-31,2020-04-29,2098658999,0,2098658999
4305,WEGE3,2020-06-30,2020-07-22,2098658999,0,2098658999
4306,WEGE3,2020-09-30,2020-10-21,2098658999,0,2098658999
4307,WEGE3,2020-12-31,2021-02-24,2098658999,0,2098658999
4308,ETER3,2010-12-31,2011-03-11,89500000,0,89500000
4309,ETER3,2011-03-31,2011-05-10,89500,0,89500
4310,ETER3,2011-06-30,2011-08-09,89500,0,89500
4311,ETER3,2011-09-30,2011-12-23,89500,0,89500
4312,ETER3,2011-12-31,2012-03-12,89500,0,89500
4313,ETER3,2012-03-31,2012-05-08,89500,0,89500
4314,ETER3,2012-06-30,2012-08-09,89500,0,89500
4315,ETER3,2012-09-30,2012-11-07,89500,0,89500
4316,ETER3,2012-12-31,2013-03-15,89500,0,89500
4317,ETER3,2013-03-31,2013-05-06,89500,0,89500
4318,ETER3,2013-06-30,2013-08-08,89500,0,89500
4319,ETER3,2013-09-30,2013-11-07,89500,0,89500
4320,ETER3,2013-12-31,2014-03-17,89500,0,89500
4321,ETER3,2014-03-31,2014-05-08,89500,0,89500
4322,ETER3,2014-06-30,2014-08-07,89500,0,89500
4323,ETER3,2014-09-30,2014-11-14,179000,0,179000
4324,ETER3,2014-12-31,2015-03-12,179000,0,179000
4325,ETER3,2015-03-31,2015-05-22,179000,0,179000
4326,ETER3,2015-06-30,2015-08-14,179000,0,179000
4327,ETER3,2015-09-30,2015-11-05,179000,0,179000
4328,ETER3,2015-12-31,2016-03-28,179000,0,179000
4329,ETER3,2016-03-31,2016-05-12,179000,0,179000
4330,ETER3,2016-06-30,2016-08-11,179000,0,179000
4331,ETER3,2016-09-30,2016-11-10,179000,0,179000
4332,ETER3,2016-12-31,2017-03-17,179000,0,179000
4333,ETER3,2017-03-31,2017-05-11,179000,0,179000
4334,ETER3,2017-06-30,2017-08-10,179000,0,179000
4335,ETER3,2017-09-30,2017-11-09,179000,0,179000
4336,ETER3,2017-12-31,2018-04-27,179000,0,179000
4337,ETER3,2018-03-31,2018-05-25,179000,0,179000
4338,ETER3,2018-06-30,2018-08-15,179000,0,179000
4339,ETER3,2018-09-30,2018-11-14,179000,0,179000
4340,ETER3,2018-12-31,2019-03-25,29833,0,29833
4341,ETER3,2019-03-31,2019-05-16,29833,0,29833
4342,ETER3,2019-06-30,2019-08-15,29833,0,29833
4343,ETER3,2019-09-30,2019-11-19,31774,0,31774
4344,ETER3,2019-12-31,2020-03-25,31774,0,31774
4345,ETER3,2020-03-31,2020-05-29,31774,0,31774
4346,ETER3,2020-06-30,2020-08-11,31774,0,31774
4347,ETER3,2020-09-30,2020-11-11,51676,0,51676
4348,ETER3,2020-12-31,2021-03-02,51676,0,51676
4349,EUCA3,2010-12-31,2011-04-12,31258,61361,92619
4350,EUCA3,2011-03-31,2011-05-17,31257700,61361556,92619256
4351,EUCA3,2011-06-30,2011-08-18,31257700,61361556,92619256
4352,EUCA3,2011-09-30,2011-11-08,31257700,61361556,92619256
4353,EUCA3,2011-12-31,2012-03-07,31258,61361,92619
4354,EUCA3,2012-03-31,2012-05-09,31258,61361,92619
4355,EUCA3,2012-06-30,2012-08-08,31258,61361,92619
4356,EUCA3,2012-09-30,2012-11-06,31258,61361,92619
4357,EUCA3,2012-12-31,2013-03-20,31258,61361,92619
4358,EUCA3,2013-03-31,2013-05-03,31258,61361,92619
4359,EUCA3,2013-06-30,2013-08-07,31258,61361,92619
4360,EUCA3,2013-09-30,2013-11-06,31258,61361,92619
4361,EUCA3,2013-12-31,2014-02-21,31258,61361,92619
4362,EUCA3,2014-03-31,2014-05-07,31258,61361,92619
4363,EUCA3,2014-06-30,2014-08-06,31258,61361,92619
4364,EUCA3,2014-09-30,2014-11-05,31258,61361,92619
4365,EUCA3,2014-12-31,2015-03-04,31258,61361,92619
4366,EUCA3,2015-03-31,2015-05-06,31258,61361,92619
4367,EUCA3,2015-06-30,2015-08-11,31258,61361,92619
4368,EUCA3,2015-09-30,2015-11-11,31258,61361,92619
4369,EUCA3,2015-12-31,2016-03-09,31258,61361,92619
4370,EUCA3,2016-03-31,2016-05-11,31258,61361,92619
4371,EUCA3,2016-06-30,2016-08-10,31258,61361,92619
4372,EUCA3,2016-09-30,2016-11-09,31258,61361,92619
4373,EUCA3,2016-12-31,2017-03-29,31258,61361,92619
4374,EUCA3,2017-03-31,2017-05-15,31258,61361,92619
4375,EUCA3,2017-06-30,2017-08-09,31258,61361,92619
4376,EUCA3,2017-09-30,2017-11-08,31258,61361,92619
4377,EUCA3,2017-12-31,2018-03-21,31258,61361,92619
4378,EUCA3,2018-03-31,2018-05-08,31258,61361,92619
4379,EUCA3,2018-06-30,2018-08-08,31258,61361,92619
4380,EUCA3,2018-09-30,2018-11-07,31258,61361,92619
4381,EUCA3,2018-12-31,2019-03-27,31258,61361,92619
4382,EUCA3,2019-03-31,2019-05-15,31258,61361,92619
4383,EUCA3,2019-06-30,2019-08-14,31258,61361,92619
4384,EUCA3,2019-09-30,2019-11-12,31258,61361,92619
4385,EUCA3,2019-12-31,2020-03-25,31258,61361,92619
4386,EUCA3,2020-03-31,2020-06-24,31258,61361,92619
4387,EUCA3,2020-06-30,2020-08-26,31258,61361,92619
4388,EUCA3,2020-09-30,2020-11-11,31258,61361,92619
4389,EUCA4,2010-12-31,2011-04-12,31258,61361,92619
4390,EUCA4,2011-03-31,2011-05-17,31257700,61361556,92619256
4391,EUCA4,2011-06-30,2011-08-18,31257700,61361556,92619256
4392,EUCA4,2011-09-30,2011-11-08,31257700,61361556,92619256
4393,EUCA4,2011-12-31,2012-03-07,31258,61361,92619
4394,EUCA4,2012-03-31,2012-05-09,31258,61361,92619
4395,EUCA4,2012-06-30,2012-08-08,31258,61361,92619
4396,EUCA4,2012-09-30,2012-11-06,31258,61361,92619
